CHILDCODE	EDCHSTR5	ATSCR5	GRDER5	CMPGRDR5	SAMESCR5	TYSCR5	PROVR5	SCHNMER5
160022	1	1	7	1	1	3	98	524
160022	2	1	8	1	1	 	 	 
160022	3	1	9	1	1	 	 	 
160022	4	1	10	4	0	3	98	1196
160023	1	1	7	1	1	3	4	114
160023	2	1	8	1	1	 	 	 
160023	3	1	9	1	1	 	 	 
160023	4	0	 	 	 	 	 	 
160024	1	1	7	1	1	3	4	114
160024	2	1	8	1	1	 	 	 
160024	3	1	9	1	1	 	 	 
160024	4	1	10	4	0	3	4	162
160025	1	1	7	1	1	3	4	114
160025	2	1	8	1	1	 	 	 
160025	3	1	9	1	1	 	 	 
160025	4	1	10	4	0	8	4	1094
160026	1	1	7	1	1	3	4	114
160026	2	1	8	1	1	 	 	 
160026	3	1	9	1	1	 	 	 
160026	4	1	10	4	0	3	4	162
160028	1	1	7	1	1	3	98	506
160028	2	1	8	1	1	 	 	 
160028	3	1	9	1	0	3	4	476
160028	4	1	10	4	0	3	4	1093
160029	1	1	7	1	1	3	4	114
160029	2	1	8	1	1	 	 	 
160029	3	1	9	1	1	 	 	 
160029	4	1	10	1	0	3	4	162
160030	1	1	7	1	1	3	4	114
160030	2	1	8	1	1	 	 	 
160030	3	1	9	1	1	 	 	 
160030	4	1	10	4	0	3	4	160
160032	1	1	8	1	1	3	4	114
160032	2	1	9	1	1	 	 	 
160032	3	0	 	 	 	 	 	 
160032	4	1	13	4	0	7	98	1121
160033	1	1	7	1	1	3	4	114
160033	2	1	8	1	1	 	 	 
160033	3	1	9	1	1	 	 	 
160033	4	1	10	4	0	3	4	162
160034	1	1	7	1	1	3	4	114
160034	2	1	8	1	1	 	 	 
160034	3	1	9	1	1	 	 	 
160034	4	0	 	 	 	 	 	 
160035	1	1	7	1	1	3	4	114
160035	2	1	8	1	1	 	 	 
160035	3	1	9	1	1	 	 	 
160035	4	1	10	4	0	3	4	162
160036	1	1	6	1	0	3	4	114
160036	2	1	7	1	1	 	 	 
160036	3	1	8	1	1	 	 	 
160036	4	1	9	4	1	 	 	 
160037	1	1	8	1	1	3	4	474
160037	2	1	9	1	1	 	 	 
160037	3	1	10	1	0	3	4	160
160037	4	1	11	4	1	 	 	 
160038	1	1	7	1	1	3	4	114
160038	2	1	8	1	1	 	 	 
160038	3	1	9	1	1	 	 	 
160038	4	0	 	 	 	 	 	 
160039	1	1	7	1	1	3	4	114
160039	2	1	8	1	1	 	 	 
160039	3	1	9	1	1	 	 	 
160039	4	1	10	4	0	8	4	1094
160040	1	1	7	1	1	3	98	535
160040	2	1	8	1	1	 	 	 
160040	3	1	9	1	1	 	 	 
160040	4	1	10	4	0	3	98	1201
160041	1	1	7	1	1	3	4	114
160041	2	1	8	1	1	 	 	 
160041	3	1	9	1	1	 	 	 
160041	4	1	10	4	0	8	4	1094
160042	1	1	7	1	1	3	4	114
160042	2	1	8	1	1	 	 	 
160042	3	1	9	1	1	 	 	 
160042	4	0	 	 	 	 	 	 
160043	1	1	7	1	1	3	4	114
160043	2	1	8	1	1	 	 	 
160043	3	1	9	1	1	 	 	 
160043	4	1	10	4	0	3	4	160
160044	1	1	7	1	1	3	4	470
160044	2	1	8	1	1	 	 	 
160044	3	1	9	1	1	 	 	 
160044	4	1	10	4	0	3	4	162
160045	1	1	7	1	1	3	4	114
160045	2	1	8	1	1	 	 	 
160045	3	1	9	1	1	 	 	 
160045	4	1	10	4	0	8	4	1094
160046	1	1	7	1	1	3	98	540
160046	2	1	8	1	1	 	 	 
160046	3	1	9	1	1	 	 	 
160046	4	1	10	4	0	3	98	1206
160047	1	1	7	1	1	3	4	114
160047	2	1	8	1	1	 	 	 
160047	3	1	9	1	1	 	 	 
160047	4	1	10	4	0	3	4	162
160048	1	1	7	1	1	3	4	474
160048	2	1	8	1	1	 	 	 
160048	3	1	9	1	1	 	 	 
160048	4	1	10	4	0	3	4	162
160049	1	1	7	1	1	3	98	545
160049	2	1	8	1	1	 	 	 
160049	3	1	9	1	1	 	 	 
160049	4	1	10	4	0	3	98	1209
160050	1	1	6	1	0	3	4	114
160050	2	1	7	2	1	 	 	 
160050	3	1	8	1	1	 	 	 
160050	4	1	9	4	1	 	 	 
160051	1	1	6	1	0	3	4	114
160051	2	1	7	1	1	 	 	 
160051	3	1	8	1	1	 	 	 
160051	4	1	9	4	1	 	 	 
160052	1	1	7	1	1	3	4	114
160052	2	1	8	1	1	 	 	 
160052	3	1	9	1	1	 	 	 
160052	4	1	10	4	0	3	4	162
160053	1	1	7	1	1	3	4	114
160053	2	1	7	1	0	3	4	476
160053	3	1	9	1	1	 	 	 
160053	4	1	10	4	0	3	4	1091
160054	1	1	7	1	1	3	4	114
160054	2	1	8	1	1	 	 	 
160054	3	1	9	1	1	 	 	 
160054	4	0	 	 	 	 	 	 
160055	1	1	7	1	1	3	4	474
160055	2	1	8	1	1	 	 	 
160055	3	1	9	1	1	 	 	 
160055	4	1	10	4	0	3	4	162
160056	1	1	7	1	1	3	4	114
160056	2	1	8	1	1	 	 	 
160056	3	1	9	1	1	 	 	 
160056	4	1	10	4	0	3	4	162
160057	1	1	7	1	1	3	4	114
160057	2	1	8	1	1	 	 	 
160057	3	1	9	1	1	 	 	 
160057	4	1	10	4	0	1	4	387
160058	1	1	7	1	1	3	4	114
160058	2	1	8	1	1	 	 	 
160058	3	1	9	1	1	 	 	 
160058	4	0	 	 	 	 	 	 
160059	1	1	7	1	1	3	4	114
160059	2	1	8	1	1	 	 	 
160059	3	1	9	1	1	 	 	 
160059	4	1	10	4	0	3	4	162
160060	1	1	7	1	1	3	4	114
160060	2	1	8	1	1	 	 	 
160060	3	1	9	1	1	 	 	 
160060	4	1	10	4	0	3	4	1094
160062	1	1	7	1	1	3	4	114
160062	2	1	8	1	1	 	 	 
160062	3	1	9	1	1	 	 	 
160062	4	1	10	4	0	3	4	162
160063	1	1	7	1	1	3	4	115
160063	2	1	8	1	1	 	 	 
160063	3	1	9	1	1	 	 	 
160063	4	1	10	4	0	1	4	387
160064	1	1	7	1	1	3	4	115
160064	2	1	8	1	1	 	 	 
160064	3	1	9	1	1	 	 	 
160064	4	1	10	4	0	6	4	387
160065	1	1	7	1	1	3	4	115
160065	2	1	8	1	1	 	 	 
160065	3	1	9	1	1	 	 	 
160065	4	1	10	4	0	1	4	387
160066	1	1	7	1	1	3	4	115
160066	2	1	8	1	1	 	 	 
160066	3	1	9	1	1	 	 	 
160066	4	1	10	4	0	3	4	386
160067	1	1	7	2	1	3	4	115
160067	2	1	8	1	1	 	 	 
160067	3	1	9	1	1	 	 	 
160067	4	1	14	4	0	5	4	220
160068	1	1	7	1	1	3	4	115
160068	2	1	8	1	1	 	 	 
160068	3	1	9	1	1	 	 	 
160068	4	1	10	4	0	3	4	386
160069	1	1	7	1	1	3	4	115
160069	2	1	8	1	1	 	 	 
160069	3	1	9	1	1	 	 	 
160069	4	0	 	 	 	 	 	 
160070	1	1	7	1	1	3	4	115
160070	2	1	8	1	1	 	 	 
160070	3	1	9	1	1	 	 	 
160070	4	1	10	4	0	3	4	386
160071	1	1	7	1	1	3	4	115
160071	2	1	8	1	1	 	 	 
160071	3	1	9	1	1	 	 	 
160071	4	0	 	 	 	 	 	 
160072	1	1	7	1	1	3	4	115
160072	2	1	8	1	1	 	 	 
160072	3	1	9	1	1	 	 	 
160072	4	0	 	 	 	 	 	 
160073	1	1	7	1	1	1	98	504
160073	2	1	8	1	1	 	 	 
160073	3	1	9	1	1	 	 	 
160073	4	1	10	4	0	3	98	1118
160074	1	1	7	1	1	3	4	115
160074	2	1	8	1	1	 	 	 
160074	3	1	9	1	1	 	 	 
160074	4	1	10	4	0	3	4	161
160075	1	1	7	1	1	3	4	115
160075	2	1	8	1	1	 	 	 
160075	3	1	9	1	1	 	 	 
160075	4	1	10	4	0	3	4	386
160076	1	1	7	1	1	3	4	115
160076	2	1	8	1	1	 	 	 
160076	3	1	9	1	1	 	 	 
160076	4	1	10	4	0	3	4	386
160077	1	1	7	1	1	3	4	115
160077	2	1	8	1	1	 	 	 
160077	3	1	9	1	1	 	 	 
160077	4	1	10	4	0	3	4	386
160078	1	1	7	1	1	3	4	115
160078	2	1	8	1	1	 	 	 
160078	3	1	9	1	1	 	 	 
160078	4	1	10	4	0	5	4	220
160080	1	1	7	1	1	3	4	115
160080	2	1	8	1	1	 	 	 
160080	3	1	9	1	1	 	 	 
160080	4	1	10	4	0	3	4	386
160081	1	1	6	1	0	3	4	115
160081	2	1	7	1	1	 	 	 
160081	3	1	8	1	1	 	 	 
160081	4	1	9	4	1	 	 	 
160082	1	1	7	1	1	6	4	115
160082	2	1	8	1	1	 	 	 
160082	3	1	9	1	1	 	 	 
160082	4	1	10	4	0	3	4	161
160083	1	1	7	1	1	3	4	115
160083	2	1	8	1	1	 	 	 
160083	3	1	9	1	1	 	 	 
160083	4	1	10	4	0	3	4	220
160084	1	1	7	1	1	3	4	115
160084	2	1	8	1	1	 	 	 
160084	3	1	9	1	1	 	 	 
160084	4	1	10	1	0	3	4	386
160085	1	1	7	1	1	3	4	115
160085	2	1	8	1	1	 	 	 
160085	3	1	9	1	1	 	 	 
160085	4	1	10	4	0	3	4	161
160086	1	1	7	1	1	3	4	115
160086	2	1	8	1	1	 	 	 
160086	3	1	9	1	1	 	 	 
160086	4	1	10	4	0	3	4	386
160088	1	1	6	1	0	3	4	115
160088	2	1	7	1	1	 	 	 
160088	3	1	8	1	1	 	 	 
160088	4	1	9	4	1	 	 	 
160089	1	1	6	1	0	3	4	115
160089	2	1	7	1	1	 	 	 
160089	3	1	8	1	1	 	 	 
160089	4	1	9	4	1	 	 	 
160090	1	1	7	1	1	3	98	1176
160090	2	1	8	1	1	 	 	 
160090	3	1	9	1	1	 	 	 
160090	4	1	10	4	0	3	98	1194
160091	1	1	8	1	1	3	98	552
160091	2	1	9	1	1	 	 	 
160091	3	1	10	1	0	3	98	411
160091	4	1	11	4	1	 	 	 
160092	1	1	6	1	0	3	4	115
160092	2	1	7	1	1	 	 	 
160092	3	1	8	1	1	 	 	 
160092	4	1	9	4	1	 	 	 
160093	1	1	7	1	1	3	4	115
160093	2	1	8	1	1	 	 	 
160093	3	1	9	1	1	 	 	 
160093	4	1	10	4	0	3	4	386
160094	1	1	7	1	1	3	4	115
160094	2	1	8	1	1	 	 	 
160094	3	1	9	1	1	 	 	 
160094	4	1	10	4	0	3	4	161
160095	1	1	7	1	1	3	98	1211
160095	2	1	8	1	1	 	 	 
160095	3	1	9	1	1	 	 	 
160095	4	1	10	4	0	3	98	1211
160096	1	1	7	1	1	3	4	115
160096	2	1	8	1	1	 	 	 
160096	3	1	9	1	1	 	 	 
160096	4	1	10	4	0	3	4	220
160097	1	1	7	1	1	3	4	115
160097	2	1	8	1	1	 	 	 
160097	3	1	9	1	1	 	 	 
160097	4	1	10	4	0	3	4	386
160098	1	1	7	1	1	3	98	1185
160098	2	1	8	1	1	 	 	 
160098	3	1	9	1	1	 	 	 
160098	4	1	10	4	0	3	98	1214
160099	1	1	7	1	1	3	4	115
160099	2	1	8	1	1	 	 	 
160099	3	1	9	1	1	 	 	 
160099	4	1	10	4	0	1	4	387
160100	1	1	6	1	0	3	4	115
160100	2	1	7	1	1	 	 	 
160100	3	1	8	1	1	 	 	 
160100	4	1	9	4	1	 	 	 
160102	1	1	7	1	1	3	98	503
160102	2	1	8	1	1	 	 	 
160102	3	1	9	1	1	 	 	 
160102	4	0	 	 	 	 	 	 
160104	1	1	7	1	1	3	98	505
160104	2	1	8	1	1	 	 	 
160104	3	1	9	1	1	 	 	 
160104	4	1	10	4	0	3	4	162
160107	1	1	7	1	1	3	4	114
160107	2	1	8	1	1	 	 	 
160107	3	1	9	1	1	 	 	 
160107	4	1	10	4	0	8	4	1094
160114	1	1	7	1	1	3	4	115
160114	2	1	8	1	1	 	 	 
160114	3	1	9	1	1	 	 	 
160114	4	1	10	4	0	1	4	387
170001	1	1	7	1	1	3	5	111
170001	2	1	8	1	1	 	 	 
170001	3	1	9	1	1	 	 	 
170001	4	1	10	4	0	3	5	159
170002	1	1	6	1	0	3	5	478
170002	2	1	7	1	1	 	 	 
170002	3	1	8	1	1	 	 	 
170002	4	1	9	4	1	 	 	 
170003	1	1	7	1	1	3	5	487
170003	2	1	8	1	1	 	 	 
170003	3	1	9	1	1	 	 	 
170003	4	1	10	4	0	3	5	154
170004	1	1	7	1	1	3	5	483
170004	2	1	8	1	1	 	 	 
170004	3	1	9	1	1	 	 	 
170004	4	1	10	4	0	3	5	154
170005	1	1	7	1	1	3	5	110
170005	2	1	8	1	1	 	 	 
170005	3	1	9	1	1	 	 	 
170005	4	1	10	4	0	3	5	155
170006	1	0	 	 	 	 	 	 
170006	2	0	 	 	 	 	 	 
170006	3	0	 	 	 	 	 	 
170006	4	0	 	 	 	 	 	 
170007	1	1	7	1	0	3	5	110
170007	2	1	8	1	1	 	 	 
170007	3	1	9	1	1	 	 	 
170007	4	1	10	4	0	3	5	157
170008	1	1	7	1	1	3	5	110
170008	2	1	8	1	1	 	 	 
170008	3	1	9	1	1	 	 	 
170008	4	1	10	4	0	8	5	402
170009	1	1	6	1	1	3	5	108
170009	2	1	7	1	1	 	 	 
170009	3	1	8	1	1	 	 	 
170009	4	1	9	4	1	 	 	 
170010	1	1	7	1	1	3	5	110
170010	2	1	8	1	1	 	 	 
170010	3	1	9	1	1	 	 	 
170010	4	0	 	 	 	 	 	 
170011	1	1	7	1	0	3	5	495
170011	2	1	8	1	1	 	 	 
170011	3	1	9	1	1	 	 	 
170011	4	1	10	4	0	1	5	398
170012	1	1	6	1	0	3	98	1139
170012	2	1	7	1	1	 	 	 
170012	3	1	8	1	1	 	 	 
170012	4	1	9	4	1	 	 	 
170013	1	1	6	1	1	3	5	110
170013	2	1	7	1	1	 	 	 
170013	3	1	8	1	1	 	 	 
170013	4	1	9	4	1	 	 	 
170015	1	1	7	1	1	3	5	488
170015	2	1	8	1	1	 	 	 
170015	3	1	9	1	1	 	 	 
170015	4	1	10	4	0	1	5	399
170017	1	1	7	1	1	3	5	110
170017	2	1	8	1	1	 	 	 
170017	3	1	9	1	1	 	 	 
170017	4	1	14	4	0	3	5	225
170020	1	1	6	1	1	3	5	487
170020	2	1	7	1	1	 	 	 
170020	3	1	8	1	1	 	 	 
170020	4	1	9	4	1	 	 	 
170021	1	1	7	1	1	3	5	487
170021	2	1	8	1	1	 	 	 
170021	3	1	9	1	1	 	 	 
170021	4	1	10	4	0	3	5	154
170022	1	1	7	1	1	3	5	480
170022	2	1	8	1	1	 	 	 
170022	3	1	9	1	1	 	 	 
170022	4	1	10	4	0	3	5	155
170024	1	1	7	1	1	3	5	110
170024	2	1	8	1	1	 	 	 
170024	3	1	9	1	1	 	 	 
170024	4	1	10	4	0	3	5	157
170025	1	1	7	1	1	3	5	487
170025	2	1	8	1	1	 	 	 
170025	3	1	9	1	1	 	 	 
170025	4	1	10	4	0	3	5	154
170026	1	1	7	1	1	3	5	478
170026	2	1	8	1	1	 	 	 
170026	3	1	9	1	1	 	 	 
170026	4	1	10	3	0	1	5	1114
170027	1	1	7	1	1	3	5	110
170027	2	1	8	1	1	 	 	 
170027	3	1	9	1	1	 	 	 
170027	4	1	10	4	0	3	5	225
170028	1	1	7	1	1	3	5	110
170028	2	1	8	1	1	 	 	 
170028	3	1	9	1	1	 	 	 
170028	4	1	14	4	0	3	5	225
170029	1	1	7	1	1	3	5	486
170029	2	1	8	1	1	 	 	 
170029	3	1	9	1	1	 	 	 
170029	4	1	10	4	0	3	5	154
170032	1	1	7	1	1	3	5	487
170032	2	1	8	1	1	 	 	 
170032	3	1	9	1	1	 	 	 
170032	4	1	10	4	0	3	5	154
170033	1	1	6	1	0	3	5	484
170033	2	1	7	1	1	 	 	 
170033	3	1	8	1	1	 	 	 
170033	4	1	9	4	1	 	 	 
170034	1	1	7	1	1	3	5	487
170034	2	1	8	1	1	 	 	 
170034	3	1	9	1	1	 	 	 
170034	4	1	10	4	0	3	5	159
170035	1	1	7	1	1	3	5	483
170035	2	1	8	1	1	 	 	 
170035	3	1	9	1	1	 	 	 
170035	4	1	10	4	0	3	5	154
170036	1	1	6	1	0	3	5	484
170036	2	1	7	1	1	 	 	 
170036	3	1	8	1	1	 	 	 
170036	4	1	9	4	1	 	 	 
170037	1	1	7	1	1	3	5	487
170037	2	1	8	1	1	 	 	 
170037	3	1	9	1	1	 	 	 
170037	4	1	10	4	0	3	5	154
170039	1	1	6	1	0	3	5	110
170039	2	1	7	1	1	 	 	 
170039	3	1	8	1	1	 	 	 
170039	4	1	9	4	1	 	 	 
170040	1	1	7	1	1	3	5	494
170040	2	1	8	1	1	 	 	 
170040	3	1	9	1	1	 	 	 
170040	4	1	10	4	0	3	5	391
170041	1	1	6	1	1	3	5	480
170041	2	1	7	1	1	 	 	 
170041	3	1	8	1	1	 	 	 
170041	4	1	9	4	1	 	 	 
170043	1	1	7	1	1	3	5	479
170043	2	1	8	1	1	 	 	 
170043	3	1	9	1	1	 	 	 
170043	4	1	10	4	0	3	5	1114
170044	1	1	7	1	1	3	5	483
170044	2	1	8	1	1	 	 	 
170044	3	1	9	1	1	 	 	 
170044	4	1	10	4	0	3	5	154
170045	1	1	7	1	1	3	5	108
170045	2	1	8	1	1	 	 	 
170045	3	1	9	1	1	 	 	 
170045	4	1	10	4	0	3	5	157
170046	1	1	7	1	1	3	5	108
170046	2	1	8	1	1	 	 	 
170046	3	1	9	1	1	 	 	 
170046	4	1	10	4	0	3	5	154
170047	1	1	7	1	1	3	5	108
170047	2	1	8	1	1	 	 	 
170047	3	1	9	1	1	 	 	 
170047	4	1	10	4	0	3	5	157
170048	1	1	7	1	1	3	5	110
170048	2	1	8	1	1	 	 	 
170048	3	1	9	1	1	 	 	 
170048	4	1	10	4	0	3	5	158
170050	1	1	7	1	1	3	5	108
170050	2	1	8	1	1	 	 	 
170050	3	1	9	1	1	 	 	 
170050	4	1	10	4	0	3	5	157
170052	1	1	7	1	1	3	5	494
170052	2	1	8	1	1	 	 	 
170052	3	1	9	1	1	 	 	 
170052	4	1	10	4	0	3	5	391
170053	1	1	7	1	1	3	5	488
170053	2	1	8	1	1	 	 	 
170053	3	1	9	1	1	 	 	 
170053	4	1	10	4	0	3	5	393
170054	1	1	7	1	1	3	5	479
170054	2	1	8	1	1	 	 	 
170054	3	1	9	1	1	 	 	 
170054	4	1	10	4	0	3	5	157
170055	1	1	7	1	1	3	5	110
170055	2	1	8	1	1	 	 	 
170055	3	1	9	1	1	 	 	 
170055	4	1	10	4	0	3	5	157
170056	1	1	7	1	1	3	5	110
170056	2	1	8	1	1	 	 	 
170056	3	1	9	1	1	 	 	 
170056	4	1	10	4	0	3	5	402
170057	1	1	7	1	1	3	5	108
170057	2	1	8	1	1	 	 	 
170057	3	1	9	1	1	 	 	 
170057	4	1	10	1	0	3	5	155
170058	1	1	6	1	0	3	5	110
170058	2	1	7	1	1	 	 	 
170058	3	1	8	1	1	 	 	 
170058	4	1	9	4	1	 	 	 
170059	1	1	6	1	0	3	5	488
170059	2	1	7	1	1	 	 	 
170059	3	1	8	1	1	 	 	 
170059	4	1	9	4	1	 	 	 
170061	1	1	6	1	0	3	5	483
170061	2	1	7	1	1	 	 	 
170061	3	1	8	1	1	 	 	 
170061	4	1	9	4	1	 	 	 
170062	1	1	6	1	1	3	5	108
170062	2	1	7	1	1	 	 	 
170062	3	1	8	1	1	 	 	 
170062	4	1	9	4	1	 	 	 
170063	1	1	7	1	1	3	5	484
170063	2	1	8	1	1	 	 	 
170063	3	1	9	1	1	 	 	 
170063	4	1	10	4	0	3	5	159
170064	1	1	6	1	1	3	5	108
170064	2	1	8	1	1	 	 	 
170064	3	1	9	1	1	 	 	 
170064	4	1	10	4	0	3	5	155
170066	1	1	6	1	0	3	5	110
170066	2	1	7	1	1	 	 	 
170066	3	1	8	1	1	 	 	 
170066	4	1	9	4	1	 	 	 
170068	1	1	7	1	1	3	5	478
170068	2	1	8	1	1	 	 	 
170068	3	1	9	1	1	 	 	 
170068	4	1	10	4	0	3	5	155
170069	1	1	7	1	1	3	5	110
170069	2	1	8	1	1	 	 	 
170069	3	1	9	1	1	 	 	 
170069	4	1	10	4	0	3	5	157
170070	1	1	6	1	0	3	5	1102
170070	2	1	7	1	1	 	 	 
170070	3	1	8	1	1	 	 	 
170070	4	1	9	4	1	 	 	 
170071	1	1	6	1	1	3	5	484
170071	2	1	7	1	1	 	 	 
170071	3	1	8	1	1	 	 	 
170071	4	1	9	4	1	 	 	 
170072	1	1	7	1	1	3	5	110
170072	2	1	8	1	1	 	 	 
170072	3	1	9	1	1	 	 	 
170072	4	1	10	4	0	1	5	1114
170073	1	1	7	1	1	3	5	108
170073	2	1	8	1	1	 	 	 
170073	3	1	9	1	1	 	 	 
170073	4	1	10	4	0	3	5	155
170074	1	1	7	1	1	3	5	480
170074	2	1	8	1	1	 	 	 
170074	3	1	9	1	1	 	 	 
170074	4	1	10	4	0	3	5	157
170076	1	1	7	1	0	3	5	482
170076	2	1	8	1	1	 	 	 
170076	3	1	9	1	1	 	 	 
170076	4	1	10	4	0	3	5	155
170077	1	1	7	1	1	3	5	110
170077	2	1	8	1	1	 	 	 
170077	3	1	9	1	1	 	 	 
170077	4	1	10	4	0	3	5	155
170079	1	1	7	1	1	3	5	108
170079	2	1	8	1	1	 	 	 
170079	3	1	9	1	1	 	 	 
170079	4	1	10	4	0	3	5	155
170080	1	1	7	1	1	3	5	109
170080	2	1	8	1	1	 	 	 
170080	3	1	9	1	1	 	 	 
170080	4	1	10	4	0	3	5	156
170082	1	1	7	1	1	3	5	107
170082	2	1	8	1	1	 	 	 
170082	3	1	9	1	1	 	 	 
170082	4	0	 	 	 	 	 	 
170083	1	1	6	1	0	3	5	110
170083	2	1	7	1	1	 	 	 
170083	3	1	8	1	1	 	 	 
170083	4	1	9	4	1	 	 	 
170084	1	1	7	1	1	3	5	108
170084	2	1	8	1	1	 	 	 
170084	3	1	9	1	1	 	 	 
170084	4	1	10	4	0	3	5	108
170085	1	1	7	1	0	3	5	108
170085	2	1	8	1	1	 	 	 
170085	3	1	9	1	1	 	 	 
170085	4	1	10	4	0	3	5	154
170086	1	1	7	1	1	3	5	108
170086	2	1	8	1	1	 	 	 
170086	3	1	9	1	1	 	 	 
170086	4	1	10	4	0	3	5	155
170087	1	1	7	1	1	3	5	111
170087	2	1	8	1	1	 	 	 
170087	3	1	9	1	1	 	 	 
170087	4	1	10	4	0	3	5	159
170088	1	1	7	1	1	3	5	108
170088	2	1	8	1	1	 	 	 
170088	3	1	9	1	1	 	 	 
170088	4	1	10	1	0	3	5	394
170089	1	1	7	1	1	3	5	108
170089	2	1	8	1	1	 	 	 
170089	3	1	9	1	1	 	 	 
170089	4	1	10	4	0	3	5	158
170090	1	1	7	1	1	3	5	111
170090	2	1	8	1	1	 	 	 
170090	3	1	9	1	1	 	 	 
170090	4	1	10	4	0	3	5	155
170091	1	1	7	1	0	3	5	109
170091	2	1	8	1	1	 	 	 
170091	3	1	9	1	1	 	 	 
170091	4	1	10	4	0	3	5	157
170092	1	1	6	1	1	3	5	108
170092	2	1	7	1	1	 	 	 
170092	3	1	8	1	1	 	 	 
170092	4	1	8	1	1	 	 	 
170093	1	1	6	1	0	3	5	649
170093	2	1	7	1	1	 	 	 
170093	3	1	8	1	1	 	 	 
170093	4	1	9	4	1	 	 	 
170094	1	1	6	1	1	3	5	108
170094	2	1	7	1	1	 	 	 
170094	3	1	8	1	1	 	 	 
170094	4	1	9	4	1	 	 	 
170095	1	1	7	1	1	3	5	479
170095	2	1	8	1	1	 	 	 
170095	3	1	9	1	1	 	 	 
170095	4	1	10	4	0	3	5	158
170096	1	1	7	1	1	3	5	108
170096	2	1	8	1	1	 	 	 
170096	3	1	9	1	1	 	 	 
170096	4	1	10	4	0	3	5	154
170097	1	1	7	1	1	3	5	108
170097	2	1	8	1	1	 	 	 
170097	3	1	9	1	1	 	 	 
170097	4	1	10	4	0	3	5	154
170099	1	1	7	1	1	3	5	482
170099	2	1	8	1	1	 	 	 
170099	3	1	9	1	1	 	 	 
170099	4	1	10	4	0	3	5	154
170100	1	1	6	1	0	3	5	111
170100	2	1	7	1	1	 	 	 
170100	3	1	8	1	1	 	 	 
170100	4	1	9	4	1	 	 	 
170101	1	1	6	1	0	3	5	109
170101	2	1	7	1	1	 	 	 
170101	3	1	8	1	1	 	 	 
170101	4	1	9	4	1	 	 	 
170103	1	1	7	1	1	3	5	110
170103	2	1	8	1	1	 	 	 
170103	3	1	9	1	1	 	 	 
170103	4	0	 	 	 	 	 	 
170104	1	1	7	1	1	3	5	110
170104	2	1	8	1	1	 	 	 
170104	3	1	9	1	1	 	 	 
170104	4	1	10	4	0	3	5	155
170109	1	1	7	1	1	3	5	482
170109	2	1	8	1	1	 	 	 
170109	3	1	9	1	1	 	 	 
170109	4	1	10	4	0	3	5	155
170112	1	1	7	1	1	3	5	111
170112	2	1	8	1	1	 	 	 
170112	3	1	9	1	1	 	 	 
170112	4	1	10	4	0	3	5	154
170114	1	1	7	1	1	3	5	108
170114	2	1	8	1	1	 	 	 
170114	3	1	9	1	1	 	 	 
170114	4	1	10	4	0	3	5	154
170118	1	1	6	1	0	3	5	494
170118	2	1	7	1	1	 	 	 
170118	3	1	8	1	1	 	 	 
170118	4	1	9	4	1	 	 	 
170119	1	1	7	1	1	3	5	483
170119	2	1	8	1	1	 	 	 
170119	3	1	9	1	1	 	 	 
170119	4	1	10	4	0	3	5	154
170126	1	1	7	1	1	3	5	108
170126	2	1	8	1	1	 	 	 
170126	3	1	9	1	1	 	 	 
170126	4	1	10	4	0	3	5	154
170132	1	1	6	1	0	3	5	484
170132	2	1	7	2	1	 	 	 
170132	3	1	7	1	1	 	 	 
170132	4	1	8	4	1	 	 	 
170141	1	1	7	1	1	3	5	484
170141	2	1	8	1	1	 	 	 
170141	3	1	9	1	1	 	 	 
170141	4	0	 	 	 	 	 	 
170144	1	1	6	1	0	2	5	111
170144	2	1	7	1	1	 	 	 
170144	3	1	8	1	1	 	 	 
170144	4	1	9	4	1	 	 	 
180001	1	1	7	1	1	3	5	111
180001	2	1	8	1	1	 	 	 
180001	3	1	9	1	1	 	 	 
180001	4	1	10	4	0	3	5	393
180002	1	1	7	1	1	3	5	111
180002	2	1	8	1	1	 	 	 
180002	3	1	9	1	1	 	 	 
180002	4	1	10	4	0	3	5	159
180003	1	1	7	1	1	3	5	111
180003	2	1	8	1	1	 	 	 
180003	3	1	9	1	1	 	 	 
180003	4	1	10	4	0	3	5	155
180004	1	1	7	1	1	3	5	111
180004	2	1	8	1	1	 	 	 
180004	3	1	9	1	1	 	 	 
180004	4	1	10	4	0	3	5	159
180005	1	1	7	1	1	3	5	111
180005	2	1	8	1	1	 	 	 
180005	3	1	9	1	1	 	 	 
180005	4	1	10	4	0	3	5	393
180006	1	1	7	1	1	3	5	111
180006	2	1	8	1	1	 	 	 
180006	3	1	9	1	1	 	 	 
180006	4	1	10	4	0	3	5	393
180007	1	1	7	1	1	3	5	111
180007	2	1	8	1	1	 	 	 
180007	3	1	9	1	1	 	 	 
180007	4	1	10	4	0	3	5	154
180008	1	1	7	1	1	3	5	111
180008	2	1	8	1	1	 	 	 
180008	3	1	9	1	1	 	 	 
180008	4	1	10	4	0	3	5	159
180011	1	1	6	1	0	3	5	111
180011	2	1	7	1	1	 	 	 
180011	3	1	8	1	1	 	 	 
180011	4	1	9	4	1	 	 	 
180015	1	1	7	1	1	3	5	485
180015	2	1	8	1	1	 	 	 
180015	3	1	9	1	1	 	 	 
180015	4	1	10	4	0	3	5	392
180016	1	1	7	1	1	3	5	111
180016	2	1	8	1	1	 	 	 
180016	3	1	9	1	1	 	 	 
