CHILDCODE	EDCHSTR4	EDGRADER4	TYSCR4	STATER4	DSSCR4	SCHNMER4
151007	12	0	 	 	 	 
151007	13	0	 	 	 	 
151008	10	10	1	1	20	1136
151008	11	11	1	1	20	3243
151008	12	12	1	1	20	3243
151008	13	15	1	1	20	3244
151009	10	0	 	 	 	 
151009	11	0	 	 	 	 
151009	12	0	 	 	 	 
151009	13	0	 	 	 	 
151010	10	10	1	1	20	1136
151010	11	11	1	1	20	3243
151010	12	12	1	1	20	3243
151010	13	15	1	1	20	3244
151011	10	9	3	1	20	1144
151011	11	10	3	1	20	1144
151011	12	11	3	1	20	3245
151011	13	12	3	1	20	3245
151012	10	9	3	1	20	1145
151012	11	10	3	1	20	1145
151012	12	11	8	1	20	3243
151012	13	12	8	1	20	3243
151013	10	10	3	1	20	1145
151013	11	0	 	 	 	 
151013	12	0	 	 	 	 
151013	13	0	 	 	 	 
151014	10	9	3	1	20	1140
151014	11	0	 	 	 	 
151014	12	0	 	 	 	 
151014	13	0	 	 	 	 
151015	10	14	1	1	21	3246
151015	11	14	1	1	21	3246
151015	12	14	1	1	21	3246
151015	13	0	 	 	 	 
151016	10	0	 	 	 	 
151016	11	0	 	 	 	 
151016	12	0	 	 	 	 
151016	13	0	 	 	 	 
151017	10	0	 	 	 	 
151017	11	0	 	 	 	 
151017	12	0	 	 	 	 
151017	13	0	 	 	 	 
151018	10	11	1	1	20	3242
151018	11	12	1	1	20	3242
151018	12	0	 	 	 	 
151018	13	15	1	1	19	3247
151019	10	11	8	1	20	3248
151019	11	12	8	1	20	3248
151019	12	15	8	1	21	3249
151019	13	15	8	1	21	3249
151020	10	14	3	1	20	3250
151020	11	14	3	1	20	3250
151020	12	14	3	1	20	3250
151020	13	15	1	1	15	3217
151021	10	0	 	 	 	 
151021	11	0	 	 	 	 
151021	12	0	 	 	 	 
151021	13	0	 	 	 	 
151022	10	7	8	1	20	1138
151022	11	8	8	1	20	1138
151022	12	9	8	1	20	1138
151022	13	10	3	1	20	1140
151023	10	11	8	1	20	3243
151023	11	12	8	1	20	3243
151023	12	15	8	1	20	3244
151023	13	15	8	1	20	3244
151024	10	9	3	1	20	1149
151024	11	10	3	1	20	1140
151024	12	11	3	1	20	9999
151024	13	12	3	1	20	3251
151025	10	9	3	1	20	1140
151025	11	0	 	 	 	 
151025	12	0	 	 	 	 
151025	13	0	 	 	 	 
151026	10	0	 	 	 	 
151026	11	0	 	 	 	 
151026	12	0	 	 	 	 
151026	13	0	 	 	 	 
151027	10	0	 	 	 	 
151027	11	0	 	 	 	 
151027	12	0	 	 	 	 
151027	13	0	 	 	 	 
151028	10	11	1	1	15	3252
151028	11	12	1	1	15	3252
151028	12	0	 	 	 	 
151028	13	0	 	 	 	 
151029	10	0	 	 	 	 
151029	11	0	 	 	 	 
151029	12	0	 	 	 	 
151029	13	0	 	 	 	 
151030	10	0	 	 	 	 
151030	11	0	 	 	 	 
151030	12	0	 	 	 	 
151030	13	0	 	 	 	 
151031	10	0	 	 	 	 
151031	11	0	 	 	 	 
151031	12	0	 	 	 	 
151031	13	0	 	 	 	 
151032	10	11	3	1	20	3251
151032	11	12	3	1	20	3251
151032	12	15	8	1	20	3253
151032	13	15	8	1	20	3253
151033	10	11	1	1	98	3254
151033	11	12	1	1	21	3254
151033	12	15	1	1	21	3253
151033	13	15	1	1	21	3253
151034	10	10	3	1	20	1154
151034	11	0	 	 	 	 
151034	12	0	 	 	 	 
151034	13	0	 	 	 	 
151035	10	10	3	1	20	1154
151035	11	11	3	1	20	3255
151035	12	12	3	1	20	3255
151035	13	0	 	 	 	 
151036	10	9	3	1	20	1154
151036	11	10	3	1	20	1154
151036	12	11	1	1	21	3256
151036	13	12	1	1	20	3243
151037	10	0	 	 	 	 
151037	11	0	 	 	 	 
151037	12	0	 	 	 	 
151037	13	0	 	 	 	 
151038	10	9	8	1	20	1156
151038	11	10	8	1	20	1156
151038	12	11	8	1	20	3200
151038	13	12	8	1	21	3257
151039	10	11	1	1	21	3256
151039	11	0	 	 	 	 
151039	12	14	3	1	21	3258
151039	13	14	3	1	21	3258
151040	10	9	8	1	20	1157
151040	11	10	8	1	20	1157
151040	12	11	8	1	16	3259
151040	13	12	8	1	16	3259
151041	10	10	3	1	20	1140
151041	11	11	3	1	20	3251
151041	12	12	3	1	20	3251
151041	13	0	 	 	 	 
151042	10	0	 	 	 	 
151042	11	0	 	 	 	 
151042	12	0	 	 	 	 
151042	13	0	 	 	 	 
151043	10	0	 	 	 	 
151043	11	0	 	 	 	 
151043	12	0	 	 	 	 
151043	13	0	 	 	 	 
151044	10	11	1	1	21	3256
151044	11	12	1	1	21	3256
151044	12	15	1	1	21	3241
151044	13	15	1	1	21	3241
151045	10	11	1	1	21	3260
151045	11	12	1	1	21	3260
151045	12	15	1	1	21	3261
151045	13	15	1	1	21	3261
151046	10	10	3	1	20	1150
151046	11	11	3	1	20	3162
151046	12	12	3	1	20	3162
151046	13	15	3	1	20	3212
151047	10	0	 	 	 	 
151047	11	0	 	 	 	 
151047	12	0	 	 	 	 
151047	13	0	 	 	 	 
151048	10	0	 	 	 	 
151048	11	0	 	 	 	 
151048	12	0	 	 	 	 
151048	13	0	 	 	 	 
151049	10	0	 	 	 	 
151049	11	0	 	 	 	 
151049	12	0	 	 	 	 
151049	13	0	 	 	 	 
161001	10	0	 	 	 	 
161001	11	0	 	 	 	 
161001	12	0	 	 	 	 
161001	13	0	 	 	 	 
161002	10	12	3	1	15	3263
161002	11	15	1	1	15	3264
161002	12	15	1	1	15	3264
161002	13	15	1	1	15	3264
161003	10	0	 	 	 	 
161003	11	0	 	 	 	 
161003	12	0	 	 	 	 
161003	13	0	 	 	 	 
161004	10	9	3	1	14	1307
161004	11	0	 	 	 	 
161004	12	0	 	 	 	 
161004	13	0	 	 	 	 
161005	10	11	1	1	14	9999
161005	11	12	1	1	14	3265
161005	12	0	 	 	 	 
161005	13	0	 	 	 	 
161006	10	0	 	 	 	 
161006	11	0	 	 	 	 
161006	12	0	 	 	 	 
161006	13	0	 	 	 	 
161007	10	0	 	 	 	 
161007	11	0	 	 	 	 
161007	12	0	 	 	 	 
161007	13	0	 	 	 	 
161008	10	9	3	1	14	1256
161008	11	10	3	1	14	1256
161008	12	11	3	1	14	3266
161008	13	12	3	1	14	3266
161009	10	9	3	1	14	1256
161009	11	10	3	1	14	1256
161009	12	11	3	1	14	1256
161009	13	12	3	1	14	1256
161010	10	10	3	1	14	1165
161010	11	0	 	 	 	 
161010	12	11	3	1	14	3266
161010	13	12	3	1	14	3266
161011	10	10	3	1	14	1167
161011	11	11	3	1	14	3267
161011	12	11	3	1	14	3267
161011	13	0	 	 	 	 
161012	10	0	 	 	 	 
161012	11	0	 	 	 	 
161012	12	0	 	 	 	 
161012	13	0	 	 	 	 
161013	10	10	3	1	14	1165
161013	11	11	8	1	14	3268
161013	12	12	8	1	14	3268
161013	13	15	8	1	14	9999
161014	10	11	1	1	14	1162
161014	11	12	1	1	14	1162
161014	12	14	1	1	9	3269
161014	13	14	1	1	9	3269
161015	10	10	3	1	14	1162
161015	11	11	1	1	14	3270
161015	12	12	1	1	14	9999
161015	13	15	11	98	98	9999
161016	10	10	3	1	14	1165
161016	11	11	8	1	14	3268
161016	12	12	3	1	14	3271
161016	13	15	8	1	14	3265
161017	10	10	3	1	14	1165
161017	11	11	3	1	14	3271
161017	12	12	3	1	14	3271
161017	13	15	8	1	14	3265
161018	10	0	 	 	 	 
161018	11	0	 	 	 	 
161018	12	0	 	 	 	 
161018	13	0	 	 	 	 
161019	10	9	3	1	14	1170
161019	11	10	3	1	14	1170
161019	12	11	3	1	14	3271
161019	13	12	3	1	14	3271
161020	10	12	3	1	14	3266
161020	11	12	3	1	14	3266
161020	12	0	 	 	 	 
161020	13	0	 	 	 	 
161021	10	10	3	1	14	1169
161021	11	11	3	1	14	1169
161021	12	12	3	1	14	1169
161021	13	15	3	1	14	3272
161022	10	0	 	 	 	 
161022	11	0	 	 	 	 
161022	12	0	 	 	 	 
161022	13	0	 	 	 	 
161023	10	9	3	1	7	1172
161023	11	10	3	1	7	1172
161023	12	0	 	 	 	 
161023	13	0	 	 	 	 
161024	10	0	 	 	 	 
161024	11	0	 	 	 	 
161024	12	0	 	 	 	 
161024	13	0	 	 	 	 
161025	10	9	3	1	14	1166
161025	11	10	3	1	14	1166
161025	12	11	3	1	14	3271
161025	13	12	3	1	14	3271
161026	10	10	3	1	14	154
161026	11	0	 	 	 	 
161026	12	0	 	 	 	 
161026	13	0	 	 	 	 
161027	10	10	3	1	14	1180
161027	11	11	3	1	23	3273
161027	12	12	3	1	23	3273
161027	13	14	3	1	13	3274
161028	10	9	3	1	14	1178
161028	11	10	3	1	14	1178
161028	12	11	8	1	14	3275
161028	13	14	3	1	9	3276
161029	10	10	3	1	14	1166
161029	11	11	3	1	14	3271
161029	12	12	3	1	14	3271
161029	13	15	3	1	14	3272
161030	10	10	3	1	14	1162
161030	11	11	3	1	14	3277
161030	12	12	3	1	14	3277
161030	13	15	3	1	14	3272
161031	10	9	3	1	14	1178
161031	11	10	3	1	14	1178
161031	12	0	 	 	 	 
161031	13	0	 	 	 	 
161032	10	0	 	 	 	 
161032	11	0	 	 	 	 
161032	12	0	 	 	 	 
161032	13	0	 	 	 	 
161033	10	9	3	1	14	1178
161033	11	10	3	1	14	1178
161033	12	11	3	1	14	3271
161033	13	12	3	1	14	3271
161034	10	9	3	1	14	1179
161034	11	10	3	1	14	1179
161034	12	11	3	1	14	3271
161034	13	12	3	1	14	9999
161035	10	9	3	1	14	1178
161035	11	0	 	 	 	 
161035	12	0	 	 	 	 
161035	13	0	 	 	 	 
161036	10	0	 	 	 	 
161036	11	0	 	 	 	 
161036	12	0	 	 	 	 
161036	13	0	 	 	 	 
161037	10	11	8	1	23	3278
161037	11	12	8	1	23	3278
161037	12	14	8	1	8	3279
161037	13	15	8	1	23	3278
161038	10	10	3	1	14	1164
161038	11	0	 	 	 	 
161038	12	0	 	 	 	 
161038	13	0	 	 	 	 
161039	10	9	3	1	15	1316
161039	11	10	3	1	14	1316
161039	12	14	3	1	15	3280
161039	13	14	3	1	15	3280
161040	10	11	1	1	14	3281
161040	11	12	1	1	14	3281
161040	12	14	3	1	14	3282
161040	13	14	3	1	14	3282
161041	10	10	3	1	14	1180
161041	11	11	3	1	14	1162
161041	12	12	3	1	14	1163
161041	13	14	3	1	14	3283
161042	10	10	3	1	14	1163
161042	11	11	3	1	14	3271
161042	12	12	3	1	14	3271
161042	13	15	3	1	14	3272
161043	10	11	3	1	14	1307
161043	11	12	3	1	14	1307
161043	12	12	3	1	23	3284
161043	13	15	3	1	23	3284
161044	10	10	3	1	14	1166
161044	11	11	3	1	14	3271
161044	12	12	3	1	14	3271
161044	13	0	 	 	 	 
161045	10	10	3	1	14	1316
161045	11	11	3	1	14	3285
161045	12	12	3	1	14	3285
161045	13	15	1	1	15	3286
161046	10	9	3	1	14	1182
161046	11	10	3	1	14	1182
161046	12	11	1	1	15	3287
161046	13	12	1	1	15	3287
161047	10	10	3	1	14	1163
161047	11	14	8	1	23	3288
161047	12	14	8	1	23	3288
161047	13	14	8	1	23	3288
161048	10	9	3	1	14	1162
161048	11	10	3	1	14	1162
161048	12	11	3	1	14	3271
161048	13	12	3	1	14	3271
161049	10	10	1	1	14	1186
161049	11	11	11	1	15	3289
161049	12	12	11	1	15	3289
161049	13	15	11	1	15	3290
161050	10	0	 	 	 	 
161050	11	0	 	 	 	 
161050	12	0	 	 	 	 
161050	13	0	 	 	 	 
171002	10	12	3	1	14	2752
171002	11	0	 	 	 	 
171002	12	0	 	 	 	 
171002	13	0	 	 	 	 
171003	10	11	1	1	15	3291
171003	11	12	1	1	15	3291
171003	12	13	8	1	98	3292
171003	13	13	8	1	98	3292
171004	10	10	3	1	14	1188
171004	11	14	1	1	14	3293
171004	12	0	 	 	 	 
171004	13	14	1	1	14	3293
171005	10	0	 	 	 	 
171005	11	0	 	 	 	 
171005	12	0	 	 	 	 
171005	13	0	 	 	 	 
171006	10	0	 	 	 	 
171006	11	0	 	 	 	 
171006	12	0	 	 	 	 
171006	13	0	 	 	 	 
171007	10	9	3	1	14	1188
171007	11	10	3	1	14	1188
171007	12	0	 	 	 	 
171007	13	11	3	1	14	3293
171008	10	11	3	1	14	9999
171008	11	12	3	1	14	2752
171008	12	15	3	1	14	9999
171008	13	15	3	1	14	3294
171009	10	0	 	 	 	 
171009	11	0	 	 	 	 
171009	12	0	 	 	 	 
171009	13	0	 	 	 	 
171010	10	11	3	1	14	2752
171010	11	12	3	1	14	2752
171010	12	14	8	1	98	3295
171010	13	14	8	1	98	3295
171011	10	10	3	1	14	1188
171011	11	11	3	1	14	2752
171011	12	12	3	1	14	2752
171011	13	0	 	 	 	 
171012	10	9	3	1	14	1188
171012	11	10	3	1	14	1188
171012	12	0	 	 	 	 
171012	13	0	 	 	 	 
171013	10	0	 	 	 	 
171013	11	0	 	 	 	 
171013	12	0	 	 	 	 
171013	13	0	 	 	 	 
171014	10	10	3	1	14	1191
171014	11	11	3	1	14	2752
171014	12	12	3	1	14	2752
171014	13	15	8	1	14	3296
171015	10	0	 	 	 	 
171015	11	0	 	 	 	 
171015	12	0	 	 	 	 
171015	13	0	 	 	 	 
171016	10	10	3	1	14	1191
171016	11	11	3	1	14	3297
171016	12	0	 	 	 	 
171016	13	0	 	 	 	 
171017	10	0	 	 	 	 
171017	11	0	 	 	 	 
171017	12	0	 	 	 	 
171017	13	0	 	 	 	 
171018	10	0	 	 	 	 
171018	11	0	 	 	 	 
171018	12	0	 	 	 	 
171018	13	0	 	 	 	 
171019	10	11	3	1	14	2752
171019	11	12	3	1	14	2752
171019	12	15	1	1	14	3298
171019	13	15	1	1	14	3298
171020	10	10	3	1	14	1193
171020	11	0	 	 	 	 
171020	12	0	 	 	 	 
171020	13	0	 	 	 	 
171021	10	11	3	1	14	2752
171021	11	12	3	1	14	2752
171021	12	0	 	 	 	 
171021	13	0	 	 	 	 
171022	10	0	 	 	 	 
171022	11	0	 	 	 	 
171022	12	0	 	 	 	 
171022	13	0	 	 	 	 
171023	10	11	3	1	14	2752
171023	11	12	3	1	14	2752
171023	12	15	1	1	14	3298
171023	13	15	1	1	14	3298
171024	10	0	 	 	 	 
171024	11	0	 	 	 	 
171024	12	0	 	 	 	 
171024	13	0	 	 	 	 
171025	10	10	3	1	14	1193
171025	11	0	 	 	 	 
171025	12	11	3	1	14	3299
171025	13	12	3	1	14	3299
171026	10	10	3	1	14	1193
171026	11	0	 	 	 	 
171026	12	14	1	1	14	3300
171026	13	14	1	1	14	3300
171027	10	11	3	1	14	2752
171027	11	12	3	1	14	2752
171027	12	15	1	1	14	3296
171027	13	15	1	1	14	3296
171028	10	9	1	1	14	1195
171028	11	10	1	1	14	1195
171028	12	11	1	1	14	3301
171028	13	0	 	 	 	 
171029	10	0	 	 	 	 
171029	11	0	 	 	 	 
171029	12	0	 	 	 	 
171029	13	0	 	 	 	 
171031	10	10	3	1	14	1188
171031	11	11	1	1	14	3302
171031	12	12	1	1	14	3302
171031	13	15	8	1	14	3303
171032	10	8	1	1	14	533
171032	11	9	1	1	14	533
171032	12	10	1	1	14	533
171032	13	11	1	1	14	3301
171033	10	0	 	 	 	 
171033	11	0	 	 	 	 
171033	12	0	 	 	 	 
171033	13	0	 	 	 	 
171035	10	11	3	1	14	2752
171035	11	12	3	1	14	2752
171035	12	15	3	1	14	3299
171035	13	15	3	1	14	3299
171036	10	0	 	 	 	 
171036	11	0	 	 	 	 
171036	12	0	 	 	 	 
171036	13	0	 	 	 	 
171037	10	6	3	1	14	1197
171037	11	7	3	1	14	1197
171037	12	8	3	1	14	1197
171037	13	9	3	1	14	1197
171038	10	14	3	1	14	3304
171038	11	14	3	1	14	3304
171038	12	0	 	 	 	 
171038	13	0	 	 	 	 
171039	10	10	3	1	14	1198
171039	11	0	 	 	 	 
171039	12	0	 	 	 	 
171039	13	0	 	 	 	 
171040	10	0	 	 	 	 
171040	11	0	 	 	 	 
171040	12	0	 	 	 	 
171040	13	0	 	 	 	 
171041	10	9	3	1	14	1198
171041	11	10	3	1	14	1198
171041	12	0	 	 	 	 
171041	13	0	 	 	 	 
171042	10	11	1	1	14	3305
171042	11	12	1	1	14	3305
171042	12	15	3	1	14	3299
171042	13	15	3	1	14	3299
171043	10	10	3	1	14	1198
171043	11	14	3	1	14	3304
171043	12	11	3	1	14	3299
171043	13	12	3	1	14	3299
171045	10	9	3	1	14	1198
171045	11	10	3	1	14	1198
171045	12	11	3	1	14	3306
171045	13	12	3	1	14	3306
171046	10	10	3	1	14	1198
171046	11	0	 	 	 	 
171046	12	0	 	 	 	 
171046	13	0	 	 	 	 
171047	10	11	3	1	14	2752
171047	11	0	 	 	 	 
171047	12	0	 	 	 	 
171047	13	0	 	 	 	 
171048	10	10	3	1	14	1198
171048	11	11	3	1	14	3299
171048	12	12	3	1	14	3299
171048	13	15	3	1	14	3299
171049	10	10	3	1	14	1198
171049	11	0	 	 	 	 
171049	12	0	 	 	 	 
171049	13	0	 	 	 	 
171050	10	12	3	1	14	3306
171050	11	15	3	1	14	3306
171050	12	15	3	1	14	3306
171050	13	15	3	1	14	3306
181001	10	12	1	1	14	3305
181001	11	14	1	1	98	3307
181001	12	15	1	1	14	3308
181001	13	15	1	1	14	3308
181002	10	0	 	 	 	 
181002	11	0	 	 	 	 
181002	12	0	 	 	 	 
181002	13	0	 	 	 	 
181003	10	11	8	1	14	3309
181003	11	12	8	1	14	3309
181003	12	0	 	 	 	 
181003	13	0	 	 	 	 
181004	10	10	3	1	14	1202
181004	11	0	 	 	 	 
181004	12	11	8	1	14	3309
181004	13	12	8	1	14	3309
181005	10	10	3	1	14	3310
181005	11	11	1	1	14	3311
181005	12	12	8	1	14	3311
181005	13	15	8	98	98	3312
181006	10	10	3	1	14	1201
181006	11	0	 	 	 	 
181006	12	0	 	 	 	 
181006	13	0	 	 	 	 
181007	10	11	3	1	14	3313
181007	11	12	3	1	14	3313
181007	12	0	 	 	 	 
181007	13	0	 	 	 	 
181008	10	0	 	 	 	 
181008	11	0	 	 	 	 
181008	12	0	 	 	 	 
181008	13	0	 	 	 	 
181009	10	10	3	1	14	1202
181009	11	11	1	1	14	3314
181009	12	12	1	1	14	3314
181009	13	0	 	 	 	 
181010	10	10	3	1	14	1201
181010	11	11	1	1	14	3309
181010	12	12	1	1	14	3309
181010	13	0	 	 	 	 
181011	10	0	 	 	 	 
181011	11	0	 	 	 	 
181011	12	0	 	 	 	 
181011	13	0	 	 	 	 
181012	10	10	3	1	14	1205
181012	11	0	 	 	 	 
181012	12	0	 	 	 	 
181012	13	0	 	 	 	 
181013	10	0	 	 	 	 
181013	11	0	 	 	 	 
181013	12	0	 	 	 	 
181013	13	0	 	 	 	 
181014	10	0	 	 	 	 
181014	11	0	 	 	 	 
181014	12	0	 	 	 	 
181014	13	0	 	 	 	 
181015	10	11	3	1	14	3313
181015	11	12	3	1	14	3313
181015	12	0	 	 	 	 
181015	13	0	 	 	 	 
181016	10	11	3	1	14	3316
181016	11	12	3	1	14	3316
181016	12	0	 	 	 	 
181016	13	0	 	 	 	 
181017	10	10	3	1	14	1204
181017	11	0	 	 	 	 
181017	12	0	 	 	 	 
181017	13	0	 	 	 	 
181018	10	0	 	 	 	 
181018	11	0	 	 	 	 
181018	12	0	 	 	 	 
181018	13	0	 	 	 	 
181019	10	10	3	1	14	1208
181019	11	0	 	 	 	 
181019	12	0	 	 	 	 
181019	13	0	 	 	 	 
181020	10	9	3	1	14	1204
181020	11	10	3	1	14	1204
181020	12	0	 	 	 	 
181020	13	0	 	 	 	 
181021	10	9	1	1	14	1210
181021	11	10	1	1	14	1210
181021	12	11	1	1	15	9999
181021	13	12	1	1	15	3317
181023	10	11	1	1	14	3305
181023	11	12	1	1	14	3305
181023	12	15	1	1	14	3303
181023	13	15	1	1	14	3303
181024	10	0	 	 	 	 
181024	11	0	 	 	 	 
181024	12	0	 	 	 	 
181024	13	0	 	 	 	 
181025	10	11	3	1	14	3313
181025	11	0	 	 	 	 
181025	12	0	 	 	 	 
181025	13	0	 	 	 	 
181026	10	0	 	 	 	 
181026	11	0	 	 	 	 
181026	12	0	 	 	 	 
181026	13	0	 	 	 	 
181027	10	8	3	1	14	1201
181027	11	9	3	1	14	1201
181027	12	10	3	1	14	1201
181027	13	0	 	 	 	 
181028	10	0	 	 	 	 
181028	11	0	 	 	 	 
181028	12	0	 	 	 	 
181028	13	0	 	 	 	 
181029	10	10	3	1	14	1202
181029	11	0	 	 	 	 
181029	12	11	3	1	14	3313
181029	13	12	3	1	14	3313
181030	10	0	 	 	 	 
181030	11	0	 	 	 	 
181030	12	0	 	 	 	 
181030	13	0	 	 	 	 
181031	10	8	3	1	14	1202
181031	11	9	3	1	14	1202
181031	12	10	3	1	14	1202
181031	13	11	1	1	14	3309
181032	10	0	 	 	 	 
181032	11	0	 	 	 	 
181032	12	0	 	 	 	 
181032	13	0	 	 	 	 
181033	10	0	 	 	 	 
181033	11	11	3	1	14	3313
181033	12	12	3	1	14	3313
181033	13	14	3	1	14	3318
181035	10	9	1	1	14	1218
181035	11	10	1	1	14	1218
181035	12	0	 	 	 	 
181035	13	0	 	 	 	 
181036	10	11	3	1	14	3313
181036	11	12	3	1	14	3313
181036	12	0	 	 	 	 
181036	13	0	 	 	 	 
181037	10	0	 	 	 	 
181037	11	0	 	 	 	 
181037	12	0	 	 	 	 
181037	13	0	 	 	 	 
181038	10	0	 	 	 	 
181038	11	0	 	 	 	 
181038	12	0	 	 	 	 
181038	13	0	 	 	 	 
181039	10	11	1	1	14	3309
181039	11	12	1	1	14	3309
181039	12	15	1	1	14	3303
181039	13	15	1	1	14	3303
181040	10	0	 	 	 	 
181040	11	0	 	 	 	 
181040	12	0	 	 	 	 
181040	13	0	 	 	 	 
181041	10	11	3	1	14	3313
181041	11	12	3	1	14	3313
181041	12	0	 	 	 	 
181041	13	0	 	 	 	 
181042	10	11	3	1	14	3313
181042	11	12	3	1	14	3313
181042	12	15	1	1	14	9999
181042	13	15	1	1	14	3308
181043	10	0	 	 	 	 
181043	11	0	 	 	 	 
181043	12	0	 	 	 	 
181043	13	0	 	 	 	 
181044	10	0	 	 	 	 
181044	11	0	 	 	 	 
181044	12	0	 	 	 	 
181044	13	0	 	 	 	 
181045	10	0	 	 	 	 
181045	11	0	 	 	 	 
181045	12	0	 	 	 	 
181045	13	0	 	 	 	 
181046	10	9	3	1	15	3319
181046	11	10	3	1	15	3319
181046	12	11	3	1	15	3320
181046	13	12	3	1	15	3320
181047	10	10	3	1	14	1220
181047	11	0	 	 	 	 
181047	12	0	 	 	 	 
181047	13	0	 	 	 	 
181048	10	7	3	1	14	1220
181048	11	8	3	1	14	1220
181048	12	9	3	1	14	1220
181048	13	10	3	1	14	1220
181049	10	9	3	1	14	1223
181049	11	10	3	1	14	1223
181049	12	11	1	1	14	3321
181049	13	12	1	1	14	3321
181050	10	10	2	1	15	2767
181050	11	11	2	1	15	2767
181050	12	12	2	1	15	2767
181050	13	15	2	1	15	2767
191001	10	10	3	1	14	1225
191001	11	0	 	 	 	 
191001	12	0	 	 	 	 
191001	13	0	 	 	 	 
191002	10	10	3	1	14	1225
191002	11	0	 	 	 	 
191002	12	11	8	1	14	3322
191002	13	12	8	1	14	3322
191003	10	0	 	 	 	 
191003	11	0	 	 	 	 
191003	12	0	 	 	 	 
191003	13	0	 	 	 	 
191004	10	0	 	 	 	 
191004	11	0	 	 	 	 
191004	12	0	 	 	 	 
191004	13	0	 	 	 	 
191005	10	10	3	1	14	1225
191005	11	0	 	 	 	 
191005	12	0	 	 	 	 
191005	13	0	 	 	 	 
191006	10	0	 	 	 	 
191006	11	0	 	 	 	 
191006	12	0	 	 	 	 
191006	13	0	 	 	 	 
191007	10	9	3	1	14	1225
191007	11	10	3	1	14	1225
191007	12	0	 	 	 	 
191007	13	14	1	1	14	3323
191008	10	11	1	1	14	3324
191008	11	0	 	 	 	 
191008	12	0	 	 	 	 
191008	13	0	 	 	 	 
191010	10	0	 	 	 	 
191010	11	0	 	 	 	 
191010	12	0	 	 	 	 
191010	13	0	 	 	 	 
191011	10	0	 	 	 	 
191011	11	0	 	 	 	 
191011	12	0	 	 	 	 
191011	13	0	 	 	 	 
191012	10	0	 	 	 	 
191012	11	0	 	 	 	 
191012	12	0	 	 	 	 
191012	13	0	 	 	 	 
191013	10	0	 	 	 	 
191013	11	0	 	 	 	 
191013	12	0	 	 	 	 
191013	13	0	 	 	 	 
191014	10	10	3	1	14	1225
191014	11	11	3	1	14	3325
191014	12	12	3	1	14	3325
191014	13	15	3	1	14	3325
191015	10	0	 	 	 	 
191015	11	10	3	1	14	1225
191015	12	0	 	 	 	 
191015	13	0	 	 	 	 
191016	10	12	3	1	14	3325
191016	11	15	3	1	14	3325
191016	12	15	3	1	14	3325
191016	13	15	3	1	14	3325
191017	10	12	3	1	14	3325
191017	11	0	 	 	 	 
191017	12	0	 	 	 	 
191017	13	0	 	 	 	 
191018	10	10	3	1	14	1225
191018	11	11	3	1	14	3325
191018	12	0	 	 	 	 
191018	13	0	 	 	 	 
191019	10	0	 	 	 	 
191019	11	0	 	 	 	 
191019	12	0	 	 	 	 
191019	13	0	 	 	 	 
191020	10	0	 	 	 	 
191020	11	0	 	 	 	 
191020	12	0	 	 	 	 
191020	13	0	 	 	 	 
191021	10	10	3	1	14	1229
191021	11	0	 	 	 	 
191021	12	0	 	 	 	 
191021	13	0	 	 	 	 
191022	10	0	 	 	 	 
191022	11	0	 	 	 	 
191022	12	0	 	 	 	 
191022	13	0	 	 	 	 
191023	10	10	3	1	14	1229
191023	11	11	1	1	14	3327
191023	12	0	 	 	 	 
191023	13	0	 	 	 	 
191024	10	0	 	 	 	 
191024	11	0	 	 	 	 
191024	12	0	 	 	 	 
191024	13	0	 	 	 	 
191025	10	0	 	 	 	 
191025	11	0	 	 	 	 
191025	12	0	 	 	 	 
191025	13	0	 	 	 	 
191026	10	0	 	 	 	 
191026	11	0	 	 	 	 
191026	12	0	 	 	 	 
191026	13	0	 	 	 	 
191027	10	11	1	1	14	3090
191027	11	12	1	1	14	3090
191027	12	15	3	1	14	3325
191027	13	15	3	1	14	3325
191028	10	11	1	1	14	3329
191028	11	12	1	1	14	3329
191028	12	0	 	 	 	 
191028	13	0	 	 	 	 
191029	10	11	3	1	13	3330
191029	11	12	3	1	13	3330
191029	12	0	 	 	 	 
191029	13	0	 	 	 	 
191030	10	11	3	1	13	3330
191030	11	12	3	1	13	3330
191030	12	15	3	1	14	3325
191030	13	15	3	1	14	3325
191031	10	11	1	1	14	3329
191031	11	12	1	1	14	3329
191031	12	15	3	1	14	3325
191031	13	15	3	1	14	3325
191032	10	11	1	1	14	3328
191032	11	12	1	1	14	3328
191032	12	15	1	1	16	3331
191032	13	15	1	1	16	3331
191033	10	11	3	1	14	3325
191033	11	0	 	 	 	 
191033	12	12	1	1	14	3329
191033	13	0	 	 	 	 
191034	10	0	 	 	 	 
191034	11	0	 	 	 	 
191034	12	11	1	1	14	3329
191034	13	12	1	1	14	3329
191035	10	9	3	1	14	1232
191035	11	10	3	1	14	1232
191035	12	11	1	1	14	3332
191035	13	12	1	1	14	3332
191036	10	0	 	 	 	 
191036	11	0	 	 	 	 
191036	12	0	 	 	 	 
191036	13	0	 	 	 	 
191037	10	0	 	 	 	 
191037	11	0	 	 	 	 
191037	12	0	 	 	 	 
191037	13	0	 	 	 	 
191038	10	10	3	1	14	1232
191038	11	0	 	 	 	 
191038	12	0	 	 	 	 
191038	13	0	 	 	 	 
191039	10	10	1	1	14	1233
191039	11	11	1	1	15	3333
191039	12	12	1	1	15	3333
191039	13	14	1	1	15	3334
191040	10	0	 	 	 	 
