CHILDCODE	HHDCIDR4	MADDECR4	WHOPRVR4
61026	1	0	8
61026	2	1	1
61026	3	1	1
61026	4	1	8
61026	5	1	1
61026	6	0	8
61027	1	1	7
61027	2	1	7
61027	3	1	7
61027	4	1	7
61027	5	1	7
61027	6	0	7
61028	1	0	3
61028	2	1	1
61028	3	1	1
61028	4	1	1
61028	5	1	3
61028	6	0	3
61029	1	1	7
61029	2	0	3
61029	3	1	1
61029	4	1	7
61029	5	1	7
61029	6	1	7
61030	1	1	8
61030	2	1	2
61030	3	1	6
61030	4	1	6
61030	5	1	6
61030	6	1	8
61031	1	0	3
61031	2	0	3
61031	3	0	3
61031	4	0	3
61031	5	0	3
61031	6	0	3
61032	1	1	6
61032	2	1	6
61032	3	1	2
61032	4	1	2
61032	5	1	6
61032	6	1	6
61033	1	0	3
61033	2	0	3
61033	3	1	7
61033	4	1	7
61033	5	1	3
61033	6	1	7
61034	1	0	3
61034	2	1	7
61034	3	1	7
61034	4	1	7
61034	5	1	7
61034	6	0	3
61035	1	0	3
61035	2	0	3
61035	3	1	7
61035	4	0	7
61035	5	0	7
61035	6	0	7
61036	1	1	6
61036	2	1	6
61036	3	1	6
61036	4	1	6
61036	5	1	6
61036	6	1	6
61037	1	1	8
61037	2	1	4
61037	3	1	8
61037	4	1	8
61037	5	1	8
61037	6	1	8
61038	1	0	3
61038	2	1	3
61038	3	1	7
61038	4	0	3
61038	5	1	7
61038	6	0	3
61039	1	0	3
61039	2	0	3
61039	3	1	7
61039	4	0	3
61039	5	1	7
61039	6	1	7
61040	1	1	2
61040	2	1	1
61040	3	1	1
61040	4	0	6
61040	5	1	6
61040	6	1	1
61041	1	0	3
61041	2	1	7
61041	3	1	7
61041	4	0	7
61041	5	1	7
61041	6	0	88
61042	1	0	4
61042	2	0	4
61042	3	1	8
61042	4	1	8
61042	5	1	1
61042	6	1	8
61043	1	0	3
61043	2	1	3
61043	3	1	1
61043	4	0	3
61043	5	1	3
61043	6	0	3
61044	1	1	3
61044	2	1	1
61044	3	1	1
61044	4	1	1
61044	5	1	3
61044	6	0	3
61045	1	1	7
61045	2	1	7
61045	3	1	7
61045	4	1	7
61045	5	1	6
61045	6	1	7
61046	1	1	3
61046	2	1	3
61046	3	1	3
61046	4	1	7
61046	5	1	7
61046	6	1	7
61047	1	0	3
61047	2	1	7
61047	3	0	88
61047	4	1	3
61047	5	1	7
61047	6	0	3
61048	1	0	3
61048	2	0	3
61048	3	1	7
61048	4	1	7
61048	5	1	7
61048	6	1	7
61049	1	0	3
61049	2	1	3
61049	3	1	1
61049	4	0	3
61049	5	1	3
61049	6	0	3
61050	1	0	3
61050	2	1	7
61050	3	1	7
61050	4	1	7
61050	5	1	7
61050	6	0	7
71001	1	1	3
71001	2	0	3
71001	3	1	3
71001	4	1	3
71001	5	1	1
71001	6	1	1
71002	1	0	3
71002	2	1	1
71002	3	1	1
71002	4	1	3
71002	5	1	3
71002	6	1	3
71003	1	0	2
71003	2	1	6
71003	3	1	1
71003	4	1	1
71003	5	1	6
71003	6	1	6
71004	1	0	2
71004	2	0	2
71004	3	1	6
71004	4	0	2
71004	5	1	6
71004	6	1	6
71005	1	1	3
71005	2	0	3
71005	3	1	1
71005	4	1	3
71005	5	1	7
71005	6	1	7
71006	1	0	2
71006	2	0	2
71006	3	1	7
71006	4	0	3
71006	5	1	6
71006	6	0	2
71007	1	0	3
71007	2	0	3
71007	3	1	3
71007	4	0	3
71007	5	1	3
71007	6	0	3
71008	1	0	3
71008	2	1	7
71008	3	1	7
71008	4	0	3
71008	5	1	7
71008	6	0	88
71009	1	0	3
71009	2	1	7
71009	3	1	7
71009	4	1	7
71009	5	1	1
71009	6	1	7
71010	1	0	3
71010	2	0	3
71010	3	0	3
71010	4	0	88
71010	5	1	7
71010	6	0	3
71011	1	0	3
71011	2	0	3
71011	3	1	1
71011	4	0	3
71011	5	1	7
71011	6	0	7
71012	1	0	4
71012	2	1	8
71012	3	1	1
71012	4	0	2
71012	5	1	1
71012	6	0	4
71013	1	1	3
71013	2	0	3
71013	3	1	7
71013	4	1	7
71013	5	1	7
71013	6	1	7
71014	1	0	3
71014	2	1	7
71014	3	1	3
71014	4	0	3
71014	5	1	3
71014	6	0	88
71015	1	0	3
71015	2	1	3
71015	3	0	3
71015	4	1	3
71015	5	1	7
71015	6	1	3
71016	1	1	2
71016	2	1	1
71016	3	0	3
71016	4	0	4
71016	5	1	6
71016	6	1	6
71017	1	1	4
71017	2	1	8
71017	3	1	1
71017	4	1	6
71017	5	0	2
71017	6	1	1
71018	1	0	2
71018	2	1	6
71018	3	1	6
71018	4	0	2
71018	5	1	6
71018	6	1	1
71019	1	0	2
71019	2	1	2
71019	3	1	6
71019	4	1	6
71019	5	1	6
71019	6	1	6
71020	1	1	7
71020	2	1	7
71020	3	1	7
71020	4	0	3
71020	5	1	7
71020	6	0	88
71021	1	1	3
71021	2	0	3
71021	3	1	1
71021	4	1	7
71021	5	1	1
71021	6	0	3
71022	1	0	3
71022	2	0	3
71022	3	0	3
71022	4	0	3
71022	5	1	7
71022	6	1	3
71023	1	1	3
71023	2	0	3
71023	3	1	7
71023	4	1	7
71023	5	1	7
71023	6	1	7
71024	1	0	3
71024	2	0	7
71024	3	0	3
71024	4	0	3
71024	5	1	7
71024	6	1	7
71025	1	0	4
71025	2	0	3
71025	3	1	7
71025	4	1	7
71025	5	1	3
71025	6	1	7
71026	1	0	3
71026	2	1	3
71026	3	1	3
71026	4	1	3
71026	5	0	3
71026	6	1	3
71027	1	0	4
71027	2	0	3
71027	3	1	7
71027	4	0	3
71027	5	1	3
71027	6	0	4
71028	1	1	7
71028	2	1	1
71028	3	1	7
71028	4	1	1
71028	5	1	1
71028	6	1	7
71030	1	0	3
71030	2	0	3
71030	3	1	3
71030	4	1	3
71030	5	1	3
71030	6	1	3
71031	1	1	3
71031	2	0	3
71031	3	1	1
71031	4	1	7
71031	5	1	7
71031	6	1	7
71032	1	0	3
71032	2	0	2
71032	3	1	3
71032	4	0	3
71032	5	1	6
71032	6	1	7
71033	1	1	7
71033	2	0	3
71033	3	1	1
71033	4	1	7
71033	5	1	7
71033	6	1	7
71034	1	1	3
71034	2	1	3
71034	3	1	7
71034	4	1	7
71034	5	1	7
71034	6	1	7
71035	1	0	3
71035	2	0	3
71035	3	0	3
71035	4	0	3
71035	5	1	7
71035	6	0	3
71036	1	0	3
71036	2	1	3
71036	3	1	1
71036	4	0	6
71036	5	1	8
71036	6	0	3
71038	1	1	3
71038	2	0	3
71038	3	1	7
71038	4	1	7
71038	5	1	7
71038	6	1	3
71039	1	1	6
71039	2	1	6
71039	3	1	1
71039	4	0	1
71039	5	1	6
71039	6	1	6
71040	1	0	3
71040	2	1	3
71040	3	1	1
71040	4	1	3
71040	5	1	3
71040	6	0	88
71041	1	1	6
71041	2	1	1
71041	3	1	1
71041	4	1	6
71041	5	1	1
71041	6	1	1
71042	1	1	3
71042	2	1	7
71042	3	1	7
71042	4	1	7
71042	5	1	7
71042	6	0	3
71043	1	1	7
71043	2	1	7
71043	3	1	7
71043	4	1	7
71043	5	1	7
71043	6	1	7
71044	1	0	3
71044	2	0	3
71044	3	1	7
71044	4	0	3
71044	5	1	7
71044	6	1	3
71045	1	0	3
71045	2	1	7
71045	3	1	7
71045	4	1	7
71045	5	1	7
71045	6	1	7
71046	1	1	7
71046	2	0	3
71046	3	1	1
71046	4	1	7
71046	5	1	7
71046	6	1	1
71047	1	1	3
71047	2	1	3
71047	3	1	1
71047	4	1	1
71047	5	1	3
71047	6	1	1
71048	1	1	3
71048	2	0	3
71048	3	1	1
71048	4	1	3
71048	5	1	3
71048	6	0	3
71049	1	1	3
71049	2	0	3
71049	3	1	1
71049	4	1	3
71049	5	1	1
71049	6	1	3
71050	1	0	3
71050	2	0	3
71050	3	1	7
71050	4	0	3
71050	5	1	7
71050	6	1	3
81001	1	0	3
81001	2	0	3
81001	3	0	3
81001	4	0	3
81001	5	1	3
81001	6	1	1
81002	1	0	3
81002	2	0	3
81002	3	0	3
81002	4	0	3
81002	5	1	3
81002	6	1	1
81003	1	0	4
81003	2	1	6
81003	3	0	4
81003	4	0	4
81003	5	0	2
81003	6	0	2
81004	1	0	3
81004	2	0	3
81004	3	1	1
81004	4	0	3
81004	5	1	3
81004	6	1	3
81006	1	0	3
81006	2	0	3
81006	3	0	3
81006	4	0	3
81006	5	1	3
81006	6	1	3
81007	1	0	3
81007	2	0	3
81007	3	0	3
81007	4	0	3
81007	5	1	1
81007	6	1	1
81008	1	0	3
81008	2	1	3
81008	3	1	7
81008	4	1	7
81008	5	0	7
81008	6	0	3
81009	1	0	3
81009	2	0	3
81009	3	1	3
81009	4	0	3
81009	5	1	1
81009	6	1	1
81010	1	0	3
81010	2	1	3
81010	3	1	3
81010	4	1	3
81010	5	0	3
81010	6	0	3
81011	1	1	8
81011	2	1	8
81011	3	0	6
81011	4	0	8
81011	5	0	8
81011	6	0	8
81012	1	0	3
81012	2	0	3
81012	3	0	3
81012	4	0	3
81012	5	0	3
81012	6	1	1
81013	1	0	3
81013	2	1	3
81013	3	0	3
81013	4	0	3
81013	5	0	3
81013	6	0	7
81014	1	0	2
81014	2	1	6
81014	3	0	2
81014	4	1	6
81014	5	1	6
81014	6	0	6
81015	1	0	3
81015	2	1	7
81015	3	0	3
81015	4	0	3
81015	5	0	3
81015	6	0	3
81016	1	0	8
81016	2	0	8
81016	3	0	6
81016	4	0	8
81016	5	0	6
81016	6	0	8
81017	1	1	8
81017	2	1	6
81017	3	1	8
81017	4	1	6
81017	5	0	8
81017	6	1	8
81018	1	0	3
81018	2	0	3
81018	3	0	3
81018	4	1	3
81018	5	1	1
81018	6	1	1
81019	1	0	2
81019	2	0	2
81019	3	0	2
81019	4	0	2
81019	5	0	2
81019	6	0	2
81020	1	1	8
81020	2	1	8
81020	3	0	8
81020	4	1	8
81020	5	1	8
81020	6	0	8
81021	1	0	3
81021	2	1	7
81021	3	0	3
81021	4	1	7
81021	5	0	3
81021	6	0	7
81022	1	0	3
81022	2	1	3
81022	3	1	1
81022	4	1	3
81022	5	1	3
81022	6	0	3
81023	1	0	4
81023	2	1	6
81023	3	0	4
81023	4	0	4
81023	5	0	4
81023	6	0	4
81025	1	0	2
81025	2	1	6
81025	3	0	2
81025	4	0	2
81025	5	0	2
81025	6	0	2
81027	1	1	3
81027	2	0	3
81027	3	1	3
81027	4	1	3
81027	5	1	3
81027	6	0	3
81028	1	1	6
81028	2	1	1
81028	3	0	8
81028	4	1	6
81028	5	1	6
81028	6	1	8
81029	1	0	2
81029	2	1	1
81029	3	1	2
81029	4	1	2
81029	5	1	2
81029	6	0	2
81030	1	1	2
81030	2	1	6
81030	3	1	6
81030	4	1	8
81030	5	1	6
81030	6	1	6
81031	1	0	2
81031	2	1	6
81031	3	0	2
81031	4	0	2
81031	5	0	2
81031	6	0	2
81032	1	0	3
81032	2	1	7
81032	3	0	7
81032	4	1	1
81032	5	0	7
81032	6	0	7
81033	1	0	3
81033	2	0	3
81033	3	1	4
81033	4	0	3
81033	5	1	1
81033	6	1	1
81034	1	0	3
81034	2	1	3
81034	3	1	1
81034	4	0	3
81034	5	1	3
81034	6	1	3
81035	1	0	3
81035	2	0	3
81035	3	0	3
81035	4	0	3
81035	5	1	3
81035	6	1	3
81036	1	1	7
81036	2	1	7
81036	3	1	7
81036	4	1	1
81036	5	1	7
81036	6	1	1
81037	1	1	8
81037	2	1	6
81037	3	1	6
81037	4	1	6
81037	5	1	8
81037	6	0	8
81038	1	0	4
81038	2	0	4
81038	3	1	3
81038	4	1	3
81038	5	1	3
81038	6	0	4
81039	1	0	3
81039	2	0	3
81039	3	0	3
81039	4	0	3
81039	5	0	3
81039	6	0	3
81040	1	0	3
81040	2	0	3
81040	3	0	3
81040	4	0	3
81040	5	1	3
81040	6	1	3
81041	1	1	3
81041	2	1	3
81041	3	1	3
81041	4	0	3
81041	5	1	3
81041	6	0	3
81042	1	1	6
81042	2	1	1
81042	3	1	6
81042	4	1	6
81042	5	1	6
81042	6	1	4
81043	1	0	3
81043	2	0	3
81043	3	1	3
81043	4	0	3
81043	5	1	3
81043	6	0	3
81044	1	1	7
81044	2	1	7
81044	3	1	7
81044	4	1	7
81044	5	1	7
81044	6	1	7
81045	1	0	2
81045	2	1	2
81045	3	1	2
81045	4	1	2
81045	5	1	2
81045	6	1	2
81046	1	0	3
81046	2	0	3
81046	3	0	3
81046	4	0	3
81046	5	0	3
81046	6	0	3
81047	1	1	6
81047	2	1	6
81047	3	0	2
81047	4	1	6
81047	5	1	6
81047	6	0	2
81048	1	0	3
81048	2	0	3
81048	3	1	1
81048	4	0	3
81048	5	1	1
81048	6	1	1
81049	1	1	7
81049	2	1	7
81049	3	1	7
81049	4	1	7
81049	5	1	7
81049	6	0	3
81050	1	0	3
81050	2	1	3
81050	3	1	3
81050	4	1	3
81050	5	1	7
81050	6	1	3
91001	1	1	3
91001	2	0	3
91001	3	1	3
91001	4	1	3
91001	5	1	3
91001	6	1	3
91002	1	0	3
91002	2	0	3
91002	3	1	7
91002	4	0	3
91002	5	1	3
91002	6	0	3
91003	1	0	4
91003	2	1	3
91003	3	1	7
91003	4	1	7
91003	5	0	4
91003	6	0	4
91004	1	0	3
91004	2	1	3
91004	3	0	3
91004	4	0	3
91004	5	1	1
91004	6	1	1
91005	1	0	3
91005	2	0	3
91005	3	1	1
91005	4	0	3
91005	5	0	3
91005	6	0	3
91006	1	0	3
91006	2	1	3
91006	3	0	3
91006	4	0	3
91006	5	1	1
91006	6	0	3
91007	1	1	6
91007	2	1	6
91007	3	0	6
91007	4	0	2
91007	5	0	2
91007	6	0	2
91008	1	1	2
91008	2	1	1
91008	3	0	2
91008	4	0	6
91008	5	0	2
91008	6	0	2
91009	1	0	3
91009	2	0	3
91009	3	1	3
91009	4	0	3
91009	5	1	1
91009	6	1	1
91010	1	0	3
91010	2	1	3
91010	3	1	7
91010	4	1	7
91010	5	1	3
91010	6	0	7
91012	1	1	3
91012	2	1	1
91012	3	1	1
91012	4	1	3
91012	5	1	1
91012	6	1	1
91013	1	0	3
91013	2	1	3
91013	3	1	1
91013	4	1	3
91013	5	1	3
91013	6	0	3
91014	1	0	2
91014	2	1	8
91014	3	0	3
91014	4	0	6
91014	5	1	2
91014	6	0	6
91015	1	0	2
91015	2	1	6
91015	3	0	3
91015	4	0	2
91015	5	1	2
91015	6	0	2
91016	1	0	6
91016	2	1	8
91016	3	0	7
91016	4	0	2
91016	5	1	2
91016	6	0	2
91017	1	1	7
91017	2	1	7
91017	3	1	7
91017	4	0	3
91017	5	0	3
91017	6	0	3
91018	1	1	8
91018	2	1	8
91018	3	0	6
91018	4	1	8
91018	5	0	8
91018	6	0	8
91019	1	0	8
91019	2	1	8
91019	3	0	8
91019	4	0	8
91019	5	0	8
91019	6	0	8
91020	1	1	3
91020	2	1	3
91020	3	1	3
91020	4	0	3
91020	5	1	1
91020	6	1	1
91021	1	0	3
91021	2	0	4
91021	3	1	3
91021	4	1	3
91021	5	1	1
91021	6	0	3
91022	1	0	4
91022	2	1	8
91022	3	0	2
91022	4	1	6
91022	5	0	6
91022	6	1	6
91023	1	0	3
91023	2	0	3
91023	3	0	3
91023	4	0	3
91023	5	0	3
91023	6	0	3
91025	1	0	3
91025	2	0	3
91025	3	0	3
91025	4	0	3
91025	5	0	3
91025	6	0	3
91026	1	0	4
91026	2	0	8
91026	3	1	1
91026	4	1	2
91026	5	0	6
91026	6	0	6
91027	1	0	2
91027	2	1	6
91027	3	0	2
91027	4	0	4
91027	5	0	2
91027	6	0	2
91028	1	1	3
91028	2	1	3
91028	3	1	3
91028	4	1	3
91028	5	1	3
91028	6	1	3
91029	1	1	8
91029	2	1	8
91029	3	0	1
91029	4	1	1
91029	5	0	8
91029	6	0	8
91030	1	1	3
91030	2	1	3
91030	3	1	3
91030	4	1	3
91030	5	1	3
91030	6	0	3
91033	1	0	3
91033	2	1	3
91033	3	0	3
91033	4	0	7
91033	5	0	7
91033	6	1	7
91034	1	0	3
91034	2	1	3
91034	3	1	3
91034	4	1	3
91034	5	1	3
91034	6	0	3
91036	1	1	3
91036	2	1	4
91036	3	1	3
91036	4	1	4
91036	5	1	4
91036	6	0	3
91037	1	0	3
91037	2	0	3
91037	3	1	3
91037	4	1	7
91037	5	1	1
91037	6	0	3
91039	1	0	3
91039	2	0	3
91039	3	1	1
91039	4	0	3
91039	5	1	1
91039	6	1	1
91040	1	0	2
91040	2	1	2
91040	3	0	2
91040	4	0	2
91040	5	0	2
91040	6	0	2
91041	1	0	4
91041	2	1	3
91041	3	1	1
91041	4	0	4
91041	5	0	3
91041	6	0	4
91042	1	0	2
91042	2	0	4
91042	3	0	2
91042	4	0	2
91042	5	0	2
91042	6	0	2
91043	1	0	3
91043	2	0	3
91043	3	1	3
91043	4	1	3
91043	5	1	3
91043	6	0	3
91044	1	0	3
91044	2	0	4
91044	3	1	7
91044	4	1	3
91044	5	1	3
91044	6	1	3
91045	1	0	3
91045	2	0	3
91045	3	1	1
91045	4	1	1
91045	5	1	1
91045	6	0	3
91046	1	0	4
91046	2	1	8
91046	3	0	2
91046	4	0	6
91046	5	0	2
91046	6	0	2
91047	1	0	3
91047	2	0	3
91047	3	1	3
91047	4	0	3
91047	5	1	3
91047	6	0	3
91049	1	1	4
91049	2	1	1
91049	3	1	4
91049	4	0	4
91049	5	1	4
91049	6	1	4
91050	1	1	3
91050	2	1	3
91050	3	1	3
91050	4	1	3
91050	5	1	1
91050	6	1	3
101001	1	1	3
101001	2	1	3
101001	3	1	3
101001	4	1	3
101001	5	1	3
101001	6	0	3
101003	1	1	3
101003	2	1	3
101003	3	1	3
101003	4	1	3
101003	5	1	3
101003	6	1	3
101004	1	1	7
101004	2	1	7
101004	3	1	7
101004	4	1	7
101004	5	1	7
101004	6	1	7
101005	1	0	3
101005	2	0	3
101005	3	0	3
101005	4	0	3
101005	5	0	3
101005	6	0	3
101006	1	0	3
101006	2	0	3
101006	3	0	3
101006	4	0	3
101006	5	1	1
101006	6	1	1
101008	1	0	3
101008	2	1	3
101008	3	1	3
101008	4	0	3
101008	5	0	1
101008	6	0	3
101009	1	1	3
101009	2	1	3
101009	3	1	1
101009	4	1	3
101009	5	1	3
101009	6	1	3
101011	1	1	3
101011	2	1	3
101011	3	1	3
101011	4	1	3
101011	5	1	3
101011	6	1	3
101012	1	0	3
101012	2	1	3
101012	3	1	1
101012	4	0	3
101012	5	1	1
101012	6	0	3
101013	1	0	3
101013	2	0	3
101013	3	1	1
101013	4	0	3
101013	5	1	7
101013	6	1	3
101017	1	1	3
101017	2	1	3
101017	3	1	3
101017	4	0	3
101017	5	1	3
101017	6	0	3
101018	1	1	3
101018	2	1	3
101018	3	1	3
101018	4	1	3
101018	5	1	3
101018	6	0	3
101019	1	0	3
101019	2	0	3
101019	3	0	3
101019	4	1	3
101019	5	1	1
101019	6	1	1
101020	1	1	6
101020	2	1	6
101020	3	1	6
101020	4	1	6
101020	5	1	6
101020	6	1	6
101021	1	0	3
101021	2	0	3
101021	3	0	3
101021	4	0	3
101021	5	1	1
101021	6	1	1
101022	1	0	3
101022	2	0	3
101022	3	0	3
101022	4	1	3
101022	5	1	1
101022	6	1	1
101023	1	0	3
101023	2	0	3
101023	3	0	3
101023	4	0	3
101023	5	1	1
101023	6	1	1
101024	1	1	3
101024	2	1	3
101024	3	1	3
101024	4	1	3
101024	5	1	3
101024	6	0	3
101025	1	0	3
101025	2	1	3
101025	3	1	3
101025	4	1	3
101025	5	1	3
101025	6	0	3
101026	1	0	3
101026	2	1	2
101026	3	0	3
101026	4	0	3
101026	5	0	3
101026	6	0	3
101027	1	1	3
101027	2	1	3
101027	3	1	1
101027	4	1	3
101027	5	0	3
101027	6	0	3
101028	1	1	3
101028	2	1	7
101028	3	1	7
101028	4	1	7
101028	5	1	7
101028	6	1	7
101030	1	1	3
101030	2	0	3
101030	3	0	3
101030	4	1	1
101030	5	0	3
101030	6	0	3
101031	1	0	7
101031	2	1	7
101031	3	1	7
101031	4	0	7
101031	5	0	7
101031	6	0	7
101032	1	1	8
101032	2	1	8
101032	3	0	6
101032	4	0	8
101032	5	0	6
101032	6	1	8
101033	1	1	6
101033	2	1	1
101033	3	1	1
101033	4	1	3
101033	5	1	2
101033	6	0	2
101034	1	1	3
101034	2	1	3
101034	3	1	7
101034	4	1	3
101034	5	1	3
101034	6	0	7
101035	1	1	3
101035	2	1	7
101035	3	1	1
101035	4	1	7
101035	5	1	1
101035	6	1	1
101037	1	0	3
101037	2	0	3
101037	3	0	3
101037	4	0	3
101037	5	1	1
101037	6	1	1
101038	1	1	3
101038	2	1	3
101038	3	1	1
101038	4	1	1
101038	5	1	3
101038	6	1	3
101039	1	0	2
101039	2	1	6
101039	3	0	2
101039	4	0	2
101039	5	0	2
101039	6	0	2
101040	1	0	8
101040	2	1	7
101040	3	0	7
101040	4	1	7
101040	5	0	7
101040	6	1	7
101041	1	1	3
101041	2	1	3
101041	3	1	3
101041	4	1	3
101041	5	1	3
101041	6	0	3
101042	1	1	3
101042	2	0	3
101042	3	1	3
101042	4	1	3
101042	5	1	3
101042	6	0	4
101043	1	0	3
101043	2	0	3
101043	3	0	3
101043	4	0	3
101043	5	1	3
101043	6	1	3
101044	1	0	3
101044	2	0	3
101044	3	1	1
101044	4	0	3
101044	5	1	1
101044	6	1	1
101045	1	1	3
101045	2	1	3
101045	3	1	7
101045	4	1	7
101045	5	1	7
101045	6	0	7
101046	1	1	6
101046	2	1	6
101046	3	0	6
101046	4	0	6
101046	5	0	6
101046	6	0	6
101047	1	1	3
101047	2	1	3
101047	3	1	3
101047	4	1	1
101047	5	1	3
101047	6	1	3
101048	1	1	3
101048	2	1	7
101048	3	1	3
101048	4	1	3
101048	5	1	3
101048	6	1	3
101049	1	0	3
101049	2	0	3
101049	3	1	3
101049	4	0	3
101049	5	1	3
101049	6	1	3
101050	1	0	3
101050	2	0	3
101050	3	1	3
101050	4	0	3
101050	5	1	1
101050	6	1	1
111001	1	1	3
111001	2	0	3
111001	3	1	1
111001	4	1	3
111001	5	1	1
111001	6	1	1
111002	1	1	7
111002	2	1	7
111002	3	1	1
111002	4	1	7
111002	5	1	1
111002	6	1	7
111003	1	1	3
111003	2	1	3
111003	3	1	1
111003	4	1	7
111003	5	1	1
111003	6	1	1
111004	1	1	7
111004	2	0	3
111004	3	0	3
111004	4	0	3
111004	5	1	1
111004	6	1	7
111005	1	0	4
111005	2	0	4
111005	3	1	4
111005	4	1	4
111005	5	1	1
111005	6	1	1
111006	1	0	4
111006	2	0	4
111006	3	0	4
111006	4	0	4
111006	5	0	3
111006	6	0	5
111007	1	0	3
111007	2	0	3
111007	3	0	3
111007	4	0	3
111007	5	1	3
111007	6	0	3
111008	1	1	3
111008	2	0	2
111008	3	1	3
111008	4	1	3
111008	5	1	1
111008	6	1	1
111009	1	0	4
111009	2	0	4
111009	3	1	3
111009	4	1	3
111009	5	1	3
111009	6	1	3
111010	1	1	7
111010	2	0	7
111010	3	1	1
111010	4	0	3
111010	5	1	7
111010	6	1	7
111011	1	0	2
111011	2	0	4
111011	3	0	1
111011	4	0	2
111011	5	1	2
111011	6	1	2
111012	1	0	3
111012	2	0	3
111012	3	0	3
111012	4	0	3
111012	5	0	3
111012	6	0	3
111013	1	0	3
111013	2	0	3
111013	3	1	7
111013	4	0	88
111013	5	1	7
111013	6	0	88
111014	1	0	4
111014	2	0	4
111014	3	1	1
111014	4	1	3
111014	5	1	1
111014	6	1	1
111015	1	1	7
111015	2	1	7
111015	3	1	1
111015	4	1	7
111015	5	1	7
111015	6	1	1
111016	1	1	6
111016	2	1	6
111016	3	1	6
111016	4	1	6
111016	5	1	6
111016	6	1	6
111017	1	0	3
111017	2	0	3
111017	3	1	1
111017	4	1	1
111017	5	1	1
111017	6	1	3
111018	1	1	3
111018	2	0	7
111018	3	1	1
111018	4	1	7
111018	5	0	7
111018	6	0	7
111019	1	0	4
111019	2	1	1
111019	3	0	4
111019	4	0	4
111019	5	0	3
111019	6	0	4
111020	1	1	3
111020	2	1	3
111020	3	1	3
111020	4	1	3
111020	5	1	1
111020	6	1	3
111021	1	0	4
111021	2	0	4
111021	3	0	4
111021	4	0	4
111021	5	1	6
111021	6	0	5
111022	1	0	4
111022	2	0	4
111022	3	1	7
111022	4	1	6
111022	5	1	6
111022	6	0	4
111023	1	1	3
111023	2	0	3
111023	3	1	8
111023	4	1	3
111023	5	1	3
111023	6	1	3
111024	1	1	7
111024	2	0	3
111024	3	1	1
111024	4	1	7
111024	5	1	7
111024	6	1	1
111025	1	0	4
111025	2	0	4
111025	3	1	6
111025	4	1	6
111025	5	0	6
111025	6	0	4
111026	1	1	3
111026	2	1	7
111026	3	1	3
111026	4	1	3
111026	5	1	1
111026	6	1	1
111027	1	0	88
111027	2	0	88
111027	3	1	7
111027	4	0	88
111027	5	1	6
111027	6	0	88
111028	1	0	4
111028	2	0	4
111028	3	0	77
111028	4	0	4
111028	5	1	1
111028	6	0	5
111029	1	0	3
111029	2	1	7
111029	3	1	7
111029	4	1	7
111029	5	1	1
111029	6	1	7
111030	1	1	3
111030	2	0	3
111030	3	1	1
111030	4	1	7
111030	5	1	1
111030	6	1	1
111031	1	0	3
111031	2	0	3
111031	3	1	3
111031	4	0	3
111031	5	0	3
111031	6	0	3
111032	1	0	4
111032	2	1	4
111032	3	1	6
111032	4	0	4
111032	5	1	6
111032	6	0	5
111033	1	1	7
111033	2	0	3
111033	3	0	3
111033	4	1	7
111033	5	1	1
111033	6	0	9
111034	1	0	8
111034	2	1	8
111034	3	1	1
111034	4	1	1
111034	5	1	8
111034	6	0	8
111035	1	0	4
111035	2	1	4
111035	3	0	4
111035	4	0	3
111035	5	1	8
111035	6	0	5
111036	1	1	7
111036	2	0	3
111036	3	1	7
111036	4	1	3
111036	5	1	1
111036	6	1	1
111038	1	0	3
111038	2	0	3
111038	3	0	3
111038	4	0	3
111038	5	1	3
111038	6	0	3
111039	1	1	3
111039	2	1	3
111039	3	1	3
111039	4	1	3
111039	5	1	3
111039	6	1	1
111040	1	1	7
111040	2	1	3
111040	3	1	1
111040	4	1	3
111040	5	1	3
111040	6	0	1
111041	1	0	4
111041	2	1	1
111041	3	1	2
111041	4	0	4
111041	5	1	6
111041	6	0	4
111044	1	0	3
111044	2	0	3
111044	3	0	3
111044	4	0	3
111044	5	1	7
111044	6	0	3
111045	1	1	3
111045	2	0	3
111045	3	1	1
111045	4	1	7
111045	5	1	1
111045	6	1	1
111046	1	0	8
111046	2	0	8
111046	3	1	7
111046	4	0	8
111046	5	0	8
111046	6	0	7
111047	1	1	3
111047	2	0	3
111047	3	1	7
111047	4	1	3
111047	5	1	1
111047	6	1	1
111048	1	0	3
111048	2	0	3
111048	3	1	7
111048	4	0	3
111048	5	1	3
111048	6	0	3
111049	1	1	3
111049	2	1	3
111049	3	1	3
111049	4	1	3
111049	5	1	1
111049	6	1	1
111050	1	0	4
111050	2	1	3
111050	3	0	88
111050	4	0	4
111050	5	0	4
111050	6	0	4
111051	1	1	7
111051	2	0	3
111051	3	1	7
111051	4	0	3
111051	5	1	7
111051	6	0	3
111053	1	1	3
111053	2	1	3
111053	3	1	3
111053	4	1	3
111053	5	1	3
111053	6	1	1
111054	1	0	4
111054	2	1	8
111054	3	1	1
111054	4	0	1
111054	5	1	8
111054	6	0	8
111055	1	0	3
111055	2	1	1
111055	3	1	3
111055	4	1	1
111055	5	1	1
111055	6	0	3
111056	1	0	3
111056	2	0	7
111056	3	1	7
111056	4	1	7
111056	5	1	7
111056	6	0	7
111057	1	0	6
111057	2	1	6
111057	3	1	6
111057	4	1	6
111057	5	1	6
111057	6	1	6
121001	1	0	3
121001	2	0	3
121001	3	1	3
