CHILDCODE	SLVSIDR5	SOWNLVR5	SNMOWNR5	SVLOWNR5
161013	1	 	 	 
161013	2	 	 	 
161013	3	 	 	 
161013	4	 	 	 
161013	6	 	 	 
161013	9	 	 	 
161013	10	 	 	 
161013	11	 	 	 
161013	12	 	 	 
161013	13	 	 	 
161013	14	 	 	 
161013	15	 	 	 
161013	16	 	 	 
161013	17	 	 	 
161013	31	 	 	 
161013	32	 	 	 
161016	1	 	 	 
161016	2	 	 	 
161016	3	 	 	 
161016	4	 	 	 
161016	6	 	 	 
161016	9	 	 	 
161016	10	 	 	 
161016	11	 	 	 
161016	12	 	 	 
161016	13	 	 	 
161016	14	 	 	 
161016	15	 	 	 
161016	16	 	 	 
161016	17	 	 	 
161016	31	 	 	 
161016	32	 	 	 
161017	1	 	 	 
161017	2	 	 	 
161017	3	 	 	 
161017	4	 	 	 
161017	6	 	 	 
161017	9	 	 	 
161017	10	 	 	 
161017	11	 	 	 
161017	12	 	 	 
161017	13	 	 	 
161017	14	 	 	 
161017	15	 	 	 
161017	16	 	 	 
161017	17	 	 	 
161017	31	 	 	 
161017	32	 	 	 
161018	1	 	 	 
161018	2	 	 	 
161018	3	 	 	 
161018	4	 	 	 
161018	6	 	 	 
161018	9	 	 	 
161018	10	 	 	 
161018	11	 	 	 
161018	12	 	 	 
161018	13	 	 	 
161018	14	 	 	 
161018	15	 	 	 
161018	16	 	 	 
161018	17	 	 	 
161018	31	 	 	 
161018	32	 	 	 
161019	1	 	 	 
161019	2	 	 	 
161019	3	 	 	 
161019	4	 	 	 
161019	6	 	 	 
161019	9	 	 	 
161019	10	 	 	 
161019	11	 	 	 
161019	12	 	 	 
161019	13	 	 	 
161019	14	 	 	 
161019	15	 	 	 
161019	16	 	 	 
161019	17	 	 	 
161019	31	 	 	 
161019	32	 	 	 
161020	1	 	 	 
161020	2	 	 	 
161020	3	 	 	 
161020	4	 	 	 
161020	6	 	 	 
161020	9	 	 	 
161020	10	 	 	 
161020	11	 	 	 
161020	12	 	 	 
161020	13	 	 	 
161020	14	 	 	 
161020	15	 	 	 
161020	16	 	 	 
161020	17	 	 	 
161020	31	 	 	 
161020	32	 	 	 
161021	1	 	 	 
161021	2	 	 	 
161021	3	 	 	 
161021	4	 	 	 
161021	6	 	 	 
161021	9	 	 	 
161021	10	 	 	 
161021	11	 	 	 
161021	12	 	 	 
161021	13	 	 	 
161021	14	 	 	 
161021	15	 	 	 
161021	16	 	 	 
161021	17	 	 	 
161021	31	 	 	 
161021	32	 	 	 
161022	1	 	 	 
161022	2	 	 	 
161022	3	 	 	 
161022	4	 	 	 
161022	6	 	 	 
161022	9	 	 	 
161022	10	 	 	 
161022	11	 	 	 
161022	12	 	 	 
161022	13	 	 	 
161022	14	 	 	 
161022	15	 	 	 
161022	16	 	 	 
161022	17	 	 	 
161022	31	 	 	 
161022	32	 	 	 
161023	1	 	 	 
161023	2	 	 	 
161023	3	 	 	 
161023	4	 	 	 
161023	6	 	 	 
161023	9	 	 	 
161023	10	 	 	 
161023	11	 	 	 
161023	12	 	 	 
161023	13	 	 	 
161023	14	 	 	 
161023	15	 	 	 
161023	16	 	 	 
161023	17	 	 	 
161023	31	 	 	 
161023	32	 	 	 
161024	1	 	 	 
161024	2	 	 	 
161024	3	 	 	 
161024	4	 	 	 
161024	6	 	 	 
161024	9	 	 	 
161024	10	 	 	 
161024	11	 	 	 
161024	12	 	 	 
161024	13	 	 	 
161024	14	 	 	 
161024	15	 	 	 
161024	16	 	 	 
161024	17	 	 	 
161024	31	 	 	 
161024	32	 	 	 
161025	1	 	 	 
161025	2	 	 	 
161025	3	 	 	 
161025	4	 	 	 
161025	6	 	 	 
161025	9	 	 	 
161025	10	 	 	 
161025	11	 	 	 
161025	12	 	 	 
161025	13	 	 	 
161025	14	 	 	 
161025	15	 	 	 
161025	16	 	 	 
161025	17	 	 	 
161025	31	 	 	 
161025	32	 	 	 
161026	1	 	 	 
161026	2	 	 	 
161026	3	 	 	 
161026	4	 	 	 
161026	6	 	 	 
161026	9	 	 	 
161026	10	 	 	 
161026	11	 	 	 
161026	12	 	 	 
161026	13	 	 	 
161026	14	 	 	 
161026	15	 	 	 
161026	16	 	 	 
161026	17	 	 	 
161026	31	 	 	 
161026	32	 	 	 
161029	1	 	 	 
161029	2	 	 	 
161029	3	 	 	 
161029	4	 	 	 
161029	6	 	 	 
161029	9	 	 	 
161029	10	 	 	 
161029	11	 	 	 
161029	12	 	 	 
161029	13	 	 	 
161029	14	 	 	 
161029	15	 	 	 
161029	16	 	 	 
161029	17	 	 	 
161029	31	 	 	 
161029	32	 	 	 
161030	1	 	 	 
161030	2	 	 	 
161030	3	 	 	 
161030	4	 	 	 
161030	6	 	 	 
161030	9	 	 	 
161030	10	 	 	 
161030	11	 	 	 
161030	12	 	 	 
161030	13	 	 	 
161030	14	 	 	 
161030	15	 	 	 
161030	16	 	 	 
161030	17	 	 	 
161030	31	 	 	 
161030	32	 	 	 
161031	1	 	 	 
161031	2	 	 	 
161031	3	 	 	 
161031	4	 	 	 
161031	6	 	 	 
161031	9	 	 	 
161031	10	 	 	 
161031	11	 	 	 
161031	12	 	 	 
161031	13	 	 	 
161031	14	 	 	 
161031	15	 	 	 
161031	16	 	 	 
161031	17	 	 	 
161031	31	 	 	 
161031	32	 	 	 
161032	1	 	 	 
161032	2	 	 	 
161032	3	 	 	 
161032	4	 	 	 
161032	6	 	 	 
161032	9	 	 	 
161032	10	 	 	 
161032	11	 	 	 
161032	12	 	 	 
161032	13	 	 	 
161032	14	 	 	 
161032	15	 	 	 
161032	16	 	 	 
161032	17	 	 	 
161032	31	 	 	 
161032	32	 	 	 
161034	1	 	 	 
161034	2	 	 	 
161034	3	 	 	 
161034	4	 	 	 
161034	6	 	 	 
161034	9	 	 	 
161034	10	 	 	 
161034	11	 	 	 
161034	12	 	 	 
161034	13	 	 	 
161034	14	 	 	 
161034	15	 	 	 
161034	16	 	 	 
161034	17	 	 	 
161034	31	 	 	 
161034	32	 	 	 
161035	1	 	 	 
161035	2	 	 	 
161035	3	 	 	 
161035	4	 	 	 
161035	6	 	 	 
161035	9	 	 	 
161035	10	 	 	 
161035	11	 	 	 
161035	12	 	 	 
161035	13	 	 	 
161035	14	 	 	 
161035	15	 	 	 
161035	16	 	 	 
161035	17	 	 	 
161035	31	 	 	 
161035	32	 	 	 
161037	1	 	 	 
161037	2	 	 	 
161037	3	 	 	 
161037	4	 	 	 
161037	6	 	 	 
161037	9	 	 	 
161037	10	 	 	 
161037	11	 	 	 
161037	12	 	 	 
161037	13	 	 	 
161037	14	 	 	 
161037	15	 	 	 
161037	16	 	 	 
161037	17	 	 	 
161037	31	 	 	 
161037	32	 	 	 
161038	1	 	 	 
161038	2	 	 	 
161038	3	 	 	 
161038	4	 	 	 
161038	6	 	 	 
161038	9	 	 	 
161038	10	 	 	 
161038	11	 	 	 
161038	12	 	 	 
161038	13	 	 	 
161038	14	 	 	 
161038	15	 	 	 
161038	16	 	 	 
161038	17	 	 	 
161038	31	 	 	 
161038	32	 	 	 
161039	1	 	 	 
161039	2	 	 	 
161039	3	 	 	 
161039	4	 	 	 
161039	6	 	 	 
161039	9	 	 	 
161039	10	 	 	 
161039	11	 	 	 
161039	12	 	 	 
161039	13	 	 	 
161039	14	 	 	 
161039	15	 	 	 
161039	16	 	 	 
161039	17	 	 	 
161039	31	 	 	 
161039	32	 	 	 
161041	1	 	 	 
161041	2	 	 	 
161041	3	 	 	 
161041	4	 	 	 
161041	6	 	 	 
161041	9	 	 	 
161041	10	 	 	 
161041	11	 	 	 
161041	12	 	 	 
161041	13	 	 	 
161041	14	 	 	 
161041	15	 	 	 
161041	16	 	 	 
161041	17	 	 	 
161041	31	 	 	 
161041	32	 	 	 
161042	1	 	 	 
161042	2	 	 	 
161042	3	 	 	 
161042	4	 	 	 
161042	6	 	 	 
161042	9	 	 	 
161042	10	 	 	 
161042	11	 	 	 
161042	12	 	 	 
161042	13	 	 	 
161042	14	 	 	 
161042	15	 	 	 
161042	16	 	 	 
161042	17	 	 	 
161042	31	 	 	 
161042	32	 	 	 
161043	1	 	 	 
161043	2	 	 	 
161043	3	 	 	 
161043	4	 	 	 
161043	6	 	 	 
161043	9	 	 	 
161043	10	 	 	 
161043	11	 	 	 
161043	12	 	 	 
161043	13	 	 	 
161043	14	 	 	 
161043	15	 	 	 
161043	16	 	 	 
161043	17	 	 	 
161043	31	 	 	 
161043	32	 	 	 
161044	1	 	 	 
161044	2	 	 	 
161044	3	 	 	 
161044	4	 	 	 
161044	6	 	 	 
161044	9	 	 	 
161044	10	 	 	 
161044	11	 	 	 
161044	12	 	 	 
161044	13	 	 	 
161044	14	 	 	 
161044	15	 	 	 
161044	16	 	 	 
161044	17	 	 	 
161044	31	 	 	 
161044	32	 	 	 
161045	1	 	 	 
161045	2	 	 	 
161045	3	 	 	 
161045	4	 	 	 
161045	6	 	 	 
161045	9	 	 	 
161045	10	 	 	 
161045	11	 	 	 
161045	12	 	 	 
161045	13	 	 	 
161045	14	 	 	 
161045	15	 	 	 
161045	16	 	 	 
161045	17	 	 	 
161045	31	 	 	 
161045	32	 	 	 
161046	1	 	 	 
161046	2	 	 	 
161046	3	 	 	 
161046	4	 	 	 
161046	6	 	 	 
161046	9	 	 	 
161046	10	 	 	 
161046	11	 	 	 
161046	12	 	 	 
161046	13	 	 	 
161046	14	 	 	 
161046	15	 	 	 
161046	16	 	 	 
161046	17	 	 	 
161046	31	 	 	 
161046	32	 	 	 
161047	1	 	 	 
161047	2	 	 	 
161047	3	 	 	 
161047	4	 	 	 
161047	6	 	 	 
161047	9	 	 	 
161047	10	 	 	 
161047	11	 	 	 
161047	12	 	 	 
161047	13	 	 	 
161047	14	 	 	 
161047	15	 	 	 
161047	16	 	 	 
161047	17	 	 	 
161047	31	 	 	 
161047	32	 	 	 
161048	1	 	 	 
161048	2	 	 	 
161048	3	 	 	 
161048	4	 	 	 
161048	6	 	 	 
161048	9	 	 	 
161048	10	 	 	 
161048	11	 	 	 
161048	12	 	 	 
161048	13	 	 	 
161048	14	 	 	 
161048	15	 	 	 
161048	16	 	 	 
161048	17	 	 	 
161048	31	 	 	 
161048	32	 	 	 
161049	1	 	 	 
161049	2	 	 	 
161049	3	 	 	 
161049	4	 	 	 
161049	6	 	 	 
161049	9	 	 	 
161049	10	 	 	 
161049	11	 	 	 
161049	12	 	 	 
161049	13	 	 	 
161049	14	 	 	 
161049	15	 	 	 
161049	16	 	 	 
161049	17	 	 	 
161049	31	 	 	 
161049	32	 	 	 
161050	1	 	 	 
161050	2	 	 	 
161050	3	 	 	 
161050	4	 	 	 
161050	6	 	 	 
161050	9	 	 	 
161050	10	 	 	 
161050	11	 	 	 
161050	12	 	 	 
161050	13	 	 	 
161050	14	 	 	 
161050	15	 	 	 
161050	16	 	 	 
161050	17	 	 	 
161050	31	 	 	 
161050	32	 	 	 
171001	1	0	 	 
171001	2	1	1	4000
171001	3	0	 	 
171001	4	0	 	 
171001	6	0	 	 
171001	9	1	1	2000
171001	10	0	 	 
171001	11	1	1	8000
171001	12	0	 	 
171001	13	0	 	 
171001	14	0	 	 
171001	15	0	 	 
171001	16	0	 	 
171001	17	0	 	 
171001	31	0	 	 
171001	32	0	 	 
171002	1	 	 	 
171002	2	 	 	 
171002	3	 	 	 
171002	4	 	 	 
171002	6	 	 	 
171002	9	 	 	 
171002	10	 	 	 
171002	11	 	 	 
171002	12	 	 	 
171002	13	 	 	 
171002	14	 	 	 
171002	15	 	 	 
171002	16	 	 	 
171002	17	 	 	 
171002	31	 	 	 
171002	32	 	 	 
171003	1	 	 	 
171003	2	 	 	 
171003	3	 	 	 
171003	4	 	 	 
171003	6	 	 	 
171003	9	 	 	 
171003	10	 	 	 
171003	11	 	 	 
171003	12	 	 	 
171003	13	 	 	 
171003	14	 	 	 
171003	15	 	 	 
171003	16	 	 	 
171003	17	 	 	 
171003	31	 	 	 
171003	32	 	 	 
171005	1	 	 	 
171005	2	 	 	 
171005	3	 	 	 
171005	4	 	 	 
171005	6	 	 	 
171005	9	 	 	 
171005	10	 	 	 
171005	11	 	 	 
171005	12	 	 	 
171005	13	 	 	 
171005	14	 	 	 
171005	15	 	 	 
171005	16	 	 	 
171005	17	 	 	 
171005	31	 	 	 
171005	32	 	 	 
171006	1	 	 	 
171006	2	 	 	 
171006	3	 	 	 
171006	4	 	 	 
171006	6	 	 	 
171006	9	 	 	 
171006	10	 	 	 
171006	11	 	 	 
171006	12	 	 	 
171006	13	 	 	 
171006	14	 	 	 
171006	15	 	 	 
171006	16	 	 	 
171006	17	 	 	 
171006	31	 	 	 
171006	32	 	 	 
171007	1	 	 	 
171007	2	 	 	 
171007	3	 	 	 
171007	4	 	 	 
171007	6	 	 	 
171007	9	 	 	 
171007	10	 	 	 
171007	11	 	 	 
171007	12	 	 	 
171007	13	 	 	 
171007	14	 	 	 
171007	15	 	 	 
171007	16	 	 	 
171007	17	 	 	 
171007	31	 	 	 
171007	32	 	 	 
171008	1	 	 	 
171008	2	 	 	 
171008	3	 	 	 
171008	4	 	 	 
171008	6	 	 	 
171008	9	 	 	 
171008	10	 	 	 
171008	11	 	 	 
171008	12	 	 	 
171008	13	 	 	 
171008	14	 	 	 
171008	15	 	 	 
171008	16	 	 	 
171008	17	 	 	 
171008	31	 	 	 
171008	32	 	 	 
171009	1	 	 	 
171009	2	 	 	 
171009	3	 	 	 
171009	4	 	 	 
171009	6	 	 	 
171009	9	 	 	 
171009	10	 	 	 
171009	11	 	 	 
171009	12	 	 	 
171009	13	 	 	 
171009	14	 	 	 
171009	15	 	 	 
171009	16	 	 	 
171009	17	 	 	 
171009	31	 	 	 
171009	32	 	 	 
171010	1	 	 	 
171010	2	 	 	 
171010	3	 	 	 
171010	4	 	 	 
171010	6	 	 	 
171010	9	 	 	 
171010	10	 	 	 
171010	11	 	 	 
171010	12	 	 	 
171010	13	 	 	 
171010	14	 	 	 
171010	15	 	 	 
171010	16	 	 	 
171010	17	 	 	 
171010	31	 	 	 
171010	32	 	 	 
171012	1	 	 	 
171012	2	 	 	 
171012	3	 	 	 
171012	4	 	 	 
171012	6	 	 	 
171012	9	 	 	 
171012	10	 	 	 
171012	11	 	 	 
171012	12	 	 	 
171012	13	 	 	 
171012	14	 	 	 
171012	15	 	 	 
171012	16	 	 	 
171012	17	 	 	 
171012	31	 	 	 
171012	32	 	 	 
171013	1	 	 	 
171013	2	 	 	 
171013	3	 	 	 
171013	4	 	 	 
171013	6	 	 	 
171013	9	 	 	 
171013	10	 	 	 
171013	11	 	 	 
171013	12	 	 	 
171013	13	 	 	 
171013	14	 	 	 
171013	15	 	 	 
171013	16	 	 	 
171013	17	 	 	 
171013	31	 	 	 
171013	32	 	 	 
171014	1	 	 	 
171014	2	 	 	 
171014	3	 	 	 
171014	4	 	 	 
171014	6	 	 	 
171014	9	 	 	 
171014	10	 	 	 
171014	11	 	 	 
171014	12	 	 	 
171014	13	 	 	 
171014	14	 	 	 
171014	15	 	 	 
171014	16	 	 	 
171014	17	 	 	 
171014	31	 	 	 
171014	32	 	 	 
171016	1	 	 	 
171016	2	 	 	 
171016	3	 	 	 
171016	4	 	 	 
171016	6	 	 	 
171016	9	 	 	 
171016	10	 	 	 
171016	11	 	 	 
171016	12	 	 	 
171016	13	 	 	 
171016	14	 	 	 
171016	15	 	 	 
171016	16	 	 	 
171016	17	 	 	 
171016	31	 	 	 
171016	32	 	 	 
171017	1	 	 	 
171017	2	 	 	 
171017	3	 	 	 
171017	4	 	 	 
171017	6	 	 	 
171017	9	 	 	 
171017	10	 	 	 
171017	11	 	 	 
171017	12	 	 	 
171017	13	 	 	 
171017	14	 	 	 
171017	15	 	 	 
171017	16	 	 	 
171017	17	 	 	 
171017	31	 	 	 
171017	32	 	 	 
171019	1	 	 	 
171019	2	 	 	 
171019	3	 	 	 
171019	4	 	 	 
171019	6	 	 	 
171019	9	 	 	 
171019	10	 	 	 
171019	11	 	 	 
171019	12	 	 	 
171019	13	 	 	 
171019	14	 	 	 
171019	15	 	 	 
171019	16	 	 	 
171019	17	 	 	 
171019	31	 	 	 
171019	32	 	 	 
171020	1	 	 	 
171020	2	 	 	 
171020	3	 	 	 
171020	4	 	 	 
171020	6	 	 	 
171020	9	 	 	 
171020	10	 	 	 
171020	11	 	 	 
171020	12	 	 	 
171020	13	 	 	 
171020	14	 	 	 
171020	15	 	 	 
171020	16	 	 	 
171020	17	 	 	 
171020	31	 	 	 
171020	32	 	 	 
171021	1	 	 	 
171021	2	 	 	 
171021	3	 	 	 
171021	4	 	 	 
171021	6	 	 	 
171021	9	 	 	 
171021	10	 	 	 
171021	11	 	 	 
171021	12	 	 	 
171021	13	 	 	 
171021	14	 	 	 
171021	15	 	 	 
171021	16	 	 	 
171021	17	 	 	 
171021	31	 	 	 
171021	32	 	 	 
171022	1	 	 	 
171022	2	 	 	 
171022	3	 	 	 
171022	4	 	 	 
171022	6	 	 	 
171022	9	 	 	 
171022	10	 	 	 
171022	11	 	 	 
171022	12	 	 	 
171022	13	 	 	 
171022	14	 	 	 
171022	15	 	 	 
171022	16	 	 	 
171022	17	 	 	 
171022	31	 	 	 
171022	32	 	 	 
171023	1	 	 	 
171023	2	 	 	 
171023	3	 	 	 
171023	4	 	 	 
171023	6	 	 	 
171023	9	 	 	 
171023	10	 	 	 
171023	11	 	 	 
171023	12	 	 	 
171023	13	 	 	 
171023	14	 	 	 
171023	15	 	 	 
171023	16	 	 	 
171023	17	 	 	 
171023	31	 	 	 
171023	32	 	 	 
171025	1	 	 	 
171025	2	 	 	 
171025	3	 	 	 
171025	4	 	 	 
171025	6	 	 	 
171025	9	 	 	 
171025	10	 	 	 
171025	11	 	 	 
171025	12	 	 	 
171025	13	 	 	 
171025	14	 	 	 
171025	15	 	 	 
171025	16	 	 	 
171025	17	 	 	 
171025	31	 	 	 
171025	32	 	 	 
171026	1	 	 	 
171026	2	 	 	 
171026	3	 	 	 
171026	4	 	 	 
171026	6	 	 	 
171026	9	 	 	 
171026	10	 	 	 
171026	11	 	 	 
171026	12	 	 	 
171026	13	 	 	 
171026	14	 	 	 
171026	15	 	 	 
171026	16	 	 	 
171026	17	 	 	 
171026	31	 	 	 
171026	32	 	 	 
171028	1	 	 	 
171028	2	 	 	 
171028	3	 	 	 
171028	4	 	 	 
171028	6	 	 	 
171028	9	 	 	 
171028	10	 	 	 
171028	11	 	 	 
171028	12	 	 	 
171028	13	 	 	 
171028	14	 	 	 
171028	15	 	 	 
171028	16	 	 	 
171028	17	 	 	 
171028	31	 	 	 
171028	32	 	 	 
171029	1	 	 	 
171029	2	 	 	 
171029	3	 	 	 
171029	4	 	 	 
171029	6	 	 	 
171029	9	 	 	 
171029	10	 	 	 
171029	11	 	 	 
171029	12	 	 	 
171029	13	 	 	 
171029	14	 	 	 
171029	15	 	 	 
171029	16	 	 	 
171029	17	 	 	 
171029	31	 	 	 
171029	32	 	 	 
171030	1	 	 	 
171030	2	 	 	 
171030	3	 	 	 
171030	4	 	 	 
171030	6	 	 	 
171030	9	 	 	 
171030	10	 	 	 
171030	11	 	 	 
171030	12	 	 	 
171030	13	 	 	 
171030	14	 	 	 
171030	15	 	 	 
171030	16	 	 	 
171030	17	 	 	 
171030	31	 	 	 
171030	32	 	 	 
171031	1	 	 	 
171031	2	 	 	 
171031	3	 	 	 
171031	4	 	 	 
171031	6	 	 	 
171031	9	 	 	 
171031	10	 	 	 
171031	11	 	 	 
171031	12	 	 	 
171031	13	 	 	 
171031	14	 	 	 
171031	15	 	 	 
171031	16	 	 	 
171031	17	 	 	 
171031	31	 	 	 
171031	32	 	 	 
171032	1	 	 	 
171032	2	 	 	 
171032	3	 	 	 
171032	4	 	 	 
171032	6	 	 	 
171032	9	 	 	 
171032	10	 	 	 
171032	11	 	 	 
171032	12	 	 	 
171032	13	 	 	 
171032	14	 	 	 
171032	15	 	 	 
171032	16	 	 	 
171032	17	 	 	 
171032	31	 	 	 
171032	32	 	 	 
171033	1	 	 	 
171033	2	 	 	 
171033	3	 	 	 
171033	4	 	 	 
171033	6	 	 	 
171033	9	 	 	 
171033	10	 	 	 
171033	11	 	 	 
171033	12	 	 	 
171033	13	 	 	 
171033	14	 	 	 
171033	15	 	 	 
171033	16	 	 	 
171033	17	 	 	 
171033	31	 	 	 
171033	32	 	 	 
171034	1	 	 	 
171034	2	 	 	 
171034	3	 	 	 
171034	4	 	 	 
171034	6	 	 	 
171034	9	 	 	 
171034	10	 	 	 
171034	11	 	 	 
171034	12	 	 	 
171034	13	 	 	 
171034	14	 	 	 
171034	15	 	 	 
171034	16	 	 	 
171034	17	 	 	 
171034	31	 	 	 
171034	32	 	 	 
171035	1	 	 	 
171035	2	 	 	 
171035	3	 	 	 
171035	4	 	 	 
171035	6	 	 	 
171035	9	 	 	 
171035	10	 	 	 
171035	11	 	 	 
171035	12	 	 	 
171035	13	 	 	 
171035	14	 	 	 
171035	15	 	 	 
171035	16	 	 	 
171035	17	 	 	 
171035	31	 	 	 
171035	32	 	 	 
171038	1	 	 	 
171038	2	 	 	 
171038	3	 	 	 
171038	4	 	 	 
171038	6	 	 	 
171038	9	 	 	 
171038	10	 	 	 
171038	11	 	 	 
171038	12	 	 	 
171038	13	 	 	 
171038	14	 	 	 
171038	15	 	 	 
171038	16	 	 	 
171038	17	 	 	 
171038	31	 	 	 
171038	32	 	 	 
171039	1	 	 	 
171039	2	 	 	 
171039	3	 	 	 
171039	4	 	 	 
171039	6	 	 	 
171039	9	 	 	 
171039	10	 	 	 
171039	11	 	 	 
171039	12	 	 	 
171039	13	 	 	 
171039	14	 	 	 
171039	15	 	 	 
171039	16	 	 	 
171039	17	 	 	 
171039	31	 	 	 
171039	32	 	 	 
171040	1	 	 	 
171040	2	 	 	 
171040	3	 	 	 
171040	4	 	 	 
171040	6	 	 	 
171040	9	 	 	 
171040	10	 	 	 
171040	11	 	 	 
171040	12	 	 	 
171040	13	 	 	 
171040	14	 	 	 
171040	15	 	 	 
171040	16	 	 	 
171040	17	 	 	 
171040	31	 	 	 
171040	32	 	 	 
171042	1	 	 	 
171042	2	 	 	 
171042	3	 	 	 
171042	4	 	 	 
171042	6	 	 	 
171042	9	 	 	 
171042	10	 	 	 
171042	11	 	 	 
171042	12	 	 	 
171042	13	 	 	 
171042	14	 	 	 
171042	15	 	 	 
171042	16	 	 	 
171042	17	 	 	 
171042	31	 	 	 
171042	32	 	 	 
171043	1	 	 	 
171043	2	 	 	 
171043	3	 	 	 
171043	4	 	 	 
171043	6	 	 	 
171043	9	 	 	 
171043	10	 	 	 
171043	11	 	 	 
171043	12	 	 	 
171043	13	 	 	 
171043	14	 	 	 
171043	15	 	 	 
171043	16	 	 	 
171043	17	 	 	 
171043	31	 	 	 
171043	32	 	 	 
171044	1	 	 	 
171044	2	 	 	 
171044	3	 	 	 
171044	4	 	 	 
171044	6	 	 	 
171044	9	 	 	 
171044	10	 	 	 
171044	11	 	 	 
171044	12	 	 	 
171044	13	 	 	 
171044	14	 	 	 
171044	15	 	 	 
171044	16	 	 	 
171044	17	 	 	 
171044	31	 	 	 
171044	32	 	 	 
171045	1	 	 	 
171045	2	 	 	 
171045	3	 	 	 
171045	4	 	 	 
171045	6	 	 	 
171045	9	 	 	 
171045	10	 	 	 
171045	11	 	 	 
171045	12	 	 	 
171045	13	 	 	 
171045	14	 	 	 
171045	15	 	 	 
171045	16	 	 	 
171045	17	 	 	 
171045	31	 	 	 
171045	32	 	 	 
171046	1	 	 	 
171046	2	 	 	 
171046	3	 	 	 
171046	4	 	 	 
171046	6	 	 	 
171046	9	 	 	 
171046	10	 	 	 
171046	11	 	 	 
171046	12	 	 	 
171046	13	 	 	 
171046	14	 	 	 
171046	15	 	 	 
171046	16	 	 	 
171046	17	 	 	 
171046	31	 	 	 
171046	32	 	 	 
171047	1	 	 	 
171047	2	 	 	 
171047	3	 	 	 
171047	4	 	 	 
171047	6	 	 	 
171047	9	 	 	 
171047	10	 	 	 
171047	11	 	 	 
171047	12	 	 	 
171047	13	 	 	 
171047	14	 	 	 
171047	15	 	 	 
171047	16	 	 	 
171047	17	 	 	 
171047	31	 	 	 
171047	32	 	 	 
171048	1	 	 	 
171048	2	 	 	 
171048	3	 	 	 
171048	4	 	 	 
171048	6	 	 	 
171048	9	 	 	 
171048	10	 	 	 
171048	11	 	 	 
171048	12	 	 	 
171048	13	 	 	 
171048	14	 	 	 
171048	15	 	 	 
171048	16	 	 	 
171048	17	 	 	 
171048	31	 	 	 
171048	32	 	 	 
171049	1	 	 	 
171049	2	 	 	 
171049	3	 	 	 
171049	4	 	 	 
171049	6	 	 	 
171049	9	 	 	 
171049	10	 	 	 
171049	11	 	 	 
171049	12	 	 	 
171049	13	 	 	 
171049	14	 	 	 
171049	15	 	 	 
171049	16	 	 	 
171049	17	 	 	 
171049	31	 	 	 
171049	32	 	 	 
171050	1	 	 	 
171050	2	 	 	 
171050	3	 	 	 
171050	4	 	 	 
171050	6	 	 	 
171050	9	 	 	 
171050	10	 	 	 
171050	11	 	 	 
171050	12	 	 	 
171050	13	 	 	 
171050	14	 	 	 
171050	15	 	 	 
171050	16	 	 	 
171050	17	 	 	 
171050	31	 	 	 
171050	32	 	 	 
181001	1	 	 	 
181001	2	 	 	 
181001	3	 	 	 
181001	4	 	 	 
181001	6	 	 	 
181001	9	 	 	 
181001	10	 	 	 
181001	11	 	 	 
181001	12	 	 	 
181001	13	 	 	 
181001	14	 	 	 
181001	15	 	 	 
181001	16	 	 	 
181001	17	 	 	 
181001	31	 	 	 
181001	32	 	 	 
181002	1	 	 	 
181002	2	 	 	 
181002	3	 	 	 
181002	4	 	 	 
181002	6	 	 	 
181002	9	 	 	 
181002	10	 	 	 
181002	11	 	 	 
181002	12	 	 	 
181002	13	 	 	 
181002	14	 	 	 
181002	15	 	 	 
181002	16	 	 	 
181002	17	 	 	 
181002	31	 	 	 
181002	32	 	 	 
181003	1	 	 	 
181003	2	 	 	 
181003	3	 	 	 
181003	4	 	 	 
181003	6	 	 	 
181003	9	 	 	 
181003	10	 	 	 
181003	11	 	 	 
181003	12	 	 	 
181003	13	 	 	 
181003	14	 	 	 
181003	15	 	 	 
181003	16	 	 	 
181003	17	 	 	 
181003	31	 	 	 
181003	32	 	 	 
181004	1	 	 	 
181004	2	 	 	 
181004	3	 	 	 
181004	4	 	 	 
181004	6	 	 	 
181004	9	 	 	 
181004	10	 	 	 
181004	11	 	 	 
181004	12	 	 	 
181004	13	 	 	 
181004	14	 	 	 
181004	15	 	 	 
181004	16	 	 	 
181004	17	 	 	 
181004	31	 	 	 
181004	32	 	 	 
181005	1	 	 	 
181005	2	 	 	 
181005	3	 	 	 
181005	4	 	 	 
181005	6	 	 	 
181005	9	 	 	 
181005	10	 	 	 
181005	11	 	 	 
181005	12	 	 	 
181005	13	 	 	 
181005	14	 	 	 
181005	15	 	 	 
181005	16	 	 	 
181005	17	 	 	 
181005	31	 	 	 
181005	32	 	 	 
181006	1	 	 	 
181006	2	 	 	 
181006	3	 	 	 
181006	4	 	 	 
181006	6	 	 	 
181006	9	 	 	 
181006	10	 	 	 
181006	11	 	 	 
181006	12	 	 	 
181006	13	 	 	 
181006	14	 	 	 
181006	15	 	 	 
181006	16	 	 	 
181006	17	 	 	 
181006	31	 	 	 
181006	32	 	 	 
181007	1	 	 	 
181007	2	 	 	 
181007	3	 	 	 
181007	4	 	 	 
181007	6	 	 	 
181007	9	 	 	 
181007	10	 	 	 
181007	11	 	 	 
181007	12	 	 	 
181007	13	 	 	 
181007	14	 	 	 
181007	15	 	 	 
181007	16	 	 	 
181007	17	 	 	 
181007	31	 	 	 
181007	32	 	 	 
181008	1	 	 	 
181008	2	 	 	 
181008	3	 	 	 
181008	4	 	 	 
