CHILDCODE	SCHCSTIDR52	FEES2R5
91031	9	 
91032	5	 
91032	6	 
91032	7	 
91032	8	 
91032	9	 
91033	5	 
91033	6	 
91033	7	 
91033	8	 
91033	9	 
91036	5	 
91036	6	 
91036	7	 
91036	8	 
91036	9	 
91037	5	 
91037	6	 
91037	7	 
91037	8	 
91037	9	 
91039	5	 
91039	6	 
91039	7	 
91039	8	 
91039	9	 
91042	5	 
91042	6	 
91042	7	 
91042	8	 
91042	9	 
91044	5	 
91044	6	 
91044	7	 
91044	8	 
91044	9	 
91045	5	 
91045	6	 
91045	7	 
91045	8	 
91045	9	 
91046	5	 
91046	6	 
91046	7	 
91046	8	 
91046	9	 
91047	5	 
91047	6	 
91047	7	 
91047	8	 
91047	9	 
91048	5	 
91048	6	 
91048	7	 
91048	8	 
91048	9	 
91049	5	 
91049	6	 
91049	7	 
91049	8	 
91049	9	 
91052	5	 
91052	6	 
91052	7	 
91052	8	 
91052	9	 
91053	5	 
91053	6	 
91053	7	 
91053	8	 
91053	9	 
91056	5	 
91056	6	 
91056	7	 
91056	8	 
91056	9	 
91057	5	 
91057	6	 
91057	7	 
91057	8	 
91057	9	 
91061	5	 
91061	6	 
91061	7	 
91061	8	 
91061	9	 
91062	5	 
91062	6	 
91062	7	 
91062	8	 
91062	9	 
91070	5	 
91070	6	 
91070	7	 
91070	8	 
91070	9	 
91071	5	 
91071	6	 
91071	7	 
91071	8	 
91071	9	 
101001	5	 
101001	6	 
101001	7	 
101001	8	 
101001	9	 
101004	5	 
101004	6	 
101004	7	 
101004	8	 
101004	9	 
101005	5	0
101005	6	10000
101005	7	2000
101005	8	500
101005	9	500
101010	5	 
101010	6	 
101010	7	 
101010	8	 
101010	9	 
101011	5	 
101011	6	 
101011	7	 
101011	8	 
101011	9	 
101013	5	 
101013	6	 
101013	7	 
101013	8	 
101013	9	 
101014	5	 
101014	6	 
101014	7	 
101014	8	 
101014	9	 
101015	5	 
101015	6	 
101015	7	 
101015	8	 
101015	9	 
101016	5	0
101016	6	0
101016	7	1000
101016	8	600
101016	9	1000
101017	5	 
101017	6	 
101017	7	 
101017	8	 
101017	9	 
101018	5	 
101018	6	 
101018	7	 
101018	8	 
101018	9	 
101019	5	 
101019	6	 
101019	7	 
101019	8	 
101019	9	 
101020	5	 
101020	6	 
101020	7	 
101020	8	 
101020	9	 
101021	5	 
101021	6	 
101021	7	 
101021	8	 
101021	9	 
101022	5	 
101022	6	 
101022	7	 
101022	8	 
101022	9	 
101024	5	 
101024	6	 
101024	7	 
101024	8	 
101024	9	 
101025	5	 
101025	6	 
101025	7	 
101025	8	 
101025	9	 
101027	5	 
101027	6	 
101027	7	 
101027	8	 
101027	9	 
101028	5	 
101028	6	 
101028	7	 
101028	8	 
101028	9	 
101030	5	 
101030	6	 
101030	7	 
101030	8	 
101030	9	 
101031	5	 
101031	6	 
101031	7	 
101031	8	 
101031	9	 
101034	5	 
101034	6	 
101034	7	 
101034	8	 
101034	9	 
101035	5	 
101035	6	 
101035	7	 
101035	8	 
101035	9	 
101036	5	 
101036	6	 
101036	7	 
101036	8	 
101036	9	 
101037	5	 
101037	6	 
101037	7	 
101037	8	 
101037	9	 
101038	5	 
101038	6	 
101038	7	 
101038	8	 
101038	9	 
101040	5	 
101040	6	 
101040	7	 
101040	8	 
101040	9	 
101041	5	 
101041	6	 
101041	7	 
101041	8	 
101041	9	 
101043	5	 
101043	6	 
101043	7	 
101043	8	 
101043	9	 
101044	5	 
101044	6	 
101044	7	 
101044	8	 
101044	9	 
101045	5	 
101045	6	 
101045	7	 
101045	8	 
101045	9	 
101047	5	 
101047	6	 
101047	7	 
101047	8	 
101047	9	 
101048	5	 
101048	6	 
101048	7	 
101048	8	 
101048	9	 
101049	5	 
101049	6	 
101049	7	 
101049	8	 
101049	9	 
101050	5	 
101050	6	 
101050	7	 
101050	8	 
101050	9	 
101064	5	0
101064	6	12000
101064	7	1200
101064	8	0
101064	9	500
101075	5	0
101075	6	0
101075	7	1000
101075	8	500
101075	9	1500
101083	5	 
101083	6	 
101083	7	 
101083	8	 
101083	9	 
111001	5	 
111001	6	 
111001	7	 
111001	8	 
111001	9	 
111002	5	 
111002	6	 
111002	7	 
111002	8	 
111002	9	 
111003	5	 
111003	6	 
111003	7	 
111003	8	 
111003	9	 
111004	5	 
111004	6	 
111004	7	 
111004	8	 
111004	9	 
111005	5	 
111005	6	 
111005	7	 
111005	8	 
111005	9	 
111006	5	 
111006	6	 
111006	7	 
111006	8	 
111006	9	 
111008	5	 
111008	6	 
111008	7	 
111008	8	 
111008	9	 
111009	5	 
111009	6	 
111009	7	 
111009	8	 
111009	9	 
111010	5	 
111010	6	 
111010	7	 
111010	8	 
111010	9	 
111011	5	 
111011	6	 
111011	7	 
111011	8	 
111011	9	 
111012	5	 
111012	6	 
111012	7	 
111012	8	 
111012	9	 
111013	5	0
111013	6	36000
111013	7	6000
111013	8	17000
111013	9	4000
111014	5	 
111014	6	 
111014	7	 
111014	8	 
111014	9	 
111015	5	 
111015	6	 
111015	7	 
111015	8	 
111015	9	 
111016	5	 
111016	6	 
111016	7	 
111016	8	 
111016	9	 
111018	5	0
111018	6	12000
111018	7	2000
111018	8	0
111018	9	500
111019	5	1000
111019	6	14400
111019	7	2100
111019	8	0
111019	9	500
111020	5	 
111020	6	 
111020	7	 
111020	8	 
111020	9	 
111021	5	 
111021	6	 
111021	7	 
111021	8	 
111021	9	 
111022	5	 
111022	6	 
111022	7	 
111022	8	 
111022	9	 
111025	5	 
111025	6	 
111025	7	 
111025	8	 
111025	9	 
111027	5	 
111027	6	 
111027	7	 
111027	8	 
111027	9	 
111028	5	 
111028	6	 
111028	7	 
111028	8	 
111028	9	 
111030	5	 
111030	6	 
111030	7	 
111030	8	 
111030	9	 
111031	5	 
111031	6	 
111031	7	 
111031	8	 
111031	9	 
111032	5	 
111032	6	 
111032	7	 
111032	8	 
111032	9	 
111033	5	 
111033	6	 
111033	7	 
111033	8	 
111033	9	 
111034	5	 
111034	6	 
111034	7	 
111034	8	 
111034	9	 
111035	5	 
111035	6	 
111035	7	 
111035	8	 
111035	9	 
111036	5	 
111036	6	 
111036	7	 
111036	8	 
111036	9	 
111038	5	 
111038	6	 
111038	7	 
111038	8	 
111038	9	 
111039	5	 
111039	6	 
111039	7	 
111039	8	 
111039	9	 
111040	5	0
111040	6	0
111040	7	3000
111040	8	0
111040	9	1000
111041	5	 
111041	6	 
111041	7	 
111041	8	 
111041	9	 
111042	5	 
111042	6	 
111042	7	 
111042	8	 
111042	9	 
111043	5	 
111043	6	 
111043	7	 
111043	8	 
111043	9	 
111044	5	 
111044	6	 
111044	7	 
111044	8	 
111044	9	 
111045	5	 
111045	6	 
111045	7	 
111045	8	 
111045	9	 
111048	5	 
111048	6	 
111048	7	 
111048	8	 
111048	9	 
111050	5	 
111050	6	 
111050	7	 
111050	8	 
111050	9	 
111057	5	 
111057	6	 
111057	7	 
111057	8	 
111057	9	 
111065	5	 
111065	6	 
111065	7	 
111065	8	 
111065	9	 
111069	5	2000
111069	6	10000
111069	7	2000
111069	8	1000
111069	9	1000
111086	5	 
111086	6	 
111086	7	 
111086	8	 
111086	9	 
111109	5	 
111109	6	 
111109	7	 
111109	8	 
111109	9	 
111111	5	 
111111	6	 
111111	7	 
111111	8	 
111111	9	 
111119	5	 
111119	6	 
111119	7	 
111119	8	 
111119	9	 
121001	5	 
121001	6	 
121001	7	 
121001	8	 
121001	9	 
121002	5	 
121002	6	 
121002	7	 
121002	8	 
121002	9	 
121003	5	 
121003	6	 
121003	7	 
121003	8	 
121003	9	 
121004	5	 
121004	6	 
121004	7	 
121004	8	 
121004	9	 
121005	5	0
121005	6	3000
121005	7	640
121005	8	200
121005	9	2000
121006	5	 
121006	6	 
121006	7	 
121006	8	 
121006	9	 
121007	5	 
121007	6	 
121007	7	 
121007	8	 
121007	9	 
121008	5	 
121008	6	 
121008	7	 
121008	8	 
121008	9	 
121009	5	 
121009	6	 
121009	7	 
121009	8	 
121009	9	 
121011	5	 
121011	6	 
121011	7	 
121011	8	 
121011	9	 
121012	5	 
121012	6	 
121012	7	 
121012	8	 
121012	9	 
121013	5	 
121013	6	 
121013	7	 
121013	8	 
121013	9	 
121014	5	0
121014	6	25000
121014	7	3000
121014	8	0
121014	9	1000
121019	5	 
121019	6	 
121019	7	 
121019	8	 
121019	9	 
121020	5	 
121020	6	 
121020	7	 
121020	8	 
121020	9	 
121021	5	 
121021	6	 
121021	7	 
121021	8	 
121021	9	 
121022	5	 
121022	6	 
121022	7	 
121022	8	 
121022	9	 
121023	5	600
121023	6	0
121023	7	100
121023	8	10000
121023	9	400
121025	5	 
121025	6	 
121025	7	 
121025	8	 
121025	9	 
121028	5	 
121028	6	 
121028	7	 
121028	8	 
121028	9	 
121030	5	 
121030	6	 
121030	7	 
121030	8	 
121030	9	 
121031	5	 
121031	6	 
121031	7	 
121031	8	 
121031	9	 
121032	5	 
121032	6	 
121032	7	 
121032	8	 
121032	9	 
121033	5	 
121033	6	 
121033	7	 
121033	8	 
121033	9	 
121034	5	 
121034	6	 
121034	7	 
121034	8	 
121034	9	 
121035	5	 
121035	6	 
121035	7	 
121035	8	 
121035	9	 
121036	5	 
121036	6	 
121036	7	 
121036	8	 
121036	9	 
121037	5	 
121037	6	 
121037	7	 
121037	8	 
121037	9	 
121038	5	 
121038	6	 
121038	7	 
121038	8	 
121038	9	 
121039	5	 
121039	6	 
121039	7	 
121039	8	 
121039	9	 
121040	5	 
121040	6	 
121040	7	 
121040	8	 
121040	9	 
121041	5	 
121041	6	 
121041	7	 
121041	8	 
121041	9	 
121042	5	 
121042	6	 
121042	7	 
121042	8	 
121042	9	 
121043	5	 
121043	6	 
121043	7	 
121043	8	 
121043	9	 
121044	5	2000
121044	6	15000
121044	7	3000
121044	8	10000
121044	9	4000
121045	5	 
121045	6	 
121045	7	 
121045	8	 
121045	9	 
121047	5	 
121047	6	 
121047	7	 
121047	8	 
121047	9	 
121048	5	 
121048	6	 
121048	7	 
121048	8	 
121048	9	 
121049	5	 
121049	6	 
121049	7	 
121049	8	 
121049	9	 
121050	5	 
121050	6	 
121050	7	 
121050	8	 
121050	9	 
121052	5	 
121052	6	 
121052	7	 
121052	8	 
121052	9	 
121057	5	 
121057	6	 
121057	7	 
121057	8	 
121057	9	 
121061	5	0
121061	6	0
121061	7	0
121061	8	15000
121061	9	1000
121063	5	 
121063	6	 
121063	7	 
121063	8	 
121063	9	 
121074	5	 
121074	6	 
121074	7	 
121074	8	 
121074	9	 
121088	5	 
121088	6	 
121088	7	 
121088	8	 
121088	9	 
121094	5	 
121094	6	 
121094	7	 
121094	8	 
121094	9	 
121109	5	 
121109	6	 
121109	7	 
121109	8	 
121109	9	 
121124	5	 
121124	6	 
121124	7	 
121124	8	 
121124	9	 
121126	5	 
121126	6	 
121126	7	 
121126	8	 
121126	9	 
131001	5	 
131001	6	 
131001	7	 
131001	8	 
131001	9	 
131002	5	0
131002	6	15000
131002	7	3300
131002	8	3000
131002	9	1500
131003	5	0
131003	6	1350
131003	7	3600
131003	8	12500
131003	9	600
131004	5	 
131004	6	 
131004	7	 
131004	8	 
131004	9	 
131005	5	 
131005	6	 
131005	7	 
131005	8	 
131005	9	 
131006	5	 
131006	6	 
131006	7	 
131006	8	 
131006	9	 
131007	5	0
131007	6	10000
131007	7	8000
131007	8	10000
131007	9	2000
131008	5	0
131008	6	3600
131008	7	3600
131008	8	0
131008	9	500
131009	5	 
131009	6	 
131009	7	 
131009	8	 
131009	9	 
131010	5	4000
131010	6	10000
131010	7	200
131010	8	0
131010	9	850
131011	5	 
131011	6	 
131011	7	 
131011	8	 
131011	9	 
131012	5	 
131012	6	 
131012	7	 
131012	8	 
131012	9	 
131013	5	0
131013	6	20000
131013	7	5000
131013	8	0
131013	9	1500
131014	5	6300
131014	6	14400
131014	7	1200
131014	8	0
131014	9	1000
131017	5	0
131017	6	18000
131017	7	3600
131017	8	0
131017	9	600
131019	5	 
131019	6	 
131019	7	 
131019	8	 
131019	9	 
131020	5	 
131020	6	 
131020	7	 
131020	8	 
131020	9	 
131021	5	 
131021	6	 
131021	7	 
131021	8	 
131021	9	 
131022	5	 
131022	6	 
131022	7	 
131022	8	 
131022	9	 
131023	5	0
131023	6	10000
131023	7	1800
131023	8	0
131023	9	0
131024	5	 
131024	6	 
131024	7	 
131024	8	 
131024	9	 
131025	5	 
131025	6	 
131025	7	 
131025	8	 
131025	9	 
131026	5	 
131026	6	 
131026	7	 
131026	8	 
131026	9	 
131027	5	 
131027	6	 
131027	7	 
131027	8	 
131027	9	 
131028	5	2300
131028	6	3600
131028	7	3600
131028	8	13000
131028	9	700
131030	5	 
131030	6	 
131030	7	 
131030	8	 
131030	9	 
131031	5	0
131031	6	15000
131031	7	2000
131031	8	500
131031	9	2000
131033	5	 
131033	6	 
131033	7	 
131033	8	 
131033	9	 
131036	5	 
131036	6	 
131036	7	 
131036	8	 
131036	9	 
131037	5	0
131037	6	10000
131037	7	1500
131037	8	500
131037	9	5000
131038	5	 
131038	6	 
131038	7	 
131038	8	 
131038	9	 
131039	5	 
131039	6	 
131039	7	 
131039	8	 
131039	9	 
131040	5	 
131040	6	 
131040	7	 
131040	8	 
131040	9	 
131041	5	0
131041	6	0
131041	7	1500
131041	8	8600
131041	9	1000
131042	5	 
131042	6	 
131042	7	 
131042	8	 
131042	9	 
131043	5	 
131043	6	 
131043	7	 
131043	8	 
131043	9	 
131044	5	0
131044	6	0
131044	7	4800
131044	8	0
131044	9	1000
131045	5	 
131045	6	 
131045	7	 
131045	8	 
131045	9	 
131046	5	 
131046	6	 
131046	7	 
131046	8	 
131046	9	 
131047	5	 
131047	6	 
131047	7	 
131047	8	 
131047	9	 
131048	5	 
131048	6	 
131048	7	 
131048	8	 
131048	9	 
131050	5	 
131050	6	 
131050	7	 
131050	8	 
131050	9	 
131051	5	7500
131051	6	22000
131051	7	900
131051	8	1500
131051	9	1000
131053	5	 
131053	6	 
131053	7	 
131053	8	 
131053	9	 
131054	5	 
131054	6	 
131054	7	 
131054	8	 
131054	9	 
131055	5	 
131055	6	 
131055	7	 
131055	8	 
131055	9	 
131058	5	 
131058	6	 
131058	7	 
131058	8	 
131058	9	 
141001	5	 
141001	6	 
141001	7	 
141001	8	 
141001	9	 
141002	5	 
141002	6	 
141002	7	 
141002	8	 
141002	9	 
141003	5	 
141003	6	 
141003	7	 
141003	8	 
141003	9	 
141004	5	 
141004	6	 
141004	7	 
141004	8	 
141004	9	 
141005	5	 
141005	6	 
141005	7	 
141005	8	 
141005	9	 
141006	5	 
141006	6	 
141006	7	 
141006	8	 
141006	9	 
141007	5	 
141007	6	 
141007	7	 
141007	8	 
141007	9	 
141009	5	 
141009	6	 
141009	7	 
141009	8	 
141009	9	 
141010	5	 
141010	6	 
141010	7	 
141010	8	 
141010	9	 
141011	5	0
141011	6	1500
141011	7	400
141011	8	2400
141011	9	0
141012	5	 
141012	6	 
141012	7	 
141012	8	 
141012	9	 
141013	5	0
141013	6	0
141013	7	450
141013	8	2500
141013	9	200
141014	5	 
141014	6	 
141014	7	 
141014	8	 
141014	9	 
141015	5	 
141015	6	 
141015	7	 
141015	8	 
141015	9	 
141016	5	 
141016	6	 
141016	7	 
141016	8	 
141016	9	 
141017	5	 
141017	6	 
141017	7	 
141017	8	 
141017	9	 
141018	5	3000
141018	6	0
141018	7	450
141018	8	0
141018	9	300
141019	5	 
141019	6	 
141019	7	 
141019	8	 
141019	9	 
141020	5	 
141020	6	 
141020	7	 
141020	8	 
141020	9	 
141025	5	2000
141025	6	0
141025	7	0
141025	8	0
141025	9	300
141026	5	0
141026	6	2000
141026	7	6000
141026	8	1000
141026	9	500
141027	5	0
141027	6	2000
141027	7	1000
141027	8	0
141027	9	0
141028	5	 
141028	6	 
141028	7	 
141028	8	 
141028	9	 
141029	5	 
141029	6	 
141029	7	 
141029	8	 
141029	9	 
141030	5	 
141030	6	 
141030	7	 
141030	8	 
141030	9	 
141031	5	 
141031	6	 
141031	7	 
141031	8	 
141031	9	 
141032	5	 
141032	6	 
141032	7	 
141032	8	 
141032	9	 
141033	5	1800
141033	6	18000
141033	7	1200
141033	8	0
141033	9	1500
141034	5	 
141034	6	 
141034	7	 
141034	8	 
141034	9	 
141035	5	0
141035	6	12000
141035	7	6000
141035	8	1600
141035	9	1500
141036	5	 
141036	6	 
141036	7	 
141036	8	 
141036	9	 
141037	5	 
141037	6	 
141037	7	 
141037	8	 
141037	9	 
141039	5	0
141039	6	12000
141039	7	500
141039	8	12000
141039	9	1000
141040	5	 
141040	6	 
141040	7	 
141040	8	 
141040	9	 
141041	5	 
141041	6	 
141041	7	 
141041	8	 
141041	9	 
141042	5	 
141042	6	 
141042	7	 
141042	8	 
141042	9	 
141043	5	 
141043	6	 
141043	7	 
141043	8	 
141043	9	 
141044	5	 
141044	6	 
141044	7	 
141044	8	 
141044	9	 
141045	5	 
141045	6	 
141045	7	 
141045	8	 
141045	9	 
141047	5	 
141047	6	 
141047	7	 
141047	8	 
141047	9	 
141048	5	 
141048	6	 
141048	7	 
141048	8	 
141048	9	 
141049	5	 
141049	6	 
141049	7	 
141049	8	 
141049	9	 
141050	5	 
141050	6	 
141050	7	 
141050	8	 
141050	9	 
141051	5	 
141051	6	 
141051	7	 
141051	8	 
141051	9	 
141052	5	 
141052	6	 
141052	7	 
141052	8	 
141052	9	 
141062	5	 
141062	6	 
141062	7	 
141062	8	 
141062	9	 
141066	5	 
141066	6	 
141066	7	 
141066	8	 
141066	9	 
141073	5	0
141073	6	16830
141073	7	1800
141073	8	0
141073	9	500
141076	5	 
141076	6	 
141076	7	 
141076	8	 
141076	9	 
151001	5	0
151001	6	12000
151001	7	2000
151001	8	0
151001	9	300
151002	5	 
151002	6	 
151002	7	 
151002	8	 
151002	9	 
151003	5	 
151003	6	 
151003	7	 
151003	8	 
151003	9	 
151004	5	 
151004	6	 
151004	7	 
151004	8	 
151004	9	 
151005	5	 
151005	6	 
151005	7	 
151005	8	 
151005	9	 
151006	5	 
151006	6	 
151006	7	 
151006	8	 
151006	9	 
151007	5	 
151007	6	 
151007	7	 
151007	8	 
151007	9	 
151010	5	 
151010	6	 
151010	7	 
151010	8	 
151010	9	 
151011	5	 
151011	6	 
151011	7	 
151011	8	 
151011	9	 
151012	5	 
151012	6	 
151012	7	 
151012	8	 
151012	9	 
151013	5	 
151013	6	 
151013	7	 
151013	8	 
151013	9	 
151015	5	 
151015	6	 
151015	7	 
151015	8	 
151015	9	 
151016	5	 
151016	6	 
151016	7	 
151016	8	 
151016	9	 
151017	5	 
151017	6	 
151017	7	 
151017	8	 
151017	9	 
151018	5	 
151018	6	 
151018	7	 
151018	8	 
151018	9	 
151019	5	 
151019	6	 
151019	7	 
151019	8	 
151019	9	 
151020	5	 
151020	6	 
151020	7	 
151020	8	 
151020	9	 
151021	5	 
151021	6	 
151021	7	 
151021	8	 
151021	9	 
151022	5	1000
151022	6	25000
151022	7	2000
151022	8	-77
151022	9	500
151023	5	 
151023	6	 
151023	7	 
151023	8	 
151023	9	 
151024	5	0
151024	6	5000
151024	7	2000
151024	8	0
151024	9	500
151025	5	0
151025	6	15000
151025	7	700
151025	8	0
151025	9	300
151028	5	 
151028	6	 
151028	7	 
151028	8	 
151028	9	 
151029	5	 
151029	6	 
151029	7	 
151029	8	 
151029	9	 
151030	5	 
151030	6	 
151030	7	 
151030	8	 
151030	9	 
151031	5	 
151031	6	 
151031	7	 
151031	8	 
151031	9	 
151032	5	0
151032	6	15000
151032	7	2000
151032	8	0
151032	9	500
151034	5	 
151034	6	 
151034	7	 
151034	8	 
151034	9	 
151035	5	 
151035	6	 
151035	7	 
151035	8	 
151035	9	 
151036	5	 
151036	6	 
151036	7	 
151036	8	 
151036	9	 
151037	5	 
151037	6	 
151037	7	 
151037	8	 
151037	9	 
151038	5	 
151038	6	 
151038	7	 
151038	8	 
151038	9	 
151039	5	0
151039	6	0
151039	7	0
151039	8	3000
151039	9	2000
151040	5	 
151040	6	 
151040	7	 
151040	8	 
151040	9	 
151041	5	 
151041	6	 
151041	7	 
151041	8	 
151041	9	 
151043	5	 
151043	6	 
151043	7	 
151043	8	 
151043	9	 
151044	5	 
151044	6	 
151044	7	 
151044	8	 
151044	9	 
151045	5	 
151045	6	 
151045	7	 
151045	8	 
151045	9	 
151046	5	 
151046	6	 
151046	7	 
151046	8	 
151046	9	 
151047	5	 
151047	6	 
151047	7	 
151047	8	 
151047	9	 
151049	5	 
151049	6	 
151049	7	 
151049	8	 
151049	9	 
151051	5	 
151051	6	 
151051	7	 
151051	8	 
151051	9	 
151075	5	 
151075	6	 
151075	7	 
151075	8	 
151075	9	 
151079	5	 
151079	6	 
151079	7	 
151079	8	 
151079	9	 
151081	5	 
151081	6	 
151081	7	 
151081	8	 
151081	9	 
151082	5	 
151082	6	 
151082	7	 
151082	8	 
151082	9	 
161001	5	 
161001	6	 
161001	7	 
161001	8	 
161001	9	 
161002	5	 
161002	6	 
161002	7	 
161002	8	 
161002	9	 
161003	5	 
161003	6	 
161003	7	 
161003	8	 
161003	9	 
161004	5	 
161004	6	 
161004	7	 
161004	8	 
161004	9	 
161005	5	 
161005	6	 
161005	7	 
161005	8	 
161005	9	 
161007	5	 
161007	6	 
161007	7	 
161007	8	 
161007	9	 
161008	5	 
161008	6	 
161008	7	 
161008	8	 
161008	9	 
161009	5	 
161009	6	 
161009	7	 
161009	8	 
161009	9	 
161010	5	 
161010	6	 
161010	7	 
161010	8	 
161010	9	 
161011	5	 
161011	6	 
161011	7	 
161011	8	 
161011	9	 
161012	5	 
161012	6	 
161012	7	 
161012	8	 
161012	9	 
161014	5	 
161014	6	 
161014	7	 
161014	8	 
161014	9	 
161015	5	 
161015	6	 
161015	7	 
161015	8	 
161015	9	 
161016	5	 
161016	6	 
161016	7	 
161016	8	 
161016	9	 
161018	5	 
161018	6	 
161018	7	 
161018	8	 
161018	9	 
161019	5	 
161019	6	 
161019	7	 
161019	8	 
161019	9	 
161020	5	 
161020	6	 
161020	7	 
161020	8	 
161020	9	 
161021	5	 
161021	6	 
161021	7	 
161021	8	 
161021	9	 
161022	5	 
161022	6	 
161022	7	 
161022	8	 
161022	9	 
161023	5	 
161023	6	 
161023	7	 
161023	8	 
161023	9	 
161024	5	 
161024	6	 
161024	7	 
161024	8	 
161024	9	 
161025	5	1000
161025	6	6000
161025	7	3000
161025	8	10000
161025	9	1000
161026	5	 
161026	6	 
161026	7	 
161026	8	 
161026	9	 
161027	5	 
161027	6	 
161027	7	 
161027	8	 
161027	9	 
161028	5	 
161028	6	 
161028	7	 
161028	8	 
161028	9	 
161029	5	 
161029	6	 
161029	7	 
161029	8	 
161029	9	 
161030	5	 
161030	6	 
161030	7	 
161030	8	 
161030	9	 
161031	5	 
161031	6	 
161031	7	 
161031	8	 
161031	9	 
161032	5	 
161032	6	 
161032	7	 
161032	8	 
161032	9	 
161033	5	 
161033	6	 
161033	7	 
161033	8	 
161033	9	 
161034	5	 
161034	6	 
161034	7	 
161034	8	 
161034	9	 
161035	5	 
161035	6	 
161035	7	 
161035	8	 
161035	9	 
161036	5	 
161036	6	 
161036	7	 
161036	8	 
161036	9	 
161038	5	 
161038	6	 
161038	7	 
161038	8	 
161038	9	 
161039	5	3000
161039	6	4500
161039	7	1000
161039	8	7000
161039	9	700
161040	5	 
161040	6	 
161040	7	 
161040	8	 
161040	9	 
161041	5	 
161041	6	 
161041	7	 
161041	8	 
161041	9	 
161042	5	 
161042	6	 
161042	7	 
161042	8	 
161042	9	 
161043	5	 
161043	6	 
161043	7	 
161043	8	 
161043	9	 
161044	5	 
161044	6	 
161044	7	 
161044	8	 
161044	9	 
161045	5	 
161045	6	 
161045	7	 
161045	8	 
161045	9	 
161046	5	 
161046	6	 
161046	7	 
161046	8	 
161046	9	 
161047	5	 
161047	6	 
161047	7	 
161047	8	 
161047	9	 
161048	5	0
161048	6	10000
161048	7	200
161048	8	0
161048	9	250
161049	5	 
161049	6	 
161049	7	 
161049	8	 
161049	9	 
161050	5	 
161050	6	 
161050	7	 
161050	8	 
161050	9	 
171003	5	 
171003	6	 
171003	7	 
171003	8	 
171003	9	 
171004	5	24000
171004	6	2000
171004	7	3600
171004	8	0
171004	9	1000
171005	5	 
171005	6	 
171005	7	 
171005	8	 
171005	9	 
171006	5	 
171006	6	 
171006	7	 
171006	8	 
171006	9	 
171007	5	 
171007	6	 
171007	7	 
171007	8	 
171007	9	 
171008	5	0
171008	6	0
171008	7	500
171008	8	0
171008	9	300
171009	5	 
171009	6	 
171009	7	 
171009	8	 
171009	9	 
171011	5	0
171011	6	90
171011	7	2160
171011	8	0
171011	9	150
171012	5	 
171012	6	 
171012	7	 
171012	8	 
171012	9	 
171013	5	 
171013	6	 
171013	7	 
171013	8	 
171013	9	 
171014	5	0
171014	6	0
171014	7	0
171014	8	0
171014	9	400
171015	5	 
171015	6	 
171015	7	 
171015	8	 
171015	9	 
171017	5	0
171017	6	0
171017	7	2592
171017	8	0
171017	9	1000
171018	5	 
171018	6	 
171018	7	 
171018	8	 
171018	9	 
171019	5	 
171019	6	 
171019	7	 
171019	8	 
171019	9	 
171020	5	900
171020	6	0
171020	7	8000
171020	8	0
171020	9	100
171021	5	 
171021	6	 
171021	7	 
171021	8	 
171021	9	 
171022	5	 
171022	6	 
171022	7	 
171022	8	 
171022	9	 
171023	5	 
171023	6	 
171023	7	 
171023	8	 
171023	9	 
171024	5	7200
171024	6	3600
171024	7	1260
171024	8	0
171024	9	150
171025	5	 
171025	6	 
171025	7	 
171025	8	 
171025	9	 
171026	5	 
171026	6	 
171026	7	 
171026	8	 
171026	9	 
171027	5	900
171027	6	900
171027	7	1512
171027	8	0
171027	9	500
171030	5	4500
171030	6	4320
171030	7	2592
171030	8	0
171030	9	200
171031	5	 
171031	6	 
171031	7	 
171031	8	 
171031	9	 
171033	5	7500
171033	6	1800
171033	7	270
171033	8	0
171033	9	1200
171034	5	 
171034	6	 
171034	7	 
171034	8	 
171034	9	 
171035	5	 
171035	6	 
171035	7	 
171035	8	 
171035	9	 
171037	5	0
171037	6	500
171037	7	2000
171037	8	200
171037	9	300
171038	5	 
171038	6	 
171038	7	 
171038	8	 
171038	9	 
171040	5	 
171040	6	 
171040	7	 
171040	8	 
171040	9	 
171041	5	 
171041	6	 
171041	7	 
171041	8	 
171041	9	 
171042	5	3500
171042	6	1000
171042	7	0
171042	8	1000
171042	9	500
171043	5	12000
171043	6	0
171043	7	880
171043	8	0
171043	9	200
171044	5	 
171044	6	 
171044	7	 
171044	8	 
171044	9	 
171045	5	0
171045	6	0
171045	7	0
171045	8	0
171045	9	2500
171046	5	10000
171046	6	0
171046	7	500
171046	8	0
171046	9	100
171047	5	 
171047	6	 
171047	7	 
171047	8	 
171047	9	 
171048	5	 
171048	6	 
171048	7	 
171048	8	 
171048	9	 
171049	5	10000
171049	6	1000
171049	7	500
171049	8	3500
171049	9	2000
171051	5	0
171051	6	0
171051	7	3500
171051	8	0
171051	9	1000
171052	5	 
171052	6	 
171052	7	 
171052	8	 
171052	9	 
171053	5	5000
171053	6	450
171053	7	3600
171053	8	1200
171053	9	500
171057	5	0
171057	6	1500
171057	7	0
171057	8	0
171057	9	2000
171059	5	 
171059	6	 
171059	7	 
171059	8	 
171059	9	 
171060	5	 
171060	6	 
171060	7	 
171060	8	 
171060	9	 
171061	5	 
171061	6	 
171061	7	 
171061	8	 
171061	9	 
171063	5	 
171063	6	 
171063	7	 
171063	8	 
171063	9	 
181001	5	 
181001	6	 
181001	7	 
181001	8	 
181001	9	 
181002	5	0
181002	6	0
181002	7	300
181002	8	0
181002	9	0
181003	5	0
181003	6	1000
181003	7	600
181003	8	0
181003	9	500
181005	5	 
