CHILDCODE	SCHCSTIDR5	FEESR5
151016	3	 
151017	1	 
151017	2	 
151017	3	 
151018	1	 
151018	2	 
151018	3	 
151019	1	 
151019	2	 
151019	3	 
151020	1	 
151020	2	 
151020	3	 
151021	1	 
151021	2	 
151021	3	 
151022	1	0
151022	2	8670
151022	3	0
151023	1	 
151023	2	 
151023	3	 
151024	1	0
151024	2	10600
151024	3	100
151025	1	0
151025	2	6000
151025	3	200
151028	1	 
151028	2	 
151028	3	 
151029	1	 
151029	2	 
151029	3	 
151030	1	 
151030	2	 
151030	3	 
151031	1	 
151031	2	 
151031	3	 
151032	1	0
151032	2	7900
151032	3	200
151034	1	 
151034	2	 
151034	3	 
151035	1	 
151035	2	 
151035	3	 
151036	1	 
151036	2	 
151036	3	 
151037	1	 
151037	2	 
151037	3	 
151038	1	 
151038	2	 
151038	3	 
151039	1	0
151039	2	10000
151039	3	3000
151040	1	 
151040	2	 
151040	3	 
151041	1	 
151041	2	 
151041	3	 
151043	1	 
151043	2	 
151043	3	 
151044	1	 
151044	2	 
151044	3	 
151045	1	 
151045	2	 
151045	3	 
151046	1	 
151046	2	 
151046	3	 
151047	1	 
151047	2	 
151047	3	 
151049	1	 
151049	2	 
151049	3	 
151051	1	 
151051	2	 
151051	3	 
151075	1	 
151075	2	 
151075	3	 
151079	1	 
151079	2	 
151079	3	 
151081	1	 
151081	2	 
151081	3	 
151082	1	 
151082	2	 
151082	3	 
161001	1	 
161001	2	 
161001	3	 
161002	1	 
161002	2	 
161002	3	 
161003	1	 
161003	2	 
161003	3	 
161004	1	 
161004	2	 
161004	3	 
161005	1	 
161005	2	 
161005	3	 
161007	1	 
161007	2	 
161007	3	 
161008	1	 
161008	2	 
161008	3	 
161009	1	 
161009	2	 
161009	3	 
161010	1	 
161010	2	 
161010	3	 
161011	1	 
161011	2	 
161011	3	 
161012	1	 
161012	2	 
161012	3	 
161014	1	 
161014	2	 
161014	3	 
161015	1	 
161015	2	 
161015	3	 
161016	1	 
161016	2	 
161016	3	 
161018	1	 
161018	2	 
161018	3	 
161019	1	 
161019	2	 
161019	3	 
161020	1	 
161020	2	 
161020	3	 
161021	1	 
161021	2	 
161021	3	 
161022	1	 
161022	2	 
161022	3	 
161023	1	 
161023	2	 
161023	3	 
161024	1	 
161024	2	 
161024	3	 
161025	1	0
161025	2	10000
161025	3	0
161026	1	 
161026	2	 
161026	3	 
161027	1	 
161027	2	 
161027	3	 
161028	1	 
161028	2	 
161028	3	 
161029	1	 
161029	2	 
161029	3	 
161030	1	 
161030	2	 
161030	3	 
161031	1	 
161031	2	 
161031	3	 
161032	1	 
161032	2	 
161032	3	 
161033	1	 
161033	2	 
161033	3	 
161034	1	 
161034	2	 
161034	3	 
161035	1	 
161035	2	 
161035	3	 
161036	1	 
161036	2	 
161036	3	 
161038	1	 
161038	2	 
161038	3	 
161039	1	6000
161039	2	11000
161039	3	1000
161040	1	 
161040	2	 
161040	3	 
161041	1	 
161041	2	 
161041	3	 
161042	1	 
161042	2	 
161042	3	 
161043	1	 
161043	2	 
161043	3	 
161044	1	 
161044	2	 
161044	3	 
161045	1	 
161045	2	 
161045	3	 
161046	1	 
161046	2	 
161046	3	 
161047	1	 
161047	2	 
161047	3	 
161048	1	0
161048	2	10000
161048	3	0
161049	1	 
161049	2	 
161049	3	 
161050	1	 
161050	2	 
161050	3	 
171003	1	 
171003	2	 
171003	3	 
171004	1	0
171004	2	8500
171004	3	350
171005	1	 
171005	2	 
171005	3	 
171006	1	 
171006	2	 
171006	3	 
171007	1	 
171007	2	 
171007	3	 
171008	1	500
171008	2	14000
171008	3	200
171009	1	 
171009	2	 
171009	3	 
171011	1	0
171011	2	5000
171011	3	0
171012	1	 
171012	2	 
171012	3	 
171013	1	 
171013	2	 
171013	3	 
171014	1	0
171014	2	6000
171014	3	600
171015	1	 
171015	2	 
171015	3	 
171017	1	0
171017	2	20000
171017	3	0
171018	1	 
171018	2	 
171018	3	 
171019	1	 
171019	2	 
171019	3	 
171020	1	0
171020	2	0
171020	3	200
171021	1	 
171021	2	 
171021	3	 
171022	1	 
171022	2	 
171022	3	 
171023	1	 
171023	2	 
171023	3	 
171024	1	0
171024	2	18000
171024	3	120
171025	1	 
171025	2	 
171025	3	 
171026	1	 
171026	2	 
171026	3	 
171027	1	0
171027	2	9000
171027	3	50
171030	1	0
171030	2	13000
171030	3	100
171031	1	 
171031	2	 
171031	3	 
171033	1	50
171033	2	9000
171033	3	0
171034	1	 
171034	2	 
171034	3	 
171035	1	 
171035	2	 
171035	3	 
171037	1	100
171037	2	6560
171037	3	200
171038	1	 
171038	2	 
171038	3	 
171040	1	 
171040	2	 
171040	3	 
171041	1	 
171041	2	 
171041	3	 
171042	1	0
171042	2	4700
171042	3	300
171043	1	0
171043	2	0
171043	3	100
171044	1	 
171044	2	 
171044	3	 
171045	1	0
171045	2	23000
171045	3	150
171046	1	0
171046	2	10000
171046	3	300
171047	1	 
171047	2	 
171047	3	 
171048	1	 
171048	2	 
171048	3	 
171049	1	0
171049	2	8000
171049	3	200
171051	1	0
171051	2	9000
171051	3	100
171052	1	 
171052	2	 
171052	3	 
171053	1	2700
171053	2	8800
171053	3	1500
171057	1	0
171057	2	6500
171057	3	0
171059	1	 
171059	2	 
171059	3	 
171060	1	 
171060	2	 
171060	3	 
171061	1	 
171061	2	 
171061	3	 
171063	1	 
171063	2	 
171063	3	 
181001	1	 
181001	2	 
181001	3	 
181002	1	0
181002	2	4000
181002	3	0
181003	1	0
181003	2	9700
181003	3	100
181005	1	 
181005	2	 
181005	3	 
181006	1	 
181006	2	 
181006	3	 
181008	1	 
181008	2	 
181008	3	 
181009	1	550
181009	2	13000
181009	3	100
181011	1	 
181011	2	 
181011	3	 
181014	1	 
181014	2	 
181014	3	 
181015	1	 
181015	2	 
181015	3	 
181016	1	2000
181016	2	12000
181016	3	0
181017	1	0
181017	2	9700
181017	3	300
181018	1	0
181018	2	3500
181018	3	200
181019	1	0
181019	2	0
181019	3	200
181020	1	 
181020	2	 
181020	3	 
181021	1	 
181021	2	 
181021	3	 
181023	1	 
181023	2	 
181023	3	 
181024	1	 
181024	2	 
181024	3	 
181026	1	 
181026	2	 
181026	3	 
181027	1	 
181027	2	 
181027	3	 
181029	1	 
181029	2	 
181029	3	 
181030	1	 
181030	2	 
181030	3	 
181033	1	 
181033	2	 
181033	3	 
181034	1	0
181034	2	9000
181034	3	0
181037	1	 
181037	2	 
181037	3	 
181039	1	 
181039	2	 
181039	3	 
181041	1	0
181041	2	4260
181041	3	0
181042	1	0
181042	2	8000
181042	3	2000
181043	1	 
181043	2	 
181043	3	 
181045	1	 
181045	2	 
181045	3	 
181046	1	 
181046	2	 
181046	3	 
181047	1	0
181047	2	15000
181047	3	0
181049	1	 
181049	2	 
181049	3	 
181050	1	 
181050	2	 
181050	3	 
181056	1	 
181056	2	 
181056	3	 
181058	1	0
181058	2	12000
181058	3	3000
181069	1	 
181069	2	 
181069	3	 
181073	1	 
181073	2	 
181073	3	 
181078	1	 
181078	2	 
181078	3	 
191001	1	 
191001	2	 
191001	3	 
191003	1	0
191003	2	13000
191003	3	0
191004	1	0
191004	2	7000
191004	3	1000
191005	1	 
191005	2	 
191005	3	 
191006	1	 
191006	2	 
191006	3	 
191007	1	 
191007	2	 
191007	3	 
191009	1	 
191009	2	 
191009	3	 
191011	1	 
191011	2	 
191011	3	 
191012	1	 
191012	2	 
191012	3	 
191013	1	0
191013	2	7000
191013	3	1000
191014	1	 
191014	2	 
191014	3	 
191015	1	 
191015	2	 
191015	3	 
191016	1	0
191016	2	13000
191016	3	0
191017	1	 
191017	2	 
191017	3	 
191018	1	 
191018	2	 
191018	3	 
191019	1	 
191019	2	 
191019	3	 
191020	1	 
191020	2	 
191020	3	 
191021	1	 
191021	2	 
191021	3	 
191022	1	 
191022	2	 
191022	3	 
191023	1	 
191023	2	 
191023	3	 
191024	1	 
191024	2	 
191024	3	 
191025	1	 
191025	2	 
191025	3	 
191026	1	0
191026	2	5000
191026	3	1000
191027	1	 
191027	2	 
191027	3	 
191028	1	 
191028	2	 
191028	3	 
191029	1	 
191029	2	 
191029	3	 
191030	1	 
191030	2	 
191030	3	 
191033	1	 
191033	2	 
191033	3	 
191035	1	 
191035	2	 
191035	3	 
191036	1	 
191036	2	 
191036	3	 
191037	1	 
191037	2	 
191037	3	 
191038	1	 
191038	2	 
191038	3	 
191039	1	 
191039	2	 
191039	3	 
191040	1	 
191040	2	 
191040	3	 
191041	1	 
191041	2	 
191041	3	 
191043	1	 
191043	2	 
191043	3	 
191044	1	 
191044	2	 
191044	3	 
191045	1	1000
191045	2	20000
191045	3	0
191046	1	 
191046	2	 
191046	3	 
191047	1	 
191047	2	 
191047	3	 
191048	1	 
191048	2	 
191048	3	 
191049	1	 
191049	2	 
191049	3	 
191050	1	 
191050	2	 
191050	3	 
191052	1	 
191052	2	 
191052	3	 
191055	1	 
191055	2	 
191055	3	 
191057	1	 
191057	2	 
191057	3	 
191070	1	 
191070	2	 
191070	3	 
201003	1	 
201003	2	 
201003	3	 
201005	1	 
201005	2	 
201005	3	 
201007	1	0
201007	2	0
201007	3	100
201008	1	 
201008	2	 
201008	3	 
201010	1	 
201010	2	 
201010	3	 
201011	1	300
201011	2	8500
201011	3	300
201013	1	 
201013	2	 
201013	3	 
201014	1	 
201014	2	 
201014	3	 
201016	1	1000
201016	2	0
201016	3	1000
201017	1	 
201017	2	 
201017	3	 
201023	1	0
201023	2	15000
201023	3	547
201024	1	 
201024	2	 
201024	3	 
201025	1	 
201025	2	 
201025	3	 
201030	1	 
201030	2	 
201030	3	 
201032	1	 
201032	2	 
201032	3	 
201034	1	 
201034	2	 
201034	3	 
201039	1	 
201039	2	 
201039	3	 
201042	1	 
201042	2	 
201042	3	 
201045	1	 
201045	2	 
201045	3	 
201046	1	0
201046	2	11000
201046	3	500
201049	1	 
201049	2	 
201049	3	 
201050	1	 
201050	2	 
201050	3	 
201051	1	11000
201051	2	5500
201051	3	500
201052	1	 
201052	2	 
201052	3	 
201054	1	500
201054	2	7000
201054	3	500
201056	1	 
201056	2	 
201056	3	 
201059	1	0
201059	2	5600
201059	3	500
201064	1	 
201064	2	 
201064	3	 
201065	1	0
201065	2	20000
201065	3	500
201068	1	 
201068	2	 
201068	3	 
201071	1	 
201071	2	 
201071	3	 
201073	1	 
201073	2	 
201073	3	 
201074	1	 
201074	2	 
201074	3	 
201082	1	 
201082	2	 
201082	3	 
201084	1	 
201084	2	 
201084	3	 
201086	1	 
201086	2	 
201086	3	 
201090	1	 
201090	2	 
201090	3	 
201104	1	 
201104	2	 
201104	3	 
