CHILDCODE	PAYCIDR5	PAYTUTR5	PAYOTHR5
51047	1	 	 
51047	2	 	 
51047	3	 	 
51047	4	 	 
51047	5	 	 
51047	6	 	 
51047	7	 	 
51048	1	0	1
51048	2	1	0
51048	3	1	0
51048	4	0	0
51048	5	0	0
51048	6	0	0
51048	7	0	0
51049	1	 	 
51049	2	 	 
51049	3	 	 
51049	4	 	 
51049	5	 	 
51049	6	 	 
51049	7	 	 
51057	1	 	 
51057	2	 	 
51057	3	 	 
51057	4	 	 
51057	5	 	 
51057	6	 	 
51057	7	 	 
51070	1	 	 
51070	2	 	 
51070	3	 	 
51070	4	 	 
51070	5	 	 
51070	6	 	 
51070	7	 	 
61001	1	 	 
61001	2	 	 
61001	3	 	 
61001	4	 	 
61001	5	 	 
61001	6	 	 
61001	7	 	 
61003	1	 	 
61003	2	 	 
61003	3	 	 
61003	4	 	 
61003	5	 	 
61003	6	 	 
61003	7	 	 
61004	1	 	 
61004	2	 	 
61004	3	 	 
61004	4	 	 
61004	5	 	 
61004	6	 	 
61004	7	 	 
61006	1	 	 
61006	2	 	 
61006	3	 	 
61006	4	 	 
61006	5	 	 
61006	6	 	 
61006	7	 	 
61008	1	 	 
61008	2	 	 
61008	3	 	 
61008	4	 	 
61008	5	 	 
61008	6	 	 
61008	7	 	 
61009	1	0	1
61009	2	1	1
61009	3	0	0
61009	4	0	0
61009	5	0	0
61009	6	0	0
61009	7	0	0
61011	1	 	 
61011	2	 	 
61011	3	 	 
61011	4	 	 
61011	5	 	 
61011	6	 	 
61011	7	 	 
61012	1	 	 
61012	2	 	 
61012	3	 	 
61012	4	 	 
61012	5	 	 
61012	6	 	 
61012	7	 	 
61013	1	 	 
61013	2	 	 
61013	3	 	 
61013	4	 	 
61013	5	 	 
61013	6	 	 
61013	7	 	 
61014	1	 	 
61014	2	 	 
61014	3	 	 
61014	4	 	 
61014	5	 	 
61014	6	 	 
61014	7	 	 
61015	1	 	 
61015	2	 	 
61015	3	 	 
61015	4	 	 
61015	5	 	 
61015	6	 	 
61015	7	 	 
61016	1	 	 
61016	2	 	 
61016	3	 	 
61016	4	 	 
61016	5	 	 
61016	6	 	 
61016	7	 	 
61017	1	 	 
61017	2	 	 
61017	3	 	 
61017	4	 	 
61017	5	 	 
61017	6	 	 
61017	7	 	 
61018	1	 	 
61018	2	 	 
61018	3	 	 
61018	4	 	 
61018	5	 	 
61018	6	 	 
61018	7	 	 
61019	1	 	 
61019	2	 	 
61019	3	 	 
61019	4	 	 
61019	5	 	 
61019	6	 	 
61019	7	 	 
61020	1	 	 
61020	2	 	 
61020	3	 	 
61020	4	 	 
61020	5	 	 
61020	6	 	 
61020	7	 	 
61021	1	 	 
61021	2	 	 
61021	3	 	 
61021	4	 	 
61021	5	 	 
61021	6	 	 
61021	7	 	 
61024	1	 	 
61024	2	 	 
61024	3	 	 
61024	4	 	 
61024	5	 	 
61024	6	 	 
61024	7	 	 
61025	1	 	 
61025	2	 	 
61025	3	 	 
61025	4	 	 
61025	5	 	 
61025	6	 	 
61025	7	 	 
61026	1	 	 
61026	2	 	 
61026	3	 	 
61026	4	 	 
61026	5	 	 
61026	6	 	 
61026	7	 	 
61028	1	 	 
61028	2	 	 
61028	3	 	 
61028	4	 	 
61028	5	 	 
61028	6	 	 
61028	7	 	 
61029	1	1	1
61029	2	0	0
61029	3	0	0
61029	4	0	0
61029	5	0	0
61029	6	0	0
61029	7	0	0
61030	1	1	1
61030	2	1	1
61030	3	0	0
61030	4	0	0
61030	5	0	0
61030	6	0	0
61030	7	0	0
61031	1	 	 
61031	2	 	 
61031	3	 	 
61031	4	 	 
61031	5	 	 
61031	6	 	 
61031	7	 	 
61032	1	 	 
61032	2	 	 
61032	3	 	 
61032	4	 	 
61032	5	 	 
61032	6	 	 
61032	7	 	 
61033	1	 	 
61033	2	 	 
61033	3	 	 
61033	4	 	 
61033	5	 	 
61033	6	 	 
61033	7	 	 
61034	1	1	1
61034	2	1	1
61034	3	1	1
61034	4	0	0
61034	5	0	0
61034	6	0	0
61034	7	0	0
61035	1	0	0
61035	2	1	1
61035	3	0	0
61035	4	0	0
61035	5	1	1
61035	6	0	0
61035	7	0	0
61036	1	 	 
61036	2	 	 
61036	3	 	 
61036	4	 	 
61036	5	 	 
61036	6	 	 
61036	7	 	 
61037	1	 	 
61037	2	 	 
61037	3	 	 
61037	4	 	 
61037	5	 	 
61037	6	 	 
61037	7	 	 
61038	1	 	 
61038	2	 	 
61038	3	 	 
61038	4	 	 
61038	5	 	 
61038	6	 	 
61038	7	 	 
61039	1	 	 
61039	2	 	 
61039	3	 	 
61039	4	 	 
61039	5	 	 
61039	6	 	 
61039	7	 	 
61040	1	 	 
61040	2	 	 
61040	3	 	 
61040	4	 	 
61040	5	 	 
61040	6	 	 
61040	7	 	 
61041	1	0	0
61041	2	1	1
61041	3	0	0
61041	4	0	0
61041	5	0	0
61041	6	0	0
61041	7	0	0
61042	1	0	0
61042	2	1	1
61042	3	0	0
61042	4	0	0
61042	5	0	0
61042	6	0	0
61042	7	0	0
61043	1	 	 
61043	2	 	 
61043	3	 	 
61043	4	 	 
61043	5	 	 
61043	6	 	 
61043	7	 	 
61044	1	0	1
61044	2	1	0
61044	3	0	0
61044	4	0	0
61044	5	0	1
61044	6	0	0
61044	7	0	0
61046	1	 	 
61046	2	 	 
61046	3	 	 
61046	4	 	 
61046	5	 	 
61046	6	 	 
61046	7	 	 
61047	1	 	 
61047	2	 	 
61047	3	 	 
61047	4	 	 
61047	5	 	 
61047	6	 	 
61047	7	 	 
61048	1	 	 
61048	2	 	 
61048	3	 	 
61048	4	 	 
61048	5	 	 
61048	6	 	 
61048	7	 	 
61049	1	 	 
61049	2	 	 
61049	3	 	 
61049	4	 	 
61049	5	 	 
61049	6	 	 
61049	7	 	 
61050	1	 	 
61050	2	 	 
61050	3	 	 
61050	4	 	 
61050	5	 	 
61050	6	 	 
61050	7	 	 
61052	1	 	 
61052	2	 	 
61052	3	 	 
61052	4	 	 
61052	5	 	 
61052	6	 	 
61052	7	 	 
61055	1	 	 
61055	2	 	 
61055	3	 	 
61055	4	 	 
61055	5	 	 
61055	6	 	 
61055	7	 	 
61056	1	 	 
61056	2	 	 
61056	3	 	 
61056	4	 	 
61056	5	 	 
61056	6	 	 
61056	7	 	 
61057	1	 	 
61057	2	 	 
61057	3	 	 
61057	4	 	 
61057	5	 	 
61057	6	 	 
61057	7	 	 
61076	1	 	 
61076	2	 	 
61076	3	 	 
61076	4	 	 
61076	5	 	 
61076	6	 	 
61076	7	 	 
61079	1	 	 
61079	2	 	 
61079	3	 	 
61079	4	 	 
61079	5	 	 
61079	6	 	 
61079	7	 	 
61104	1	 	 
61104	2	 	 
61104	3	 	 
61104	4	 	 
61104	5	 	 
61104	6	 	 
61104	7	 	 
71001	1	 	 
71001	2	 	 
71001	3	 	 
71001	4	 	 
71001	5	 	 
71001	6	 	 
71001	7	 	 
71002	1	 	 
71002	2	 	 
71002	3	 	 
71002	4	 	 
71002	5	 	 
71002	6	 	 
71002	7	 	 
71003	1	 	 
71003	2	 	 
71003	3	 	 
71003	4	 	 
71003	5	 	 
71003	6	 	 
71003	7	 	 
71004	1	0	0
71004	2	1	1
71004	3	1	1
71004	4	0	0
71004	5	0	0
71004	6	0	0
71004	7	0	0
71005	1	 	 
71005	2	 	 
71005	3	 	 
71005	4	 	 
71005	5	 	 
71005	6	 	 
71005	7	 	 
71007	1	 	 
71007	2	 	 
71007	3	 	 
71007	4	 	 
71007	5	 	 
71007	6	 	 
71007	7	 	 
71008	1	 	 
71008	2	 	 
71008	3	 	 
71008	4	 	 
71008	5	 	 
71008	6	 	 
71008	7	 	 
71009	1	 	 
71009	2	 	 
71009	3	 	 
71009	4	 	 
71009	5	 	 
71009	6	 	 
71009	7	 	 
71010	1	0	0
71010	2	1	1
71010	3	0	0
71010	4	1	1
71010	5	0	0
71010	6	0	0
71010	7	0	0
71011	1	 	 
71011	2	 	 
71011	3	 	 
71011	4	 	 
71011	5	 	 
71011	6	 	 
71011	7	 	 
71013	1	 	 
71013	2	 	 
71013	3	 	 
71013	4	 	 
71013	5	 	 
71013	6	 	 
71013	7	 	 
71014	1	 	 
71014	2	 	 
71014	3	 	 
71014	4	 	 
71014	5	 	 
71014	6	 	 
71014	7	 	 
71015	1	 	 
71015	2	 	 
71015	3	 	 
71015	4	 	 
71015	5	 	 
71015	6	 	 
71015	7	 	 
71018	1	 	 
71018	2	 	 
71018	3	 	 
71018	4	 	 
71018	5	 	 
71018	6	 	 
71018	7	 	 
71019	1	 	 
71019	2	 	 
71019	3	 	 
71019	4	 	 
71019	5	 	 
71019	6	 	 
71019	7	 	 
71020	1	 	 
71020	2	 	 
71020	3	 	 
71020	4	 	 
71020	5	 	 
71020	6	 	 
71020	7	 	 
71021	1	0	0
71021	2	1	1
71021	3	0	0
71021	4	0	0
71021	5	0	0
71021	6	0	0
71021	7	1	1
71023	1	 	 
71023	2	 	 
71023	3	 	 
71023	4	 	 
71023	5	 	 
71023	6	 	 
71023	7	 	 
71024	1	 	 
71024	2	 	 
71024	3	 	 
71024	4	 	 
71024	5	 	 
71024	6	 	 
71024	7	 	 
71025	1	 	 
71025	2	 	 
71025	3	 	 
71025	4	 	 
71025	5	 	 
71025	6	 	 
71025	7	 	 
71026	1	 	 
71026	2	 	 
71026	3	 	 
71026	4	 	 
71026	5	 	 
71026	6	 	 
71026	7	 	 
71027	1	 	 
71027	2	 	 
71027	3	 	 
71027	4	 	 
71027	5	 	 
71027	6	 	 
71027	7	 	 
71028	1	 	 
71028	2	 	 
71028	3	 	 
71028	4	 	 
71028	5	 	 
71028	6	 	 
71028	7	 	 
71029	1	 	 
71029	2	 	 
71029	3	 	 
71029	4	 	 
71029	5	 	 
71029	6	 	 
71029	7	 	 
71031	1	 	 
71031	2	 	 
71031	3	 	 
71031	4	 	 
71031	5	 	 
71031	6	 	 
71031	7	 	 
71032	1	 	 
71032	2	 	 
71032	3	 	 
71032	4	 	 
71032	5	 	 
71032	6	 	 
71032	7	 	 
71033	1	 	 
71033	2	 	 
71033	3	 	 
71033	4	 	 
71033	5	 	 
71033	6	 	 
71033	7	 	 
71034	1	 	 
71034	2	 	 
71034	3	 	 
71034	4	 	 
71034	5	 	 
71034	6	 	 
71034	7	 	 
71035	1	 	 
71035	2	 	 
71035	3	 	 
71035	4	 	 
71035	5	 	 
71035	6	 	 
71035	7	 	 
71036	1	 	 
71036	2	 	 
71036	3	 	 
71036	4	 	 
71036	5	 	 
71036	6	 	 
71036	7	 	 
71037	1	 	 
71037	2	 	 
71037	3	 	 
71037	4	 	 
71037	5	 	 
71037	6	 	 
71037	7	 	 
71038	1	 	 
71038	2	 	 
71038	3	 	 
71038	4	 	 
71038	5	 	 
71038	6	 	 
71038	7	 	 
71039	1	 	 
71039	2	 	 
71039	3	 	 
71039	4	 	 
71039	5	 	 
71039	6	 	 
71039	7	 	 
71041	1	 	 
71041	2	 	 
71041	3	 	 
71041	4	 	 
71041	5	 	 
71041	6	 	 
71041	7	 	 
71042	1	 	 
71042	2	 	 
71042	3	 	 
71042	4	 	 
71042	5	 	 
71042	6	 	 
71042	7	 	 
71043	1	 	 
71043	2	 	 
71043	3	 	 
71043	4	 	 
71043	5	 	 
71043	6	 	 
71043	7	 	 
71044	1	 	 
71044	2	 	 
71044	3	 	 
71044	4	 	 
71044	5	 	 
71044	6	 	 
71044	7	 	 
71046	1	0	1
71046	2	1	1
71046	3	0	0
71046	4	0	0
71046	5	0	0
71046	6	0	0
71046	7	0	0
71047	1	 	 
71047	2	 	 
71047	3	 	 
71047	4	 	 
71047	5	 	 
71047	6	 	 
71047	7	 	 
71048	1	 	 
71048	2	 	 
71048	3	 	 
71048	4	 	 
71048	5	 	 
71048	6	 	 
71048	7	 	 
71049	1	 	 
71049	2	 	 
71049	3	 	 
71049	4	 	 
71049	5	 	 
71049	6	 	 
71049	7	 	 
71073	1	 	 
71073	2	 	 
71073	3	 	 
71073	4	 	 
71073	5	 	 
71073	6	 	 
71073	7	 	 
71097	1	 	 
71097	2	 	 
71097	3	 	 
71097	4	 	 
71097	5	 	 
71097	6	 	 
71097	7	 	 
71112	1	1	1
71112	2	1	0
71112	3	0	0
71112	4	1	0
71112	5	1	0
71112	6	0	0
71112	7	0	0
71120	1	0	0
71120	2	1	1
71120	3	0	1
71120	4	0	0
71120	5	0	0
71120	6	0	0
71120	7	0	0
71121	1	 	 
71121	2	 	 
71121	3	 	 
71121	4	 	 
71121	5	 	 
71121	6	 	 
71121	7	 	 
81001	1	 	 
81001	2	 	 
81001	3	 	 
81001	4	 	 
81001	5	 	 
81001	6	 	 
81001	7	 	 
81003	1	1	1
81003	2	0	0
81003	3	1	1
81003	4	0	0
81003	5	0	0
81003	6	0	0
81003	7	0	0
81004	1	 	 
81004	2	 	 
81004	3	 	 
81004	4	 	 
81004	5	 	 
81004	6	 	 
81004	7	 	 
81005	1	 	 
81005	2	 	 
81005	3	 	 
81005	4	 	 
81005	5	 	 
81005	6	 	 
81005	7	 	 
81006	1	 	 
81006	2	 	 
81006	3	 	 
81006	4	 	 
81006	5	 	 
81006	6	 	 
81006	7	 	 
81007	1	 	 
81007	2	 	 
81007	3	 	 
81007	4	 	 
81007	5	 	 
81007	6	 	 
81007	7	 	 
81008	1	 	 
81008	2	 	 
81008	3	 	 
81008	4	 	 
81008	5	 	 
81008	6	 	 
81008	7	 	 
81009	1	 	 
81009	2	 	 
81009	3	 	 
81009	4	 	 
81009	5	 	 
81009	6	 	 
81009	7	 	 
81010	1	 	 
81010	2	 	 
81010	3	 	 
81010	4	 	 
81010	5	 	 
81010	6	 	 
81010	7	 	 
81011	1	 	 
81011	2	 	 
81011	3	 	 
81011	4	 	 
81011	5	 	 
81011	6	 	 
81011	7	 	 
81012	1	 	 
81012	2	 	 
81012	3	 	 
81012	4	 	 
81012	5	 	 
81012	6	 	 
81012	7	 	 
81013	1	 	 
81013	2	 	 
81013	3	 	 
81013	4	 	 
81013	5	 	 
81013	6	 	 
81013	7	 	 
81017	1	 	 
81017	2	 	 
81017	3	 	 
81017	4	 	 
81017	5	 	 
81017	6	 	 
81017	7	 	 
81018	1	 	 
81018	2	 	 
81018	3	 	 
81018	4	 	 
81018	5	 	 
81018	6	 	 
81018	7	 	 
81019	1	 	 
81019	2	 	 
81019	3	 	 
81019	4	 	 
81019	5	 	 
81019	6	 	 
81019	7	 	 
81020	1	 	 
81020	2	 	 
81020	3	 	 
81020	4	 	 
81020	5	 	 
81020	6	 	 
81020	7	 	 
81021	1	 	 
81021	2	 	 
81021	3	 	 
81021	4	 	 
81021	5	 	 
81021	6	 	 
81021	7	 	 
81022	1	 	 
81022	2	 	 
81022	3	 	 
81022	4	 	 
81022	5	 	 
81022	6	 	 
81022	7	 	 
81023	1	 	 
81023	2	 	 
81023	3	 	 
81023	4	 	 
81023	5	 	 
81023	6	 	 
81023	7	 	 
81024	1	 	 
81024	2	 	 
81024	3	 	 
81024	4	 	 
81024	5	 	 
81024	6	 	 
81024	7	 	 
81025	1	 	 
81025	2	 	 
81025	3	 	 
81025	4	 	 
81025	5	 	 
81025	6	 	 
81025	7	 	 
81026	1	 	 
81026	2	 	 
81026	3	 	 
81026	4	 	 
81026	5	 	 
81026	6	 	 
81026	7	 	 
81028	1	 	 
81028	2	 	 
81028	3	 	 
81028	4	 	 
81028	5	 	 
81028	6	 	 
81028	7	 	 
81029	1	 	 
81029	2	 	 
81029	3	 	 
81029	4	 	 
81029	5	 	 
81029	6	 	 
81029	7	 	 
81030	1	 	 
81030	2	 	 
81030	3	 	 
81030	4	 	 
81030	5	 	 
81030	6	 	 
81030	7	 	 
81031	1	 	 
81031	2	 	 
81031	3	 	 
81031	4	 	 
81031	5	 	 
81031	6	 	 
81031	7	 	 
81032	1	 	 
81032	2	 	 
81032	3	 	 
81032	4	 	 
81032	5	 	 
81032	6	 	 
81032	7	 	 
81035	1	 	 
81035	2	 	 
81035	3	 	 
81035	4	 	 
81035	5	 	 
81035	6	 	 
81035	7	 	 
81036	1	0	0
81036	2	1	1
81036	3	1	1
81036	4	0	0
81036	5	1	1
81036	6	0	0
81036	7	0	0
81038	1	 	 
81038	2	 	 
81038	3	 	 
81038	4	 	 
81038	5	 	 
81038	6	 	 
81038	7	 	 
81039	1	 	 
81039	2	 	 
81039	3	 	 
81039	4	 	 
81039	5	 	 
81039	6	 	 
81039	7	 	 
81041	1	 	 
81041	2	 	 
81041	3	 	 
81041	4	 	 
81041	5	 	 
81041	6	 	 
81041	7	 	 
81042	1	 	 
81042	2	 	 
81042	3	 	 
81042	4	 	 
81042	5	 	 
81042	6	 	 
81042	7	 	 
81043	1	 	 
81043	2	 	 
81043	3	 	 
81043	4	 	 
81043	5	 	 
81043	6	 	 
81043	7	 	 
81045	1	 	 
81045	2	 	 
81045	3	 	 
81045	4	 	 
81045	5	 	 
81045	6	 	 
81045	7	 	 
81046	1	 	 
81046	2	 	 
81046	3	 	 
81046	4	 	 
81046	5	 	 
81046	6	 	 
81046	7	 	 
81047	1	 	 
81047	2	 	 
81047	3	 	 
81047	4	 	 
81047	5	 	 
81047	6	 	 
81047	7	 	 
81049	1	0	1
81049	2	1	1
81049	3	0	0
81049	4	0	0
81049	5	0	0
81049	6	0	0
81049	7	0	0
81050	1	 	 
81050	2	 	 
81050	3	 	 
81050	4	 	 
81050	5	 	 
81050	6	 	 
81050	7	 	 
81073	1	 	 
81073	2	 	 
81073	3	 	 
81073	4	 	 
81073	5	 	 
81073	6	 	 
81073	7	 	 
81092	1	 	 
81092	2	 	 
81092	3	 	 
81092	4	 	 
81092	5	 	 
81092	6	 	 
81092	7	 	 
81105	1	 	 
81105	2	 	 
81105	3	 	 
81105	4	 	 
81105	5	 	 
81105	6	 	 
81105	7	 	 
81108	1	 	 
81108	2	 	 
81108	3	 	 
81108	4	 	 
81108	5	 	 
81108	6	 	 
81108	7	 	 
81120	1	 	 
81120	2	 	 
81120	3	 	 
81120	4	 	 
81120	5	 	 
81120	6	 	 
81120	7	 	 
81130	1	 	 
81130	2	 	 
81130	3	 	 
81130	4	 	 
81130	5	 	 
81130	6	 	 
81130	7	 	 
81139	1	 	 
81139	2	 	 
81139	3	 	 
81139	4	 	 
81139	5	 	 
81139	6	 	 
81139	7	 	 
81145	1	 	 
81145	2	 	 
81145	3	 	 
81145	4	 	 
81145	5	 	 
81145	6	 	 
81145	7	 	 
81150	1	 	 
81150	2	 	 
81150	3	 	 
81150	4	 	 
81150	5	 	 
81150	6	 	 
81150	7	 	 
81152	1	 	 
81152	2	 	 
81152	3	 	 
81152	4	 	 
81152	5	 	 
81152	6	 	 
81152	7	 	 
91001	1	 	 
91001	2	 	 
91001	3	 	 
91001	4	 	 
91001	5	 	 
91001	6	 	 
91001	7	 	 
91003	1	1	1
91003	2	1	1
91003	3	0	0
91003	4	1	1
91003	5	0	0
91003	6	0	1
91003	7	1	0
91005	1	1	1
91005	2	1	1
91005	3	0	0
91005	4	1	1
91005	5	0	0
91005	6	0	0
91005	7	0	0
91006	1	 	 
91006	2	 	 
91006	3	 	 
91006	4	 	 
91006	5	 	 
91006	6	 	 
91006	7	 	 
91008	1	 	 
91008	2	 	 
91008	3	 	 
91008	4	 	 
91008	5	 	 
91008	6	 	 
91008	7	 	 
91009	1	 	 
91009	2	 	 
91009	3	 	 
91009	4	 	 
91009	5	 	 
91009	6	 	 
91009	7	 	 
91010	1	 	 
91010	2	 	 
91010	3	 	 
91010	4	 	 
91010	5	 	 
91010	6	 	 
91010	7	 	 
91011	1	 	 
91011	2	 	 
91011	3	 	 
91011	4	 	 
91011	5	 	 
91011	6	 	 
91011	7	 	 
91012	1	 	 
91012	2	 	 
91012	3	 	 
91012	4	 	 
91012	5	 	 
91012	6	 	 
91012	7	 	 
91014	1	 	 
91014	2	 	 
91014	3	 	 
91014	4	 	 
91014	5	 	 
91014	6	 	 
91014	7	 	 
91015	1	 	 
91015	2	 	 
91015	3	 	 
91015	4	 	 
91015	5	 	 
91015	6	 	 
91015	7	 	 
91016	1	 	 
91016	2	 	 
91016	3	 	 
91016	4	 	 
91016	5	 	 
91016	6	 	 
91016	7	 	 
91017	1	 	 
91017	2	 	 
91017	3	 	 
91017	4	 	 
91017	5	 	 
91017	6	 	 
91017	7	 	 
91019	1	0	1
91019	2	1	1
91019	3	0	0
91019	4	0	0
91019	5	0	0
91019	6	0	0
91019	7	0	0
91020	1	 	 
91020	2	 	 
91020	3	 	 
91020	4	 	 
91020	5	 	 
91020	6	 	 
91020	7	 	 
91021	1	 	 
91021	2	 	 
91021	3	 	 
91021	4	 	 
91021	5	 	 
91021	6	 	 
91021	7	 	 
91022	1	 	 
91022	2	 	 
91022	3	 	 
91022	4	 	 
91022	5	 	 
91022	6	 	 
91022	7	 	 
91024	1	 	 
91024	2	 	 
91024	3	 	 
91024	4	 	 
91024	5	 	 
91024	6	 	 
91024	7	 	 
91025	1	 	 
91025	2	 	 
91025	3	 	 
91025	4	 	 
91025	5	 	 
91025	6	 	 
91025	7	 	 
91026	1	 	 
91026	2	 	 
91026	3	 	 
91026	4	 	 
91026	5	 	 
91026	6	 	 
91026	7	 	 
91027	1	 	 
91027	2	 	 
91027	3	 	 
91027	4	 	 
91027	5	 	 
91027	6	 	 
91027	7	 	 
91028	1	 	 
91028	2	 	 
91028	3	 	 
91028	4	 	 
91028	5	 	 
91028	6	 	 
91028	7	 	 
91029	1	 	 
91029	2	 	 
91029	3	 	 
91029	4	 	 
91029	5	 	 
91029	6	 	 
91029	7	 	 
91030	1	 	 
91030	2	 	 
91030	3	 	 
91030	4	 	 
91030	5	 	 
91030	6	 	 
91030	7	 	 
91031	1	 	 
91031	2	 	 
91031	3	 	 
91031	4	 	 
91031	5	 	 
91031	6	 	 
91031	7	 	 
91032	1	 	 
91032	2	 	 
91032	3	 	 
91032	4	 	 
91032	5	 	 
91032	6	 	 
91032	7	 	 
91033	1	 	 
91033	2	 	 
91033	3	 	 
91033	4	 	 
91033	5	 	 
91033	6	 	 
91033	7	 	 
91036	1	 	 
91036	2	 	 
91036	3	 	 
91036	4	 	 
91036	5	 	 
91036	6	 	 
91036	7	 	 
91037	1	 	 
91037	2	 	 
91037	3	 	 
91037	4	 	 
91037	5	 	 
91037	6	 	 
91037	7	 	 
91039	1	 	 
91039	2	 	 
91039	3	 	 
91039	4	 	 
91039	5	 	 
91039	6	 	 
91039	7	 	 
91042	1	 	 
91042	2	 	 
91042	3	 	 
91042	4	 	 
91042	5	 	 
91042	6	 	 
91042	7	 	 
91044	1	 	 
91044	2	 	 
91044	3	 	 
91044	4	 	 
91044	5	 	 
91044	6	 	 
91044	7	 	 
91045	1	 	 
91045	2	 	 
91045	3	 	 
91045	4	 	 
91045	5	 	 
91045	6	 	 
91045	7	 	 
91046	1	 	 
91046	2	 	 
91046	3	 	 
91046	4	 	 
91046	5	 	 
91046	6	 	 
91046	7	 	 
91047	1	 	 
91047	2	 	 
91047	3	 	 
91047	4	 	 
91047	5	 	 
91047	6	 	 
91047	7	 	 
91048	1	 	 
91048	2	 	 
91048	3	 	 
91048	4	 	 
91048	5	 	 
91048	6	 	 
91048	7	 	 
91049	1	 	 
91049	2	 	 
91049	3	 	 
91049	4	 	 
91049	5	 	 
91049	6	 	 
91049	7	 	 
91052	1	 	 
91052	2	 	 
91052	3	 	 
91052	4	 	 
91052	5	 	 
91052	6	 	 
91052	7	 	 
91053	1	 	 
91053	2	 	 
91053	3	 	 
91053	4	 	 
91053	5	 	 
91053	6	 	 
91053	7	 	 
91056	1	 	 
91056	2	 	 
91056	3	 	 
91056	4	 	 
91056	5	 	 
91056	6	 	 
91056	7	 	 
91057	1	 	 
91057	2	 	 
91057	3	 	 
91057	4	 	 
91057	5	 	 
91057	6	 	 
91057	7	 	 
91061	1	 	 
91061	2	 	 
91061	3	 	 
91061	4	 	 
91061	5	 	 
91061	6	 	 
91061	7	 	 
91062	1	 	 
91062	2	 	 
91062	3	 	 
91062	4	 	 
91062	5	 	 
91062	6	 	 
91062	7	 	 
91070	1	 	 
91070	2	 	 
91070	3	 	 
91070	4	 	 
91070	5	 	 
91070	6	 	 
91070	7	 	 
91071	1	 	 
91071	2	 	 
91071	3	 	 
91071	4	 	 
91071	5	 	 
91071	6	 	 
91071	7	 	 
101001	1	 	 
101001	2	 	 
101001	3	 	 
101001	4	 	 
101001	5	 	 
101001	6	 	 
101001	7	 	 
101004	1	 	 
101004	2	 	 
101004	3	 	 
101004	4	 	 
101004	5	 	 
101004	6	 	 
101004	7	 	 
101005	1	0	0
101005	2	1	1
101005	3	0	0
101005	4	0	0
101005	5	0	0
101005	6	0	0
101005	7	0	0
101010	1	 	 
101010	2	 	 
101010	3	 	 
101010	4	 	 
101010	5	 	 
101010	6	 	 
101010	7	 	 
101011	1	 	 
101011	2	 	 
101011	3	 	 
101011	4	 	 
101011	5	 	 
101011	6	 	 
101011	7	 	 
101013	1	 	 
101013	2	 	 
101013	3	 	 
101013	4	 	 
101013	5	 	 
101013	6	 	 
101013	7	 	 
101014	1	 	 
101014	2	 	 
101014	3	 	 
101014	4	 	 
101014	5	 	 
101014	6	 	 
101014	7	 	 
101015	1	 	 
101015	2	 	 
101015	3	 	 
101015	4	 	 
101015	5	 	 
101015	6	 	 
101015	7	 	 
101016	1	0	0
101016	2	1	1
101016	3	1	1
101016	4	0	0
101016	5	0	0
101016	6	0	0
101016	7	0	0
101017	1	 	 
101017	2	 	 
101017	3	 	 
101017	4	 	 
101017	5	 	 
101017	6	 	 
101017	7	 	 
101018	1	 	 
101018	2	 	 
101018	3	 	 
101018	4	 	 
101018	5	 	 
101018	6	 	 
101018	7	 	 
101019	1	 	 
101019	2	 	 
101019	3	 	 
101019	4	 	 
101019	5	 	 
101019	6	 	 
101019	7	 	 
101020	1	 	 
101020	2	 	 
101020	3	 	 
101020	4	 	 
101020	5	 	 
101020	6	 	 
101020	7	 	 
101021	1	 	 
101021	2	 	 
101021	3	 	 
101021	4	 	 
101021	5	 	 
101021	6	 	 
101021	7	 	 
101022	1	 	 
101022	2	 	 
101022	3	 	 
101022	4	 	 
101022	5	 	 
101022	6	 	 
101022	7	 	 
101024	1	 	 
101024	2	 	 
101024	3	 	 
101024	4	 	 
101024	5	 	 
101024	6	 	 
101024	7	 	 
101025	1	 	 
101025	2	 	 
101025	3	 	 
101025	4	 	 
101025	5	 	 
101025	6	 	 
101025	7	 	 
101027	1	 	 
101027	2	 	 
101027	3	 	 
101027	4	 	 
101027	5	 	 
101027	6	 	 
101027	7	 	 
101028	1	 	 
101028	2	 	 
101028	3	 	 
101028	4	 	 
101028	5	 	 
101028	6	 	 
101028	7	 	 
101030	1	 	 
101030	2	 	 
101030	3	 	 
101030	4	 	 
101030	5	 	 
101030	6	 	 
101030	7	 	 
101031	1	 	 
101031	2	 	 
101031	3	 	 
101031	4	 	 
101031	5	 	 
101031	6	 	 
101031	7	 	 
101034	1	 	 
101034	2	 	 
101034	3	 	 
101034	4	 	 
101034	5	 	 
101034	6	 	 
101034	7	 	 
101035	1	 	 
101035	2	 	 
101035	3	 	 
101035	4	 	 
101035	5	 	 
101035	6	 	 
101035	7	 	 
101036	1	 	 
101036	2	 	 
101036	3	 	 
101036	4	 	 
101036	5	 	 
101036	6	 	 
101036	7	 	 
101037	1	 	 
101037	2	 	 
101037	3	 	 
101037	4	 	 
101037	5	 	 
101037	6	 	 
101037	7	 	 
101038	1	 	 
101038	2	 	 
101038	3	 	 
101038	4	 	 
101038	5	 	 
101038	6	 	 
101038	7	 	 
101040	1	 	 
101040	2	 	 
101040	3	 	 
101040	4	 	 
101040	5	 	 
101040	6	 	 
101040	7	 	 
101041	1	 	 
101041	2	 	 
101041	3	 	 
101041	4	 	 
