CHILDCODE	LANDIDR4	LNDLIVR4	TOTLIVR4	USELIVR4	LNDTYPR4	TOTINDR4	USEINDR4	TOTLNDR4	USERANR4	USEDRYR4	PRIRRR4
31013	5	N	 	 	N	 	 	 	 	 	 
31014	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
31014	2	N	 	 	N	 	 	 	 	 	 
31014	3	N	 	 	N	 	 	 	 	 	 
31014	4	N	 	 	N	 	 	 	 	 	 
31014	5	N	 	 	N	 	 	 	 	 	 
31015	1	N	 	 	N	 	 	 	 	 	 
31015	2	Y	.0199999995529652	1	N	 	 	 	 	 	 
31015	3	N	 	 	N	 	 	 	 	 	 
31015	4	N	 	 	N	 	 	 	 	 	 
31015	5	N	 	 	N	 	 	 	 	 	 
31016	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
31016	2	N	 	 	N	 	 	 	 	 	 
31016	3	N	 	 	N	 	 	 	 	 	 
31016	4	N	 	 	N	 	 	 	 	 	 
31016	5	N	 	 	N	 	 	 	 	 	 
31018	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
31018	2	N	 	 	N	 	 	 	 	 	 
31018	3	N	 	 	N	 	 	 	 	 	 
31018	4	N	 	 	N	 	 	 	 	 	 
31018	5	N	 	 	N	 	 	 	 	 	 
31019	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
31019	2	N	 	 	N	 	 	 	 	 	 
31019	3	N	 	 	N	 	 	 	 	 	 
31019	4	N	 	 	N	 	 	 	 	 	 
31019	5	N	 	 	N	 	 	 	 	 	 
31020	1	Y	.0500000007450581	1	N	 	 	 	 	 	 
31020	2	N	 	 	N	 	 	 	 	 	 
31020	3	N	 	 	N	 	 	 	 	 	 
31020	4	N	 	 	N	 	 	 	 	 	 
31020	5	N	 	 	N	 	 	 	 	 	 
31022	1	N	 	 	N	 	 	 	 	 	 
31022	2	N	 	 	N	 	 	 	 	 	 
31022	3	Y	.0299999993294477	1	N	 	 	 	 	 	 
31022	4	N	 	 	N	 	 	 	 	 	 
31022	5	N	 	 	N	 	 	 	 	 	 
31023	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
31023	2	N	 	 	N	 	 	 	 	 	 
31023	3	N	 	 	N	 	 	 	 	 	 
31023	4	N	 	 	N	 	 	 	 	 	 
31023	5	N	 	 	N	 	 	 	 	 	 
31024	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
31024	2	N	 	 	N	 	 	 	 	 	 
31024	3	N	 	 	N	 	 	 	 	 	 
31024	4	N	 	 	N	 	 	 	 	 	 
31024	5	N	 	 	N	 	 	 	 	 	 
31025	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
31025	2	N	 	 	N	 	 	 	 	 	 
31025	3	N	 	 	N	 	 	 	 	 	 
31025	4	N	 	 	N	 	 	 	 	 	 
31025	5	N	 	 	N	 	 	 	 	 	 
31026	1	Y	2	1	N	 	 	 	 	 	 
31026	2	N	 	 	N	 	 	 	 	 	 
31026	3	N	 	 	N	 	 	 	 	 	 
31026	4	N	 	 	N	 	 	 	 	 	 
31026	5	N	 	 	N	 	 	 	 	 	 
31027	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
31027	2	N	 	 	N	 	 	 	 	 	 
31027	3	N	 	 	N	 	 	 	 	 	 
31027	4	N	 	 	N	 	 	 	 	 	 
31027	5	N	 	 	N	 	 	 	 	 	 
31028	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
31028	2	N	 	 	N	 	 	 	 	 	 
31028	3	N	 	 	N	 	 	 	 	 	 
31028	4	N	 	 	N	 	 	 	 	 	 
31028	5	N	 	 	N	 	 	 	 	 	 
31029	1	N	 	 	N	 	 	 	 	 	 
31029	2	N	 	 	N	 	 	 	 	 	 
31029	3	Y	.0199999995529652	1	N	 	 	 	 	 	 
31029	4	N	 	 	N	 	 	 	 	 	 
31029	5	N	 	 	N	 	 	 	 	 	 
31030	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
31030	2	N	 	 	N	 	 	 	 	 	 
31030	3	N	 	 	N	 	 	 	 	 	 
31030	4	N	 	 	N	 	 	 	 	 	 
31030	5	N	 	 	N	 	 	 	 	 	 
31031	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
31031	2	N	 	 	N	 	 	 	 	 	 
31031	3	N	 	 	N	 	 	 	 	 	 
31031	4	N	 	 	N	 	 	 	 	 	 
31031	5	N	 	 	N	 	 	 	 	 	 
31032	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
31032	2	N	 	 	N	 	 	 	 	 	 
31032	3	N	 	 	N	 	 	 	 	 	 
31032	4	N	 	 	N	 	 	 	 	 	 
31032	5	N	 	 	N	 	 	 	 	 	 
31033	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
31033	2	N	 	 	N	 	 	 	 	 	 
31033	3	N	 	 	N	 	 	 	 	 	 
31033	4	N	 	 	N	 	 	 	 	 	 
31033	5	N	 	 	N	 	 	 	 	 	 
31034	1	N	 	 	N	 	 	 	 	 	 
31034	2	Y	.0199999995529652	1	N	 	 	 	 	 	 
31034	3	N	 	 	N	 	 	 	 	 	 
31034	4	N	 	 	N	 	 	 	 	 	 
31034	5	N	 	 	N	 	 	 	 	 	 
31035	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
31035	2	N	 	 	N	 	 	 	 	 	 
31035	3	N	 	 	N	 	 	 	 	 	 
31035	4	N	 	 	N	 	 	 	 	 	 
31035	5	N	 	 	N	 	 	 	 	 	 
31036	1	N	 	 	N	 	 	 	 	 	 
31036	2	N	 	 	N	 	 	 	 	 	 
31036	3	N	 	 	N	 	 	 	 	 	 
31036	4	N	 	 	N	 	 	 	 	 	 
31036	5	N	 	 	N	 	 	 	 	 	 
31038	1	Y	.0599999986588955	1	Y	0	 	1	10	10	4
31038	2	N	 	 	N	 	 	 	 	 	 
31038	3	N	 	 	N	 	 	 	 	 	 
31038	4	N	 	 	N	 	 	 	 	 	 
31038	5	N	 	 	N	 	 	 	 	 	 
31039	1	N	 	 	N	 	 	 	 	 	 
31039	2	Y	.00999999977648258	1	N	 	 	 	 	 	 
31039	3	N	 	 	N	 	 	 	 	 	 
31039	4	N	 	 	N	 	 	 	 	 	 
31039	5	N	 	 	N	 	 	 	 	 	 
31040	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
31040	2	N	 	 	N	 	 	 	 	 	 
31040	3	N	 	 	N	 	 	 	 	 	 
31040	4	N	 	 	N	 	 	 	 	 	 
31040	5	N	 	 	N	 	 	 	 	 	 
31041	1	N	 	 	N	 	 	 	 	 	 
31041	2	Y	.00999999977648258	1	N	 	 	 	 	 	 
31041	3	N	 	 	N	 	 	 	 	 	 
31041	4	N	 	 	N	 	 	 	 	 	 
31041	5	N	 	 	N	 	 	 	 	 	 
31042	1	N	 	 	N	 	 	 	 	 	 
31042	2	Y	.0299999993294477	1	N	 	 	 	 	 	 
31042	3	N	 	 	N	 	 	 	 	 	 
31042	4	N	 	 	N	 	 	 	 	 	 
31042	5	N	 	 	N	 	 	 	 	 	 
31043	1	Y	.0199999995529652	1	Y	0	 	2	5	5	4
31043	2	N	 	 	N	 	 	 	 	 	 
31043	3	N	 	 	N	 	 	 	 	 	 
31043	4	N	 	 	N	 	 	 	 	 	 
31043	5	N	 	 	N	 	 	 	 	 	 
31047	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
31047	2	N	 	 	N	 	 	 	 	 	 
31047	3	N	 	 	N	 	 	 	 	 	 
31047	4	N	 	 	N	 	 	 	 	 	 
31047	5	N	 	 	N	 	 	 	 	 	 
31048	1	N	 	 	N	 	 	 	 	 	 
31048	2	Y	.00999999977648258	1	N	 	 	 	 	 	 
31048	3	N	 	 	N	 	 	 	 	 	 
31048	4	N	 	 	N	 	 	 	 	 	 
31048	5	N	 	 	N	 	 	 	 	 	 
31049	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
31049	2	N	 	 	N	 	 	 	 	 	 
31049	3	N	 	 	N	 	 	 	 	 	 
31049	4	N	 	 	N	 	 	 	 	 	 
31049	5	N	 	 	N	 	 	 	 	 	 
31050	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
31050	2	N	 	 	N	 	 	 	 	 	 
31050	3	N	 	 	N	 	 	 	 	 	 
31050	4	N	 	 	N	 	 	 	 	 	 
31050	5	N	 	 	N	 	 	 	 	 	 
41001	1	Y	.0299999993294477	1	Y	0	 	4	5	5	5
41001	2	N	 	 	N	 	 	 	 	 	 
41001	3	N	 	 	N	 	 	 	 	 	 
41001	4	N	 	 	N	 	 	 	 	 	 
41001	5	N	 	 	N	 	 	 	 	 	 
41002	1	Y	.0299999993294477	1	Y	0	 	2	5	11	5
41002	2	N	 	 	N	 	 	 	 	 	 
41002	3	N	 	 	N	 	 	 	 	 	 
41002	4	N	 	 	N	 	 	 	 	 	 
41002	5	N	 	 	N	 	 	 	 	 	 
41003	1	Y	.0199999995529652	1	Y	0	 	2.5	5	5	5
41003	2	N	 	 	N	 	 	 	 	 	 
41003	3	N	 	 	N	 	 	 	 	 	 
41003	4	N	 	 	N	 	 	 	 	 	 
41003	5	N	 	 	N	 	 	 	 	 	 
41004	1	Y	.0199999995529652	1	Y	0	 	1.5	5	5	2
41004	2	N	 	 	N	 	 	 	 	 	 
41004	3	N	 	 	N	 	 	 	 	 	 
41004	4	N	 	 	N	 	 	 	 	 	 
41004	5	N	 	 	N	 	 	 	 	 	 
41005	1	Y	.0399999991059303	1	Y	0	 	5	5	5	5
41005	2	N	 	 	N	 	 	 	 	 	 
41005	3	N	 	 	N	 	 	 	 	 	 
41005	4	N	 	 	N	 	 	 	 	 	 
41005	5	N	 	 	N	 	 	 	 	 	 
41006	1	Y	.0299999993294477	1	Y	0	 	2.5	5	5	4
41006	2	N	 	 	N	 	 	 	 	 	 
41006	3	N	 	 	N	 	 	 	 	 	 
41006	4	N	 	 	N	 	 	 	 	 	 
41006	5	N	 	 	N	 	 	 	 	 	 
41007	1	Y	.0299999993294477	2	Y	0	 	.5	11	5	4
41007	2	N	 	 	N	 	 	 	 	 	 
41007	3	N	 	 	N	 	 	 	 	 	 
41007	4	N	 	 	N	 	 	 	 	 	 
41007	5	N	 	 	N	 	 	 	 	 	 
41009	1	Y	.0199999995529652	1	Y	0	 	4	5	5	5
41009	2	N	 	 	N	 	 	 	 	 	 
41009	3	N	 	 	N	 	 	 	 	 	 
41009	4	N	 	 	N	 	 	 	 	 	 
41009	5	N	 	 	N	 	 	 	 	 	 
41010	1	Y	.0199999995529652	1	Y	0	 	1.5	5	5	5
41010	2	N	 	 	N	 	 	 	 	 	 
41010	3	N	 	 	N	 	 	 	 	 	 
41010	4	N	 	 	N	 	 	 	 	 	 
41010	5	N	 	 	N	 	 	 	 	 	 
41011	1	Y	.0299999993294477	1	Y	0	 	2	5	11	5
41011	2	N	 	 	N	 	 	 	 	 	 
41011	3	N	 	 	N	 	 	 	 	 	 
41011	4	N	 	 	N	 	 	 	 	 	 
41011	5	N	 	 	N	 	 	 	 	 	 
41012	1	Y	.0199999995529652	1	Y	0	 	5	5	5	1
41012	2	N	 	 	N	 	 	 	 	 	 
41012	3	N	 	 	N	 	 	 	 	 	 
41012	4	N	 	 	N	 	 	 	 	 	 
41012	5	N	 	 	N	 	 	 	 	 	 
41013	1	Y	.0299999993294477	1	Y	0	 	3	5	11	5
41013	2	N	 	 	N	 	 	 	 	 	 
41013	3	N	 	 	N	 	 	 	 	 	 
41013	4	N	 	 	N	 	 	 	 	 	 
41013	5	N	 	 	N	 	 	 	 	 	 
41014	1	Y	.0199999995529652	1	Y	0	 	4	5	5	5
41014	2	N	 	 	N	 	 	 	 	 	 
41014	3	N	 	 	N	 	 	 	 	 	 
41014	4	N	 	 	N	 	 	 	 	 	 
41014	5	N	 	 	N	 	 	 	 	 	 
41015	1	Y	.0299999993294477	1	Y	0	 	1	5	5	5
41015	2	N	 	 	N	 	 	 	 	 	 
41015	3	N	 	 	N	 	 	 	 	 	 
41015	4	N	 	 	N	 	 	 	 	 	 
41015	5	N	 	 	N	 	 	 	 	 	 
41016	1	Y	.0500000007450581	1	Y	0	 	1	5	11	5
41016	2	N	 	 	N	 	 	 	 	 	 
41016	3	N	 	 	N	 	 	 	 	 	 
41016	4	N	 	 	N	 	 	 	 	 	 
41016	5	N	 	 	N	 	 	 	 	 	 
41017	1	Y	.0299999993294477	1	Y	0	 	1	5	11	5
41017	2	N	 	 	N	 	 	 	 	 	 
41017	3	N	 	 	Y	0	 	1	5	5	4
41017	4	N	 	 	N	 	 	 	 	 	 
41017	5	N	 	 	N	 	 	 	 	 	 
41018	1	Y	.0199999995529652	1	Y	0	 	2.5	5	11	5
41018	2	N	 	 	N	 	 	 	 	 	 
41018	3	N	 	 	N	 	 	 	 	 	 
41018	4	N	 	 	N	 	 	 	 	 	 
41018	5	N	 	 	N	 	 	 	 	 	 
41019	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
41019	2	N	 	 	N	 	 	 	 	 	 
41019	3	N	 	 	N	 	 	 	 	 	 
41019	4	N	 	 	N	 	 	 	 	 	 
41019	5	N	 	 	N	 	 	 	 	 	 
41020	1	Y	.0500000007450581	1	Y	0	 	4	5	5	5
41020	2	N	 	 	N	 	 	 	 	 	 
41020	3	N	 	 	N	 	 	 	 	 	 
41020	4	N	 	 	N	 	 	 	 	 	 
41020	5	N	 	 	N	 	 	 	 	 	 
41021	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
41021	2	N	 	 	N	 	 	 	 	 	 
41021	3	N	 	 	N	 	 	 	 	 	 
41021	4	N	 	 	N	 	 	 	 	 	 
41021	5	N	 	 	N	 	 	 	 	 	 
41022	1	Y	.0199999995529652	1	Y	0	 	4	5	11	5
41022	2	N	 	 	N	 	 	 	 	 	 
41022	3	N	 	 	N	 	 	 	 	 	 
41022	4	N	 	 	N	 	 	 	 	 	 
41022	5	N	 	 	N	 	 	 	 	 	 
41023	1	Y	.0299999993294477	1	Y	0	 	3	5	11	5
41023	2	N	 	 	N	 	 	 	 	 	 
41023	3	N	 	 	N	 	 	 	 	 	 
41023	4	N	 	 	N	 	 	 	 	 	 
41023	5	N	 	 	N	 	 	 	 	 	 
41024	1	Y	.0299999993294477	1	Y	0	 	4	5	5	5
41024	2	N	 	 	N	 	 	 	 	 	 
41024	3	N	 	 	N	 	 	 	 	 	 
41024	4	N	 	 	N	 	 	 	 	 	 
41024	5	N	 	 	N	 	 	 	 	 	 
41025	1	Y	.0199999995529652	1	Y	0	 	5	5	5	5
41025	2	N	 	 	N	 	 	 	 	 	 
41025	3	N	 	 	N	 	 	 	 	 	 
41025	4	N	 	 	N	 	 	 	 	 	 
41025	5	N	 	 	N	 	 	 	 	 	 
41026	1	Y	.0299999993294477	1	Y	0	 	3	5	5	5
41026	2	N	 	 	N	 	 	 	 	 	 
41026	3	N	 	 	N	 	 	 	 	 	 
41026	4	N	 	 	N	 	 	 	 	 	 
41026	5	N	 	 	N	 	 	 	 	 	 
41027	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
41027	2	N	 	 	N	 	 	 	 	 	 
41027	3	N	 	 	N	 	 	 	 	 	 
41027	4	N	 	 	N	 	 	 	 	 	 
41027	5	N	 	 	N	 	 	 	 	 	 
41028	1	N	 	 	Y	0	 	5	5	5	1
41028	2	N	 	 	N	 	 	 	 	 	 
41028	3	N	 	 	N	 	 	 	 	 	 
41028	4	N	 	 	N	 	 	 	 	 	 
41028	5	N	 	 	N	 	 	 	 	 	 
41029	1	N	 	 	N	 	 	 	 	 	 
41029	2	N	 	 	N	 	 	 	 	 	 
41029	3	N	 	 	N	 	 	 	 	 	 
41029	4	N	 	 	N	 	 	 	 	 	 
41029	5	N	 	 	N	 	 	 	 	 	 
41030	1	N	 	 	N	 	 	 	 	 	 
41030	2	N	 	 	N	 	 	 	 	 	 
41030	3	N	 	 	N	 	 	 	 	 	 
41030	4	N	 	 	N	 	 	 	 	 	 
41030	5	N	 	 	N	 	 	 	 	 	 
41031	1	Y	.300000011920929	1	N	 	 	 	 	 	 
41031	2	N	 	 	N	 	 	 	 	 	 
41031	3	N	 	 	N	 	 	 	 	 	 
41031	4	N	 	 	N	 	 	 	 	 	 
41031	5	N	 	 	N	 	 	 	 	 	 
41032	1	Y	.0399999991059303	1	N	 	 	 	 	 	 
41032	2	N	 	 	N	 	 	 	 	 	 
41032	3	N	 	 	N	 	 	 	 	 	 
41032	4	N	 	 	N	 	 	 	 	 	 
41032	5	N	 	 	N	 	 	 	 	 	 
41033	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
41033	2	N	 	 	N	 	 	 	 	 	 
41033	3	N	 	 	N	 	 	 	 	 	 
41033	4	N	 	 	N	 	 	 	 	 	 
41033	5	N	 	 	N	 	 	 	 	 	 
41034	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
41034	2	N	 	 	N	 	 	 	 	 	 
41034	3	N	 	 	N	 	 	 	 	 	 
41034	4	N	 	 	N	 	 	 	 	 	 
41034	5	N	 	 	N	 	 	 	 	 	 
41035	1	N	 	 	N	 	 	 	 	 	 
41035	2	N	 	 	N	 	 	 	 	 	 
41035	3	N	 	 	N	 	 	 	 	 	 
41035	4	N	 	 	N	 	 	 	 	 	 
41035	5	N	 	 	N	 	 	 	 	 	 
41036	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
41036	2	N	 	 	N	 	 	 	 	 	 
41036	3	N	 	 	N	 	 	 	 	 	 
41036	4	N	 	 	N	 	 	 	 	 	 
41036	5	N	 	 	N	 	 	 	 	 	 
41037	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
41037	2	N	 	 	N	 	 	 	 	 	 
41037	3	N	 	 	N	 	 	 	 	 	 
41037	4	N	 	 	N	 	 	 	 	 	 
41037	5	N	 	 	N	 	 	 	 	 	 
41039	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
41039	2	N	 	 	N	 	 	 	 	 	 
41039	3	N	 	 	N	 	 	 	 	 	 
41039	4	N	 	 	N	 	 	 	 	 	 
41039	5	N	 	 	N	 	 	 	 	 	 
41040	1	Y	.0500000007450581	1	N	 	 	 	 	 	 
41040	2	N	 	 	N	 	 	 	 	 	 
41040	3	N	 	 	N	 	 	 	 	 	 
41040	4	N	 	 	N	 	 	 	 	 	 
41040	5	N	 	 	N	 	 	 	 	 	 
41041	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
41041	2	N	 	 	N	 	 	 	 	 	 
41041	3	N	 	 	N	 	 	 	 	 	 
41041	4	N	 	 	N	 	 	 	 	 	 
41041	5	N	 	 	N	 	 	 	 	 	 
41042	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
41042	2	N	 	 	N	 	 	 	 	 	 
41042	3	N	 	 	N	 	 	 	 	 	 
41042	4	N	 	 	N	 	 	 	 	 	 
41042	5	N	 	 	N	 	 	 	 	 	 
41043	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
41043	2	N	 	 	N	 	 	 	 	 	 
41043	3	N	 	 	N	 	 	 	 	 	 
41043	4	N	 	 	N	 	 	 	 	 	 
41043	5	N	 	 	N	 	 	 	 	 	 
41044	1	Y	.0199999995529652	1	Y	0	 	2	5	5	5
41044	2	N	 	 	N	 	 	 	 	 	 
41044	3	N	 	 	N	 	 	 	 	 	 
41044	4	N	 	 	N	 	 	 	 	 	 
41044	5	N	 	 	N	 	 	 	 	 	 
41045	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
41045	2	N	 	 	N	 	 	 	 	 	 
41045	3	N	 	 	N	 	 	 	 	 	 
41045	4	N	 	 	N	 	 	 	 	 	 
41045	5	N	 	 	N	 	 	 	 	 	 
41046	1	Y	.0199999995529652	1	Y	0	 	.25	5	11	5
41046	2	N	 	 	N	 	 	 	 	 	 
41046	3	N	 	 	N	 	 	 	 	 	 
41046	4	N	 	 	N	 	 	 	 	 	 
41046	5	N	 	 	N	 	 	 	 	 	 
41047	1	Y	.0299999993294477	1	Y	0	 	5	5	5	5
41047	2	N	 	 	N	 	 	 	 	 	 
41047	3	N	 	 	N	 	 	 	 	 	 
41047	4	N	 	 	N	 	 	 	 	 	 
41047	5	N	 	 	N	 	 	 	 	 	 
41048	1	Y	.0199999995529652	1	Y	0	 	1	5	11	5
41048	2	N	 	 	N	 	 	 	 	 	 
41048	3	N	 	 	N	 	 	 	 	 	 
41048	4	N	 	 	N	 	 	 	 	 	 
41048	5	N	 	 	N	 	 	 	 	 	 
41049	1	Y	.0399999991059303	1	N	 	 	 	 	 	 
41049	2	N	 	 	N	 	 	 	 	 	 
41049	3	N	 	 	N	 	 	 	 	 	 
41049	4	N	 	 	N	 	 	 	 	 	 
41049	5	N	 	 	N	 	 	 	 	 	 
41050	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
41050	2	N	 	 	N	 	 	 	 	 	 
41050	3	N	 	 	N	 	 	 	 	 	 
41050	4	N	 	 	N	 	 	 	 	 	 
41050	5	N	 	 	N	 	 	 	 	 	 
51001	1	Y	.0199999995529652	1	Y	0	 	2	5	11	1
51001	2	N	 	 	N	 	 	 	 	 	 
51001	3	N	 	 	N	 	 	 	 	 	 
51001	4	N	 	 	N	 	 	 	 	 	 
51001	5	N	 	 	N	 	 	 	 	 	 
51002	1	N	 	 	N	 	 	 	 	 	 
51002	2	Y	.0199999995529652	1	N	 	 	 	 	 	 
51002	3	N	 	 	Y	0	 	1	5	11	5
51002	4	N	 	 	N	 	 	 	 	 	 
51002	5	N	 	 	N	 	 	 	 	 	 
51003	1	Y	.0199999995529652	1	Y	0	 	.5	5	11	5
51003	2	N	 	 	N	 	 	 	 	 	 
51003	3	N	 	 	N	 	 	 	 	 	 
51003	4	N	 	 	N	 	 	 	 	 	 
51003	5	N	 	 	N	 	 	 	 	 	 
51004	1	Y	.0199999995529652	1	Y	0	 	2	5	11	5
51004	2	N	 	 	N	 	 	 	 	 	 
51004	3	N	 	 	N	 	 	 	 	 	 
51004	4	N	 	 	N	 	 	 	 	 	 
51004	5	N	 	 	N	 	 	 	 	 	 
51005	1	Y	.00999999977648258	1	Y	0	 	1.5	5	11	5
51005	2	N	 	 	N	 	 	 	 	 	 
51005	3	N	 	 	N	 	 	 	 	 	 
51005	4	N	 	 	N	 	 	 	 	 	 
51005	5	N	 	 	N	 	 	 	 	 	 
51006	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
51006	2	N	 	 	N	 	 	 	 	 	 
51006	3	N	 	 	N	 	 	 	 	 	 
51006	4	N	 	 	N	 	 	 	 	 	 
51006	5	N	 	 	N	 	 	 	 	 	 
51007	1	Y	.0199999995529652	1	Y	0	 	1	5	11	5
51007	2	N	 	 	N	 	 	 	 	 	 
51007	3	N	 	 	N	 	 	 	 	 	 
51007	4	N	 	 	N	 	 	 	 	 	 
51007	5	N	 	 	N	 	 	 	 	 	 
51008	1	Y	.0199999995529652	1	Y	0	 	1	5	5	1
51008	2	N	 	 	N	 	 	 	 	 	 
51008	3	N	 	 	N	 	 	 	 	 	 
51008	4	N	 	 	Y	 	 	1	5	5	1
51008	5	N	 	 	N	 	 	 	 	 	 
51009	1	Y	.0199999995529652	1	Y	0	 	3	5	5	1
51009	2	N	 	 	N	 	 	 	 	 	 
51009	3	N	 	 	N	 	 	 	 	 	 
51009	4	N	 	 	N	 	 	 	 	 	 
51009	5	N	 	 	N	 	 	 	 	 	 
51010	1	Y	.0199999995529652	1	Y	0	 	.400000005960464	5	5	4
51010	2	N	 	 	N	 	 	 	 	 	 
51010	3	N	 	 	N	 	 	 	 	 	 
51010	4	N	 	 	Y	 	 	.699999988079071	5	11	5
51010	5	N	 	 	N	 	 	 	 	 	 
51011	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
51011	2	N	 	 	N	 	 	 	 	 	 
51011	3	N	 	 	N	 	 	 	 	 	 
51011	4	N	 	 	N	 	 	 	 	 	 
51011	5	N	 	 	N	 	 	 	 	 	 
51012	1	Y	.0399999991059303	1	Y	0	 	2	5	5	3
51012	2	N	 	 	N	 	 	 	 	 	 
51012	3	N	 	 	N	 	 	 	 	 	 
51012	4	N	 	 	N	 	 	 	 	 	 
51012	5	N	 	 	N	 	 	 	 	 	 
51013	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
51013	2	N	 	 	N	 	 	 	 	 	 
51013	3	N	 	 	N	 	 	 	 	 	 
51013	4	N	 	 	Y	 	 	.300000011920929	5	11	5
51013	5	N	 	 	N	 	 	 	 	 	 
51014	1	Y	.0399999991059303	1	N	 	 	 	 	 	 
51014	2	N	 	 	N	 	 	 	 	 	 
51014	3	N	 	 	N	 	 	 	 	 	 
51014	4	N	 	 	N	 	 	 	 	 	 
51014	5	N	 	 	N	 	 	 	 	 	 
51015	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
51015	2	N	 	 	N	 	 	 	 	 	 
51015	3	N	 	 	N	 	 	 	 	 	 
51015	4	N	 	 	N	 	 	 	 	 	 
51015	5	N	 	 	N	 	 	 	 	 	 
51016	1	Y	.0399999991059303	2	Y	0	 	.5	5	11	5
51016	2	N	 	 	N	 	 	 	 	 	 
51016	3	N	 	 	N	 	 	 	 	 	 
51016	4	N	 	 	Y	 	 	2	5	11	5
51016	5	N	 	 	N	 	 	 	 	 	 
51018	1	Y	.0199999995529652	1	Y	0	 	1	11	11	88
51018	2	N	 	 	N	 	 	 	 	 	 
51018	3	N	 	 	N	 	 	 	 	 	 
51018	4	N	 	 	N	 	 	 	 	 	 
51018	5	N	 	 	N	 	 	 	 	 	 
51019	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
51019	2	N	 	 	N	 	 	 	 	 	 
51019	3	N	 	 	N	 	 	 	 	 	 
51019	4	N	 	 	N	 	 	 	 	 	 
51019	5	N	 	 	N	 	 	 	 	 	 
51020	1	Y	.00999999977648258	1	Y	0	 	.300000011920929	5	11	5
51020	2	N	 	 	N	 	 	 	 	 	 
51020	3	N	 	 	N	 	 	 	 	 	 
51020	4	N	 	 	N	 	 	 	 	 	 
51020	5	N	 	 	N	 	 	 	 	 	 
51021	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
51021	2	N	 	 	N	 	 	 	 	 	 
51021	3	N	 	 	N	 	 	 	 	 	 
51021	4	N	 	 	N	 	 	 	 	 	 
51021	5	N	 	 	N	 	 	 	 	 	 
51022	1	Y	.00999999977648258	1	Y	0	 	.600000023841858	6	5	5
51022	2	N	 	 	N	 	 	 	 	 	 
51022	3	N	 	 	N	 	 	 	 	 	 
51022	4	N	 	 	N	 	 	 	 	 	 
51022	5	N	 	 	N	 	 	 	 	 	 
51023	1	Y	.00999999977648258	1	Y	0	 	.100000001490116	5	11	5
51023	2	N	 	 	N	 	 	 	 	 	 
51023	3	N	 	 	N	 	 	 	 	 	 
51023	4	N	 	 	N	 	 	 	 	 	 
51023	5	N	 	 	N	 	 	 	 	 	 
51024	1	N	 	 	N	 	 	 	 	 	 
51024	2	Y	.0299999993294477	1	N	 	 	 	 	 	 
51024	3	N	 	 	N	 	 	 	 	 	 
51024	4	N	 	 	N	 	 	 	 	 	 
51024	5	N	 	 	N	 	 	 	 	 	 
51025	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
51025	2	N	 	 	N	 	 	 	 	 	 
51025	3	N	 	 	N	 	 	 	 	 	 
51025	4	N	 	 	N	 	 	 	 	 	 
51025	5	N	 	 	N	 	 	 	 	 	 
51026	1	Y	.0399999991059303	1	N	 	 	 	 	 	 
51026	2	N	 	 	N	 	 	 	 	 	 
51026	3	N	 	 	Y	0	 	1.5	5	5	4
51026	4	N	 	 	N	 	 	 	 	 	 
51026	5	N	 	 	N	 	 	 	 	 	 
51027	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
51027	2	N	 	 	N	 	 	 	 	 	 
51027	3	N	 	 	N	 	 	 	 	 	 
