CHILDCODE	NONFODR4	SPYRR4
101045	2	600
101045	3	0
101045	4	0
101046	1	1700
101046	2	3000
101046	3	0
101046	4	1000
101047	1	2000
101047	2	1000
101047	3	1500
101047	4	0
101048	1	1000
101048	2	1500
101048	3	0
101048	4	1500
101049	1	7000
101049	2	9000
101049	3	0
101049	4	4000
101050	1	6000
101050	2	4000
101050	3	0
101050	4	0
111001	1	4000
111001	2	3000
111001	3	0
111001	4	0
111002	1	2000
111002	2	0
111002	3	0
111002	4	400
111003	1	3000
111003	2	2000
111003	3	0
111003	4	5000
111004	1	3000
111004	2	4000
111004	3	0
111004	4	0
111005	1	3000
111005	2	2000
111005	3	0
111005	4	3000
111006	1	0
111006	2	0
111006	3	0
111006	4	0
111007	1	3000
111007	2	3000
111007	3	0
111007	4	0
111008	1	6000
111008	2	2000
111008	3	0
111008	4	0
111009	1	1500
111009	2	22000
111009	3	2400
111009	4	2500
111010	1	1000
111010	2	5000
111010	3	0
111010	4	0
111011	1	600
111011	2	800
111011	3	20000
111011	4	1500
111012	1	13000
111012	2	2000
111012	3	2500
111012	4	5000
111013	1	3000
111013	2	5000
111013	3	0
111013	4	0
111014	1	12000
111014	2	6000
111014	3	3000
111014	4	0
111015	1	5000
111015	2	5000
111015	3	0
111015	4	0
111016	1	2500
111016	2	2500
111016	3	0
111016	4	0
111017	1	2000
111017	2	0
111017	3	1300
111017	4	0
111018	1	2000
111018	2	5000
111018	3	0
111018	4	0
111019	1	4000
111019	2	4000
111019	3	2000
111019	4	0
111020	1	6000
111020	2	2000
111020	3	0
111020	4	0
111021	1	3000
111021	2	4000
111021	3	0
111021	4	0
111022	1	4000
111022	2	4000
111022	3	0
111022	4	0
111023	1	6000
111023	2	2000
111023	3	0
111023	4	2000
111024	1	6000
111024	2	3000
111024	3	500
111024	4	3500
111025	1	3000
111025	2	3500
111025	3	0
111025	4	0
111026	1	6000
111026	2	1500
111026	3	0
111026	4	0
111027	1	5000
111027	2	4000
111027	3	2000
111027	4	0
111028	1	4000
111028	2	6000
111028	3	1500
111028	4	3000
111029	1	4000
111029	2	3000
111029	3	0
111029	4	1500
111030	1	5000
111030	2	2000
111030	3	3000
111030	4	0
111031	1	2000
111031	2	5000
111031	3	0
111031	4	2000
111032	1	1000
111032	2	0
111032	3	0
111032	4	0
111033	1	2000
111033	2	7000
111033	3	0
111033	4	0
111034	1	0
111034	2	4000
111034	3	0
111034	4	0
111035	1	3000
111035	2	5500
111035	3	0
111035	4	0
111036	1	7000
111036	2	1000
111036	3	0
111036	4	0
111038	1	4000
111038	2	10000
111038	3	0
111038	4	2000
111039	1	3000
111039	2	2500
111039	3	0
111039	4	1500
111040	1	5000
111040	2	6000
111040	3	0
111040	4	0
111041	1	2000
111041	2	3000
111041	3	0
111041	4	1000
111044	1	1000
111044	2	5000
111044	3	0
111044	4	3000
111045	1	4000
111045	2	200
111045	3	0
111045	4	0
111046	1	8000
111046	2	10000
111046	3	3000
111046	4	0
111047	1	4000
111047	2	2000
111047	3	0
111047	4	0
111048	1	8000
111048	2	12000
111048	3	2000
111048	4	4000
111049	1	1900
111049	2	0
111049	3	1500
111049	4	0
111050	1	2000
111050	2	5000
111050	3	0
111050	4	2000
111051	1	2000
111051	2	4000
111051	3	0
111051	4	2000
111053	1	15000
111053	2	6000
111053	3	0
111053	4	0
111054	1	3000
111054	2	3000
111054	3	1500
111054	4	4000
111055	1	0
111055	2	1500
111055	3	1000
111055	4	1200
111056	1	3000
111056	2	3500
111056	3	4000
111056	4	0
111057	1	4000
111057	2	5000
111057	3	0
111057	4	0
121001	1	5000
121001	2	4000
121001	3	0
121001	4	12000
121002	1	3000
121002	2	1500
121002	3	0
121002	4	1000
121003	1	2000
121003	2	1000
121003	3	0
121003	4	200
121004	1	700
121004	2	4000
121004	3	500
121004	4	0
121005	1	4000
121005	2	2000
121005	3	0
121005	4	0
121006	1	1000
121006	2	2000
121006	3	300
121006	4	0
121007	1	2000
121007	2	4500
121007	3	1500
121007	4	0
121008	1	10000
121008	2	2000
121008	3	0
121008	4	0
121009	1	1000
121009	2	2500
121009	3	1000
121009	4	0
121010	1	6000
121010	2	1000
121010	3	0
121010	4	0
121011	1	2000
121011	2	7000
121011	3	0
121011	4	0
121012	1	4000
121012	2	7000
121012	3	0
121012	4	3000
121013	1	500
121013	2	2000
121013	3	1500
121013	4	0
121014	1	6000
121014	2	6000
121014	3	0
121014	4	0
121015	1	2700
121015	2	8000
121015	3	0
121015	4	6000
121016	1	4000
121016	2	2000
121016	3	0
121016	4	1000
121017	1	4000
121017	2	3000
121017	3	4000
121017	4	5000
121018	1	2500
121018	2	1000
121018	3	0
121018	4	1000
121019	1	2000
121019	2	3000
121019	3	5000
121019	4	0
121020	1	3800
121020	2	1500
121020	3	2000
121020	4	0
121021	1	6000
121021	2	2000
121021	3	2000
121021	4	0
121022	1	7000
121022	2	2000
121022	3	0
121022	4	0
121023	1	6000
121023	2	1000
121023	3	0
121023	4	0
121024	1	1200
121024	2	600
121024	3	700
121024	4	1300
121025	1	2000
121025	2	0
121025	3	500
121025	4	0
121026	1	2000
121026	2	3000
121026	3	4000
121026	4	2500
121027	1	5000
121027	2	2000
121027	3	0
121027	4	3000
121028	1	7000
121028	2	10000
121028	3	6000
121028	4	7000
121029	1	4000
121029	2	2000
121029	3	0
121029	4	0
121030	1	2500
121030	2	4000
121030	3	0
121030	4	0
121031	1	1500
121031	2	3000
121031	3	1000
121031	4	1000
121032	1	600
121032	2	500
121032	3	2000
121032	4	1000
121033	1	800
121033	2	3000
121033	3	0
121033	4	1200
121034	1	1500
121034	2	1000
121034	3	0
121034	4	0
121035	1	0
121035	2	2000
121035	3	0
121035	4	0
121036	1	3000
121036	2	2000
121036	3	2500
121036	4	3000
121037	1	2000
121037	2	3000
121037	3	2000
121037	4	0
121038	1	0
121038	2	2000
121038	3	0
121038	4	0
121039	1	2000
121039	2	3000
121039	3	0
121039	4	0
121040	1	3000
121040	2	3000
121040	3	0
121040	4	0
121041	1	4000
121041	2	2000
121041	3	0
121041	4	0
121042	1	2500
121042	2	1200
121042	3	0
121042	4	1000
121043	1	1000
121043	2	0
121043	3	1000
121043	4	0
121044	1	3500
121044	2	2000
121044	3	0
121044	4	1000
121045	1	1500
121045	2	1400
121045	3	0
121045	4	300
121046	1	1500
121046	2	2000
121046	3	1000
121046	4	0
121047	1	4000
121047	2	2000
121047	3	3000
121047	4	0
121048	1	1500
121048	2	2000
121048	3	0
121048	4	0
121049	1	3000
121049	2	3000
121049	3	0
121049	4	0
121050	1	2500
121050	2	1500
121050	3	0
121050	4	0
131001	1	0
131001	2	5000
131001	3	0
131001	4	0
131002	1	1000
131002	2	1000
131002	3	2500
131002	4	0
131003	1	1500
131003	2	3500
131003	3	0
131003	4	1200
131004	1	3000
131004	2	5000
131004	3	0
131004	4	0
131005	1	1000
131005	2	0
131005	3	0
131005	4	0
131006	1	1500
131006	2	3000
131006	3	0
131006	4	3000
131008	1	1000
131008	2	500
131008	3	0
131008	4	500
131009	1	7000
131009	2	9000
131009	3	0
131009	4	0
131010	1	3000
131010	2	2500
131010	3	6000
131010	4	4000
131011	1	1500
131011	2	200
131011	3	500
131011	4	0
131012	1	0
131012	2	0
131012	3	6000
131012	4	0
131013	1	3000
131013	2	3000
131013	3	1000
131013	4	0
131014	1	5000
131014	2	5000
131014	3	3000
131014	4	0
131015	1	1000
131015	2	1500
131015	3	5000
131015	4	0
131016	1	6000
131016	2	8000
131016	3	0
131016	4	0
131017	1	5000
131017	2	2500
131017	3	0
131017	4	0
131018	1	6000
131018	2	3000
131018	3	0
131018	4	0
131019	1	4000
131019	2	1500
131019	3	0
131019	4	1500
131020	1	5000
131020	2	2000
131020	3	0
131020	4	1000
131021	1	4000
131021	2	4000
131021	3	0
131021	4	2000
131022	1	3000
131022	2	1500
131022	3	0
131022	4	0
131023	1	2500
131023	2	1500
131023	3	3000
131023	4	800
131024	1	5000
131024	2	4000
131024	3	0
131024	4	0
131025	1	3000
131025	2	500
131025	3	0
131025	4	0
131026	1	500
131026	2	1500
131026	3	2000
131026	4	1500
131027	1	3500
131027	2	1000
131027	3	0
131027	4	0
131028	1	5000
131028	2	3500
131028	3	2000
131028	4	1000
131029	1	1000
131029	2	500
131029	3	0
131029	4	500
131030	1	3000
131030	2	2000
131030	3	0
131030	4	0
131031	1	1500
131031	2	2000
131031	3	0
131031	4	2500
131032	1	2600
131032	2	0
131032	3	1200
131032	4	1200
131034	1	10000
131034	2	1000
131034	3	0
131034	4	0
131035	1	6000
131035	2	1500
131035	3	0
131035	4	0
131036	1	0
131036	2	5000
131036	3	0
131036	4	5000
131037	1	5000
131037	2	1500
131037	3	0
131037	4	0
131038	1	3000
131038	2	1000
131038	3	0
131038	4	1000
131039	1	10000
131039	2	8000
131039	3	3000
131039	4	0
131040	1	2000
131040	2	6000
131040	3	3000
131040	4	0
131041	1	1000
131041	2	600
131041	3	400
131041	4	300
131042	1	1000
131042	2	3000
131042	3	2500
131042	4	1500
131043	1	10000
131043	2	500
131043	3	0
131043	4	0
131044	1	4000
131044	2	2000
131044	3	2000
131044	4	2000
131045	1	500
131045	2	1500
131045	3	0
131045	4	0
131046	1	2000
131046	2	1000
131046	3	0
131046	4	500
131047	1	3000
131047	2	2000
131047	3	0
131047	4	0
131048	1	1000
131048	2	4500
131048	3	3000
131048	4	1000
131049	1	3000
131049	2	0
131049	3	0
131049	4	1600
131050	1	1500
131050	2	5000
131050	3	3000
131050	4	2500
141001	1	4000
141001	2	12000
141001	3	2000
141001	4	4500
141002	1	0
141002	2	7500
141002	3	0
141002	4	0
141003	1	1200
141003	2	9000
141003	3	3500
141003	4	2000
141004	1	12000
141004	2	6000
141004	3	0
141004	4	2000
141005	1	30000
141005	2	8000
141005	3	0
141005	4	0
141006	1	3000
141006	2	9000
141006	3	0
141006	4	0
141007	1	2500
141007	2	3500
141007	3	2000
141007	4	0
141008	1	7000
141008	2	6000
141008	3	0
141008	4	3500
141009	1	4000
141009	2	4000
141009	3	0
141009	4	2000
141010	1	6000
141010	2	8000
141010	3	0
141010	4	0
141011	1	1500
141011	2	2000
141011	3	1500
141011	4	0
141012	1	7000
141012	2	3000
141012	3	0
141012	4	0
141013	1	0
141013	2	5000
141013	3	0
141013	4	4000
141014	1	9000
141014	2	2000
141014	3	8000
141014	4	2000
141015	1	4000
141015	2	5000
141015	3	0
141015	4	0
141016	1	12000
141016	2	22000
141016	3	0
141016	4	0
141017	1	3000
141017	2	6000
141017	3	2000
141017	4	2000
141018	1	5000
141018	2	3000
141018	3	0
141018	4	0
141020	1	15000
141020	2	5000
141020	3	0
141020	4	0
141021	1	580
141021	2	500
141021	3	1400
141021	4	0
141022	1	4000
141022	2	4000
141022	3	0
141022	4	1500
141023	1	2500
141023	2	7500
141023	3	3000
141023	4	0
141024	1	7000
141024	2	4000
141024	3	3000
141024	4	0
141025	1	14000
141025	2	5000
141025	3	0
141025	4	0
141026	1	2000
141026	2	6000
141026	3	0
141026	4	0
141027	1	3000
141027	2	3000
141027	3	0
141027	4	0
141028	1	18000
141028	2	4000
141028	3	0
141028	4	8000
141029	1	3500
141029	2	12000
141029	3	5000
141029	4	0
141030	1	7000
141030	2	5000
141030	3	0
141030	4	3500
141031	1	5000
141031	2	4000
141031	3	-88
141031	4	-88
141032	1	3000
141032	2	5500
141032	3	0
141032	4	0
141033	1	5000
141033	2	8000
141033	3	0
141033	4	3000
141034	1	5000
141034	2	4000
141034	3	0
141034	4	0
141035	1	1000
141035	2	2000
141035	3	0
141035	4	0
141036	1	10000
141036	2	20000
141036	3	0
141036	4	0
141037	1	4000
141037	2	5000
141037	3	0
141037	4	0
141038	1	2000
141038	2	4000
141038	3	2000
141038	4	0
141040	1	4500
141040	2	3000
141040	3	0
141040	4	0
141041	1	7000
141041	2	2000
141041	3	0
141041	4	0
141042	1	5000
141042	2	6000
141042	3	0
141042	4	2500
141043	1	7000
141043	2	3000
141043	3	0
141043	4	3000
141044	1	3000
141044	2	1500
141044	3	0
141044	4	0
141045	1	1500
141045	2	4500
141045	3	0
141045	4	1500
141046	1	7000
141046	2	4000
141046	3	0
141046	4	4000
141047	1	3000
141047	2	3000
141047	3	0
141047	4	2000
141048	1	8000
141048	2	6000
141048	3	0
141048	4	0
141049	1	5000
141049	2	5000
141049	3	0
141049	4	0
141050	1	4000
141050	2	3000
141050	3	0
141050	4	2500
151001	1	4000
151001	2	7000
151001	3	4000
151001	4	4000
151002	1	4000
151002	2	3000
151002	3	0
151002	4	0
151003	1	3000
151003	2	6000
151003	3	0
151003	4	0
151004	1	4500
151004	2	7000
151004	3	0
151004	4	1500
151005	1	4500
151005	2	6000
151005	3	0
151005	4	2000
151006	1	3650
151006	2	800
151006	3	0
151006	4	0
151007	1	5000
151007	2	6000
151007	3	2000
151007	4	0
151008	1	1500
151008	2	2000
151008	3	0
151008	4	0
151009	1	2500
151009	2	2000
151009	3	0
151009	4	0
151010	1	5000
151010	2	5000
151010	3	0
151010	4	3000
151011	1	2500
151011	2	1500
151011	3	0
151011	4	1350
151012	1	1500
151012	2	2000
151012	3	1600
151012	4	0
151013	1	1500
151013	2	5000
151013	3	2000
151013	4	0
151014	1	3000
151014	2	4000
151014	3	2000
151014	4	0
151015	1	15000
151015	2	2300
151015	3	3000
151015	4	2500
151016	1	2000
151016	2	3000
151016	3	1000
151016	4	0
151017	1	1000
151017	2	4000
151017	3	2000
151017	4	0
151018	1	2500
151018	2	3000
151018	3	2000
151018	4	-88
151019	1	4000
151019	2	2500
151019	3	0
151019	4	2500
151020	1	5000
151020	2	1000
151020	3	0
151020	4	0
151021	1	8200
151021	2	2000
151021	3	0
151021	4	0
151022	1	3000
151022	2	6000
151022	3	0
151022	4	2500
151023	1	12000
151023	2	6000
151023	3	1000
151023	4	0
151024	1	3500
151024	2	1300
151024	3	0
151024	4	1500
151025	1	3000
151025	2	1200
151025	3	0
151025	4	0
151026	1	6000
151026	2	2000
151026	3	0
151026	4	0
151027	1	3000
151027	2	3500
151027	3	-88
151027	4	-88
151028	1	3500
151028	2	1500
151028	3	0
151028	4	1500
151029	1	4000
151029	2	4200
151029	3	2000
151029	4	0
151030	1	3000
151030	2	3000
151030	3	0
151030	4	1000
151031	1	2500
151031	2	2000
151031	3	0
151031	4	0
151032	1	6000
151032	2	6000
151032	3	0
151032	4	0
151033	1	6000
151033	2	4500
151033	3	0
151033	4	0
151034	1	2800
151034	2	3500
151034	3	0
151034	4	0
151035	1	2000
151035	2	3000
151035	3	2000
151035	4	3000
151036	1	3500
151036	2	4000
151036	3	0
151036	4	0
151037	1	6000
151037	2	3000
151037	3	0
151037	4	0
151038	1	4000
151038	2	3000
151038	3	0
151038	4	0
151039	1	3500
151039	2	45000
151039	3	0
151039	4	0
151040	1	8000
151040	2	3000
151040	3	0
151040	4	1500
151041	1	2000
151041	2	4000
151041	3	0
151041	4	3500
151042	1	5000
151042	2	2000
151042	3	0
151042	4	0
151043	1	2500
151043	2	3600
151043	3	0
151043	4	2400
151044	1	3500
151044	2	3000
151044	3	0
151044	4	0
151045	1	1300
151045	2	1700
151045	3	0
151045	4	0
151046	1	3500
151046	2	2800
151046	3	0
151046	4	0
151047	1	2500
151047	2	2000
151047	3	0
151047	4	1500
151048	1	2700
151048	2	900
151048	3	0
151048	4	0
151049	1	3000
151049	2	800
151049	3	0
151049	4	0
161001	1	4500
161001	2	3000
161001	3	0
161001	4	0
161002	1	4000
161002	2	6000
161002	3	0
161002	4	0
161003	1	1500
161003	2	1500
161003	3	-88
161003	4	500
161004	1	2000
161004	2	1500
161004	3	0
161004	4	500
161005	1	6000
161005	2	4000
161005	3	0
161005	4	3000
161006	1	6000
161006	2	5000
161006	3	0
161006	4	1500
161007	1	8000
161007	2	3500
161007	3	0
161007	4	0
161008	1	5000
161008	2	2000
161008	3	0
161008	4	1800
161009	1	4000
161009	2	4000
161009	3	0
161009	4	0
161010	1	2500
161010	2	2000
161010	3	0
161010	4	2000
161011	1	1000
161011	2	3500
161011	3	0
161011	4	1000
161012	1	1800
161012	2	3000
161012	3	0
161012	4	2500
161013	1	3500
161013	2	2000
161013	3	2000
161013	4	0
161014	1	4000
161014	2	6000
161014	3	0
161014	4	3000
161015	1	10000
161015	2	7000
161015	3	0
161015	4	0
161016	1	4000
161016	2	3000
161016	3	0
161016	4	1500
161017	1	4000
161017	2	4000
161017	3	0
161017	4	0
161018	1	1500
161018	2	2000
161018	3	2500
161018	4	1800
161019	1	5000
161019	2	1500
161019	3	0
161019	4	0
161020	1	2500
161020	2	4000
161020	3	0
161020	4	2000
161021	1	3000
161021	2	5000
161021	3	0
161021	4	6000
161022	1	2500
161022	2	1500
161022	3	2000
161022	4	0
161023	1	600
161023	2	2000
161023	3	-88
161023	4	2000
161024	1	2000
161024	2	3000
161024	3	-77
161024	4	-77
161025	1	3000
161025	2	3500
161025	3	0
161025	4	1500
161026	1	2000
161026	2	4000
161026	3	500
161026	4	-88
161027	1	0
161027	2	5500
161027	3	0
161027	4	4000
161028	1	2000
161028	2	2000
161028	3	1000
161028	4	2000
161029	1	7000
161029	2	1000
161029	3	1000
161029	4	0
161030	1	6500
161030	2	5000
161030	3	0
161030	4	0
161031	1	5000
161031	2	10000
161031	3	0
161031	4	0
161032	1	5000
161032	2	4000
161032	3	2000
161032	4	0
161033	1	3500
161033	2	2500
161033	3	0
161033	4	0
161034	1	5000
161034	2	4000
161034	3	0
161034	4	0
161035	1	2000
161035	2	2000
161035	3	1500
161035	4	0
161036	1	4000
161036	2	4000
161036	3	0
161036	4	0
161037	1	3500
161037	2	4000
161037	3	0
161037	4	0
161038	1	4500
161038	2	1850
161038	3	0
161038	4	0
161039	1	0
161039	2	2000
161039	3	3000
161039	4	1500
161040	1	3500
161040	2	5000
161040	3	1800
161040	4	0
161041	1	2500
161041	2	6000
161041	3	6000
161041	4	2800
161042	1	4000
161042	2	1500
161042	3	3000
161042	4	0
161043	1	2200
161043	2	8000
161043	3	2500
161043	4	3000
161044	1	6000
161044	2	4000
161044	3	0
161044	4	0
161045	1	3000
161045	2	3500
161045	3	0
161045	4	0
161046	1	4500
161046	2	5000
161046	3	3000
161046	4	2000
161047	1	4000
161047	2	2500
161047	3	3000
161047	4	0
161048	1	2000
161048	2	3000
161048	3	0
161048	4	1500
161049	1	27000
161049	2	10000
161049	3	8000
161049	4	9000
161050	1	0
161050	2	3000
161050	3	0
161050	4	0
171002	1	1500
171002	2	1600
171002	3	1200
171002	4	0
171003	1	0
171003	2	0
171003	3	0
171003	4	0
171004	1	2000
171004	2	5000
171004	3	1500
171004	4	0
171005	1	5000
171005	2	3000
171005	3	0
171005	4	0
171006	1	1500
171006	2	2000
171006	3	0
171006	4	1300
171007	1	500
171007	2	1500
171007	3	0
171007	4	500
171008	1	1200
171008	2	1500
171008	3	1200
171008	4	0
171009	1	1200
171009	2	1000
171009	3	1500
171009	4	1500
171010	1	1500
171010	2	5000
171010	3	2000
171010	4	1000
171011	1	6000
171011	2	600
171011	3	0
171011	4	1600
171012	1	2500
171012	2	1000
171012	3	2000
171012	4	2000
171013	1	1400
171013	2	2500
171013	3	0
171013	4	0
171014	1	7000
171014	2	5000
171014	3	2000
171014	4	0
171015	1	4000
171015	2	6000
171015	3	3000
171015	4	5000
171016	1	4000
171016	2	3000
171016	3	700
171016	4	150
171017	1	10000
171017	2	2400
171017	3	2000
171017	4	0
171018	1	0
171018	2	2000
171018	3	4000
171018	4	800
171019	1	500
171019	2	2000
171019	3	0
171019	4	3050
171020	1	4500
171020	2	3500
171020	3	0
171020	4	1200
171021	1	5000
171021	2	2000
171021	3	800
171021	4	0
171022	1	1200
171022	2	2500
171022	3	0
171022	4	3000
171023	1	1000
171023	2	3000
171023	3	0
171023	4	0
171024	1	600
171024	2	1200
171024	3	0
171024	4	0
171025	1	20000
171025	2	18000
171025	3	3000
171025	4	2000
171026	1	7000
171026	2	4000
171026	3	0
171026	4	0
171027	1	9000
171027	2	1000
171027	3	0
171027	4	2000
171028	1	0
171028	2	3000
171028	3	0
171028	4	0
171029	1	4000
171029	2	2000
171029	3	1200
171029	4	1500
171031	1	3000
171031	2	0
171031	3	4000
171031	4	0
171032	1	15000
171032	2	20000
171032	3	4000
171032	4	2000
171033	1	6000
171033	2	8000
171033	3	2000
171033	4	0
171035	1	17000
171035	2	20000
171035	3	0
171035	4	2500
171036	1	7000
171036	2	8000
171036	3	1000
171036	4	0
171037	1	4200
171037	2	3000
171037	3	1500
171037	4	0
171038	1	3500
171038	2	5000
171038	3	1200
171038	4	1600
171039	1	3000
171039	2	3000
171039	3	1500
171039	4	0
171040	1	4000
171040	2	3000
171040	3	2000
171040	4	0
171041	1	15000
171041	2	26000
171041	3	1000
171041	4	0
171042	1	3500
171042	2	3000
171042	3	0
171042	4	0
171043	1	2800
171043	2	0
171043	3	0
171043	4	0
171045	1	560
171045	2	1200
171045	3	1100
171045	4	1500
171046	1	3950
171046	2	0
171046	3	0
171046	4	0
171047	1	3200
171047	2	3500
171047	3	0
171047	4	2000
171048	1	10000
171048	2	1000
171048	3	700
171048	4	600
171049	1	20000
171049	2	20000
171049	3	10000
171049	4	10000
171050	1	3000
171050	2	5000
171050	3	0
171050	4	0
181001	1	3000
181001	2	3000
181001	3	1500
181001	4	0
181002	1	1500
181002	2	2000
181002	3	600
181002	4	0
181003	1	1000
181003	2	1000
181003	3	500
181003	4	0
181004	1	2000
181004	2	500
181004	3	500
181004	4	0
181005	1	5000
181005	2	1500
181005	3	0
181005	4	1200
181006	1	3000
181006	2	5000
181006	3	0
181006	4	0
181007	1	1600
181007	2	4000
181007	3	3500
181007	4	1500
181008	1	2500
181008	2	1200
181008	3	1000
181008	4	1000
181009	1	4000
181009	2	4000
181009	3	2000
181009	4	0
181010	1	20000
181010	2	50000
181010	3	10000
181010	4	10000
181011	1	1000
181011	2	2000
181011	3	2000
181011	4	0
181012	1	3000
181012	2	2000
181012	3	1500
181012	4	0
181013	1	3000
181013	2	2000
181013	3	0
181013	4	1000
181014	1	3000
181014	2	1000
181014	3	0
181014	4	1000
181015	1	4000
181015	2	6000
181015	3	0
181015	4	1000
181016	1	3000
181016	2	1500
181016	3	0
181016	4	0
181017	1	6000
181017	2	1000
181017	3	12000
181017	4	0
181018	1	1500
181018	2	500
181018	3	0
181018	4	200
181019	1	8000
181019	2	10000
181019	3	8000
181019	4	4000
181020	1	1000
181020	2	2000
181020	3	3000
181020	4	0
181021	1	1500
181021	2	2400
181021	3	0
181021	4	3000
181023	1	5500
181023	2	1500
181023	3	0
181023	4	0
181024	1	1500
181024	2	600
181024	3	0
181024	4	0
181025	1	8000
181025	2	6000
181025	3	4000
181025	4	0
181026	1	10000
181026	2	5000
181026	3	1500
181026	4	0
181027	1	2000
181027	2	1500
181027	3	0
181027	4	0
181028	1	1500
181028	2	0
181028	3	1000
181028	4	0
181029	1	7000
181029	2	3000
181029	3	0
181029	4	1200
181030	1	15000
181030	2	3000
181030	3	1500
181030	4	0
181031	1	1000
181031	2	1500
181031	3	0
181031	4	800
181032	1	4000
181032	2	2000
181032	3	4000
181032	4	0
181033	1	5000
181033	2	1500
181033	3	600
181033	4	3000
181035	1	0
181035	2	0
181035	3	0
181035	4	0
181036	1	1000
181036	2	500
181036	3	0
181036	4	1000
181037	1	0
181037	2	0
181037	3	0
181037	4	0
181038	1	4000
181038	2	3000
181038	3	0
181038	4	1500
181039	1	20000
181039	2	40000
181039	3	0
181039	4	2000
181040	1	8000
181040	2	10000
181040	3	2000
181040	4	5000
181041	1	0
181041	2	500
181041	3	0
181041	4	0
181042	1	4500
181042	2	2400
181042	3	1600
181042	4	2200
181043	1	600
181043	2	1000
181043	3	0
181043	4	800
181044	1	3000
181044	2	1500
181044	3	400
181044	4	0
181045	1	2500
181045	2	1000
181045	3	1800
181045	4	0
181046	1	8000
181046	2	3000
181046	3	5000
181046	4	0
181047	1	1000
181047	2	1200
181047	3	0
181047	4	1000
181048	1	4000
181048	2	3400
181048	3	0
181048	4	0
181049	1	800
181049	2	1200
181049	3	700
181049	4	1000
181050	1	6000
181050	2	8000
181050	3	500
181050	4	3000
191001	1	1500
191001	2	3000
191001	3	500
191001	4	0
191002	1	5000
191002	2	8000
191002	3	3500
191002	4	1500
191003	1	1000
191003	2	1500
191003	3	1000
191003	4	1800
191004	1	10000
191004	2	18000
191004	3	500
191004	4	800
191005	1	10000
191005	2	4000
191005	3	0
191005	4	1500
191006	1	1000
191006	2	2000
191006	3	0
191006	4	500
191007	1	6000
191007	2	5000
191007	3	1300
191007	4	0
191008	1	12000
191008	2	5000
191008	3	2000
191008	4	3000
191010	1	5000
191010	2	4500
191010	3	3000
191010	4	0
191011	1	4000
191011	2	2000
191011	3	0
191011	4	1000
191012	1	2500
191012	2	1000
191012	3	800
191012	4	0
191013	1	4000
191013	2	3000
191013	3	0
191013	4	0
191014	1	2000
191014	2	2600
191014	3	1500
191014	4	0
191015	1	2000
191015	2	3000
191015	3	0
191015	4	2500
191016	1	2000
191016	2	1000
191016	3	0
191016	4	1000
191017	1	5000
191017	2	10000
191017	3	0
191017	4	0
191018	1	3000
191018	2	1500
191018	3	1500
191018	4	0
191019	1	4000
191019	2	2500
191019	3	0
191019	4	1500
191020	1	2500
191020	2	1500
191020	3	0
191020	4	1500
191021	1	6000
191021	2	2000
191021	3	0
191021	4	1000
191022	1	2500
191022	2	1600
191022	3	0
191022	4	800
191023	1	6000
191023	2	0
191023	3	0
191023	4	0
191024	1	6000
191024	2	12000
191024	3	4000
191024	4	6000
191025	1	2500
191025	2	1200
191025	3	700
191025	4	500
191026	1	0
191026	2	500
191026	3	500
191026	4	0
191027	1	6000
191027	2	4000
191027	3	0
191027	4	0
191028	1	10000
191028	2	10000
191028	3	0
191028	4	0
191029	1	10000
191029	2	8000
191029	3	0
191029	4	0
191030	1	3000
191030	2	7000
191030	3	0
191030	4	2000
191031	1	1000
191031	2	1000
191031	3	4000
191031	4	0
191032	1	4000
191032	2	2500
191032	3	2000
191032	4	1550
191033	1	1200
191033	2	700
191033	3	500
191033	4	0
191034	1	9500
191034	2	4000
191034	3	0
191034	4	3000
191035	1	4000
191035	2	1500
191035	3	0
191035	4	1500
191036	1	4000
191036	2	2000
191036	3	18000
191036	4	0
191037	1	2000
191037	2	2000
191037	3	1500
191037	4	0
191038	1	7000
191038	2	3000
191038	3	0
191038	4	0
191039	1	15000
191039	2	0
191039	3	0
191039	4	0
191040	1	4000
191040	2	3000
191040	3	2000
191040	4	1100
191041	1	2000
191041	2	3000
191041	3	1200
191041	4	2500
191042	1	4000
191042	2	3000
191042	3	0
191042	4	0
191043	1	10000
191043	2	5000
191043	3	0
191043	4	0
191044	1	10000
191044	2	5000
191044	3	0
191044	4	4500
191045	1	6000
191045	2	3000
191045	3	0
191045	4	0
191046	1	3000
191046	2	2000
191046	3	2000
191046	4	2000
191047	1	5000
191047	2	4500
191047	3	2500
191047	4	3000
191048	1	500
191048	2	500
191048	3	300
191048	4	0
191049	1	2000
191049	2	2000
191049	3	1000
191049	4	400
191050	1	3000
191050	2	2000
191050	3	0
191050	4	500
201001	1	3000
201001	2	1500
201001	3	0
201001	4	0
201002	1	5500
201002	2	1300
201002	3	0
201002	4	0
201003	1	1000
201003	2	1500
201003	3	400
201003	4	300
201004	1	5000
201004	2	2000
201004	3	0
201004	4	5000
201005	1	3000
201005	2	7000
201005	3	6000
201005	4	0
201006	1	9000
201006	2	5600
201006	3	0
201006	4	0
201007	1	4000
201007	2	6000
201007	3	6000
201007	4	4000
201008	1	4500
201008	2	3600
201008	3	0
201008	4	5000
201009	1	0
201009	2	5000
201009	3	0
201009	4	1000
201010	1	5000
201010	2	4000
201010	3	0
201010	4	0
201011	1	3000
201011	2	2000
201011	3	0
