CHILDCODE	RNKINCR4	IMPACTR4	INCPEBR4
151012	2	2	15
151012	3	7	2
151012	4	5	2
151013	1	1	20
151014	1	1	20
151015	1	10	13
151015	2	8	6
151015	3	1	1
151016	1	1	20
151017	1	12	14
151017	2	1	6
151018	1	1	20
151019	1	1	16
151019	2	10	4
151020	1	7	20
151021	1	1	20
151022	1	1	10
151022	2	7	10
151023	1	12	10
151023	2	2	5
151023	3	13	3
151023	4	1	2
151024	1	12	11
151024	2	1	7
151024	3	10	2
151025	1	1	10
151025	2	12	10
151028	1	7	10
151028	2	11	6
151028	3	1	4
151029	1	12	11
151029	2	2	5
151029	3	1	4
151030	1	1	7
151030	2	2	6
151030	3	8	4
151030	4	3	2
151030	5	7	1
151031	1	7	10
151031	2	1	6
151031	3	12	4
151032	1	8	8
151032	2	1	7
151032	3	12	4
151032	4	13	1
151034	1	9	14
151034	2	1	6
151035	1	12	20
151035	2	1	0
151036	1	1	1
151036	2	2	9
151036	3	9	10
151037	1	10	14
151037	2	1	6
151038	1	5	11
151038	2	1	6
151038	3	13	2
151038	4	2	1
151039	1	1	14
151039	2	2	6
151040	1	10	20
151041	1	1	12
151041	2	12	4
151041	3	13	4
151042	1	1	20
151043	1	10	10
151043	2	9	8
151043	3	13	2
151044	1	8	13
151044	2	1	7
151045	1	13	10
151045	2	1	6
151045	3	10	3
151045	4	7	1
151046	1	12	10
151046	2	1	10
151047	1	2	12
151047	2	12	 
151047	3	 	 
151049	1	10	10
151049	2	1	10
151051	1	12	17
151051	2	1	3
151075	1	5	15
151075	2	1	5
151079	1	6	12
151079	2	2	5
151079	3	1	2
151079	4	3	1
151081	1	1	18
151081	2	13	2
151082	1	7	20
161001	1	12	12
161001	2	2	5
161001	3	1	3
161002	1	8	10
161002	2	10	8
161002	3	1	2
161003	1	1	8
161003	2	11	12
161004	1	10	10
161004	2	1	10
161005	1	1	2
161005	2	13	18
161006	1	1	10
161006	2	2	10
161007	1	1	2
161007	2	2	8
161007	3	9	5
161007	4	7	5
161008	1	7	15
161008	2	12	5
161009	1	8	11
161009	2	10	4
161009	3	1	3
161009	4	2	2
161010	1	7	14
161010	2	13	6
161011	1	8	10
161011	2	12	7
161011	3	1	3
161012	1	1	7
161012	2	2	5
161012	3	11	8
161013	1	1	7
161013	2	2	5
161013	3	12	3
161013	4	13	5
161014	1	13	14
161014	2	12	6
161015	1	12	19
161015	2	1	1
161016	1	1	3
161016	2	2	12
161016	3	12	5
161017	1	1	20
161018	1	8	7
161018	2	12	7
161018	3	1	6
161019	1	12	15
161019	2	1	5
161020	1	1	7
161020	2	11	6
161020	3	10	5
161020	4	2	2
161021	1	1	10
161021	2	2	10
161022	1	1	6
161022	2	12	14
161024	1	1	7
161024	2	2	6
161024	3	5	7
161025	1	12	20
161027	1	1	8
161027	2	8	7
161027	3	10	5
161028	1	13	15
161028	2	1	5
161029	1	12	15
161029	2	1	5
161030	1	12	10
161030	2	1	6
161030	3	2	4
161031	1	1	8
161031	2	7	12
161032	1	3	8
161032	2	2	6
161032	3	1	6
161033	1	12	10
161033	2	1	6
161033	3	2	4
161035	1	2	10
161035	2	1	10
161037	1	1	8
161037	2	2	4
161037	3	12	8
161038	1	1	14
161038	2	2	6
161039	1	12	15
161039	2	13	5
161040	1	7	17
161040	2	1	3
161041	1	12	20
161042	1	2	12
161042	2	1	8
161043	1	1	10
161043	2	2	6
161043	3	13	4
161044	1	1	14
161044	2	12	6
161045	1	12	20
161048	1	12	3
161048	2	2	8
161048	3	1	9
161049	1	1	10
161049	2	12	6
161049	3	2	4
161050	1	1	7
161050	2	2	13
171003	1	7	10
171003	2	12	10
171004	1	12	15
171004	2	10	5
171005	1	12	14
171005	2	5	6
171006	1	7	12
171006	2	12	8
171008	1	7	7
171008	2	10	7
171008	3	12	6
171009	1	8	12
171009	2	12	8
171011	1	7	20
171012	1	10	12
171012	2	12	8
171013	1	12	20
171014	1	12	20
171015	1	7	8
171015	2	12	12
171017	1	5	13
171017	2	8	7
171018	1	11	13
171018	2	6	7
171019	1	10	15
171019	2	12	5
171021	1	7	14
171021	2	9	6
171023	1	12	12
171023	2	13	8
171025	1	7	10
171025	2	6	8
171025	3	12	2
171027	1	7	9
171027	2	6	6
171027	3	12	5
171030	1	12	20
171031	1	12	16
171031	2	7	4
171033	1	7	20
171034	1	9	9
171034	2	6	6
171034	3	12	5
171035	1	12	13
171035	2	5	7
171037	1	7	10
171037	2	6	6
171037	3	8	4
171038	1	10	14
171038	2	8	6
171040	1	7	10
171040	2	12	6
171040	3	9	4
171041	1	6	20
171042	1	7	11
171042	2	12	9
171043	1	12	20
171044	1	7	14
171044	2	5	6
171045	1	8	18
171045	2	12	2
171046	1	8	20
171046	2	13	0
171048	1	7	20
171049	1	8	16
171049	2	7	4
171051	1	7	20
171053	1	12	12
171053	2	7	8
171057	1	7	20
171059	1	12	20
171060	1	12	16
171060	2	7	4
171063	1	7	14
171063	2	12	6
171080	1	10	6
171080	2	9	5
171080	3	7	5
171080	4	12	4
181001	1	7	20
181002	1	10	14
181002	2	9	5
181002	3	13	1
181003	1	12	14
181003	2	13	6
181005	1	10	10
181005	2	12	4
181005	3	13	3
181005	4	7	3
181006	1	7	18
181006	2	13	2
181008	1	12	20
181009	1	12	14
181009	2	5	4
181009	3	13	2
181011	1	7	20
181013	1	8	20
181014	1	6	15
181014	2	9	5
181015	1	7	12
181015	2	8	8
181016	1	5	14
181016	2	12	6
181017	1	7	10
181017	2	12	10
181018	1	12	5
181018	2	5	8
181018	3	13	7
181019	1	12	12
181019	2	13	8
181020	1	12	20
181021	1	9	13
181021	2	12	7
181023	1	12	18
181023	2	13	2
181026	1	7	7
181026	2	12	7
181026	3	9	6
181029	1	12	20
181030	1	12	19
181030	2	13	1
181033	1	9	20
181036	1	12	20
181037	1	12	20
181039	1	7	16
181039	2	10	4
181042	1	12	20
181043	1	7	15
181043	2	6	5
181044	1	7	20
181045	1	7	13
181045	2	12	7
181046	1	7	20
181047	1	12	18
181047	2	13	2
181049	1	12	7
181049	2	13	5
181049	3	10	5
181049	4	9	2
181049	5	7	1
181050	1	8	13
181050	2	12	6
181050	3	13	1
181056	1	10	10
181056	2	12	10
181058	1	7	13
181058	2	8	7
181059	1	12	15
181059	2	9	5
181069	1	12	15
181069	2	13	5
181073	1	9	11
181073	2	12	6
181073	3	13	3
181078	1	7	12
181078	2	12	8
191001	1	12	15
191001	2	7	5
191003	1	12	16
191003	2	7	4
191004	1	9	12
191004	2	2	7
191004	3	12	1
191005	1	12	12
191005	2	5	6
191005	3	4	2
191006	1	1	7
191006	2	5	2
191006	3	12	10
191006	4	13	1
191007	1	12	20
191008	1	3	13
191008	2	12	7
191009	1	12	7
191009	2	11	3
191009	3	13	5
191009	4	7	5
191011	1	12	14
191011	2	13	6
191012	1	10	10
191012	2	13	6
191012	3	12	4
191013	1	9	20
191014	1	12	20
191015	1	12	13
191015	2	9	4
191015	3	10	3
191016	1	1	5
191016	2	12	12
191016	3	13	3
191017	1	1	1
191017	2	12	6
191017	3	4	13
191018	1	13	7
191018	2	2	3
191018	3	5	3
191018	4	11	4
191018	5	12	3
191020	1	1	1
191020	2	4	7
191020	3	7	2
191020	4	12	2
191020	5	10	8
191021	1	12	17
191021	2	7	3
191022	1	7	11
191022	2	12	9
191023	1	3	5
191023	2	12	15
191024	1	9	9
191024	2	12	8
191024	3	10	3
191025	1	12	20
191026	1	7	10
191026	2	12	10
191027	1	9	7
191027	2	7	6
191027	3	13	4
191027	4	8	3
191028	1	12	13
191028	2	6	7
191029	1	12	12
191029	2	7	8
191030	1	3	2
191030	2	11	2
191030	3	12	16
191033	1	12	13
191033	2	9	5
191033	3	1	2
191035	1	7	7
191035	2	9	6
191035	3	12	7
191036	1	12	15
191036	2	5	5
191037	1	12	11
191037	2	9	6
191037	3	13	3
191038	1	12	12
191038	2	9	4
191038	3	10	4
191039	1	12	19
191039	2	7	1
191040	1	7	12
191040	2	12	8
191041	1	12	14
191041	2	3	4
191041	3	7	2
191043	1	12	16
191043	2	9	4
191044	1	12	19
191044	2	2	0
191044	3	13	1
191045	1	7	8
191045	2	12	7
191045	3	9	5
191046	1	12	18
191046	2	13	0
191046	3	1	2
191047	1	7	8
191047	2	8	4
191047	3	13	1
191047	4	12	7
191048	1	10	7
191048	2	7	7
191048	3	12	6
191050	1	1	2
191050	2	12	18
191052	1	12	20
191055	1	12	20
191057	1	7	8
191057	2	12	12
201002	1	12	20
201003	1	7	8
201003	2	12	7
201003	3	5	5
201005	1	8	9
201005	2	12	6
201005	3	10	5
201006	1	7	20
201007	1	12	13
201007	2	7	4
201007	3	13	3
201008	1	12	13
201008	2	7	7
201010	1	7	7
201010	2	12	13
201011	1	7	10
201011	2	12	7
201011	3	9	3
201013	1	10	12
201013	2	7	8
201014	1	12	14
201014	2	10	6
201015	1	12	14
201015	2	6	6
201016	1	7	15
201016	2	12	3
201016	3	10	2
201017	1	12	20
201023	1	12	20
201024	1	7	6
201024	2	8	5
201024	3	12	9
201030	1	11	12
201030	2	3	4
201030	3	7	2
201030	4	9	2
201031	1	8	6
201031	2	12	14
201032	1	3	15
201032	2	12	5
201034	1	7	13
201034	2	12	7
201037	1	7	12
201037	2	13	8
201039	1	7	8
201039	2	10	12
201042	1	6	12
201042	2	12	8
201044	1	7	5
201044	2	12	7
201044	3	13	8
201045	1	12	20
201045	2	10	0
201046	1	10	15
201046	2	12	5
201049	1	8	20
201049	2	12	0
201050	1	8	12
201050	2	12	8
201051	1	12	20
201052	1	7	18
201052	2	10	2
201056	1	12	16
201056	2	13	4
201059	1	12	20
201064	1	12	12
201064	2	8	8
201065	1	7	20
201068	1	5	12
201068	2	9	8
201073	1	12	13
201073	2	5	7
201074	1	3	13
201074	2	12	7
201082	1	7	14
201082	2	10	6
201084	1	11	20
201086	1	7	18
201086	2	12	2
201104	1	3	20
