CHILDCODE	IMINIDR4	RECINCR4
41019	5	0
41019	6	0
41019	7	1
41019	8	0
41019	9	0
41019	10	0
41019	11	0
41019	12	1
41019	13	0
41021	1	0
41021	2	0
41021	3	1
41021	4	0
41021	5	0
41021	6	0
41021	7	0
41021	8	0
41021	9	0
41021	10	0
41021	11	0
41021	12	1
41021	13	0
41022	1	0
41022	2	0
41022	3	0
41022	4	0
41022	5	0
41022	6	0
41022	7	1
41022	8	0
41022	9	0
41022	10	0
41022	11	0
41022	12	0
41022	13	1
41023	1	0
41023	2	0
41023	3	0
41023	4	0
41023	5	0
41023	6	0
41023	7	1
41023	8	0
41023	9	0
41023	10	0
41023	11	0
41023	12	0
41023	13	0
41024	1	0
41024	2	0
41024	3	0
41024	4	0
41024	5	1
41024	6	0
41024	7	0
41024	8	0
41024	9	0
41024	10	1
41024	11	0
41024	12	0
41024	13	0
41025	1	0
41025	2	0
41025	3	0
41025	4	0
41025	5	0
41025	6	0
41025	7	1
41025	8	0
41025	9	0
41025	10	0
41025	11	0
41025	12	0
41025	13	1
41026	1	0
41026	2	0
41026	3	0
41026	4	0
41026	5	0
41026	6	0
41026	7	0
41026	8	0
41026	9	1
41026	10	0
41026	11	0
41026	12	0
41026	13	0
41027	1	0
41027	2	0
41027	3	1
41027	4	0
41027	5	0
41027	6	0
41027	7	0
41027	8	0
41027	9	0
41027	10	0
41027	11	0
41027	12	0
41027	13	0
41028	1	0
41028	2	0
41028	3	0
41028	4	0
41028	5	0
41028	6	0
41028	7	0
41028	8	0
41028	9	0
41028	10	0
41028	11	0
41028	12	1
41028	13	0
41030	1	0
41030	2	0
41030	3	1
41030	4	0
41030	5	0
41030	6	0
41030	7	0
41030	8	0
41030	9	0
41030	10	0
41030	11	0
41030	12	0
41030	13	0
41031	1	0
41031	2	0
41031	3	1
41031	4	0
41031	5	0
41031	6	0
41031	7	1
41031	8	0
41031	9	0
41031	10	0
41031	11	0
41031	12	0
41031	13	0
41032	1	0
41032	2	0
41032	3	1
41032	4	0
41032	5	0
41032	6	0
41032	7	0
41032	8	0
41032	9	0
41032	10	0
41032	11	0
41032	12	0
41032	13	0
41034	1	0
41034	2	0
41034	3	1
41034	4	0
41034	5	0
41034	6	0
41034	7	0
41034	8	0
41034	9	0
41034	10	0
41034	11	0
41034	12	0
41034	13	0
41036	1	0
41036	2	0
41036	3	0
41036	4	0
41036	5	1
41036	6	1
41036	7	0
41036	8	0
41036	9	0
41036	10	0
41036	11	0
41036	12	0
41036	13	0
41037	1	0
41037	2	0
41037	3	0
41037	4	0
41037	5	1
41037	6	0
41037	7	0
41037	8	0
41037	9	0
41037	10	0
41037	11	0
41037	12	0
41037	13	0
41038	1	0
41038	2	0
41038	3	0
41038	4	0
41038	5	0
41038	6	0
41038	7	0
41038	8	0
41038	9	0
41038	10	0
41038	11	1
41038	12	0
41038	13	0
41039	1	0
41039	2	0
41039	3	1
41039	4	0
41039	5	0
41039	6	0
41039	7	0
41039	8	0
41039	9	0
41039	10	0
41039	11	1
41039	12	0
41039	13	0
41041	1	0
41041	2	0
41041	3	1
41041	4	0
41041	5	0
41041	6	0
41041	7	0
41041	8	0
41041	9	0
41041	10	0
41041	11	0
41041	12	0
41041	13	0
41042	1	1
41042	2	1
41042	3	0
41042	4	0
41042	5	0
41042	6	0
41042	7	0
41042	8	0
41042	9	1
41042	10	0
41042	11	0
41042	12	1
41042	13	1
41043	1	1
41043	2	0
41043	3	0
41043	4	0
41043	5	0
41043	6	0
41043	7	0
41043	8	1
41043	9	0
41043	10	0
41043	11	0
41043	12	0
41043	13	0
41046	1	0
41046	2	0
41046	3	1
41046	4	0
41046	5	0
41046	6	0
41046	7	0
41046	8	0
41046	9	0
41046	10	0
41046	11	1
41046	12	1
41046	13	1
41047	1	1
41047	2	0
41047	3	0
41047	4	0
41047	5	0
41047	6	0
41047	7	0
41047	8	0
41047	9	0
41047	10	0
41047	11	0
41047	12	1
41047	13	0
41049	1	0
41049	2	1
41049	3	1
41049	4	0
41049	5	0
41049	6	0
41049	7	1
41049	8	0
41049	9	0
41049	10	0
41049	11	0
41049	12	0
41049	13	1
41050	1	0
41050	2	0
41050	3	1
41050	4	0
41050	5	0
41050	6	0
41050	7	1
41050	8	0
41050	9	0
41050	10	0
41050	11	0
41050	12	0
41050	13	0
41059	1	1
41059	2	0
41059	3	0
41059	4	0
41059	5	0
41059	6	0
41059	7	1
41059	8	0
41059	9	0
41059	10	0
41059	11	0
41059	12	0
41059	13	1
41092	1	0
41092	2	0
41092	3	1
41092	4	0
41092	5	0
41092	6	0
41092	7	0
41092	8	0
41092	9	0
41092	10	0
41092	11	0
41092	12	1
41092	13	0
41106	1	0
41106	2	0
41106	3	0
41106	4	0
41106	5	0
41106	6	0
41106	7	1
41106	8	0
41106	9	0
41106	10	0
41106	11	1
41106	12	1
41106	13	0
41109	1	0
41109	2	0
41109	3	1
41109	4	0
41109	5	0
41109	6	0
41109	7	0
41109	8	0
41109	9	0
41109	10	1
41109	11	0
41109	12	0
41109	13	0
41110	1	0
41110	2	0
41110	3	0
41110	4	0
41110	5	0
41110	6	0
41110	7	0
41110	8	0
41110	9	0
41110	10	0
41110	11	1
41110	12	0
41110	13	0
41114	1	0
41114	2	0
41114	3	1
41114	4	0
41114	5	1
41114	6	0
41114	7	0
41114	8	0
41114	9	0
41114	10	0
41114	11	0
41114	12	0
41114	13	0
41130	1	1
41130	2	0
41130	3	0
41130	4	0
41130	5	0
41130	6	0
41130	7	1
41130	8	0
41130	9	0
41130	10	0
41130	11	0
41130	12	0
41130	13	0
51002	1	1
51002	2	0
51002	3	0
51002	4	0
51002	5	0
51002	6	0
51002	7	0
51002	8	0
51002	9	0
51002	10	0
51002	11	0
51002	12	1
51002	13	0
51004	1	0
51004	2	0
51004	3	0
51004	4	0
51004	5	0
51004	6	0
51004	7	1
51004	8	0
51004	9	0
51004	10	0
51004	11	0
51004	12	0
51004	13	1
51005	1	1
51005	2	1
51005	3	0
51005	4	0
51005	5	0
51005	6	0
51005	7	0
51005	8	0
51005	9	0
51005	10	1
51005	11	0
51005	12	0
51005	13	0
51006	1	0
51006	2	0
51006	3	0
51006	4	0
51006	5	0
51006	6	0
51006	7	0
51006	8	1
51006	9	0
51006	10	0
51006	11	0
51006	12	1
51006	13	0
51008	1	0
51008	2	0
51008	3	0
51008	4	0
51008	5	1
51008	6	0
51008	7	0
51008	8	0
51008	9	0
51008	10	0
51008	11	0
51008	12	1
51008	13	0
51009	1	1
51009	2	0
51009	3	0
51009	4	0
51009	5	0
51009	6	0
51009	7	0
51009	8	0
51009	9	0
51009	10	0
51009	11	0
51009	12	0
51009	13	0
51010	1	0
51010	2	0
51010	3	1
51010	4	0
51010	5	0
51010	6	0
51010	7	0
51010	8	0
51010	9	0
51010	10	0
51010	11	1
51010	12	0
51010	13	0
51011	1	1
51011	2	0
51011	3	0
51011	4	0
51011	5	0
51011	6	0
51011	7	0
51011	8	0
51011	9	0
51011	10	0
51011	11	1
51011	12	0
51011	13	0
51013	1	0
51013	2	0
51013	3	0
51013	4	0
51013	5	0
51013	6	0
51013	7	0
51013	8	0
51013	9	0
51013	10	0
51013	11	1
51013	12	1
51013	13	0
51015	1	0
51015	2	0
51015	3	0
51015	4	0
51015	5	0
51015	6	0
51015	7	1
51015	8	0
51015	9	0
51015	10	0
51015	11	1
51015	12	0
51015	13	0
51016	1	0
51016	2	0
51016	3	0
51016	4	0
51016	5	0
51016	6	1
51016	7	0
51016	8	0
51016	9	0
51016	10	0
51016	11	0
51016	12	1
51016	13	0
51017	1	1
51017	2	0
51017	3	0
51017	4	0
51017	5	0
51017	6	0
51017	7	1
51017	8	0
51017	9	0
51017	10	0
51017	11	0
51017	12	0
51017	13	1
51018	1	1
51018	2	0
51018	3	0
51018	4	0
51018	5	0
51018	6	0
51018	7	0
51018	8	0
51018	9	0
51018	10	0
51018	11	1
51018	12	0
51018	13	0
51019	1	0
51019	2	0
51019	3	0
51019	4	0
51019	5	0
51019	6	0
51019	7	0
51019	8	0
51019	9	0
51019	10	0
51019	11	0
51019	12	0
51019	13	1
51020	1	0
51020	2	0
51020	3	0
51020	4	0
51020	5	0
51020	6	0
51020	7	0
51020	8	0
51020	9	0
51020	10	1
51020	11	1
51020	12	1
51020	13	0
51021	1	1
51021	2	0
51021	3	0
51021	4	0
51021	5	0
51021	6	0
51021	7	0
51021	8	0
51021	9	0
51021	10	0
51021	11	1
51021	12	0
51021	13	0
51022	1	1
51022	2	0
51022	3	0
51022	4	0
51022	5	0
51022	6	0
51022	7	0
51022	8	0
51022	9	0
51022	10	0
51022	11	0
51022	12	0
51022	13	0
51023	1	0
51023	2	0
51023	3	0
51023	4	0
51023	5	0
51023	6	0
51023	7	0
51023	8	0
51023	9	0
51023	10	0
51023	11	1
51023	12	0
51023	13	0
51024	1	1
51024	2	0
51024	3	0
51024	4	0
51024	5	0
51024	6	0
51024	7	1
51024	8	0
51024	9	0
51024	10	0
51024	11	0
51024	12	1
51024	13	0
51025	1	0
51025	2	0
51025	3	1
51025	4	0
51025	5	0
51025	6	0
51025	7	0
51025	8	1
51025	9	0
51025	10	0
51025	11	1
51025	12	0
51025	13	0
51026	1	1
51026	2	0
51026	3	0
51026	4	0
51026	5	1
51026	6	0
51026	7	0
51026	8	1
51026	9	0
51026	10	0
51026	11	0
51026	12	0
51026	13	0
51027	1	1
51027	2	0
51027	3	0
51027	4	0
51027	5	0
51027	6	0
51027	7	0
51027	8	0
51027	9	0
51027	10	0
51027	11	0
51027	12	1
51027	13	0
51028	1	1
51028	2	1
51028	3	0
51028	4	0
51028	5	0
51028	6	0
51028	7	0
51028	8	0
51028	9	0
51028	10	0
51028	11	1
51028	12	0
51028	13	0
51029	1	0
51029	2	0
51029	3	0
51029	4	0
51029	5	0
51029	6	0
51029	7	0
51029	8	0
51029	9	0
51029	10	1
51029	11	1
51029	12	0
51029	13	0
51030	1	0
51030	2	0
51030	3	0
51030	4	0
51030	5	0
51030	6	1
51030	7	0
51030	8	0
51030	9	0
51030	10	0
51030	11	0
51030	12	1
51030	13	0
51031	1	1
51031	2	1
51031	3	0
51031	4	0
51031	5	1
51031	6	0
51031	7	0
51031	8	0
51031	9	0
51031	10	0
51031	11	0
51031	12	0
51031	13	0
51032	1	1
51032	2	0
51032	3	0
51032	4	0
51032	5	0
51032	6	0
51032	7	1
51032	8	0
51032	9	0
51032	10	0
51032	11	1
51032	12	1
51032	13	0
51033	1	1
51033	2	0
51033	3	0
51033	4	0
51033	5	0
51033	6	0
51033	7	0
51033	8	0
51033	9	0
51033	10	0
51033	11	0
51033	12	0
51033	13	0
51034	1	1
51034	2	0
51034	3	0
51034	4	0
51034	5	0
51034	6	0
51034	7	1
51034	8	0
51034	9	0
51034	10	0
51034	11	0
51034	12	0
51034	13	0
51035	1	1
51035	2	0
51035	3	0
51035	4	0
51035	5	0
51035	6	0
51035	7	1
51035	8	0
51035	9	0
51035	10	0
51035	11	0
51035	12	0
51035	13	0
51036	1	1
51036	2	0
51036	3	0
51036	4	0
51036	5	0
51036	6	0
51036	7	0
51036	8	0
51036	9	1
51036	10	0
51036	11	0
51036	12	0
51036	13	0
51037	1	1
51037	2	1
51037	3	0
51037	4	0
51037	5	0
51037	6	0
51037	7	0
51037	8	0
51037	9	0
51037	10	0
51037	11	0
51037	12	0
51037	13	0
51038	1	1
51038	2	1
51038	3	0
51038	4	0
51038	5	0
51038	6	0
51038	7	1
51038	8	0
51038	9	0
51038	10	0
51038	11	0
51038	12	1
51038	13	0
51040	1	1
51040	2	1
51040	3	0
51040	4	0
51040	5	0
51040	6	0
51040	7	0
51040	8	0
51040	9	0
51040	10	0
51040	11	1
51040	12	1
51040	13	0
51041	1	1
51041	2	0
51041	3	0
51041	4	0
51041	5	0
51041	6	0
51041	7	0
51041	8	0
51041	9	0
51041	10	0
51041	11	0
51041	12	0
51041	13	0
51042	1	0
51042	2	0
51042	3	0
51042	4	0
51042	5	0
51042	6	0
51042	7	1
51042	8	0
51042	9	0
51042	10	0
51042	11	0
51042	12	1
51042	13	0
51043	1	1
51043	2	0
51043	3	0
51043	4	0
51043	5	1
51043	6	0
51043	7	0
51043	8	0
51043	9	0
51043	10	0
51043	11	0
51043	12	0
51043	13	0
51044	1	1
51044	2	0
51044	3	0
51044	4	0
51044	5	0
51044	6	0
51044	7	0
51044	8	0
51044	9	0
51044	10	0
51044	11	1
51044	12	1
51044	13	0
51045	1	0
51045	2	0
51045	3	0
51045	4	0
51045	5	0
51045	6	0
51045	7	0
51045	8	1
51045	9	0
51045	10	0
51045	11	0
51045	12	1
51045	13	0
51046	1	1
51046	2	0
51046	3	0
51046	4	0
51046	5	0
51046	6	0
51046	7	0
51046	8	0
51046	9	0
51046	10	0
51046	11	1
51046	12	1
51046	13	0
51047	1	1
51047	2	0
51047	3	0
51047	4	0
51047	5	0
51047	6	0
51047	7	0
51047	8	0
51047	9	0
51047	10	1
51047	11	0
51047	12	0
51047	13	0
51048	1	1
51048	2	1
51048	3	0
51048	4	0
51048	5	0
51048	6	0
51048	7	0
51048	8	0
51048	9	0
51048	10	0
51048	11	0
51048	12	1
51048	13	0
51049	1	1
51049	2	0
51049	3	0
51049	4	0
51049	5	0
51049	6	0
51049	7	0
51049	8	0
51049	9	0
51049	10	0
51049	11	1
51049	12	1
51049	13	0
51050	1	0
51050	2	0
51050	3	0
51050	4	0
51050	5	0
51050	6	0
51050	7	0
51050	8	0
51050	9	0
51050	10	0
51050	11	1
51050	12	1
51050	13	1
51057	1	0
51057	2	0
51057	3	0
51057	4	0
51057	5	0
51057	6	0
51057	7	0
51057	8	0
51057	9	0
51057	10	0
51057	11	1
51057	12	0
51057	13	0
51070	1	0
51070	2	0
51070	3	0
51070	4	0
51070	5	0
51070	6	0
51070	7	0
51070	8	1
51070	9	0
51070	10	0
51070	11	0
51070	12	0
51070	13	1
61001	1	1
61001	2	1
61001	3	0
61001	4	0
61001	5	1
61001	6	0
61001	7	0
61001	8	0
61001	9	0
61001	10	0
61001	11	0
61001	12	0
61001	13	0
61003	1	1
61003	2	1
61003	3	0
61003	4	0
61003	5	0
61003	6	0
61003	7	0
61003	8	1
61003	9	0
61003	10	0
61003	11	0
61003	12	0
61003	13	0
61004	1	0
61004	2	0
61004	3	0
61004	4	0
61004	5	0
61004	6	0
61004	7	0
61004	8	0
61004	9	0
61004	10	0
61004	11	1
61004	12	0
61004	13	0
61006	1	0
61006	2	0
61006	3	0
61006	4	0
61006	5	0
61006	6	0
61006	7	1
61006	8	0
61006	9	0
61006	10	0
61006	11	0
61006	12	1
61006	13	0
61009	1	0
61009	2	0
61009	3	0
61009	4	0
61009	5	1
61009	6	0
61009	7	1
61009	8	0
61009	9	0
61009	10	0
61009	11	0
61009	12	0
61009	13	0
61011	1	0
61011	2	0
61011	3	0
61011	4	0
61011	5	0
61011	6	0
61011	7	1
61011	8	0
61011	9	0
61011	10	0
61011	11	0
61011	12	1
61011	13	0
61012	1	1
61012	2	0
61012	3	0
61012	4	0
61012	5	0
61012	6	0
61012	7	0
61012	8	0
61012	9	0
61012	10	0
61012	11	0
61012	12	0
61012	13	0
61013	1	0
61013	2	0
61013	3	0
61013	4	0
61013	5	0
61013	6	0
61013	7	0
61013	8	0
61013	9	0
61013	10	0
61013	11	0
61013	12	1
61013	13	0
61014	1	1
61014	2	0
61014	3	0
61014	4	0
61014	5	0
61014	6	0
61014	7	0
61014	8	0
61014	9	0
61014	10	0
61014	11	1
61014	12	0
61014	13	0
61015	1	0
61015	2	0
61015	3	1
61015	4	0
61015	5	0
61015	6	0
61015	7	1
61015	8	0
61015	9	1
61015	10	0
61015	11	0
61015	12	0
61015	13	0
61016	1	0
61016	2	0
61016	3	0
61016	4	0
61016	5	0
61016	6	0
61016	7	0
61016	8	0
61016	9	1
61016	10	0
61016	11	1
61016	12	0
61016	13	0
61017	1	1
61017	2	0
61017	3	0
61017	4	0
61017	5	0
61017	6	0
61017	7	1
61017	8	0
61017	9	0
61017	10	0
61017	11	0
61017	12	0
61017	13	0
61018	1	1
61018	2	0
61018	3	0
61018	4	0
61018	5	0
61018	6	0
61018	7	0
61018	8	0
61018	9	0
61018	10	0
61018	11	1
61018	12	0
61018	13	0
61019	1	1
61019	2	1
61019	3	0
61019	4	0
61019	5	1
61019	6	0
61019	7	0
61019	8	0
61019	9	0
61019	10	0
61019	11	0
61019	12	1
61019	13	0
61020	1	0
61020	2	0
61020	3	0
61020	4	0
61020	5	0
61020	6	0
61020	7	0
61020	8	0
61020	9	0
61020	10	0
61020	11	1
61020	12	1
61020	13	0
61021	1	0
61021	2	0
61021	3	0
61021	4	0
61021	5	1
61021	6	0
61021	7	0
61021	8	0
61021	9	0
61021	10	0
61021	11	0
61021	12	0
61021	13	0
61023	1	1
61023	2	0
61023	3	0
61023	4	0
61023	5	0
61023	6	0
61023	7	0
61023	8	0
61023	9	0
61023	10	0
61023	11	1
61023	12	0
61023	13	0
61024	1	0
61024	2	0
61024	3	0
61024	4	0
61024	5	0
61024	6	0
61024	7	0
61024	8	0
61024	9	0
61024	10	0
61024	11	1
61024	12	0
61024	13	0
61025	1	0
61025	2	0
61025	3	0
61025	4	0
61025	5	0
61025	6	0
61025	7	0
61025	8	0
61025	9	0
61025	10	0
61025	11	1
61025	12	0
61025	13	0
61026	1	0
61026	2	1
61026	3	0
61026	4	0
61026	5	0
61026	6	0
61026	7	1
61026	8	0
61026	9	0
61026	10	0
61026	11	0
61026	12	0
61026	13	0
61028	1	0
61028	2	0
61028	3	0
61028	4	0
61028	5	0
61028	6	0
61028	7	0
61028	8	0
61028	9	1
61028	10	0
61028	11	1
61028	12	0
61028	13	0
61029	1	0
61029	2	0
61029	3	0
61029	4	0
61029	5	1
61029	6	0
61029	7	0
61029	8	0
61029	9	0
61029	10	0
61029	11	1
61029	12	0
61029	13	0
61030	1	0
61030	2	0
61030	3	0
61030	4	0
61030	5	1
61030	6	1
61030	7	1
61030	8	0
61030	9	0
61030	10	0
61030	11	1
61030	12	0
61030	13	0
61031	1	0
61031	2	0
61031	3	0
61031	4	0
61031	5	0
61031	6	0
61031	7	1
61031	8	0
61031	9	0
61031	10	0
61031	11	0
61031	12	1
61031	13	0
61032	1	0
61032	2	0
61032	3	0
61032	4	0
61032	5	0
61032	6	0
61032	7	0
61032	8	0
61032	9	0
61032	10	1
61032	11	1
61032	12	0
61032	13	0
61033	1	0
61033	2	0
61033	3	0
61033	4	0
61033	5	0
61033	6	1
61033	7	0
61033	8	0
61033	9	0
61033	10	0
61033	11	1
61033	12	0
61033	13	0
61034	1	0
61034	2	0
61034	3	0
61034	4	0
61034	5	0
61034	6	0
61034	7	1
61034	8	0
61034	9	0
61034	10	0
61034	11	0
61034	12	1
61034	13	1
61035	1	1
61035	2	1
61035	3	0
61035	4	0
61035	5	0
61035	6	0
61035	7	0
61035	8	0
61035	9	0
61035	10	0
61035	11	0
61035	12	1
61035	13	0
61036	1	0
61036	2	1
61036	3	0
61036	4	0
61036	5	0
61036	6	0
61036	7	0
61036	8	0
61036	9	1
61036	10	0
61036	11	0
61036	12	0
61036	13	0
61037	1	1
61037	2	1
61037	3	0
61037	4	0
61037	5	1
61037	6	0
61037	7	0
61037	8	0
61037	9	0
61037	10	0
61037	11	0
61037	12	0
61037	13	0
61038	1	0
61038	2	1
61038	3	0
61038	4	0
61038	5	1
61038	6	0
61038	7	0
61038	8	0
61038	9	0
61038	10	0
61038	11	0
61038	12	0
61038	13	0
61039	1	0
61039	2	0
61039	3	0
61039	4	0
61039	5	0
61039	6	0
61039	7	0
61039	8	0
61039	9	0
61039	10	0
61039	11	0
61039	12	1
61039	13	0
61040	1	1
61040	2	0
61040	3	0
61040	4	0
61040	5	0
61040	6	0
61040	7	1
61040	8	0
61040	9	0
61040	10	0
61040	11	0
61040	12	0
61040	13	0
61041	1	1
61041	2	0
61041	3	0
61041	4	0
61041	5	0
61041	6	0
61041	7	0
61041	8	0
61041	9	0
61041	10	0
61041	11	0
61041	12	1
61041	13	0
61042	1	0
61042	2	0
61042	3	0
61042	4	0
61042	5	0
61042	6	0
61042	7	0
61042	8	1
61042	9	1
61042	10	0
61042	11	0
61042	12	0
61042	13	0
61043	1	0
61043	2	0
61043	3	0
61043	4	0
61043	5	0
61043	6	0
61043	7	0
61043	8	0
61043	9	0
61043	10	0
61043	11	1
61043	12	0
61043	13	0
61044	1	1
61044	2	0
61044	3	0
61044	4	0
61044	5	0
61044	6	0
61044	7	0
61044	8	0
61044	9	0
61044	10	0
61044	11	0
61044	12	0
61044	13	0
61046	1	0
61046	2	0
61046	3	0
61046	4	0
61046	5	0
61046	6	0
61046	7	1
61046	8	0
61046	9	0
61046	10	0
61046	11	0
61046	12	1
61046	13	0
61047	1	1
61047	2	1
61047	3	0
61047	4	0
61047	5	0
61047	6	0
61047	7	0
61047	8	0
61047	9	0
61047	10	0
61047	11	0
61047	12	0
61047	13	0
61048	1	1
61048	2	0
61048	3	0
61048	4	0
61048	5	0
61048	6	0
61048	7	0
61048	8	0
61048	9	0
61048	10	0
61048	11	1
61048	12	0
61048	13	0
61049	1	1
61049	2	1
61049	3	0
61049	4	0
61049	5	0
61049	6	0
61049	7	1
61049	8	0
61049	9	0
61049	10	0
61049	11	0
61049	12	1
61049	13	0
61050	1	0
61050	2	0
61050	3	0
61050	4	0
61050	5	0
61050	6	0
61050	7	0
61050	8	0
61050	9	0
61050	10	0
61050	11	0
61050	12	1
61050	13	1
61052	1	0
61052	2	0
61052	3	0
61052	4	0
61052	5	0
61052	6	0
61052	7	0
61052	8	0
61052	9	0
61052	10	0
61052	11	1
61052	12	1
61052	13	0
61055	1	0
61055	2	0
61055	3	1
61055	4	0
61055	5	0
61055	6	0
61055	7	0
61055	8	0
61055	9	0
61055	10	0
61055	11	0
61055	12	0
61055	13	0
61056	1	1
61056	2	0
61056	3	0
61056	4	0
61056	5	0
61056	6	0
61056	7	0
61056	8	0
61056	9	0
61056	10	0
61056	11	1
61056	12	1
61056	13	0
61057	1	1
61057	2	1
61057	3	0
61057	4	0
61057	5	0
61057	6	0
61057	7	0
61057	8	0
61057	9	0
61057	10	0
61057	11	1
61057	12	0
61057	13	0
61076	1	0
61076	2	0
61076	3	0
61076	4	0
61076	5	0
61076	6	0
61076	7	0
61076	8	1
61076	9	0
61076	10	0
61076	11	1
61076	12	0
61076	13	0
61079	1	0
61079	2	1
61079	3	0
61079	4	0
61079	5	0
61079	6	0
61079	7	0
61079	8	0
61079	9	0
61079	10	0
61079	11	0
61079	12	1
61079	13	0
61104	1	1
61104	2	0
61104	3	0
61104	4	0
61104	5	0
61104	6	0
61104	7	0
61104	8	0
61104	9	0
61104	10	0
61104	11	0
61104	12	1
61104	13	0
71001	1	0
71001	2	0
71001	3	0
71001	4	0
71001	5	0
71001	6	0
71001	7	1
71001	8	0
71001	9	0
71001	10	0
71001	11	0
71001	12	1
71001	13	0
71002	1	0
71002	2	0
71002	3	0
71002	4	0
71002	5	1
71002	6	0
71002	7	0
71002	8	1
71002	9	0
71002	10	0
71002	11	0
71002	12	0
71002	13	0
71003	1	0
71003	2	0
71003	3	0
71003	4	0
71003	5	0
71003	6	0
71003	7	0
71003	8	1
71003	9	0
71003	10	0
71003	11	0
71003	12	1
71003	13	0
71004	1	0
71004	2	0
71004	3	0
71004	4	0
71004	5	0
71004	6	0
71004	7	0
71004	8	1
71004	9	0
71004	10	0
71004	11	0
71004	12	0
71004	13	0
71005	1	1
71005	2	0
71005	3	0
71005	4	0
71005	5	0
71005	6	0
71005	7	0
71005	8	0
71005	9	0
71005	10	0
71005	11	0
71005	12	1
71005	13	0
71006	1	1
71006	2	1
71006	3	0
71006	4	0
71006	5	0
71006	6	0
71006	7	0
71006	8	0
71006	9	1
71006	10	0
71006	11	0
71006	12	1
71006	13	0
71007	1	1
71007	2	1
71007	3	0
71007	4	0
71007	5	0
71007	6	0
71007	7	0
71007	8	0
71007	9	0
71007	10	0
71007	11	0
71007	12	0
71007	13	0
71008	1	1
71008	2	1
71008	3	1
71008	4	0
71008	5	0
71008	6	0
71008	7	1
71008	8	0
71008	9	0
71008	10	0
71008	11	0
71008	12	0
71008	13	0
71009	1	0
71009	2	0
71009	3	0
71009	4	0
71009	5	0
71009	6	0
71009	7	1
71009	8	0
71009	9	0
71009	10	0
71009	11	0
71009	12	0
71009	13	0
71010	1	1
71010	2	0
71010	3	0
71010	4	0
71010	5	0
71010	6	0
71010	7	1
71010	8	0
71010	9	1
71010	10	0
71010	11	0
71010	12	0
71010	13	0
71011	1	1
71011	2	1
71011	3	0
71011	4	0
71011	5	0
71011	6	0
71011	7	0
71011	8	0
71011	9	0
71011	10	0
71011	11	0
71011	12	1
71011	13	0
71013	1	1
71013	2	1
71013	3	0
71013	4	0
71013	5	0
71013	6	0
71013	7	0
71013	8	1
71013	9	0
71013	10	0
71013	11	0
71013	12	1
71013	13	0
71015	1	1
71015	2	1
71015	3	0
71015	4	0
71015	5	0
71015	6	0
71015	7	0
71015	8	0
71015	9	0
71015	10	0
71015	11	0
71015	12	0
71015	13	0
71019	1	1
71019	2	0
71019	3	0
71019	4	0
71019	5	0
71019	6	0
71019	7	0
71019	8	0
71019	9	0
71019	10	0
71019	11	0
71019	12	0
71019	13	1
71020	1	1
71020	2	0
71020	3	1
71020	4	0
71020	5	0
71020	6	0
71020	7	0
71020	8	0
71020	9	0
71020	10	0
71020	11	0
71020	12	0
71020	13	0
71021	1	1
71021	2	1
71021	3	0
71021	4	0
71021	5	0
71021	6	0
71021	7	0
71021	8	0
71021	9	0
71021	10	0
71021	11	0
71021	12	0
71021	13	0
71023	1	1
71023	2	1
71023	3	0
71023	4	0
71023	5	0
71023	6	0
71023	7	0
71023	8	1
71023	9	0
71023	10	0
71023	11	1
71023	12	1
71023	13	0
71024	1	1
71024	2	0
71024	3	0
71024	4	0
71024	5	0
71024	6	0
71024	7	1
71024	8	0
71024	9	0
71024	10	0
71024	11	0
71024	12	0
71024	13	0
71025	1	0
71025	2	0
71025	3	0
71025	4	0
71025	5	0
71025	6	0
71025	7	0
71025	8	0
71025	9	0
71025	10	0
71025	11	0
71025	12	1
71025	13	0
71026	1	1
71026	2	0
71026	3	0
71026	4	0
71026	5	0
71026	6	0
71026	7	0
71026	8	1
71026	9	0
71026	10	0
71026	11	0
71026	12	1
71026	13	0
71027	1	1
71027	2	0
71027	3	0
71027	4	0
71027	5	0
71027	6	0
71027	7	0
71027	8	0
71027	9	0
71027	10	0
71027	11	0
71027	12	0
71027	13	1
71028	1	1
71028	2	0
71028	3	0
71028	4	0
71028	5	0
71028	6	0
71028	7	0
71028	8	0
71028	9	0
71028	10	0
71028	11	0
71028	12	0
71028	13	0
71031	1	0
71031	2	0
71031	3	0
71031	4	0
71031	5	0
71031	6	0
71031	7	0
71031	8	1
71031	9	0
71031	10	0
71031	11	1
71031	12	0
71031	13	0
71032	1	1
71032	2	0
71032	3	0
71032	4	0
71032	5	0
71032	6	0
71032	7	0
71032	8	0
71032	9	0
71032	10	0
71032	11	0
71032	12	1
71032	13	0
71033	1	0
71033	2	1
71033	3	0
71033	4	0
71033	5	0
71033	6	0
71033	7	1
71033	8	0
71033	9	0
71033	10	0
71033	11	0
71033	12	0
71033	13	0
71034	1	0
71034	2	0
71034	3	0
71034	4	0
71034	5	0
71034	6	0
71034	7	1
71034	8	0
71034	9	0
71034	10	0
71034	11	0
71034	12	1
71034	13	0
71035	1	1
71035	2	0
71035	3	0
71035	4	0
71035	5	0
71035	6	0
71035	7	0
71035	8	1
71035	9	0
71035	10	0
71035	11	1
71035	12	0
71035	13	0
71036	1	0
71036	2	0
71036	3	0
71036	4	0
71036	5	0
71036	6	0
71036	7	1
71036	8	0
71036	9	1
71036	10	0
71036	11	0
