CHILDCODE	ASSTIDR4	ASSETR4	TOTASSR4	ASACTR4	NMOWNR4	VLASTR4	CHDSASR4
31108	1	2	1	11	1	5000	0
31108	2	4	1	11	1	600	0
31108	3	1	4	11	4	100	0
31108	4	88	 	 	 	 	 
31108	5	88	 	 	 	 	 
31108	6	88	 	 	 	 	 
31134	1	1	9	11	9	500	1
31134	2	88	 	 	 	 	 
31134	3	88	 	 	 	 	 
31134	4	88	 	 	 	 	 
31134	5	88	 	 	 	 	 
31134	6	88	 	 	 	 	 
41001	1	40	2	30	2	100	0
41001	2	40	2	30	2	200	0
41001	3	40	5	26	5	10000	0
41001	4	30	1	26	1	1000	0
41001	5	88	 	 	 	 	 
41001	6	88	 	 	 	 	 
41002	1	40	1	30	1	6000	0
41002	2	40	3	26	3	9000	0
41002	3	40	2	30	2	1000	0
41002	4	88	 	 	 	 	 
41002	5	88	 	 	 	 	 
41002	6	88	 	 	 	 	 
41003	1	40	10	26	10	12000	0
41003	2	30	1	30	1	3000	0
41003	3	40	10	30	10	2000	0
41003	4	40	2	30	2	200	0
41003	5	88	 	 	 	 	 
41003	6	88	 	 	 	 	 
41004	1	 	 	 	 	 	 
41004	2	 	 	 	 	 	 
41004	3	 	 	 	 	 	 
41004	4	 	 	 	 	 	 
41004	5	 	 	 	 	 	 
41004	6	 	 	 	 	 	 
41005	1	 	 	 	 	 	 
41005	2	 	 	 	 	 	 
41005	3	 	 	 	 	 	 
41005	4	 	 	 	 	 	 
41005	5	 	 	 	 	 	 
41005	6	 	 	 	 	 	 
41006	1	30	1	30	1	20000	0
41006	2	40	10	30	10	15000	0
41006	3	40	1	30	1	800	0
41006	4	40	2	30	2	200	0
41006	5	88	 	 	 	 	 
41006	6	88	 	 	 	 	 
41007	1	30	1	30	1	100000	1
41007	2	40	30	30	30	45000	1
41007	3	40	10	26	10	20000	1
41007	4	40	1	30	1	4000	1
41007	5	40	2	30	2	1000	0
41007	6	40	1	30	1	500	0
41009	1	40	10	26	10	400	1
41009	2	30	1	26	1	5000	0
41009	3	88	 	 	 	 	 
41009	4	88	 	 	 	 	 
41009	5	88	 	 	 	 	 
41009	6	88	 	 	 	 	 
41010	1	40	30	30	30	30000	0
41010	2	30	1	30	1	20000	0
41010	3	40	1	30	1	4000	0
41010	4	40	3	30	3	300	0
41010	5	40	1	30	1	200	0
41010	6	88	 	 	 	 	 
41011	1	40	1	30	1	2000	0
41011	2	40	10	30	10	2000	0
41011	3	40	2	23	2	20	0
41011	4	88	 	 	 	 	 
41011	5	88	 	 	 	 	 
41011	6	88	 	 	 	 	 
41012	1	30	2	30	2	2000	1
41012	2	40	4	30	4	1500	1
41012	3	40	1	30	1	2000	1
41012	4	88	 	 	 	 	 
41012	5	88	 	 	 	 	 
41012	6	88	 	 	 	 	 
41013	1	40	1	30	1	1000	0
41013	2	40	9	30	9	300	0
41013	3	40	2	30	2	10	0
41013	4	88	 	 	 	 	 
41013	5	88	 	 	 	 	 
41013	6	88	 	 	 	 	 
41014	1	40	1	30	1	6000	0
41014	2	40	1	26	1	20	0
41014	3	40	1	26	1	50	0
41014	4	88	 	 	 	 	 
41014	5	88	 	 	 	 	 
41014	6	88	 	 	 	 	 
41015	1	40	1	26	1	500	0
41015	2	40	10	26	10	20000	0
41015	3	23	1	23	1	2500	0
41015	4	88	 	 	 	 	 
41015	5	88	 	 	 	 	 
41015	6	88	 	 	 	 	 
41016	1	40	20	26	20	86000	0
41016	2	24	1	23	1	40000	0
41016	3	14	5	23	5	15000	0
41016	4	40	20	23	20	12000	0
41016	5	88	 	 	 	 	 
41016	6	88	 	 	 	 	 
41017	1	30	1	30	1	2000	0
41017	2	40	2	30	2	2000	0
41017	3	40	1	30	1	200	0
41017	4	40	12	12	12	200	0
41017	5	40	1	12	1	50	0
41017	6	88	 	 	 	 	 
41019	1	23	3	23	3	500	0
41019	2	88	 	 	 	 	 
41019	3	88	 	 	 	 	 
41019	4	88	 	 	 	 	 
41019	5	88	 	 	 	 	 
41019	6	88	 	 	 	 	 
41021	1	30	1	30	1	5000	0
41021	2	40	4	26	4	10000	0
41021	3	88	 	 	 	 	 
41021	4	88	 	 	 	 	 
41021	5	88	 	 	 	 	 
41021	6	88	 	 	 	 	 
41022	1	40	4	23	4	120	0
41022	2	88	 	 	 	 	 
41022	3	88	 	 	 	 	 
41022	4	88	 	 	 	 	 
41022	5	88	 	 	 	 	 
41022	6	88	 	 	 	 	 
41023	1	23	6	23	8	3000	0
41023	2	25	1	23	1	2000	0
41023	3	88	 	 	 	 	 
41023	4	88	 	 	 	 	 
41023	5	88	 	 	 	 	 
41023	6	88	 	 	 	 	 
41024	1	40	9	26	9	9000	0
41024	2	23	22	23	22	26000	0
41024	3	88	 	 	 	 	 
41024	4	88	 	 	 	 	 
41024	5	88	 	 	 	 	 
41024	6	88	 	 	 	 	 
41025	1	24	1	23	1	5000	0
41025	2	23	3	23	3	1500	0
41025	3	88	 	 	 	 	 
41025	4	88	 	 	 	 	 
41025	5	88	 	 	 	 	 
41025	6	88	 	 	 	 	 
41026	1	24	1	2	1	10000	0
41026	2	9	12	2	12	10000	0
41026	3	88	 	 	 	 	 
41026	4	88	 	 	 	 	 
41026	5	88	 	 	 	 	 
41026	6	88	 	 	 	 	 
41027	1	30	1	30	1	30000	0
41027	2	40	1	30	1	15000	0
41027	3	88	 	 	 	 	 
41027	4	88	 	 	 	 	 
41027	5	88	 	 	 	 	 
41027	6	88	 	 	 	 	 
41028	1	 	 	 	 	 	 
41028	2	 	 	 	 	 	 
41028	3	 	 	 	 	 	 
41028	4	 	 	 	 	 	 
41028	5	 	 	 	 	 	 
41028	6	 	 	 	 	 	 
41030	1	30	1	30	1	50000	0
41030	2	40	1	30	1	35000	0
41030	3	40	10	30	10	20000	0
41030	4	40	200	30	200	10000	0
41030	5	40	24	30	24	400	0
41030	6	40	2	30	2	180	0
41031	1	30	1	30	1	20000	0
41031	2	40	1	30	1	500	0
41031	3	40	6	30	6	300	0
41031	4	40	2	30	2	5000	0
41031	5	40	5	30	5	1500	0
41031	6	88	 	 	 	 	 
41032	1	40	1	30	1	150000	0
41032	2	40	2	30	2	50000	0
41032	3	40	9	30	9	5400	0
41032	4	30	1	26	1	500	0
41032	5	40	2	30	2	100000	0
41032	6	40	1	30	1	5000	0
41034	1	30	1	30	1	150	1
41034	2	88	 	 	 	 	 
41034	3	88	 	 	 	 	 
41034	4	88	 	 	 	 	 
41034	5	88	 	 	 	 	 
41034	6	88	 	 	 	 	 
41036	1	40	1	31	1	4000000	1
41036	2	25	1	24	1	300000	0
41036	3	88	 	 	 	 	 
41036	4	88	 	 	 	 	 
41036	5	88	 	 	 	 	 
41036	6	88	 	 	 	 	 
41037	1	40	1	12	1	70000	0
41037	2	15	1000	12	1000	5000	0
41037	3	15	2	12	2	2000	0
41037	4	40	1	12	1	100	0
41037	5	88	 	 	 	 	 
41037	6	88	 	 	 	 	 
41038	1	 	 	 	 	 	 
41038	2	 	 	 	 	 	 
41038	3	 	 	 	 	 	 
41038	4	 	 	 	 	 	 
41038	5	 	 	 	 	 	 
41038	6	 	 	 	 	 	 
41039	1	30	1	30	1	10000	0
41039	2	40	1	30	1	5000	0
41039	3	40	15	30	15	400	0
41039	4	40	1	30	1	1000	0
41039	5	88	 	 	 	 	 
41039	6	88	 	 	 	 	 
41041	1	40	1	30	1	25000	0
41041	2	40	2	30	1	10000	0
41041	3	30	1	30	1	2500	0
41041	4	40	22	30	22	500	0
41041	5	88	 	 	 	 	 
41041	6	88	 	 	 	 	 
41042	1	3	1	11	1	200	0
41042	2	13	3	7	3	2500	0
41042	3	14	1	9	1	11000	0
41042	4	1	2	11	2	4	0
41042	5	88	 	 	 	 	 
41042	6	88	 	 	 	 	 
41043	1	3	1	11	1	150	0
41043	2	15	1	12	1	7000	0
41043	3	88	 	 	 	 	 
41043	4	88	 	 	 	 	 
41043	5	88	 	 	 	 	 
41043	6	88	 	 	 	 	 
41046	1	40	4	30	4	500	0
41046	2	40	1	30	4	200	0
41046	3	88	 	 	 	 	 
41046	4	88	 	 	 	 	 
41046	5	88	 	 	 	 	 
41046	6	88	 	 	 	 	 
41047	1	1	4	13	4	200	0
41047	2	88	 	 	 	 	 
41047	3	88	 	 	 	 	 
41047	4	88	 	 	 	 	 
41047	5	88	 	 	 	 	 
41047	6	88	 	 	 	 	 
41049	1	40	1	26	1	5000	0
41049	2	25	2	30	2	10000	0
41049	3	15	10	12	10	1500	0
41049	4	88	 	 	 	 	 
41049	5	88	 	 	 	 	 
41049	6	88	 	 	 	 	 
41050	1	40	1	26	1	50000	0
41050	2	40	1	26	1	20000	0
41050	3	40	1	26	1	500	0
41050	4	40	2	26	2	400	0
41050	5	40	4	26	4	280	0
41050	6	88	 	 	 	 	 
41059	1	24	5	23	5	200	0
41059	2	23	4	23	4	300	0
41059	3	88	 	 	 	 	 
41059	4	88	 	 	 	 	 
41059	5	88	 	 	 	 	 
41059	6	88	 	 	 	 	 
41092	1	30	1	30	1	20000	0
41092	2	40	1	30	1	10000	0
41092	3	40	1	30	1	6000	0
41092	4	40	8	30	8	1200	0
41092	5	88	 	 	 	 	 
41092	6	88	 	 	 	 	 
41106	1	15	3	12	3	200	0
41106	2	88	 	 	 	 	 
41106	3	88	 	 	 	 	 
41106	4	88	 	 	 	 	 
41106	5	88	 	 	 	 	 
41106	6	88	 	 	 	 	 
41109	1	40	12	26	12	21600	0
41109	2	40	1	26	1	2000	0
41109	3	40	1	26	1	20000	0
41109	4	40	1	26	1	500	0
41109	5	40	4	26	4	400	0
41109	6	88	 	 	 	 	 
41110	1	40	1	30	1	1000	0
41110	2	88	 	 	 	 	 
41110	3	88	 	 	 	 	 
41110	4	88	 	 	 	 	 
41110	5	88	 	 	 	 	 
41110	6	88	 	 	 	 	 
41114	1	30	1	30	1	5000	0
41114	2	40	1	30	1	3000	0
41114	3	40	4	26	4	4000	0
41114	4	88	 	 	 	 	 
41114	5	88	 	 	 	 	 
41114	6	88	 	 	 	 	 
41130	1	24	1	23	1	55000	0
41130	2	88	 	 	 	 	 
41130	3	88	 	 	 	 	 
41130	4	88	 	 	 	 	 
41130	5	88	 	 	 	 	 
41130	6	88	 	 	 	 	 
51002	1	1	2	11	2	100	0
51002	2	88	 	 	 	 	 
51002	3	88	 	 	 	 	 
51002	4	88	 	 	 	 	 
51002	5	88	 	 	 	 	 
51002	6	88	 	 	 	 	 
51004	1	 	 	 	 	 	 
51004	2	 	 	 	 	 	 
51004	3	 	 	 	 	 	 
51004	4	 	 	 	 	 	 
51004	5	 	 	 	 	 	 
51004	6	 	 	 	 	 	 
51005	1	 	 	 	 	 	 
51005	2	 	 	 	 	 	 
51005	3	 	 	 	 	 	 
51005	4	 	 	 	 	 	 
51005	5	 	 	 	 	 	 
51005	6	 	 	 	 	 	 
51006	1	 	 	 	 	 	 
51006	2	 	 	 	 	 	 
51006	3	 	 	 	 	 	 
51006	4	 	 	 	 	 	 
51006	5	 	 	 	 	 	 
51006	6	 	 	 	 	 	 
51008	1	5	2	26	2	3000	0
51008	2	40	2	26	2	100	0
51008	3	88	 	 	 	 	 
51008	4	88	 	 	 	 	 
51008	5	88	 	 	 	 	 
51008	6	88	 	 	 	 	 
51009	1	5	2	11	2	13000	0
51009	2	40	50	11	50	2350	0
51009	3	88	 	 	 	 	 
51009	4	88	 	 	 	 	 
51009	5	88	 	 	 	 	 
51009	6	88	 	 	 	 	 
51010	1	5	1	26	1	5000	0
51010	2	40	12	26	12	30000	0
51010	3	88	 	 	 	 	 
51010	4	88	 	 	 	 	 
51010	5	88	 	 	 	 	 
51010	6	88	 	 	 	 	 
51011	1	40	2	26	2	4000	0
51011	2	40	4	26	4	8000	0
51011	3	88	 	 	 	 	 
51011	4	88	 	 	 	 	 
51011	5	88	 	 	 	 	 
51011	6	88	 	 	 	 	 
51013	1	5	2	26	2	4000	1
51013	2	40	2	26	2	400	0
51013	3	88	 	 	 	 	 
51013	4	88	 	 	 	 	 
51013	5	88	 	 	 	 	 
51013	6	88	 	 	 	 	 
51015	1	24	1	23	1	10000	0
51015	2	88	 	 	 	 	 
51015	3	88	 	 	 	 	 
51015	4	88	 	 	 	 	 
51015	5	88	 	 	 	 	 
51015	6	88	 	 	 	 	 
51016	1	25	1	24	1	50000	0
51016	2	88	 	 	 	 	 
51016	3	88	 	 	 	 	 
51016	4	88	 	 	 	 	 
51016	5	88	 	 	 	 	 
51016	6	88	 	 	 	 	 
51017	1	40	6	11	6	12000	0
51017	2	40	4	11	4	15000	0
51017	3	40	2	11	2	2000	0
51017	4	88	 	 	 	 	 
51017	5	88	 	 	 	 	 
51017	6	88	 	 	 	 	 
51018	1	3	4	11	4	-77	0
51018	2	88	 	 	 	 	 
51018	3	88	 	 	 	 	 
51018	4	88	 	 	 	 	 
51018	5	88	 	 	 	 	 
51018	6	88	 	 	 	 	 
51019	1	 	 	 	 	 	 
51019	2	 	 	 	 	 	 
51019	3	 	 	 	 	 	 
51019	4	 	 	 	 	 	 
51019	5	 	 	 	 	 	 
51019	6	 	 	 	 	 	 
51020	1	 	 	 	 	 	 
51020	2	 	 	 	 	 	 
51020	3	 	 	 	 	 	 
51020	4	 	 	 	 	 	 
51020	5	 	 	 	 	 	 
51020	6	 	 	 	 	 	 
51021	1	40	3	26	3	4500	0
51021	2	88	 	 	 	 	 
51021	3	88	 	 	 	 	 
51021	4	88	 	 	 	 	 
51021	5	88	 	 	 	 	 
51021	6	88	 	 	 	 	 
51022	1	40	6	11	6	18000	1
51022	2	40	80	11	80	6400	1
51022	3	8	45	11	45	7500	1
51022	4	88	 	 	 	 	 
51022	5	88	 	 	 	 	 
51022	6	88	 	 	 	 	 
51023	1	 	 	 	 	 	 
51023	2	 	 	 	 	 	 
51023	3	 	 	 	 	 	 
51023	4	 	 	 	 	 	 
51023	5	 	 	 	 	 	 
51023	6	 	 	 	 	 	 
51024	1	 	 	 	 	 	 
51024	2	 	 	 	 	 	 
51024	3	 	 	 	 	 	 
51024	4	 	 	 	 	 	 
51024	5	 	 	 	 	 	 
51024	6	 	 	 	 	 	 
51025	1	40	3	26	3	3000	0
51025	2	88	 	 	 	 	 
51025	3	88	 	 	 	 	 
51025	4	88	 	 	 	 	 
51025	5	88	 	 	 	 	 
51025	6	88	 	 	 	 	 
51026	1	 	 	 	 	 	 
51026	2	 	 	 	 	 	 
51026	3	 	 	 	 	 	 
51026	4	 	 	 	 	 	 
51026	5	 	 	 	 	 	 
51026	6	 	 	 	 	 	 
51027	1	4	1	11	1	100	1
51027	2	40	1	11	1	100	1
51027	3	88	 	 	 	 	 
51027	4	88	 	 	 	 	 
51027	5	88	 	 	 	 	 
51027	6	88	 	 	 	 	 
51028	1	 	 	 	 	 	 
51028	2	 	 	 	 	 	 
51028	3	 	 	 	 	 	 
51028	4	 	 	 	 	 	 
51028	5	 	 	 	 	 	 
51028	6	 	 	 	 	 	 
51029	1	 	 	 	 	 	 
51029	2	 	 	 	 	 	 
51029	3	 	 	 	 	 	 
51029	4	 	 	 	 	 	 
51029	5	 	 	 	 	 	 
51029	6	 	 	 	 	 	 
51030	1	 	 	 	 	 	 
51030	2	 	 	 	 	 	 
51030	3	 	 	 	 	 	 
51030	4	 	 	 	 	 	 
51030	5	 	 	 	 	 	 
51030	6	 	 	 	 	 	 
51031	1	 	 	 	 	 	 
51031	2	 	 	 	 	 	 
51031	3	 	 	 	 	 	 
51031	4	 	 	 	 	 	 
51031	5	 	 	 	 	 	 
51031	6	 	 	 	 	 	 
51032	1	 	 	 	 	 	 
51032	2	 	 	 	 	 	 
51032	3	 	 	 	 	 	 
51032	4	 	 	 	 	 	 
51032	5	 	 	 	 	 	 
51032	6	 	 	 	 	 	 
51033	1	 	 	 	 	 	 
51033	2	 	 	 	 	 	 
51033	3	 	 	 	 	 	 
51033	4	 	 	 	 	 	 
51033	5	 	 	 	 	 	 
51033	6	 	 	 	 	 	 
51034	1	24	1	23	1	30000	0
51034	2	88	 	 	 	 	 
51034	3	88	 	 	 	 	 
51034	4	88	 	 	 	 	 
51034	5	88	 	 	 	 	 
51034	6	88	 	 	 	 	 
51035	1	3	1	11	1	2000	0
51035	2	5	1	11	1	50000	0
51035	3	1	5	11	5	500	1
51035	4	88	 	 	 	 	 
51035	5	88	 	 	 	 	 
51035	6	88	 	 	 	 	 
51036	1	5	1	11	1	1000	0
51036	2	3	1	11	1	300	0
51036	3	1	5	11	5	300	0
51036	4	88	 	 	 	 	 
51036	5	88	 	 	 	 	 
51036	6	88	 	 	 	 	 
51037	1	40	1	11	1	2000	0
51037	2	88	 	 	 	 	 
51037	3	88	 	 	 	 	 
51037	4	88	 	 	 	 	 
51037	5	88	 	 	 	 	 
51037	6	88	 	 	 	 	 
51038	1	3	1	11	1	1000	1
51038	2	5	1	11	1	300	1
51038	3	1	2	11	2	40	1
51038	4	88	 	 	 	 	 
51038	5	88	 	 	 	 	 
51038	6	88	 	 	 	 	 
51040	1	3	1	11	1	30	0
51040	2	1	5	11	5	60	0
51040	3	88	 	 	 	 	 
51040	4	88	 	 	 	 	 
51040	5	88	 	 	 	 	 
51040	6	88	 	 	 	 	 
51041	1	5	1	11	1	900	0
51041	2	3	1	11	1	100	0
51041	3	1	2	11	2	80	0
51041	4	88	 	 	 	 	 
51041	5	88	 	 	 	 	 
51041	6	88	 	 	 	 	 
51042	1	 	 	 	 	 	 
51042	2	 	 	 	 	 	 
51042	3	 	 	 	 	 	 
51042	4	 	 	 	 	 	 
51042	5	 	 	 	 	 	 
51042	6	 	 	 	 	 	 
51043	1	 	 	 	 	 	 
51043	2	 	 	 	 	 	 
51043	3	 	 	 	 	 	 
51043	4	 	 	 	 	 	 
51043	5	 	 	 	 	 	 
51043	6	 	 	 	 	 	 
51044	1	1	2	11	2	45	0
51044	2	88	 	 	 	 	 
51044	3	88	 	 	 	 	 
51044	4	88	 	 	 	 	 
51044	5	88	 	 	 	 	 
51044	6	88	 	 	 	 	 
51045	1	 	 	 	 	 	 
51045	2	 	 	 	 	 	 
51045	3	 	 	 	 	 	 
51045	4	 	 	 	 	 	 
51045	5	 	 	 	 	 	 
51045	6	 	 	 	 	 	 
51046	1	 	 	 	 	 	 
51046	2	 	 	 	 	 	 
51046	3	 	 	 	 	 	 
51046	4	 	 	 	 	 	 
51046	5	 	 	 	 	 	 
51046	6	 	 	 	 	 	 
51047	1	 	 	 	 	 	 
51047	2	 	 	 	 	 	 
51047	3	 	 	 	 	 	 
51047	4	 	 	 	 	 	 
51047	5	 	 	 	 	 	 
51047	6	 	 	 	 	 	 
51048	1	3	1	11	1	1500	0
51048	2	5	1	11	1	1000	0
51048	3	1	3	11	1	120	0
51048	4	88	 	 	 	 	 
51048	5	88	 	 	 	 	 
51048	6	88	 	 	 	 	 
51049	1	 	 	 	 	 	 
51049	2	 	 	 	 	 	 
51049	3	 	 	 	 	 	 
51049	4	 	 	 	 	 	 
51049	5	 	 	 	 	 	 
51049	6	 	 	 	 	 	 
51050	1	 	 	 	 	 	 
51050	2	 	 	 	 	 	 
51050	3	 	 	 	 	 	 
51050	4	 	 	 	 	 	 
51050	5	 	 	 	 	 	 
51050	6	 	 	 	 	 	 
51057	1	 	 	 	 	 	 
51057	2	 	 	 	 	 	 
51057	3	 	 	 	 	 	 
51057	4	 	 	 	 	 	 
51057	5	 	 	 	 	 	 
51057	6	 	 	 	 	 	 
51070	1	21	1	21	1	1200	1
51070	2	88	 	 	 	 	 
51070	3	88	 	 	 	 	 
51070	4	88	 	 	 	 	 
51070	5	88	 	 	 	 	 
51070	6	88	 	 	 	 	 
61001	1	40	4	26	4	6000	0
61001	2	88	 	 	 	 	 
61001	3	88	 	 	 	 	 
61001	4	88	 	 	 	 	 
61001	5	88	 	 	 	 	 
61001	6	88	 	 	 	 	 
61003	1	1	5	11	5	758	0
61003	2	5	1	11	1	350	0
61003	3	25	1	10	1	12000	0
61003	4	88	 	 	 	 	 
61003	5	88	 	 	 	 	 
61003	6	88	 	 	 	 	 
61004	1	 	 	 	 	 	 
61004	2	 	 	 	 	 	 
61004	3	 	 	 	 	 	 
61004	4	 	 	 	 	 	 
61004	5	 	 	 	 	 	 
61004	6	 	 	 	 	 	 
61006	1	 	 	 	 	 	 
61006	2	 	 	 	 	 	 
61006	3	 	 	 	 	 	 
61006	4	 	 	 	 	 	 
61006	5	 	 	 	 	 	 
61006	6	 	 	 	 	 	 
61009	1	40	6	11	5	34000	0
61009	2	40	8	11	8	7300	0
61009	3	8	4	11	4	2300	0
61009	4	25	1	11	1	9700	0
61009	5	23	6	23	6	8200	0
61009	6	24	1	23	1	17000	0
61011	1	 	 	 	 	 	 
61011	2	 	 	 	 	 	 
61011	3	 	 	 	 	 	 
61011	4	 	 	 	 	 	 
61011	5	 	 	 	 	 	 
61011	6	 	 	 	 	 	 
61012	1	1	5	11	5	630	0
61012	2	8	3	11	3	540	0
61012	3	88	 	 	 	 	 
61012	4	88	 	 	 	 	 
61012	5	88	 	 	 	 	 
61012	6	88	 	 	 	 	 
61013	1	13	3	7	3	30	1
61013	2	88	 	 	 	 	 
61013	3	88	 	 	 	 	 
61013	4	88	 	 	 	 	 
61013	5	88	 	 	 	 	 
61013	6	88	 	 	 	 	 
61014	1	 	 	 	 	 	 
61014	2	 	 	 	 	 	 
61014	3	 	 	 	 	 	 
61014	4	 	 	 	 	 	 
61014	5	 	 	 	 	 	 
61014	6	 	 	 	 	 	 
61015	1	8	5	11	5	50000	1
61015	2	5	3	11	3	7000	1
61015	3	88	 	 	 	 	 
61015	4	88	 	 	 	 	 
61015	5	88	 	 	 	 	 
61015	6	88	 	 	 	 	 
61016	1	 	 	 	 	 	 
61016	2	 	 	 	 	 	 
61016	3	 	 	 	 	 	 
61016	4	 	 	 	 	 	 
61016	5	 	 	 	 	 	 
61016	6	 	 	 	 	 	 
61017	1	1	6	11	6	1300	0
61017	2	8	4	11	4	390	0
61017	3	3	1	11	1	530	0
61017	4	25	2	23	2	12800	1
61017	5	23	5	23	5	6300	1
61017	6	88	 	 	 	 	 
61018	1	1	5	11	5	100	1
61018	2	88	 	 	 	 	 
61018	3	88	 	 	 	 	 
61018	4	88	 	 	 	 	 
61018	5	88	 	 	 	 	 
61018	6	88	 	 	 	 	 
61019	1	1	5	11	5	770	0
61019	2	8	4	11	4	460	0
61019	3	40	1	26	1	3300	0
61019	4	3	1	11	1	600	0
61019	5	88	 	 	 	 	 
61019	6	88	 	 	 	 	 
61020	1	 	 	 	 	 	 
61020	2	 	 	 	 	 	 
61020	3	 	 	 	 	 	 
61020	4	 	 	 	 	 	 
61020	5	 	 	 	 	 	 
61020	6	 	 	 	 	 	 
61021	1	8	4	11	4	1700	0
61021	2	40	6	11	6	24500	0
61021	3	40	8	11	8	9300	0
61021	4	40	1	11	1	18700	0
61021	5	25	1	11	1	14000	0
61021	6	88	 	 	 	 	 
61023	1	1	6	11	6	150	0
61023	2	88	 	 	 	 	 
61023	3	88	 	 	 	 	 
61023	4	88	 	 	 	 	 
61023	5	88	 	 	 	 	 
61023	6	88	 	 	 	 	 
61024	1	1	5	5	5	720	0
61024	2	25	1	5	1	5300	0
61024	3	88	 	 	 	 	 
61024	4	88	 	 	 	 	 
61024	5	88	 	 	 	 	 
61024	6	88	 	 	 	 	 
61025	1	1	4	26	4	540	0
61025	2	8	3	26	3	370	0
61025	3	88	 	 	 	 	 
61025	4	88	 	 	 	 	 
61025	5	88	 	 	 	 	 
61025	6	88	 	 	 	 	 
61026	1	23	50	23	50	2500	0
61026	2	15	15	23	15	1500	0
61026	3	40	1	23	1	1200	0
61026	4	88	 	 	 	 	 
61026	5	88	 	 	 	 	 
61026	6	88	 	 	 	 	 
61028	1	40	2	9	2	6000	1
61028	2	88	 	 	 	 	 
61028	3	88	 	 	 	 	 
61028	4	88	 	 	 	 	 
61028	5	88	 	 	 	 	 
61028	6	88	 	 	 	 	 
61029	1	 	 	 	 	 	 
61029	2	 	 	 	 	 	 
61029	3	 	 	 	 	 	 
61029	4	 	 	 	 	 	 
61029	5	 	 	 	 	 	 
61029	6	 	 	 	 	 	 
61030	1	40	1	11	1	1000	0
61030	2	88	 	 	 	 	 
61030	3	88	 	 	 	 	 
61030	4	88	 	 	 	 	 
61030	5	88	 	 	 	 	 
61030	6	88	 	 	 	 	 
61031	1	23	10	23	10	2500	0
61031	2	13	5	7	5	750	0
61031	3	88	 	 	 	 	 
61031	4	88	 	 	 	 	 
61031	5	88	 	 	 	 	 
61031	6	88	 	 	 	 	 
61032	1	40	4	11	4	50000	1
61032	2	88	 	 	 	 	 
61032	3	88	 	 	 	 	 
61032	4	88	 	 	 	 	 
61032	5	88	 	 	 	 	 
61032	6	88	 	 	 	 	 
61033	1	40	2	24	2	300000	0
61033	2	88	 	 	 	 	 
61033	3	88	 	 	 	 	 
61033	4	88	 	 	 	 	 
61033	5	88	 	 	 	 	 
61033	6	88	 	 	 	 	 
61034	1	40	20	23	20	3000	0
61034	2	88	 	 	 	 	 
61034	3	88	 	 	 	 	 
61034	4	88	 	 	 	 	 
61034	5	88	 	 	 	 	 
61034	6	88	 	 	 	 	 
61035	1	1	5	11	5	750	0
61035	2	88	 	 	 	 	 
61035	3	88	 	 	 	 	 
61035	4	88	 	 	 	 	 
61035	5	88	 	 	 	 	 
61035	6	88	 	 	 	 	 
61036	1	9	5	2	5	5000	1
61036	2	88	 	 	 	 	 
61036	3	88	 	 	 	 	 
61036	4	88	 	 	 	 	 
61036	5	88	 	 	 	 	 
61036	6	88	 	 	 	 	 
61037	1	40	6	11	6	36000	0
61037	2	1	5	11	5	1200	0
61037	3	5	1	11	1	1200	0
61037	4	88	 	 	 	 	 
61037	5	88	 	 	 	 	 
61037	6	88	 	 	 	 	 
61038	1	3	1	11	1	200	0
61038	2	1	3	11	3	100	0
61038	3	88	 	 	 	 	 
61038	4	88	 	 	 	 	 
61038	5	88	 	 	 	 	 
61038	6	88	 	 	 	 	 
61039	1	 	 	 	 	 	 
61039	2	 	 	 	 	 	 
61039	3	 	 	 	 	 	 
61039	4	 	 	 	 	 	 
61039	5	 	 	 	 	 	 
61039	6	 	 	 	 	 	 
61040	1	1	4	11	4	100	0
61040	2	88	 	 	 	 	 
61040	3	88	 	 	 	 	 
61040	4	88	 	 	 	 	 
61040	5	88	 	 	 	 	 
61040	6	88	 	 	 	 	 
61041	1	5	1	11	1	2000	0
61041	2	8	1	11	1	1000	0
61041	3	1	5	11	5	200	0
61041	4	88	 	 	 	 	 
61041	5	88	 	 	 	 	 
61041	6	88	 	 	 	 	 
61042	1	40	-77	26	-77	 	 
61042	2	21	1	21	1	2000	0
61042	3	88	 	 	 	 	 
61042	4	88	 	 	 	 	 
61042	5	88	 	 	 	 	 
61042	6	88	 	 	 	 	 
61043	1	 	 	 	 	 	 
61043	2	 	 	 	 	 	 
61043	3	 	 	 	 	 	 
61043	4	 	 	 	 	 	 
61043	5	 	 	 	 	 	 
61043	6	 	 	 	 	 	 
61044	1	3	2	11	2	1400	1
61044	2	1	1	11	1	50	0
61044	3	88	 	 	 	 	 
61044	4	88	 	 	 	 	 
61044	5	88	 	 	 	 	 
61044	6	88	 	 	 	 	 
61046	1	 	 	 	 	 	 
61046	2	 	 	 	 	 	 
61046	3	 	 	 	 	 	 
61046	4	 	 	 	 	 	 
61046	5	 	 	 	 	 	 
61046	6	 	 	 	 	 	 
61047	1	40	15	11	15	50000	1
61047	2	88	 	 	 	 	 
61047	3	88	 	 	 	 	 
61047	4	88	 	 	 	 	 
61047	5	88	 	 	 	 	 
61047	6	88	 	 	 	 	 
61048	1	 	 	 	 	 	 
61048	2	 	 	 	 	 	 
61048	3	 	 	 	 	 	 
61048	4	 	 	 	 	 	 
61048	5	 	 	 	 	 	 
61048	6	 	 	 	 	 	 
