PLACEID	PRLDIDR5	AVLNDPRC	MNLNDPRC	MXLDNPRC
8530	2	-77	5000	1000
8530	3	-77	60	80
8531	1	-88	 	 
8531	2	1000	 	 
8531	3	250	 	 
8532	1	-88	 	 
8532	2	1500	 	 
8532	3	-88	 	 
8533	1	-88	 	 
8533	2	-88	 	 
8533	3	1000	 	 
8534	1	-88	 	 
8534	2	-88	 	 
8534	3	300	 	 
8535	1	-88	 	 
8535	2	-88	 	 
8535	3	400	 	 
8536	1	5000	 	 
8536	2	5000	 	 
8536	3	10	 	 
8537	1	-88	 	 
8537	2	-88	 	 
8537	3	-77	20	60
8538	1	-88	 	 
8538	2	12000	 	 
8538	3	59.5	 	 
8539	1	-88	 	 
8539	2	-88	 	 
8539	3	60	 	 
8540	1	-88	 	 
8540	2	-88	 	 
8540	3	75	 	 
8541	1	-88	 	 
8541	2	8000	 	 
8541	3	20	 	 
8542	1	-88	 	 
8542	2	-88	 	 
8542	3	-77	100	150
8601	1	-88	 	 
8601	2	-88	 	 
8601	3	400	 	 
8602	1	20000	 	 
8602	2	5000	 	 
8602	3	-77	160	250
8604	1	-88	 	 
8604	2	20000	 	 
8604	3	200	 	 
8606	1	-88	 	 
8606	2	-88	 	 
8606	3	120	 	 
8609	1	-88	 	 
8609	2	-88	 	 
8609	3	1000	 	 
8611	1	-88	 	 
8611	2	-88	 	 
8611	3	-77	300	500
8612	1	-88	 	 
8612	2	-88	 	 
8612	3	-77	750	1500
8613	1	300000	 	 
8613	2	-88	 	 
8613	3	-77	1000	1500
8614	1	-88	 	 
8614	2	-88	 	 
8614	3	15000	 	 
8617	1	-88	 	 
8617	2	-88	 	 
8617	3	100	 	 
8620	1	-88	 	 
8620	2	-88	 	 
8620	3	-77	100	150
8624	1	-88	 	 
8624	2	-88	 	 
8624	3	40	 	 
8625	1	-88	 	 
8625	2	-88	 	 
8625	3	-77	5	10
8626	1	-88	 	 
8626	2	-88	 	 
8626	3	150	 	 
8628	1	-88	 	 
8628	2	-88	 	 
8628	3	-77	40	60
8629	1	10000	 	 
8629	2	-88	 	 
8629	3	200	 	 
8630	1	-88	 	 
8630	2	-88	 	 
8630	3	-77	450	700
8632	1	70000	 	 
8632	2	20000	 	 
8632	3	-77	1500	3000
8634	1	10000	 	 
8634	2	120000	 	 
8634	3	-77	400	800
8636	1	40000	 	 
8636	2	5000	 	 
8636	3	-77	5	10
8637	1	25000	 	 
8637	2	-88	 	 
8637	3	150	 	 
8638	1	80000	 	 
8638	2	-88	 	 
8638	3	-77	400	600
8640	1	-77	900000	1200000
8640	2	-77	600000	900000
8640	3	170	 	 
8642	1	-88	 	 
8642	2	-88	 	 
8642	3	750	 	 
8644	1	-88	 	 
8644	2	-88	 	 
8644	3	-77	80	150
8645	1	-88	 	 
8645	2	-88	 	 
8645	3	-77	3500	7000
8646	1	-88	 	 
8646	2	-88	 	 
8646	3	-88	 	 
8647	1	-88	 	 
8647	2	-88	 	 
8647	3	150	 	 
8648	1	80000	 	 
8648	2	-88	 	 
8648	3	250	 	 
8649	1	-77	45000	50000
8649	2	-88	 	 
8649	3	-77	350	400
8650	1	-88	 	 
8650	2	-88	 	 
8650	3	-77	400	800
8651	1	-77	50000	75000
8651	2	-88	 	 
8651	3	750	 	 
8652	1	-88	 	 
8652	2	-88	 	 
8652	3	500	 	 
8653	1	-77	300000	350000
8653	2	-88	 	 
8653	3	-77	150	250
8654	1	-88	 	 
8654	2	-88	 	 
8654	3	-77	500	1000
8655	1	-88	 	 
8655	2	-88	 	 
8655	3	-77	2000	2500
8656	1	-88	 	 
8656	2	-88	 	 
8656	3	-77	500	1500
8657	1	-88	 	 
8657	2	-88	 	 
8657	3	80	 	 
8658	1	10000	 	 
8658	2	120000	 	 
8658	3	-77	1500	2000
8659	1	-77	350000	450000
8659	2	-77	150000	240000
8659	3	-77	150	700
8660	1	30000	 	 
8660	2	15000	 	 
8660	3	-77	1000	1200
8661	1	-88	 	 
8661	2	-88	 	 
8661	3	1000	 	 
8662	1	-88	 	 
8662	2	-88	 	 
8662	3	150	 	 
8663	1	-77	5000	7000
8663	2	-88	 	 
8663	3	1000	 	 
8664	1	10000	 	 
8664	2	10000	 	 
8664	3	-77	12	15
8665	1	-88	 	 
8665	2	-88	 	 
8665	3	860	 	 
8666	1	-88	 	 
8666	2	-88	 	 
8666	3	-77	25	30
8701	1	-88	 	 
8701	2	-88	 	 
8701	3	30	 	 
8702	1	-88	 	 
8702	2	-88	 	 
8702	3	120	 	 
8703	1	-88	 	 
8703	2	-88	 	 
8703	3	1850	 	 
8705	1	-88	 	 
8705	2	-88	 	 
8705	3	3000	 	 
8707	1	-88	 	 
8707	2	-88	 	 
8707	3	-77	6600	8000
8708	1	-88	 	 
8708	2	-88	 	 
8708	3	-77	6600	8700
8709	1	-88	 	 
8709	2	-88	 	 
8709	3	-77	500	1000
8710	1	-88	 	 
8710	2	-88	 	 
8710	3	1500	 	 
8711	1	-88	 	 
8711	2	-88	 	 
8711	3	3000	 	 
8712	1	-88	 	 
8712	2	-88	 	 
8712	3	800	 	 
8713	1	-88	 	 
8713	2	-88	 	 
8713	3	-77	1500	3000
8714	1	-88	 	 
8714	2	-88	 	 
8714	3	4000	 	 
8715	1	-88	 	 
8715	2	-88	 	 
8715	3	7000	 	 
8716	1	-88	 	 
8716	2	-88	 	 
8716	3	1400	 	 
8717	1	-88	 	 
8717	2	-88	 	 
8717	3	-77	1000	1500
8718	1	-88	 	 
8718	2	-88	 	 
8718	3	4700	 	 
8719	1	-88	 	 
8719	2	-88	 	 
8719	3	-77	-77	-77
8720	1	30	 	 
8720	2	-88	 	 
8720	3	300	 	 
8721	1	-88	 	 
8721	2	-88	 	 
8721	3	1800	 	 
8722	1	-88	 	 
8722	2	-88	 	 
8722	3	-77	150	200
8723	1	-88	 	 
8723	2	-88	 	 
8723	3	50	 	 
8725	1	-88	 	 
8725	2	-88	 	 
8725	3	1200	 	 
8726	1	-88	 	 
8726	2	-88	 	 
8726	3	-77	1155	3300
8727	1	-88	 	 
8727	2	-88	 	 
8727	3	62.5	 	 
8728	1	-88	 	 
8728	2	-88	 	 
8728	3	700	 	 
8729	1	-88	 	 
8729	2	-88	 	 
8729	3	2200	 	 
8730	1	-88	 	 
8730	2	-88	 	 
8730	3	800	 	 
8731	1	-88	 	 
8731	2	-88	 	 
8731	3	1100	 	 
8732	1	-88	 	 
8732	2	-88	 	 
8732	3	-77	700	850
8733	1	-88	 	 
8733	2	-88	 	 
8733	3	660	 	 
8734	1	-88	 	 
8734	2	-88	 	 
8734	3	900	 	 
8735	1	-88	 	 
8735	2	-88	 	 
8735	3	950	 	 
8736	1	-88	 	 
8736	2	-88	 	 
8736	3	350	 	 
8737	1	-88	 	 
8737	2	-88	 	 
8737	3	-77	600	800
8738	1	-88	 	 
8738	2	-88	 	 
8738	3	825	 	 
8739	1	-88	 	 
8739	2	-88	 	 
8739	3	1500	 	 
8740	1	-88	 	 
8740	2	-88	 	 
8740	3	2000	 	 
8741	1	-88	 	 
8741	2	-88	 	 
8741	3	250	 	 
8742	1	-88	 	 
8742	2	-88	 	 
8742	3	50	 	 
8743	1	-88	 	 
8743	2	-88	 	 
8743	3	100	 	 
8744	1	-88	 	 
8744	2	-88	 	 
8744	3	500	 	 
8745	1	-88	 	 
8745	2	-88	 	 
8745	3	-88	 	 
8746	1	-88	 	 
8746	2	-88	 	 
8746	3	300	 	 
8747	1	-88	 	 
8747	2	-88	 	 
8747	3	-88	 	 
8748	1	-88	 	 
8748	2	-88	 	 
8748	3	180	 	 
8749	1	-88	 	 
8749	2	-88	 	 
8749	3	-88	 	 
8750	1	-88	 	 
8750	2	-88	 	 
8750	3	70	 	 
8751	1	400	 	 
8751	2	-88	 	 
8751	3	150	 	 
8752	1	-88	 	 
8752	2	-88	 	 
8752	3	-88	 	 
8753	1	-88	 	 
8753	2	-88	 	 
8753	3	-77	-77	-77
8754	1	-88	 	 
8754	2	-88	 	 
8754	3	3800	 	 
8755	1	-88	 	 
8755	2	-88	 	 
8755	3	15000	 	 
8756	1	-88	 	 
8756	2	-88	 	 
8756	3	-77	50	80
8757	1	-88	 	 
8757	2	-88	 	 
8757	3	750	 	 
8758	1	-88	 	 
8758	2	-88	 	 
8758	3	2500	 	 
8759	1	-88	 	 
8759	2	-88	 	 
8759	3	-77	1300	2600
8760	1	-88	 	 
8760	2	-88	 	 
8760	3	-77	2200	2600
8761	1	-88	 	 
8761	2	-88	 	 
8761	3	-88	 	 
8762	1	-88	 	 
8762	2	-88	 	 
8762	3	-77	80	120
8763	1	-88	 	 
8763	2	-88	 	 
8763	3	-88	 	 
8764	1	-88	 	 
8764	2	-88	 	 
8764	3	-77	2000	3000
