CHILDCODE	GFMRIDR4	OFNTYUR4	VLNTYUR4	OFNTSPR4	VLNTSPR4	OFSPYUR4	VLSPYUR4	OFSPNTR4	VLSPNTR4
61007	2	0	 	0	 	0	 	0	 
61007	3	0	 	0	 	0	 	0	 
61007	4	0	 	0	 	0	 	0	 
61007	5	1	500	0	 	0	 	0	 
61007	6	0	 	0	 	0	 	0	 
61007	7	1	700	0	 	0	 	0	 
61007	8	1	500	0	 	1	500	0	 
61007	9	1	1000	0	 	1	1000	0	 
61007	10	0	 	0	 	1	600	0	 
61007	11	0	 	0	 	0	 	0	 
61007	12	0	 	0	 	0	 	0	 
61007	13	0	 	0	 	0	 	0	 
61008	1	 	 	 	 	 	 	 	 
61008	2	 	 	 	 	 	 	 	 
61008	3	 	 	 	 	 	 	 	 
61008	4	 	 	 	 	 	 	 	 
61008	5	 	 	 	 	 	 	 	 
61008	6	 	 	 	 	 	 	 	 
61008	7	 	 	 	 	 	 	 	 
61008	8	 	 	 	 	 	 	 	 
61008	9	 	 	 	 	 	 	 	 
61008	10	 	 	 	 	 	 	 	 
61008	11	 	 	 	 	 	 	 	 
61008	12	 	 	 	 	 	 	 	 
61008	13	 	 	 	 	 	 	 	 
61009	1	 	 	 	 	 	 	 	 
61009	2	 	 	 	 	 	 	 	 
61009	3	 	 	 	 	 	 	 	 
61009	4	 	 	 	 	 	 	 	 
61009	5	 	 	 	 	 	 	 	 
61009	6	 	 	 	 	 	 	 	 
61009	7	 	 	 	 	 	 	 	 
61009	8	 	 	 	 	 	 	 	 
61009	9	 	 	 	 	 	 	 	 
61009	10	 	 	 	 	 	 	 	 
61009	11	 	 	 	 	 	 	 	 
61009	12	 	 	 	 	 	 	 	 
61009	13	 	 	 	 	 	 	 	 
61010	1	 	 	 	 	 	 	 	 
61010	2	 	 	 	 	 	 	 	 
61010	3	 	 	 	 	 	 	 	 
61010	4	 	 	 	 	 	 	 	 
61010	5	 	 	 	 	 	 	 	 
61010	6	 	 	 	 	 	 	 	 
61010	7	 	 	 	 	 	 	 	 
61010	8	 	 	 	 	 	 	 	 
61010	9	 	 	 	 	 	 	 	 
61010	10	 	 	 	 	 	 	 	 
61010	11	 	 	 	 	 	 	 	 
61010	12	 	 	 	 	 	 	 	 
61010	13	 	 	 	 	 	 	 	 
61011	1	 	 	 	 	 	 	 	 
61011	2	 	 	 	 	 	 	 	 
61011	3	 	 	 	 	 	 	 	 
61011	4	 	 	 	 	 	 	 	 
61011	5	 	 	 	 	 	 	 	 
61011	6	 	 	 	 	 	 	 	 
61011	7	 	 	 	 	 	 	 	 
61011	8	 	 	 	 	 	 	 	 
61011	9	 	 	 	 	 	 	 	 
61011	10	 	 	 	 	 	 	 	 
61011	11	 	 	 	 	 	 	 	 
61011	12	 	 	 	 	 	 	 	 
61011	13	 	 	 	 	 	 	 	 
61012	1	 	 	 	 	 	 	 	 
61012	2	 	 	 	 	 	 	 	 
61012	3	 	 	 	 	 	 	 	 
61012	4	 	 	 	 	 	 	 	 
61012	5	 	 	 	 	 	 	 	 
61012	6	 	 	 	 	 	 	 	 
61012	7	 	 	 	 	 	 	 	 
61012	8	 	 	 	 	 	 	 	 
61012	9	 	 	 	 	 	 	 	 
61012	10	 	 	 	 	 	 	 	 
61012	11	 	 	 	 	 	 	 	 
61012	12	 	 	 	 	 	 	 	 
61012	13	 	 	 	 	 	 	 	 
61014	1	 	 	 	 	 	 	 	 
61014	2	 	 	 	 	 	 	 	 
61014	3	 	 	 	 	 	 	 	 
61014	4	 	 	 	 	 	 	 	 
61014	5	 	 	 	 	 	 	 	 
61014	6	 	 	 	 	 	 	 	 
61014	7	 	 	 	 	 	 	 	 
61014	8	 	 	 	 	 	 	 	 
61014	9	 	 	 	 	 	 	 	 
61014	10	 	 	 	 	 	 	 	 
61014	11	 	 	 	 	 	 	 	 
61014	12	 	 	 	 	 	 	 	 
61014	13	 	 	 	 	 	 	 	 
61015	1	 	 	 	 	 	 	 	 
61015	2	 	 	 	 	 	 	 	 
61015	3	 	 	 	 	 	 	 	 
61015	4	 	 	 	 	 	 	 	 
61015	5	 	 	 	 	 	 	 	 
61015	6	 	 	 	 	 	 	 	 
61015	7	 	 	 	 	 	 	 	 
61015	8	 	 	 	 	 	 	 	 
61015	9	 	 	 	 	 	 	 	 
61015	10	 	 	 	 	 	 	 	 
61015	11	 	 	 	 	 	 	 	 
61015	12	 	 	 	 	 	 	 	 
61015	13	 	 	 	 	 	 	 	 
61016	1	 	 	 	 	 	 	 	 
61016	2	 	 	 	 	 	 	 	 
61016	3	 	 	 	 	 	 	 	 
61016	4	 	 	 	 	 	 	 	 
61016	5	 	 	 	 	 	 	 	 
61016	6	 	 	 	 	 	 	 	 
61016	7	 	 	 	 	 	 	 	 
61016	8	 	 	 	 	 	 	 	 
61016	9	 	 	 	 	 	 	 	 
61016	10	 	 	 	 	 	 	 	 
61016	11	 	 	 	 	 	 	 	 
61016	12	 	 	 	 	 	 	 	 
61016	13	 	 	 	 	 	 	 	 
61018	1	 	 	 	 	 	 	 	 
61018	2	 	 	 	 	 	 	 	 
61018	3	 	 	 	 	 	 	 	 
61018	4	 	 	 	 	 	 	 	 
61018	5	 	 	 	 	 	 	 	 
61018	6	 	 	 	 	 	 	 	 
61018	7	 	 	 	 	 	 	 	 
61018	8	 	 	 	 	 	 	 	 
61018	9	 	 	 	 	 	 	 	 
61018	10	 	 	 	 	 	 	 	 
61018	11	 	 	 	 	 	 	 	 
61018	12	 	 	 	 	 	 	 	 
61018	13	 	 	 	 	 	 	 	 
61019	1	 	 	 	 	 	 	 	 
61019	2	 	 	 	 	 	 	 	 
61019	3	 	 	 	 	 	 	 	 
61019	4	 	 	 	 	 	 	 	 
61019	5	 	 	 	 	 	 	 	 
61019	6	 	 	 	 	 	 	 	 
61019	7	 	 	 	 	 	 	 	 
61019	8	 	 	 	 	 	 	 	 
61019	9	 	 	 	 	 	 	 	 
61019	10	 	 	 	 	 	 	 	 
61019	11	 	 	 	 	 	 	 	 
61019	12	 	 	 	 	 	 	 	 
61019	13	 	 	 	 	 	 	 	 
61020	1	 	 	 	 	 	 	 	 
61020	2	 	 	 	 	 	 	 	 
61020	3	 	 	 	 	 	 	 	 
61020	4	 	 	 	 	 	 	 	 
61020	5	 	 	 	 	 	 	 	 
61020	6	 	 	 	 	 	 	 	 
61020	7	 	 	 	 	 	 	 	 
61020	8	 	 	 	 	 	 	 	 
61020	9	 	 	 	 	 	 	 	 
61020	10	 	 	 	 	 	 	 	 
61020	11	 	 	 	 	 	 	 	 
61020	12	 	 	 	 	 	 	 	 
61020	13	 	 	 	 	 	 	 	 
61021	1	 	 	 	 	 	 	 	 
61021	2	 	 	 	 	 	 	 	 
61021	3	 	 	 	 	 	 	 	 
61021	4	 	 	 	 	 	 	 	 
61021	5	 	 	 	 	 	 	 	 
61021	6	 	 	 	 	 	 	 	 
61021	7	 	 	 	 	 	 	 	 
61021	8	 	 	 	 	 	 	 	 
61021	9	 	 	 	 	 	 	 	 
61021	10	 	 	 	 	 	 	 	 
61021	11	 	 	 	 	 	 	 	 
61021	12	 	 	 	 	 	 	 	 
61021	13	 	 	 	 	 	 	 	 
61022	1	 	 	 	 	 	 	 	 
61022	2	 	 	 	 	 	 	 	 
61022	3	 	 	 	 	 	 	 	 
61022	4	 	 	 	 	 	 	 	 
61022	5	 	 	 	 	 	 	 	 
61022	6	 	 	 	 	 	 	 	 
61022	7	 	 	 	 	 	 	 	 
61022	8	 	 	 	 	 	 	 	 
61022	9	 	 	 	 	 	 	 	 
61022	10	 	 	 	 	 	 	 	 
61022	11	 	 	 	 	 	 	 	 
61022	12	 	 	 	 	 	 	 	 
61022	13	 	 	 	 	 	 	 	 
61023	1	0	 	0	 	0	 	0	 
61023	2	0	 	0	 	0	 	0	 
61023	3	0	 	0	 	0	 	0	 
61023	4	0	 	0	 	0	 	0	 
61023	5	0	 	0	 	0	 	0	 
61023	6	0	 	0	 	0	 	0	 
61023	7	1	180	0	 	1	700	0	 
61023	8	0	 	0	 	0	 	0	 
61023	9	1	4000	0	 	1	10000	0	 
61023	10	0	 	0	 	0	 	0	 
61023	11	0	 	0	 	0	 	0	 
61023	12	0	 	0	 	0	 	0	 
61023	13	0	 	0	 	0	 	0	 
61024	1	1	200	0	 	0	 	0	 
61024	2	1	2000	0	 	1	7000	0	 
61024	3	1	2000	0	 	0	 	0	 
61024	4	0	 	0	 	0	 	0	 
61024	5	1	300	0	 	1	30	0	 
61024	6	0	 	0	 	0	 	0	 
61024	7	1	200	0	 	1	300	0	 
61024	8	0	 	0	 	0	 	0	 
61024	9	0	 	0	 	1	5000	0	 
61024	10	0	 	0	 	0	 	0	 
61024	11	0	 	0	 	0	 	0	 
61024	12	0	 	0	 	0	 	0	 
61024	13	0	 	0	 	0	 	0	 
61025	1	 	 	 	 	 	 	 	 
61025	2	 	 	 	 	 	 	 	 
61025	3	 	 	 	 	 	 	 	 
61025	4	 	 	 	 	 	 	 	 
61025	5	 	 	 	 	 	 	 	 
61025	6	 	 	 	 	 	 	 	 
61025	7	 	 	 	 	 	 	 	 
61025	8	 	 	 	 	 	 	 	 
61025	9	 	 	 	 	 	 	 	 
61025	10	 	 	 	 	 	 	 	 
61025	11	 	 	 	 	 	 	 	 
61025	12	 	 	 	 	 	 	 	 
61025	13	 	 	 	 	 	 	 	 
61026	1	 	 	 	 	 	 	 	 
61026	2	 	 	 	 	 	 	 	 
61026	3	 	 	 	 	 	 	 	 
61026	4	 	 	 	 	 	 	 	 
61026	5	 	 	 	 	 	 	 	 
61026	6	 	 	 	 	 	 	 	 
61026	7	 	 	 	 	 	 	 	 
61026	8	 	 	 	 	 	 	 	 
61026	9	 	 	 	 	 	 	 	 
61026	10	 	 	 	 	 	 	 	 
61026	11	 	 	 	 	 	 	 	 
61026	12	 	 	 	 	 	 	 	 
61026	13	 	 	 	 	 	 	 	 
61027	1	 	 	 	 	 	 	 	 
61027	2	 	 	 	 	 	 	 	 
61027	3	 	 	 	 	 	 	 	 
61027	4	 	 	 	 	 	 	 	 
61027	5	 	 	 	 	 	 	 	 
61027	6	 	 	 	 	 	 	 	 
61027	7	 	 	 	 	 	 	 	 
61027	8	 	 	 	 	 	 	 	 
61027	9	 	 	 	 	 	 	 	 
61027	10	 	 	 	 	 	 	 	 
61027	11	 	 	 	 	 	 	 	 
61027	12	 	 	 	 	 	 	 	 
61027	13	 	 	 	 	 	 	 	 
61029	1	 	 	 	 	 	 	 	 
61029	2	 	 	 	 	 	 	 	 
61029	3	 	 	 	 	 	 	 	 
61029	4	 	 	 	 	 	 	 	 
61029	5	 	 	 	 	 	 	 	 
61029	6	 	 	 	 	 	 	 	 
61029	7	 	 	 	 	 	 	 	 
61029	8	 	 	 	 	 	 	 	 
61029	9	 	 	 	 	 	 	 	 
61029	10	 	 	 	 	 	 	 	 
61029	11	 	 	 	 	 	 	 	 
61029	12	 	 	 	 	 	 	 	 
61029	13	 	 	 	 	 	 	 	 
61031	1	 	 	 	 	 	 	 	 
61031	2	 	 	 	 	 	 	 	 
61031	3	 	 	 	 	 	 	 	 
61031	4	 	 	 	 	 	 	 	 
61031	5	 	 	 	 	 	 	 	 
61031	6	 	 	 	 	 	 	 	 
61031	7	 	 	 	 	 	 	 	 
61031	8	 	 	 	 	 	 	 	 
61031	9	 	 	 	 	 	 	 	 
61031	10	 	 	 	 	 	 	 	 
61031	11	 	 	 	 	 	 	 	 
61031	12	 	 	 	 	 	 	 	 
61031	13	 	 	 	 	 	 	 	 
61033	1	 	 	 	 	 	 	 	 
61033	2	 	 	 	 	 	 	 	 
61033	3	 	 	 	 	 	 	 	 
61033	4	 	 	 	 	 	 	 	 
61033	5	 	 	 	 	 	 	 	 
61033	6	 	 	 	 	 	 	 	 
61033	7	 	 	 	 	 	 	 	 
61033	8	 	 	 	 	 	 	 	 
61033	9	 	 	 	 	 	 	 	 
61033	10	 	 	 	 	 	 	 	 
61033	11	 	 	 	 	 	 	 	 
61033	12	 	 	 	 	 	 	 	 
61033	13	 	 	 	 	 	 	 	 
61034	1	 	 	 	 	 	 	 	 
61034	2	 	 	 	 	 	 	 	 
61034	3	 	 	 	 	 	 	 	 
61034	4	 	 	 	 	 	 	 	 
61034	5	 	 	 	 	 	 	 	 
61034	6	 	 	 	 	 	 	 	 
61034	7	 	 	 	 	 	 	 	 
61034	8	 	 	 	 	 	 	 	 
61034	9	 	 	 	 	 	 	 	 
61034	10	 	 	 	 	 	 	 	 
61034	11	 	 	 	 	 	 	 	 
61034	12	 	 	 	 	 	 	 	 
61034	13	 	 	 	 	 	 	 	 
61036	1	 	 	 	 	 	 	 	 
61036	2	 	 	 	 	 	 	 	 
61036	3	 	 	 	 	 	 	 	 
61036	4	 	 	 	 	 	 	 	 
61036	5	 	 	 	 	 	 	 	 
61036	6	 	 	 	 	 	 	 	 
61036	7	 	 	 	 	 	 	 	 
61036	8	 	 	 	 	 	 	 	 
61036	9	 	 	 	 	 	 	 	 
61036	10	 	 	 	 	 	 	 	 
61036	11	 	 	 	 	 	 	 	 
61036	12	 	 	 	 	 	 	 	 
61036	13	 	 	 	 	 	 	 	 
61037	1	 	 	 	 	 	 	 	 
61037	2	 	 	 	 	 	 	 	 
61037	3	 	 	 	 	 	 	 	 
61037	4	 	 	 	 	 	 	 	 
61037	5	 	 	 	 	 	 	 	 
61037	6	 	 	 	 	 	 	 	 
61037	7	 	 	 	 	 	 	 	 
61037	8	 	 	 	 	 	 	 	 
61037	9	 	 	 	 	 	 	 	 
61037	10	 	 	 	 	 	 	 	 
61037	11	 	 	 	 	 	 	 	 
61037	12	 	 	 	 	 	 	 	 
61037	13	 	 	 	 	 	 	 	 
61038	1	 	 	 	 	 	 	 	 
61038	2	 	 	 	 	 	 	 	 
61038	3	 	 	 	 	 	 	 	 
61038	4	 	 	 	 	 	 	 	 
61038	5	 	 	 	 	 	 	 	 
61038	6	 	 	 	 	 	 	 	 
61038	7	 	 	 	 	 	 	 	 
61038	8	 	 	 	 	 	 	 	 
61038	9	 	 	 	 	 	 	 	 
61038	10	 	 	 	 	 	 	 	 
61038	11	 	 	 	 	 	 	 	 
61038	12	 	 	 	 	 	 	 	 
61038	13	 	 	 	 	 	 	 	 
61039	1	 	 	 	 	 	 	 	 
61039	2	 	 	 	 	 	 	 	 
61039	3	 	 	 	 	 	 	 	 
61039	4	 	 	 	 	 	 	 	 
61039	5	 	 	 	 	 	 	 	 
61039	6	 	 	 	 	 	 	 	 
61039	7	 	 	 	 	 	 	 	 
61039	8	 	 	 	 	 	 	 	 
61039	9	 	 	 	 	 	 	 	 
61039	10	 	 	 	 	 	 	 	 
61039	11	 	 	 	 	 	 	 	 
61039	12	 	 	 	 	 	 	 	 
61039	13	 	 	 	 	 	 	 	 
61041	1	 	 	 	 	 	 	 	 
61041	2	 	 	 	 	 	 	 	 
61041	3	 	 	 	 	 	 	 	 
61041	4	 	 	 	 	 	 	 	 
61041	5	 	 	 	 	 	 	 	 
61041	6	 	 	 	 	 	 	 	 
61041	7	 	 	 	 	 	 	 	 
61041	8	 	 	 	 	 	 	 	 
61041	9	 	 	 	 	 	 	 	 
61041	10	 	 	 	 	 	 	 	 
61041	11	 	 	 	 	 	 	 	 
61041	12	 	 	 	 	 	 	 	 
61041	13	 	 	 	 	 	 	 	 
61044	1	 	 	 	 	 	 	 	 
61044	2	 	 	 	 	 	 	 	 
61044	3	 	 	 	 	 	 	 	 
61044	4	 	 	 	 	 	 	 	 
61044	5	 	 	 	 	 	 	 	 
61044	6	 	 	 	 	 	 	 	 
61044	7	 	 	 	 	 	 	 	 
61044	8	 	 	 	 	 	 	 	 
61044	9	 	 	 	 	 	 	 	 
61044	10	 	 	 	 	 	 	 	 
61044	11	 	 	 	 	 	 	 	 
61044	12	 	 	 	 	 	 	 	 
61044	13	 	 	 	 	 	 	 	 
61046	1	 	 	 	 	 	 	 	 
61046	2	 	 	 	 	 	 	 	 
61046	3	 	 	 	 	 	 	 	 
61046	4	 	 	 	 	 	 	 	 
61046	5	 	 	 	 	 	 	 	 
61046	6	 	 	 	 	 	 	 	 
61046	7	 	 	 	 	 	 	 	 
61046	8	 	 	 	 	 	 	 	 
61046	9	 	 	 	 	 	 	 	 
61046	10	 	 	 	 	 	 	 	 
61046	11	 	 	 	 	 	 	 	 
61046	12	 	 	 	 	 	 	 	 
61046	13	 	 	 	 	 	 	 	 
61047	1	 	 	 	 	 	 	 	 
61047	2	 	 	 	 	 	 	 	 
61047	3	 	 	 	 	 	 	 	 
61047	4	 	 	 	 	 	 	 	 
61047	5	 	 	 	 	 	 	 	 
61047	6	 	 	 	 	 	 	 	 
61047	7	 	 	 	 	 	 	 	 
61047	8	 	 	 	 	 	 	 	 
61047	9	 	 	 	 	 	 	 	 
61047	10	 	 	 	 	 	 	 	 
61047	11	 	 	 	 	 	 	 	 
61047	12	 	 	 	 	 	 	 	 
61047	13	 	 	 	 	 	 	 	 
61049	1	 	 	 	 	 	 	 	 
61049	2	 	 	 	 	 	 	 	 
61049	3	 	 	 	 	 	 	 	 
61049	4	 	 	 	 	 	 	 	 
61049	5	 	 	 	 	 	 	 	 
61049	6	 	 	 	 	 	 	 	 
61049	7	 	 	 	 	 	 	 	 
61049	8	 	 	 	 	 	 	 	 
61049	9	 	 	 	 	 	 	 	 
61049	10	 	 	 	 	 	 	 	 
61049	11	 	 	 	 	 	 	 	 
61049	12	 	 	 	 	 	 	 	 
61049	13	 	 	 	 	 	 	 	 
61050	1	 	 	 	 	 	 	 	 
61050	2	 	 	 	 	 	 	 	 
61050	3	 	 	 	 	 	 	 	 
61050	4	 	 	 	 	 	 	 	 
61050	5	 	 	 	 	 	 	 	 
61050	6	 	 	 	 	 	 	 	 
61050	7	 	 	 	 	 	 	 	 
61050	8	 	 	 	 	 	 	 	 
61050	9	 	 	 	 	 	 	 	 
61050	10	 	 	 	 	 	 	 	 
61050	11	 	 	 	 	 	 	 	 
61050	12	 	 	 	 	 	 	 	 
61050	13	 	 	 	 	 	 	 	 
61051	1	 	 	 	 	 	 	 	 
61051	2	 	 	 	 	 	 	 	 
61051	3	 	 	 	 	 	 	 	 
61051	4	 	 	 	 	 	 	 	 
61051	5	 	 	 	 	 	 	 	 
61051	6	 	 	 	 	 	 	 	 
61051	7	 	 	 	 	 	 	 	 
61051	8	 	 	 	 	 	 	 	 
61051	9	 	 	 	 	 	 	 	 
61051	10	 	 	 	 	 	 	 	 
61051	11	 	 	 	 	 	 	 	 
61051	12	 	 	 	 	 	 	 	 
61051	13	 	 	 	 	 	 	 	 
61052	1	 	 	 	 	 	 	 	 
61052	2	 	 	 	 	 	 	 	 
61052	3	 	 	 	 	 	 	 	 
61052	4	 	 	 	 	 	 	 	 
61052	5	 	 	 	 	 	 	 	 
61052	6	 	 	 	 	 	 	 	 
61052	7	 	 	 	 	 	 	 	 
61052	8	 	 	 	 	 	 	 	 
61052	9	 	 	 	 	 	 	 	 
61052	10	 	 	 	 	 	 	 	 
61052	11	 	 	 	 	 	 	 	 
61052	12	 	 	 	 	 	 	 	 
61052	13	 	 	 	 	 	 	 	 
61054	1	 	 	 	 	 	 	 	 
61054	2	 	 	 	 	 	 	 	 
61054	3	 	 	 	 	 	 	 	 
61054	4	 	 	 	 	 	 	 	 
61054	5	 	 	 	 	 	 	 	 
61054	6	 	 	 	 	 	 	 	 
61054	7	 	 	 	 	 	 	 	 
61054	8	 	 	 	 	 	 	 	 
61054	9	 	 	 	 	 	 	 	 
61054	10	 	 	 	 	 	 	 	 
61054	11	 	 	 	 	 	 	 	 
61054	12	 	 	 	 	 	 	 	 
61054	13	 	 	 	 	 	 	 	 
61056	1	 	 	 	 	 	 	 	 
61056	2	 	 	 	 	 	 	 	 
61056	3	 	 	 	 	 	 	 	 
61056	4	 	 	 	 	 	 	 	 
61056	5	 	 	 	 	 	 	 	 
61056	6	 	 	 	 	 	 	 	 
61056	7	 	 	 	 	 	 	 	 
61056	8	 	 	 	 	 	 	 	 
61056	9	 	 	 	 	 	 	 	 
61056	10	 	 	 	 	 	 	 	 
61056	11	 	 	 	 	 	 	 	 
61056	12	 	 	 	 	 	 	 	 
61056	13	 	 	 	 	 	 	 	 
61057	1	 	 	 	 	 	 	 	 
61057	2	 	 	 	 	 	 	 	 
61057	3	 	 	 	 	 	 	 	 
61057	4	 	 	 	 	 	 	 	 
61057	5	 	 	 	 	 	 	 	 
61057	6	 	 	 	 	 	 	 	 
61057	7	 	 	 	 	 	 	 	 
61057	8	 	 	 	 	 	 	 	 
61057	9	 	 	 	 	 	 	 	 
61057	10	 	 	 	 	 	 	 	 
61057	11	 	 	 	 	 	 	 	 
61057	12	 	 	 	 	 	 	 	 
61057	13	 	 	 	 	 	 	 	 
61058	1	 	 	 	 	 	 	 	 
61058	2	 	 	 	 	 	 	 	 
61058	3	 	 	 	 	 	 	 	 
61058	4	 	 	 	 	 	 	 	 
61058	5	 	 	 	 	 	 	 	 
61058	6	 	 	 	 	 	 	 	 
61058	7	 	 	 	 	 	 	 	 
61058	8	 	 	 	 	 	 	 	 
61058	9	 	 	 	 	 	 	 	 
61058	10	 	 	 	 	 	 	 	 
61058	11	 	 	 	 	 	 	 	 
61058	12	 	 	 	 	 	 	 	 
61058	13	 	 	 	 	 	 	 	 
61059	1	 	 	 	 	 	 	 	 
61059	2	 	 	 	 	 	 	 	 
61059	3	 	 	 	 	 	 	 	 
61059	4	 	 	 	 	 	 	 	 
61059	5	 	 	 	 	 	 	 	 
61059	6	 	 	 	 	 	 	 	 
61059	7	 	 	 	 	 	 	 	 
61059	8	 	 	 	 	 	 	 	 
61059	9	 	 	 	 	 	 	 	 
61059	10	 	 	 	 	 	 	 	 
61059	11	 	 	 	 	 	 	 	 
61059	12	 	 	 	 	 	 	 	 
61059	13	 	 	 	 	 	 	 	 
71001	1	 	 	 	 	 	 	 	 
71001	2	 	 	 	 	 	 	 	 
71001	3	 	 	 	 	 	 	 	 
71001	4	 	 	 	 	 	 	 	 
71001	5	 	 	 	 	 	 	 	 
71001	6	 	 	 	 	 	 	 	 
71001	7	 	 	 	 	 	 	 	 
71001	8	 	 	 	 	 	 	 	 
71001	9	 	 	 	 	 	 	 	 
71001	10	 	 	 	 	 	 	 	 
71001	11	 	 	 	 	 	 	 	 
71001	12	 	 	 	 	 	 	 	 
71001	13	 	 	 	 	 	 	 	 
71002	1	 	 	 	 	 	 	 	 
71002	2	 	 	 	 	 	 	 	 
71002	3	 	 	 	 	 	 	 	 
71002	4	 	 	 	 	 	 	 	 
71002	5	 	 	 	 	 	 	 	 
71002	6	 	 	 	 	 	 	 	 
71002	7	 	 	 	 	 	 	 	 
71002	8	 	 	 	 	 	 	 	 
71002	9	 	 	 	 	 	 	 	 
71002	10	 	 	 	 	 	 	 	 
71002	11	 	 	 	 	 	 	 	 
71002	12	 	 	 	 	 	 	 	 
71002	13	 	 	 	 	 	 	 	 
71003	1	 	 	 	 	 	 	 	 
71003	2	 	 	 	 	 	 	 	 
71003	3	 	 	 	 	 	 	 	 
71003	4	 	 	 	 	 	 	 	 
71003	5	 	 	 	 	 	 	 	 
71003	6	 	 	 	 	 	 	 	 
71003	7	 	 	 	 	 	 	 	 
71003	8	 	 	 	 	 	 	 	 
71003	9	 	 	 	 	 	 	 	 
71003	10	 	 	 	 	 	 	 	 
71003	11	 	 	 	 	 	 	 	 
71003	12	 	 	 	 	 	 	 	 
71003	13	 	 	 	 	 	 	 	 
71004	1	 	 	 	 	 	 	 	 
71004	2	 	 	 	 	 	 	 	 
71004	3	 	 	 	 	 	 	 	 
71004	4	 	 	 	 	 	 	 	 
71004	5	 	 	 	 	 	 	 	 
71004	6	 	 	 	 	 	 	 	 
71004	7	 	 	 	 	 	 	 	 
71004	8	 	 	 	 	 	 	 	 
71004	9	 	 	 	 	 	 	 	 
71004	10	 	 	 	 	 	 	 	 
71004	11	 	 	 	 	 	 	 	 
71004	12	 	 	 	 	 	 	 	 
71004	13	 	 	 	 	 	 	 	 
71005	1	 	 	 	 	 	 	 	 
71005	2	 	 	 	 	 	 	 	 
71005	3	 	 	 	 	 	 	 	 
71005	4	 	 	 	 	 	 	 	 
71005	5	 	 	 	 	 	 	 	 
71005	6	 	 	 	 	 	 	 	 
71005	7	 	 	 	 	 	 	 	 
71005	8	 	 	 	 	 	 	 	 
71005	9	 	 	 	 	 	 	 	 
71005	10	 	 	 	 	 	 	 	 
71005	11	 	 	 	 	 	 	 	 
71005	12	 	 	 	 	 	 	 	 
71005	13	 	 	 	 	 	 	 	 
71006	1	 	 	 	 	 	 	 	 
71006	2	 	 	 	 	 	 	 	 
71006	3	 	 	 	 	 	 	 	 
71006	4	 	 	 	 	 	 	 	 
71006	5	 	 	 	 	 	 	 	 
71006	6	 	 	 	 	 	 	 	 
71006	7	 	 	 	 	 	 	 	 
71006	8	 	 	 	 	 	 	 	 
71006	9	 	 	 	 	 	 	 	 
71006	10	 	 	 	 	 	 	 	 
71006	11	 	 	 	 	 	 	 	 
71006	12	 	 	 	 	 	 	 	 
71006	13	 	 	 	 	 	 	 	 
71007	1	 	 	 	 	 	 	 	 
71007	2	 	 	 	 	 	 	 	 
71007	3	 	 	 	 	 	 	 	 
71007	4	 	 	 	 	 	 	 	 
71007	5	 	 	 	 	 	 	 	 
71007	6	 	 	 	 	 	 	 	 
71007	7	 	 	 	 	 	 	 	 
71007	8	 	 	 	 	 	 	 	 
71007	9	 	 	 	 	 	 	 	 
71007	10	 	 	 	 	 	 	 	 
71007	11	 	 	 	 	 	 	 	 
71007	12	 	 	 	 	 	 	 	 
71007	13	 	 	 	 	 	 	 	 
71008	1	 	 	 	 	 	 	 	 
71008	2	 	 	 	 	 	 	 	 
71008	3	 	 	 	 	 	 	 	 
71008	4	 	 	 	 	 	 	 	 
71008	5	 	 	 	 	 	 	 	 
71008	6	 	 	 	 	 	 	 	 
71008	7	 	 	 	 	 	 	 	 
71008	8	 	 	 	 	 	 	 	 
71008	9	 	 	 	 	 	 	 	 
71008	10	 	 	 	 	 	 	 	 
71008	11	 	 	 	 	 	 	 	 
71008	12	 	 	 	 	 	 	 	 
71008	13	 	 	 	 	 	 	 	 
71009	1	 	 	 	 	 	 	 	 
71009	2	 	 	 	 	 	 	 	 
71009	3	 	 	 	 	 	 	 	 
71009	4	 	 	 	 	 	 	 	 
71009	5	 	 	 	 	 	 	 	 
71009	6	 	 	 	 	 	 	 	 
71009	7	 	 	 	 	 	 	 	 
71009	8	 	 	 	 	 	 	 	 
71009	9	 	 	 	 	 	 	 	 
71009	10	 	 	 	 	 	 	 	 
71009	11	 	 	 	 	 	 	 	 
71009	12	 	 	 	 	 	 	 	 
71009	13	 	 	 	 	 	 	 	 
71010	1	 	 	 	 	 	 	 	 
71010	2	 	 	 	 	 	 	 	 
71010	3	 	 	 	 	 	 	 	 
71010	4	 	 	 	 	 	 	 	 
71010	5	 	 	 	 	 	 	 	 
71010	6	 	 	 	 	 	 	 	 
71010	7	 	 	 	 	 	 	 	 
71010	8	 	 	 	 	 	 	 	 
71010	9	 	 	 	 	 	 	 	 
71010	10	 	 	 	 	 	 	 	 
71010	11	 	 	 	 	 	 	 	 
71010	12	 	 	 	 	 	 	 	 
71010	13	 	 	 	 	 	 	 	 
71011	1	 	 	 	 	 	 	 	 
71011	2	 	 	 	 	 	 	 	 
71011	3	 	 	 	 	 	 	 	 
71011	4	 	 	 	 	 	 	 	 
71011	5	 	 	 	 	 	 	 	 
71011	6	 	 	 	 	 	 	 	 
71011	7	 	 	 	 	 	 	 	 
71011	8	 	 	 	 	 	 	 	 
71011	9	 	 	 	 	 	 	 	 
71011	10	 	 	 	 	 	 	 	 
71011	11	 	 	 	 	 	 	 	 
71011	12	 	 	 	 	 	 	 	 
71011	13	 	 	 	 	 	 	 	 
