CHILDCODE	HHDCIDR4	EVRDECR4	MADDECR4	WHOPRVR4
131009	10	1	0	3
131009	13	1	0	3
131010	1	1	1	7
131010	2	1	1	7
131010	3	1	1	7
131010	5	1	0	3
131010	9	1	0	3
131010	10	1	0	3
131010	13	0	0	88
131011	1	1	1	7
131011	2	1	1	1
131011	3	1	1	7
131011	5	1	1	7
131011	9	1	1	3
131011	10	1	1	3
131011	13	88	 	 
131012	1	1	1	7
131012	2	1	1	1
131012	3	1	1	1
131012	5	1	1	1
131012	9	1	1	7
131012	10	1	1	3
131012	13	1	1	7
131013	1	1	1	1
131013	2	1	1	1
131013	3	1	1	1
131013	5	1	1	1
131013	9	1	0	3
131013	10	1	1	7
131013	13	1	0	3
131015	1	1	1	7
131015	2	1	1	7
131015	3	1	1	7
131015	5	1	1	7
131015	9	1	1	7
131015	10	1	1	7
131015	13	1	1	7
131016	1	1	1	7
131016	2	1	1	7
131016	3	1	1	7
131016	5	1	1	7
131016	9	0	0	3
131016	10	0	0	3
131016	13	0	0	3
131017	1	1	1	7
131017	2	1	1	1
131017	3	1	1	7
131017	5	1	1	7
131017	9	1	0	3
131017	10	1	0	7
131017	13	88	 	 
131018	1	1	1	1
131018	2	1	1	1
131018	3	1	1	1
131018	5	1	1	1
131018	9	0	0	7
131018	10	0	0	3
131018	13	88	 	 
131020	1	1	1	7
131020	2	1	1	7
131020	3	1	1	7
131020	5	1	1	7
131020	9	0	0	3
131020	10	0	0	3
131020	13	0	0	3
131021	1	1	1	1
131021	2	1	1	7
131021	3	1	1	7
131021	5	1	1	7
131021	9	1	0	3
131021	10	1	1	3
131021	13	88	 	 
131022	1	1	1	7
131022	2	1	1	7
131022	3	1	1	7
131022	5	1	1	7
131022	9	1	1	7
131022	10	1	1	7
131022	13	0	0	88
131023	1	1	1	1
131023	2	1	1	3
131023	3	1	1	1
131023	5	1	0	3
131023	9	1	0	3
131023	10	1	0	3
131023	13	88	 	 
131024	1	1	1	1
131024	2	1	1	1
131024	3	1	1	1
131024	5	1	1	7
131024	9	1	1	7
131024	10	1	1	7
131024	13	88	 	 
131025	1	1	1	3
131025	2	1	1	3
131025	3	1	1	1
131025	5	1	1	3
131025	9	1	0	3
131025	10	1	0	3
131025	13	0	0	3
131026	1	1	1	1
131026	2	1	1	1
131026	3	1	1	1
131026	5	1	1	1
131026	9	1	0	3
131026	10	1	0	3
131026	13	0	0	88
131027	1	1	1	1
131027	2	1	1	7
131027	3	1	1	7
131027	5	1	1	7
131027	9	1	0	3
131027	10	1	0	3
131027	13	0	0	88
131028	1	1	1	1
131028	2	1	1	1
131028	3	1	1	1
131028	5	1	1	1
131028	9	1	0	3
131028	10	1	1	3
131028	13	88	 	 
131029	1	1	1	7
131029	2	1	1	1
131029	3	1	1	7
131029	5	1	1	7
131029	9	1	0	3
131029	10	1	0	3
131029	13	1	0	3
131030	1	1	1	1
131030	2	1	1	3
131030	3	1	1	3
131030	5	1	1	3
131030	9	1	0	3
131030	10	1	0	3
131030	13	88	 	 
131031	1	1	1	7
131031	2	1	1	1
131031	3	1	1	1
131031	5	1	1	1
131031	9	1	0	3
131031	10	1	0	3
131031	13	88	 	 
131032	1	1	1	4
131032	2	1	1	3
131032	3	1	1	3
131032	5	1	1	3
131032	9	1	0	3
131032	10	1	1	3
131032	13	0	0	88
131033	1	1	1	1
131033	2	1	1	3
131033	3	1	1	3
131033	5	1	1	3
131033	9	1	1	3
131033	10	1	0	3
131033	13	88	 	 
131034	1	1	1	1
131034	2	1	1	1
131034	3	1	1	1
131034	5	1	1	1
131034	9	1	1	8
131034	10	1	1	8
131034	13	88	 	 
131035	1	1	1	7
131035	2	1	1	1
131035	3	1	1	7
131035	5	1	1	7
131035	9	1	1	3
131035	10	1	1	3
131035	13	88	 	 
131036	1	1	1	7
131036	2	1	1	1
131036	3	1	1	1
131036	5	1	1	7
131036	9	1	0	3
131036	10	1	0	3
131036	13	88	 	 
131037	1	1	1	7
131037	2	1	1	1
131037	3	1	1	7
131037	5	1	1	7
131037	9	0	0	3
131037	10	0	0	3
131037	13	88	 	 
131038	1	1	1	1
131038	2	1	1	1
131038	3	1	1	7
131038	5	1	1	7
131038	9	1	1	7
131038	10	1	0	3
131038	13	88	 	 
131039	1	1	1	1
131039	2	1	1	1
131039	3	1	1	1
131039	5	1	1	1
131039	9	1	0	7
131039	10	1	0	7
131039	13	88	 	 
131040	1	1	1	4
131040	2	1	1	4
131040	3	1	1	4
131040	5	1	1	4
131040	9	1	0	4
131040	10	1	0	4
131040	13	88	 	 
131041	1	1	1	7
131041	2	1	1	1
131041	3	1	1	7
131041	5	1	1	7
131041	9	1	0	3
131041	10	1	0	3
131041	13	88	 	 
131042	1	1	1	7
131042	2	1	1	1
131042	3	1	1	3
131042	5	1	1	7
131042	9	1	0	3
131042	10	1	0	3
131042	13	88	 	 
131043	1	1	1	3
131043	2	1	1	1
131043	3	1	1	7
131043	5	1	1	7
131043	9	1	0	3
131043	10	1	0	3
131043	13	1	0	3
131044	1	1	1	3
131044	2	1	1	1
131044	3	1	1	3
131044	5	1	1	3
131044	9	1	1	3
131044	10	1	0	3
131044	13	88	 	 
131045	1	1	1	1
131045	2	1	1	1
131045	3	1	1	1
131045	5	1	1	1
131045	9	1	1	7
131045	10	1	1	7
131045	13	88	 	 
131046	1	1	1	1
131046	2	1	1	1
131046	3	1	1	7
131046	5	1	1	7
131046	9	1	1	3
131046	10	1	1	3
131046	13	88	 	 
131047	1	1	1	1
131047	2	1	1	1
131047	3	1	1	1
131047	5	1	1	1
131047	9	1	0	3
131047	10	1	0	3
131047	13	88	 	 
131048	1	1	0	3
131048	2	1	1	3
131048	3	1	1	3
131048	5	1	0	3
131048	9	1	0	3
131048	10	1	0	3
131048	13	88	 	 
131049	1	1	1	7
131049	2	0	1	7
131049	3	0	1	7
131049	5	1	1	7
131049	9	1	0	3
131049	10	1	0	3
131049	13	88	 	 
131050	1	0	1	1
131050	2	1	1	3
131050	3	1	1	3
131050	5	1	1	3
131050	9	1	0	3
131050	10	1	0	3
131050	13	88	 	 
141001	1	0	0	3
141001	2	1	1	1
141001	3	1	1	1
141001	5	0	0	1
141001	9	0	0	3
141001	10	0	0	3
141001	13	0	0	3
141002	1	1	1	7
141002	2	1	1	7
141002	3	1	1	1
141002	5	1	1	7
141002	9	0	1	3
141002	10	0	1	3
141002	13	88	 	 
141004	1	1	1	2
141004	2	1	1	3
141004	3	1	1	1
141004	5	1	1	4
141004	9	1	0	3
141004	10	0	0	88
141004	13	88	 	 
141005	1	1	1	3
141005	2	1	1	1
141005	3	1	1	1
141005	5	1	1	3
141005	9	1	1	3
141005	10	1	1	3
141005	13	88	 	 
141006	1	1	1	2
141006	2	1	1	1
141006	3	1	1	1
141006	5	1	0	3
141006	9	1	0	4
141006	10	1	1	2
141006	13	88	 	 
141007	1	1	1	1
141007	2	1	1	1
141007	3	1	1	3
141007	5	1	1	3
141007	9	0	0	3
141007	10	1	1	3
141007	13	88	 	 
141008	1	1	1	7
141008	2	1	1	7
141008	3	0	0	88
141008	5	1	1	7
141008	9	1	0	3
141008	10	1	1	7
141008	13	88	 	 
141009	1	1	1	7
141009	2	0	1	1
141009	3	0	88	88
141009	5	1	1	7
141009	9	1	0	3
141009	10	1	0	3
141009	13	88	 	 
141010	1	1	1	3
141010	2	1	1	1
141010	3	1	1	3
141010	5	1	1	1
141010	9	1	1	3
141010	10	1	1	3
141010	13	88	 	 
141011	1	1	0	7
141011	2	0	1	1
141011	3	0	0	88
141011	5	1	1	7
141011	9	1	1	7
141011	10	1	1	3
141011	13	88	 	 
141012	1	1	1	1
141012	2	1	1	1
141012	3	1	1	7
141012	5	0	0	88
141012	9	0	0	88
141012	10	0	0	88
141012	13	0	0	88
141013	1	1	1	7
141013	2	1	1	7
141013	3	88	88	88
141013	5	1	1	1
141013	9	1	1	2
141013	10	1	1	3
141013	13	88	 	 
141014	1	1	1	1
141014	2	1	1	1
141014	3	1	1	1
141014	5	1	1	1
141014	9	1	1	3
141014	10	1	1	3
141014	13	88	 	 
141015	1	1	0	3
141015	2	1	1	3
141015	3	1	1	3
141015	5	1	0	3
141015	9	1	0	3
141015	10	1	0	2
141015	13	88	 	 
141016	1	1	0	3
141016	2	1	1	7
141016	3	1	1	7
141016	5	1	1	7
141016	9	1	1	3
141016	10	1	1	7
141016	13	88	 	 
141017	1	1	1	3
141017	2	1	1	1
141017	3	1	1	3
141017	5	1	1	3
141017	9	0	0	3
141017	10	1	1	3
141017	13	88	 	 
141018	1	1	1	1
141018	2	1	1	1
141018	3	1	1	3
141018	5	1	1	3
141018	9	0	0	3
141018	10	1	1	3
141018	13	88	 	 
141019	1	1	1	1
141019	2	1	1	1
141019	3	1	1	1
141019	5	1	1	1
141019	9	1	1	3
141019	10	0	0	3
141019	13	88	 	 
141020	1	1	1	7
141020	2	1	1	1
141020	3	1	1	7
141020	5	1	1	7
141020	9	1	1	7
141020	10	1	1	3
141020	13	88	 	 
141021	1	1	1	1
141021	2	0	1	1
141021	3	0	1	1
141021	5	1	1	1
141021	9	1	0	3
141021	10	1	0	3
141021	13	88	 	 
141022	1	1	1	3
141022	2	0	1	1
141022	3	0	0	88
141022	5	0	1	7
141022	9	1	1	3
141022	10	1	0	3
141022	13	88	 	 
141023	1	1	1	7
141023	2	1	1	7
141023	3	0	88	88
141023	5	1	1	7
141023	9	1	1	3
141023	10	1	1	7
141023	13	88	 	 
141024	1	1	1	3
141024	2	1	1	3
141024	3	1	1	2
141024	5	1	1	2
141024	9	1	1	3
141024	10	1	1	2
141024	13	0	0	88
141025	1	1	1	3
141025	2	1	1	3
141025	3	0	0	88
141025	5	0	1	1
141025	9	1	1	4
141025	10	1	0	3
141025	13	88	 	 
141026	1	1	1	3
141026	2	1	1	1
141026	3	1	1	1
141026	5	1	1	3
141026	9	0	0	3
141026	10	0	0	3
141026	13	88	 	 
141028	1	1	1	7
141028	2	1	1	7
141028	3	1	1	1
141028	5	1	1	7
141028	9	1	1	3
141028	10	1	1	3
141028	13	88	 	 
141029	1	1	1	1
141029	2	1	1	1
141029	3	1	1	1
141029	5	1	1	1
141029	9	1	1	3
141029	10	1	1	3
141029	13	0	0	3
141030	1	1	1	3
141030	2	1	1	1
141030	3	1	1	7
141030	5	1	1	7
141030	9	1	1	3
141030	10	1	1	7
141030	13	88	 	 
141031	1	1	1	1
141031	2	0	1	1
141031	3	0	1	1
141031	5	0	1	1
141031	9	1	1	7
141031	10	1	0	3
141031	13	88	 	 
141032	1	1	1	1
141032	2	1	1	7
141032	3	1	1	1
141032	5	1	1	1
141032	9	1	1	3
141032	10	1	1	5
141032	13	88	 	 
141033	1	1	1	3
141033	2	1	1	1
141033	3	1	1	3
141033	5	1	0	3
141033	9	1	0	3
141033	10	1	1	2
141033	13	88	 	 
141034	1	1	1	7
141034	2	1	1	7
141034	3	0	1	1
141034	5	0	1	7
141034	9	1	1	2
141034	10	1	1	7
141034	13	88	 	 
141035	1	1	1	3
141035	2	0	1	1
141035	3	0	88	88
141035	5	0	1	7
141035	9	1	1	7
141035	10	1	1	7
141035	13	88	 	 
141036	1	1	1	1
141036	2	1	1	3
141036	3	1	1	1
141036	5	1	1	1
141036	9	0	0	3
141036	10	1	1	3
141036	13	0	88	88
141037	1	1	1	7
141037	2	1	1	7
141037	3	1	1	7
141037	5	1	1	7
141037	9	1	1	3
141037	10	1	1	7
141037	13	88	 	 
141038	1	1	1	3
141038	2	1	1	1
141038	3	1	1	1
141038	5	1	1	1
141038	9	1	1	3
141038	10	0	0	3
141038	13	88	 	 
141039	1	1	1	1
141039	2	1	1	1
141039	3	1	1	1
141039	5	1	1	1
141039	9	1	1	1
141039	10	1	1	1
141039	13	88	 	 
141040	1	1	1	3
141040	2	1	1	7
141040	3	1	1	8
141040	5	1	1	8
141040	9	1	1	7
141040	10	1	1	3
141040	13	88	 	 
141041	1	1	0	2
141041	2	1	0	3
141041	3	1	0	2
141041	5	1	0	3
141041	9	1	0	2
141041	10	1	0	2
141041	13	0	0	88
141042	1	1	0	3
141042	2	1	1	7
141042	3	1	1	8
141042	5	1	0	3
141042	9	1	0	3
141042	10	1	0	3
141042	13	88	 	 
141044	1	1	1	7
141044	2	1	1	7
141044	3	1	1	7
141044	5	1	1	7
141044	9	1	1	7
141044	10	1	1	7
141044	13	1	0	3
141045	1	1	1	5
141045	2	1	1	8
141045	3	0	0	88
141045	5	1	1	9
141045	9	1	1	7
141045	10	1	1	8
141045	13	88	 	 
141046	1	0	1	7
141046	2	0	1	1
141046	3	0	1	1
141046	5	0	1	1
141046	9	1	0	3
141046	10	1	1	7
141046	13	88	 	 
141047	1	0	1	7
141047	2	0	1	7
141047	3	0	0	88
141047	5	0	1	7
141047	9	1	1	7
141047	10	1	1	7
141047	13	88	 	 
141048	1	1	1	3
141048	2	1	1	1
141048	3	1	1	7
141048	5	1	1	7
141048	9	1	1	3
141048	10	1	1	3
141048	13	88	 	 
141049	1	0	1	6
141049	2	0	1	6
141049	3	0	1	6
141049	5	1	1	6
141049	9	1	1	6
141049	10	1	0	3
141049	13	88	 	 
151001	1	0	1	1
151001	2	1	1	7
151001	3	1	1	7
151001	5	1	1	1
151001	9	1	1	7
151001	10	1	1	3
151001	13	1	1	7
151002	1	1	1	3
151002	2	1	1	7
151002	3	1	1	7
151002	5	1	1	3
151002	9	1	0	3
151002	10	0	0	88
151002	13	1	0	3
151004	1	1	1	7
151004	2	0	1	1
151004	3	0	0	88
151004	5	0	1	1
151004	9	1	0	3
151004	10	1	1	3
151004	13	1	0	3
151005	1	1	1	3
151005	2	1	1	3
151005	3	1	1	3
151005	5	1	1	3
151005	9	1	1	3
151005	10	1	1	3
151005	13	1	1	3
151008	1	1	1	7
151008	2	1	1	7
151008	3	1	1	7
151008	5	1	1	7
151008	9	1	1	8
151008	10	1	1	5
151008	13	1	1	3
151009	1	1	0	3
151009	2	1	1	6
151009	3	0	0	88
151009	5	1	1	6
151009	9	1	0	3
151009	10	0	0	88
151009	13	1	1	6
151010	1	1	1	7
151010	2	1	1	7
151010	3	1	1	7
151010	5	1	1	7
151010	9	1	1	7
151010	10	1	0	3
151010	13	1	1	3
151011	1	1	1	7
151011	2	1	1	7
151011	3	1	1	7
151011	5	1	1	7
151011	9	1	1	3
151011	10	1	1	8
151011	13	1	1	3
151012	1	1	1	7
151012	2	1	1	7
151012	3	1	1	7
151012	5	1	1	7
151012	9	1	1	7
151012	10	1	1	8
151012	13	1	1	8
151014	1	1	0	3
151014	2	1	1	3
151014	3	1	1	3
151014	5	1	0	3
151014	9	1	0	3
151014	10	0	0	88
151014	13	1	1	4
151015	1	1	1	3
151015	2	1	1	7
151015	3	1	1	1
151015	5	1	1	1
151015	9	0	0	3
151015	10	0	0	88
151015	13	1	0	3
151016	1	1	1	3
151016	2	1	1	6
151016	3	1	1	3
151016	5	1	77	3
151016	9	0	0	88
151016	10	0	0	88
151016	13	1	0	4
151018	1	1	1	7
151018	2	1	1	7
151018	3	1	1	8
151018	5	0	1	1
151018	9	1	0	4
151018	10	1	1	8
151018	13	1	0	4
151019	1	1	1	3
151019	2	1	1	3
151019	3	1	1	3
151019	5	0	0	3
151019	9	0	0	3
151019	10	1	1	3
151019	13	1	1	3
151020	1	1	1	3
151020	2	1	1	3
151020	3	1	1	3
151020	5	1	1	3
151020	9	1	1	3
151020	10	0	0	3
151020	13	1	1	3
151021	1	1	0	3
151021	2	1	1	7
151021	3	1	1	7
151021	5	0	0	88
151021	9	1	0	3
151021	10	0	0	88
151021	13	1	0	88
151023	1	1	1	3
151023	2	1	1	3
151023	3	1	1	3
151023	5	0	0	88
151023	9	1	1	3
151023	10	1	1	1
151023	13	1	1	7
151024	1	1	1	7
151024	2	1	1	8
151024	3	0	0	88
151024	5	1	1	7
151024	9	1	0	3
151024	10	1	0	7
151024	13	88	 	 
151025	1	1	1	3
151025	2	1	1	3
151025	3	1	1	3
151025	5	1	1	3
151025	9	1	1	3
151025	10	1	1	3
151025	13	0	0	3
151026	1	1	1	3
151026	2	1	1	1
151026	3	1	1	3
151026	5	1	1	1
151026	9	1	1	3
151026	10	1	1	3
151026	13	1	1	3
151027	1	1	1	3
151027	2	1	1	3
151027	3	1	1	8
151027	5	1	1	7
151027	9	1	1	3
151027	10	1	1	7
151027	13	1	0	3
151028	1	1	1	7
151028	2	1	1	8
151028	3	1	1	7
151028	5	1	1	7
151028	9	1	1	3
151028	10	1	1	4
151028	13	1	1	3
151029	1	1	1	7
151029	2	1	1	7
151029	3	0	0	88
151029	5	1	1	7
151029	9	1	1	3
151029	10	1	0	3
151029	13	0	0	3
151030	1	1	1	3
151030	2	1	1	3
151030	3	1	1	3
151030	5	1	1	3
151030	9	1	0	3
151030	10	1	1	3
151030	13	1	1	3
151031	1	1	1	1
151031	2	1	1	1
151031	3	1	1	3
151031	5	0	0	1
151031	9	0	0	3
151031	10	1	1	3
151031	13	1	1	3
151032	1	1	1	1
151032	2	1	1	1
151032	3	1	1	1
151032	5	0	0	88
151032	9	1	0	3
151032	10	0	0	88
151032	13	1	1	7
151033	1	1	1	7
151033	2	1	1	7
151033	3	1	1	7
151033	5	1	1	7
151033	9	1	1	7
151033	10	1	1	6
151033	13	1	0	3
151034	1	1	1	7
151034	2	1	1	7
151034	3	1	1	7
151034	5	1	1	3
151034	9	1	1	3
151034	10	1	1	4
151034	13	1	0	3
151035	1	1	1	7
151035	2	1	1	7
151035	3	1	1	7
151035	5	1	0	7
151035	9	1	0	3
151035	10	0	1	7
151035	13	1	0	3
151039	1	1	1	7
151039	2	0	1	1
151039	3	0	0	88
151039	5	1	0	3
151039	9	1	1	7
151039	10	1	1	7
151039	13	1	1	7
151041	1	1	1	6
151041	2	1	1	6
151041	3	1	1	6
151041	5	0	0	88
151041	9	0	0	88
151041	10	0	0	88
151041	13	1	1	6
151042	1	0	0	1
151042	2	1	1	1
151042	3	1	1	1
151042	5	0	0	1
151042	9	1	1	3
151042	10	1	1	3
151042	13	1	1	3
151043	1	0	0	1
151043	2	1	1	1
151043	3	1	1	1
151043	5	1	1	1
151043	9	0	0	3
151043	10	0	0	3
151043	13	1	1	3
151044	1	1	1	1
151044	2	1	1	1
151044	3	1	1	3
151044	5	1	1	1
151044	9	0	0	3
151044	10	1	1	3
151044	13	1	1	3
151045	1	1	1	3
151045	2	1	1	1
151045	3	1	1	3
151045	5	1	1	3
151045	9	1	1	3
151045	10	1	1	3
151045	13	1	1	3
151049	1	1	1	1
151049	2	1	1	7
151049	3	1	1	8
151049	5	0	0	88
151049	9	1	1	3
151049	10	0	0	88
151049	13	1	1	7
151051	1	1	1	7
151051	2	0	1	1
151051	3	0	0	88
151051	5	1	1	7
151051	9	1	0	3
151051	10	1	0	3
151051	13	0	0	3
151052	1	1	1	7
151052	2	0	1	7
151052	3	0	0	88
151052	5	1	1	7
151052	9	1	1	7
151052	10	1	1	8
151052	13	1	0	3
151053	1	1	0	3
151053	2	0	0	1
151053	3	0	0	88
151053	5	1	1	7
151053	9	1	1	7
151053	10	1	0	3
151053	13	1	1	3
151054	1	1	1	7
151054	2	0	1	1
151054	3	0	1	7
151054	5	1	1	7
151054	9	1	0	7
151054	10	1	0	3
151054	13	1	1	7
151056	1	1	1	3
151056	2	1	1	1
151056	3	1	1	7
151056	5	0	0	88
151056	9	1	0	3
151056	10	0	0	88
151056	13	1	1	7
151057	1	1	1	3
151057	2	1	1	3
151057	3	0	0	88
151057	5	1	1	1
151057	9	1	0	3
151057	10	0	0	88
151057	13	1	1	7
151059	1	1	1	1
151059	2	1	1	1
151059	3	1	1	7
151059	5	1	1	7
151059	9	1	1	3
151059	10	0	0	88
151059	13	1	1	3
151064	1	1	1	3
151064	2	1	1	1
151064	3	1	1	1
151064	5	1	1	3
151064	9	1	1	3
151064	10	1	1	3
151064	13	1	1	3
151066	1	1	1	2
151066	2	1	1	2
151066	3	1	1	6
151066	5	1	1	6
151066	9	1	1	6
151066	10	1	1	1
151066	13	1	1	6
151067	1	1	1	7
151067	2	1	1	7
151067	3	0	1	7
151067	5	1	1	7
151067	9	1	1	3
151067	10	1	1	7
151067	13	1	1	3
151068	1	1	1	1
151068	2	1	1	1
151068	3	1	1	1
151068	5	0	0	88
151068	9	1	1	3
151068	10	0	0	88
151068	13	1	1	7
151069	1	1	1	7
151069	2	1	1	7
151069	3	0	1	1
151069	5	0	1	1
151069	9	1	1	7
151069	10	1	77	7
151069	13	1	1	7
151070	1	1	1	1
151070	2	1	1	1
151070	3	1	1	1
151070	5	1	1	1
151070	9	1	1	3
151070	10	1	1	3
151070	13	1	1	3
161002	1	1	1	1
161002	2	1	1	1
161002	3	1	1	1
161002	5	1	1	3
161002	9	1	1	3
161002	10	1	1	3
161002	13	1	1	4
161003	1	1	1	3
161003	2	1	1	3
161003	3	1	1	3
161003	5	1	1	3
161003	9	1	1	3
161003	10	1	1	3
161003	13	1	1	3
161005	1	1	1	1
161005	2	1	1	3
161005	3	1	1	1
161005	5	1	1	1
161005	9	1	1	3
161005	10	1	1	3
161005	13	1	1	3
161006	1	1	1	7
161006	2	1	1	7
161006	3	1	1	8
161006	5	1	1	7
161006	9	1	1	7
161006	10	1	0	3
161006	13	1	1	7
161007	1	1	1	7
161007	2	1	1	7
161007	3	1	1	7
161007	5	1	1	7
161007	9	1	1	7
161007	10	1	0	3
161007	13	1	0	3
161008	1	1	1	7
161008	2	1	1	7
161008	3	1	1	7
161008	5	1	1	1
161008	9	1	1	7
161008	10	1	1	4
161008	13	1	1	7
161009	1	1	1	7
161009	2	1	1	1
161009	3	1	1	7
161009	5	1	1	7
161009	9	1	1	3
161009	10	1	1	3
161009	13	1	1	7
161010	1	1	1	7
161010	2	1	1	7
161010	3	1	1	7
161010	5	1	1	1
161010	9	1	0	3
161010	10	1	0	3
161010	13	1	0	3
161011	1	1	1	6
161011	2	1	1	6
161011	3	1	1	7
161011	5	1	1	6
161011	9	1	1	3
161011	10	1	1	3
161011	13	1	1	3
161016	1	1	1	7
161016	2	1	1	7
161016	3	1	1	7
161016	5	1	1	7
161016	9	0	0	3
161016	10	0	0	3
161016	13	0	0	3
161017	1	1	1	1
161017	2	1	1	1
161017	3	1	1	1
161017	5	1	1	1
161017	9	0	0	88
161017	10	0	0	5
161017	13	88	 	 
161018	1	1	1	7
161018	2	1	1	1
161018	3	1	1	7
161018	5	1	1	1
161018	9	1	0	4
161018	10	1	1	7
161018	13	1	1	7
161019	1	1	1	7
161019	2	1	1	1
161019	3	1	1	7
161019	5	1	1	3
161019	9	1	1	3
161019	10	1	0	3
161019	13	1	1	3
161021	1	1	1	7
161021	2	1	1	1
161021	3	1	1	1
161021	5	1	1	1
161021	9	1	0	3
161021	10	0	0	3
161021	13	1	0	3
161022	1	1	1	7
161022	2	1	1	7
161022	3	0	0	3
161022	5	0	0	3
161022	9	0	0	3
161022	10	0	0	3
161022	13	0	0	3
161023	1	1	1	8
161023	2	1	1	7
161023	3	1	1	7
161023	5	1	1	7
161023	9	0	0	3
161023	10	0	0	3
161023	13	0	0	3
161024	1	1	1	7
161024	2	1	1	7
161024	3	1	1	1
161024	5	1	1	1
161024	9	1	1	4
161024	10	1	1	3
161024	13	1	1	3
161025	1	0	0	3
161025	2	1	1	1
161025	3	1	1	7
161025	5	0	0	3
161025	9	0	0	3
161025	10	0	0	3
161025	13	0	0	3
161026	1	1	0	3
161026	2	1	1	1
161026	3	1	1	7
161026	5	1	1	7
161026	9	1	0	3
161026	10	1	0	3
161026	13	1	0	3
161029	1	1	0	3
161029	2	1	1	1
161029	3	1	1	1
161029	5	1	0	7
161029	9	1	0	3
161029	10	1	0	3
161029	13	1	0	3
161030	1	1	1	7
161030	2	0	0	3
161030	3	1	1	7
161030	5	1	1	7
161030	9	0	0	3
161030	10	0	0	3
161030	13	0	0	3
161031	1	1	1	1
161031	2	1	1	3
161031	3	1	1	3
161031	5	1	1	3
161031	9	1	1	3
161031	10	1	1	3
161031	13	1	0	3
161032	1	1	0	3
161032	2	1	1	1
161032	3	1	1	7
161032	5	1	0	7
161032	9	1	0	3
161032	10	1	0	3
161032	13	1	0	3
161033	1	1	1	1
161033	2	1	1	1
161033	3	1	1	1
161033	5	1	1	3
161033	9	1	1	3
161033	10	1	1	1
161033	13	0	0	88
161034	1	1	0	3
161034	2	1	1	1
161034	3	1	1	1
161034	5	1	1	7
161034	9	1	0	3
161034	10	1	0	3
161034	13	1	0	3
161035	1	1	1	7
161035	2	1	1	1
161035	3	1	1	1
161035	5	1	1	1
161035	9	1	1	7
161035	10	1	0	3
161035	13	1	1	3
161036	1	1	1	1
161036	2	1	1	3
161036	3	1	1	1
161036	5	0	0	3
161036	9	1	1	3
161036	10	0	0	3
161036	13	1	1	3
161037	1	1	1	3
161037	2	1	1	3
161037	3	1	1	3
161037	5	1	1	3
161037	9	1	1	3
161037	10	1	0	3
161037	13	1	1	3
161038	1	1	1	1
161038	2	1	1	1
161038	3	1	1	1
161038	5	1	1	1
161038	9	1	1	7
161038	10	1	1	7
161038	13	1	1	7
161039	1	1	0	3
161039	2	1	1	1
161039	3	1	1	1
161039	5	1	1	7
161039	9	1	0	3
161039	10	1	1	3
161039	13	0	0	3
161040	1	0	1	1
161040	2	0	1	1
161040	3	0	1	1
161040	5	0	88	88
161040	9	0	0	88
161040	10	0	0	88
161040	13	88	 	 
161041	1	1	1	7
161041	2	1	1	1
161041	3	1	1	7
161041	5	1	1	7
161041	9	0	0	3
161041	10	0	0	3
161041	13	0	0	3
161042	1	1	1	7
161042	2	1	1	1
161042	3	1	1	7
161042	5	1	1	7
161042	9	0	0	3
161042	10	0	0	3
161042	13	0	0	3
161043	1	1	1	7
161043	2	0	0	3
161043	3	1	1	7
161043	5	1	1	8
161043	9	0	0	3
161043	10	0	0	3
161043	13	0	0	3
161044	1	1	1	7
161044	2	1	1	7
161044	3	1	1	7
161044	5	1	1	7
161044	9	1	0	3
161044	10	1	1	7
161044	13	1	1	7
161046	1	1	1	3
161046	2	1	1	1
161046	3	1	1	7
161046	5	1	1	7
161046	9	0	0	1
161046	10	0	0	3
161046	13	1	1	3
161047	1	1	1	7
161047	2	1	1	1
161047	3	1	1	7
161047	5	1	1	1
161047	9	1	1	7
161047	10	1	0	3
161047	13	1	1	7
161048	1	1	1	6
161048	2	1	1	1
161048	3	1	1	1
161048	5	1	1	7
161048	9	1	1	7
161048	10	1	0	3
161048	13	1	0	3
161049	1	1	0	3
161049	2	1	1	1
161049	3	1	1	7
161049	5	1	0	3
161049	9	1	0	3
161049	10	0	0	3
161049	13	1	0	3
161050	1	1	1	3
161050	2	1	1	3
161050	3	1	1	3
161050	5	1	1	3
161050	9	1	1	3
161050	10	1	1	3
161050	13	1	1	3
171001	1	1	1	3
171001	2	1	1	1
171001	3	1	1	1
171001	5	1	1	1
171001	9	0	0	88
171001	10	1	1	3
171001	13	1	1	3
171002	1	1	1	1
171002	2	1	1	1
171002	3	1	1	1
171002	5	1	1	1
171002	9	0	88	88
171002	10	1	1	3
171002	13	1	1	3
171003	1	1	1	8
171003	2	1	1	1
171003	3	1	1	1
171003	5	1	1	8
171003	9	1	0	4
171003	10	1	1	8
171003	13	88	 	 
171005	1	1	1	3
171005	2	1	1	1
171005	3	1	1	1
171005	5	1	1	1
171005	9	1	1	3
171005	10	1	1	3
171005	13	1	1	3
171006	1	1	1	1
171006	2	1	1	1
171006	3	1	1	3
171006	5	1	1	1
171006	9	1	1	3
171006	10	1	1	3
171006	13	1	1	3
171007	1	1	1	6
171007	2	1	1	1
171007	3	1	1	6
171007	5	1	1	2
171007	9	1	1	2
171007	10	1	1	2
171007	13	1	1	2
171008	1	1	1	1
171008	2	1	1	1
171008	3	1	1	1
171008	5	1	1	3
171008	9	1	0	2
171008	10	1	0	2
171008	13	1	0	2
