CHILDCODE	LVSKIDR5	AYANR5	NMAMR5	CHDSANR5
61036	32	 	 	 
61036	33	 	 	 
61037	1	 	 	 
61037	2	 	 	 
61037	3	 	 	 
61037	4	 	 	 
61037	5	 	 	 
61037	6	 	 	 
61037	7	 	 	 
61037	8	 	 	 
61037	9	 	 	 
61037	10	 	 	 
61037	11	 	 	 
61037	12	 	 	 
61037	13	 	 	 
61037	14	 	 	 
61037	15	 	 	 
61037	16	 	 	 
61037	17	 	 	 
61037	31	 	 	 
61037	32	 	 	 
61037	33	 	 	 
61038	1	0	 	 
61038	2	1	1	0
61038	3	0	 	 
61038	4	0	 	 
61038	5	0	 	 
61038	6	0	 	 
61038	7	0	 	 
61038	8	0	 	 
61038	9	0	 	 
61038	10	1	1	0
61038	11	1	1	0
61038	12	0	 	 
61038	13	0	 	 
61038	14	0	 	 
61038	15	1	2	0
61038	16	0	 	 
61038	17	0	 	 
61038	31	1	5	0
61038	32	0	 	 
61038	33	1	1	0
61039	1	0	 	 
61039	2	1	1	0
61039	3	0	 	 
61039	4	0	 	 
61039	5	0	 	 
61039	6	0	 	 
61039	7	0	 	 
61039	8	0	 	 
61039	9	0	 	 
61039	10	0	 	 
61039	11	1	2	0
61039	12	0	 	 
61039	13	1	4	2
61039	14	0	 	 
61039	15	0	 	 
61039	16	1	1	0
61039	17	0	 	 
61039	31	1	1	0
61039	32	0	 	 
61039	33	1	1	0
61043	1	0	 	 
61043	2	1	3	0
61043	3	0	 	 
61043	4	0	 	 
61043	5	0	 	 
61043	6	1	2	1
61043	7	0	 	 
61043	8	0	 	 
61043	9	1	1	0
61043	10	0	 	 
61043	11	1	2	0
61043	12	0	 	 
61043	13	0	 	 
61043	14	1	6	2
61043	15	0	 	 
61043	16	1	10	0
61043	17	0	 	 
61043	31	0	 	 
61043	32	0	 	 
61043	33	1	4	0
61044	1	0	 	 
61044	2	1	1	0
61044	3	0	 	 
61044	4	0	 	 
61044	5	0	 	 
61044	6	1	2	0
61044	7	0	 	 
61044	8	0	 	 
61044	9	0	 	 
61044	10	0	 	 
61044	11	1	3	0
61044	12	0	 	 
61044	13	1	3	1
61044	14	0	 	 
61044	15	0	 	 
61044	16	1	8	1
61044	17	0	 	 
61044	31	1	6	0
61044	32	0	 	 
61044	33	1	1	0
61046	1	1	1	0
61046	2	1	2	0
61046	3	1	1	0
61046	4	0	 	 
61046	5	0	 	 
61046	6	1	1	0
61046	7	1	1	0
61046	8	0	 	 
61046	9	0	 	 
61046	10	0	 	 
61046	11	0	 	 
61046	12	0	 	 
61046	13	0	 	 
61046	14	0	 	 
61046	15	0	 	 
61046	16	1	1	0
61046	17	0	 	 
61046	31	0	 	 
61046	32	0	 	 
61046	33	1	1	0
61049	1	0	 	 
61049	2	1	1	0
61049	3	0	 	 
61049	4	0	 	 
61049	5	0	 	 
61049	6	0	 	 
61049	7	0	 	 
61049	8	0	 	 
61049	9	0	 	 
61049	10	1	1	2
61049	11	1	1	0
61049	12	0	 	 
61049	13	0	 	 
61049	14	0	 	 
61049	15	0	 	 
61049	16	0	 	 
61049	17	0	 	 
61049	31	0	 	 
61049	32	0	 	 
61049	33	1	1	0
61050	1	0	 	 
61050	2	1	1	0
61050	3	1	1	0
61050	4	0	 	 
61050	5	0	 	 
61050	6	1	2	0
61050	7	0	 	 
61050	8	0	 	 
61050	9	1	1	0
61050	10	0	 	 
61050	11	1	2	0
61050	12	0	 	 
61050	13	1	4	0
61050	14	0	 	 
61050	15	0	 	 
61050	16	1	3	0
61050	17	0	 	 
61050	31	1	10	0
61050	32	0	 	 
61050	33	1	2	0
61051	1	 	 	 
61051	2	 	 	 
61051	3	 	 	 
61051	4	 	 	 
61051	5	 	 	 
61051	6	 	 	 
61051	7	 	 	 
61051	8	 	 	 
61051	9	 	 	 
61051	10	 	 	 
61051	11	 	 	 
61051	12	 	 	 
61051	13	 	 	 
61051	14	 	 	 
61051	15	 	 	 
61051	16	 	 	 
61051	17	 	 	 
61051	31	 	 	 
61051	32	 	 	 
61051	33	 	 	 
61052	1	0	 	 
61052	2	1	2	0
61052	3	0	 	 
61052	4	0	 	 
61052	5	0	 	 
61052	6	1	1	0
61052	7	0	 	 
61052	8	0	 	 
61052	9	0	 	 
61052	10	0	 	 
61052	11	1	2	0
61052	12	0	 	 
61052	13	0	 	 
61052	14	0	 	 
61052	15	0	 	 
61052	16	1	3	1
61052	17	0	 	 
61052	31	0	 	 
61052	32	0	 	 
61052	33	1	4	0
61054	1	0	 	 
61054	2	1	1	0
61054	3	0	 	 
61054	4	0	 	 
61054	5	0	 	 
61054	6	0	 	 
61054	7	0	 	 
61054	8	0	 	 
61054	9	0	 	 
61054	10	0	 	 
61054	11	0	 	 
61054	12	0	 	 
61054	13	0	 	 
61054	14	0	 	 
61054	15	0	 	 
61054	16	1	24	1
61054	17	0	 	 
61054	31	0	 	 
61054	32	0	 	 
61054	33	1	1	0
61056	1	0	 	 
61056	2	0	 	 
61056	3	0	 	 
61056	4	0	 	 
61056	5	0	 	 
61056	6	0	 	 
61056	7	0	 	 
61056	8	0	 	 
61056	9	0	 	 
61056	10	0	 	 
61056	11	0	 	 
61056	12	0	 	 
61056	13	0	 	 
61056	14	0	 	 
61056	15	0	 	 
61056	16	0	 	 
61056	17	0	 	 
61056	31	0	 	 
61056	32	0	 	 
61056	33	0	 	 
61057	1	 	 	 
61057	2	 	 	 
61057	3	 	 	 
61057	4	 	 	 
61057	5	 	 	 
61057	6	 	 	 
61057	7	 	 	 
61057	8	 	 	 
61057	9	 	 	 
61057	10	 	 	 
61057	11	 	 	 
61057	12	 	 	 
61057	13	 	 	 
61057	14	 	 	 
61057	15	 	 	 
61057	16	 	 	 
61057	17	 	 	 
61057	31	 	 	 
61057	32	 	 	 
61057	33	 	 	 
61058	1	0	 	 
61058	2	1	1	0
61058	3	0	 	 
61058	4	0	 	 
61058	5	0	 	 
61058	6	1	1	0
61058	7	0	 	 
61058	8	0	 	 
61058	9	0	 	 
61058	10	0	 	 
61058	11	1	1	0
61058	12	0	 	 
61058	13	0	 	 
61058	14	0	 	 
61058	15	0	 	 
61058	16	1	1	0
61058	17	0	 	 
61058	31	0	 	 
61058	32	0	 	 
61058	33	1	1	0
61059	1	0	 	 
61059	2	1	1	0
61059	3	0	 	 
61059	4	0	 	 
61059	5	0	 	 
61059	6	0	 	 
61059	7	1	1	0
61059	8	0	 	 
61059	9	0	 	 
61059	10	0	 	 
61059	11	0	 	 
61059	12	0	 	 
61059	13	0	 	 
61059	14	1	1	0
61059	15	0	 	 
61059	16	1	1	0
61059	17	0	 	 
61059	31	0	 	 
61059	32	0	 	 
61059	33	1	1	0
71001	1	0	 	 
71001	2	0	 	 
71001	3	0	 	 
71001	4	0	 	 
71001	5	0	 	 
71001	6	0	 	 
71001	7	0	 	 
71001	8	0	 	 
71001	9	1	2	0
71001	10	0	 	 
71001	11	1	2	0
71001	12	0	 	 
71001	13	0	 	 
71001	14	0	 	 
71001	15	0	 	 
71001	16	0	 	 
71001	17	0	 	 
71001	31	0	 	 
71001	32	0	 	 
71001	33	0	 	 
71002	1	 	 	 
71002	2	 	 	 
71002	3	 	 	 
71002	4	 	 	 
71002	5	 	 	 
71002	6	 	 	 
71002	7	 	 	 
71002	8	 	 	 
71002	9	 	 	 
71002	10	 	 	 
71002	11	 	 	 
71002	12	 	 	 
71002	13	 	 	 
71002	14	 	 	 
71002	15	 	 	 
71002	16	 	 	 
71002	17	 	 	 
71002	31	 	 	 
71002	32	 	 	 
71002	33	 	 	 
71003	1	0	 	 
71003	2	1	1	0
71003	3	0	 	 
71003	4	0	 	 
71003	5	0	 	 
71003	6	0	 	 
71003	7	1	0	 
71003	8	0	 	 
71003	9	1	2	1
71003	10	0	 	 
71003	11	1	1	0
71003	12	0	 	 
71003	13	1	8	0
71003	14	0	 	 
71003	15	0	 	 
71003	16	1	3	0
71003	17	0	 	 
71003	31	0	 	 
71003	32	0	 	 
71003	33	1	1	0
71004	1	 	 	 
71004	2	 	 	 
71004	3	 	 	 
71004	4	 	 	 
71004	5	 	 	 
71004	6	 	 	 
71004	7	 	 	 
71004	8	 	 	 
71004	9	 	 	 
71004	10	 	 	 
71004	11	 	 	 
71004	12	 	 	 
71004	13	 	 	 
71004	14	 	 	 
71004	15	 	 	 
71004	16	 	 	 
71004	17	 	 	 
71004	31	 	 	 
71004	32	 	 	 
71004	33	 	 	 
71006	1	 	 	 
71006	2	 	 	 
71006	3	 	 	 
71006	4	 	 	 
71006	5	 	 	 
71006	6	 	 	 
71006	7	 	 	 
71006	8	 	 	 
71006	9	 	 	 
71006	10	 	 	 
71006	11	 	 	 
71006	12	 	 	 
71006	13	 	 	 
71006	14	 	 	 
71006	15	 	 	 
71006	16	 	 	 
71006	17	 	 	 
71006	31	 	 	 
71006	32	 	 	 
71006	33	 	 	 
71007	1	1	1	1
71007	2	0	 	 
71007	3	1	1	1
71007	4	0	 	 
71007	5	0	 	 
71007	6	1	1	1
71007	7	0	 	 
71007	8	0	 	 
71007	9	1	2	1
71007	10	0	 	 
71007	11	1	2	1
71007	12	0	 	 
71007	13	0	 	 
71007	14	1	8	1
71007	15	0	 	 
71007	16	0	 	 
71007	17	0	 	 
71007	31	1	3	1
71007	32	0	 	 
71007	33	0	 	 
71008	1	0	 	 
71008	2	0	 	 
71008	3	0	 	 
71008	4	0	 	 
71008	5	0	 	 
71008	6	0	 	 
71008	7	0	 	 
71008	8	0	 	 
71008	9	1	1	1
71008	10	0	 	 
71008	11	0	 	 
71008	12	0	 	 
71008	13	0	 	 
71008	14	0	 	 
71008	15	0	 	 
71008	16	0	 	 
71008	17	0	 	 
71008	31	0	 	 
71008	32	0	 	 
71008	33	0	 	 
71009	1	0	 	 
71009	2	1	1	0
71009	3	0	 	 
71009	4	0	 	 
71009	5	0	 	 
71009	6	0	 	 
71009	7	0	 	 
71009	8	0	 	 
71009	9	1	2	0
71009	10	0	 	 
71009	11	1	2	0
71009	12	0	 	 
71009	13	0	 	 
71009	14	0	 	 
71009	15	0	 	 
71009	16	0	 	 
71009	17	0	 	 
71009	31	0	 	 
71009	32	0	 	 
71009	33	1	2	0
71010	1	 	 	 
71010	2	 	 	 
71010	3	 	 	 
71010	4	 	 	 
71010	5	 	 	 
71010	6	 	 	 
71010	7	 	 	 
71010	8	 	 	 
71010	9	 	 	 
71010	10	 	 	 
71010	11	 	 	 
71010	12	 	 	 
71010	13	 	 	 
71010	14	 	 	 
71010	15	 	 	 
71010	16	 	 	 
71010	17	 	 	 
71010	31	 	 	 
71010	32	 	 	 
71010	33	 	 	 
71012	1	0	 	 
71012	2	1	1	0
71012	3	0	 	 
71012	4	0	 	 
71012	5	0	 	 
71012	6	1	1	0
71012	7	0	 	 
71012	8	0	 	 
71012	9	1	1	0
71012	10	0	 	 
71012	11	1	1	0
71012	12	0	 	 
71012	13	0	 	 
71012	14	0	 	 
71012	15	0	 	 
71012	16	1	2	0
71012	17	0	 	 
71012	31	0	 	 
71012	32	0	 	 
71012	33	0	 	 
71013	1	0	 	 
71013	2	0	 	 
71013	3	0	 	 
71013	4	0	 	 
71013	5	0	 	 
71013	6	0	 	 
71013	7	0	 	 
71013	8	0	 	 
71013	9	0	 	 
71013	10	0	 	 
71013	11	1	1	0
71013	12	0	 	 
71013	13	0	 	 
71013	14	0	 	 
71013	15	0	 	 
71013	16	1	2	1
71013	17	0	 	 
71013	31	0	 	 
71013	32	0	 	 
71013	33	0	 	 
71014	1	0	 	 
71014	2	0	 	 
71014	3	0	 	 
71014	4	0	 	 
71014	5	0	 	 
71014	6	0	 	 
71014	7	0	 	 
71014	8	0	 	 
71014	9	1	3	1
71014	10	0	 	 
71014	11	0	 	 
71014	12	0	 	 
71014	13	0	 	 
71014	14	0	 	 
71014	15	0	 	 
71014	16	1	1	1
71014	17	0	 	 
71014	31	0	 	 
71014	32	0	 	 
71014	33	0	 	 
71015	1	0	 	 
71015	2	1	1	0
71015	3	0	 	 
71015	4	0	 	 
71015	5	0	 	 
71015	6	0	 	 
71015	7	0	 	 
71015	8	0	 	 
71015	9	1	2	0
71015	10	0	 	 
71015	11	1	1	0
71015	12	0	 	 
71015	13	0	 	 
71015	14	1	5	0
71015	15	0	 	 
71015	16	0	 	 
71015	17	0	 	 
71015	31	0	 	 
71015	32	0	 	 
71015	33	1	1	0
71016	1	0	 	 
71016	2	1	1	0
71016	3	0	 	 
71016	4	0	 	 
71016	5	0	 	 
71016	6	0	 	 
71016	7	0	 	 
71016	8	0	 	 
71016	9	1	1	0
71016	10	0	 	 
71016	11	1	2	0
71016	12	0	 	 
71016	13	1	5	0
71016	14	0	 	 
71016	15	0	 	 
71016	16	0	 	 
71016	17	0	 	 
71016	31	0	 	 
71016	32	0	 	 
71016	33	0	 	 
71017	1	 	 	 
71017	2	 	 	 
71017	3	 	 	 
71017	4	 	 	 
71017	5	 	 	 
71017	6	 	 	 
71017	7	 	 	 
71017	8	 	 	 
71017	9	 	 	 
71017	10	 	 	 
71017	11	 	 	 
71017	12	 	 	 
71017	13	 	 	 
71017	14	 	 	 
71017	15	 	 	 
71017	16	 	 	 
71017	17	 	 	 
71017	31	 	 	 
71017	32	 	 	 
71017	33	 	 	 
71018	1	0	 	 
71018	2	0	 	 
71018	3	0	 	 
71018	4	0	 	 
71018	5	0	 	 
71018	6	0	 	 
71018	7	0	 	 
71018	8	0	 	 
71018	9	0	 	 
71018	10	0	 	 
71018	11	1	0	 
71018	12	0	 	 
71018	13	0	 	 
71018	14	0	 	 
71018	15	0	 	 
71018	16	1	1	0
71018	17	0	 	 
71018	31	1	1	0
71018	32	0	 	 
71018	33	0	 	 
71019	1	0	 	 
71019	2	1	0	 
71019	3	0	 	 
71019	4	0	 	 
71019	5	0	 	 
71019	6	0	 	 
71019	7	0	 	 
71019	8	0	 	 
71019	9	0	 	 
71019	10	0	 	 
71019	11	0	 	 
71019	12	0	 	 
71019	13	1	2	0
71019	14	0	 	 
71019	15	1	3	0
71019	16	0	 	 
71019	17	0	 	 
71019	31	0	 	 
71019	32	0	 	 
71019	33	0	 	 
71020	1	 	 	 
71020	2	 	 	 
71020	3	 	 	 
71020	4	 	 	 
71020	5	 	 	 
71020	6	 	 	 
71020	7	 	 	 
71020	8	 	 	 
71020	9	 	 	 
71020	10	 	 	 
71020	11	 	 	 
71020	12	 	 	 
71020	13	 	 	 
71020	14	 	 	 
71020	15	 	 	 
71020	16	 	 	 
71020	17	 	 	 
71020	31	 	 	 
71020	32	 	 	 
71020	33	 	 	 
71021	1	0	 	 
71021	2	1	1	0
71021	3	0	 	 
71021	4	0	 	 
71021	5	0	 	 
71021	6	1	1	0
71021	7	0	 	 
71021	8	0	 	 
71021	9	1	2	0
71021	10	0	 	 
71021	11	1	2	0
71021	12	0	 	 
71021	13	0	 	 
71021	14	1	3	0
71021	15	0	 	 
71021	16	0	 	 
71021	17	0	 	 
71021	31	0	 	 
71021	32	0	 	 
71021	33	0	 	 
71022	1	0	 	 
71022	2	0	 	 
71022	3	0	 	 
71022	4	0	 	 
71022	5	0	 	 
71022	6	0	 	 
71022	7	0	 	 
71022	8	0	 	 
71022	9	1	1	0
71022	10	0	 	 
71022	11	1	2	0
71022	12	0	 	 
71022	13	1	2	0
71022	14	0	 	 
71022	15	0	 	 
71022	16	1	2	0
71022	17	0	 	 
71022	31	0	 	 
71022	32	0	 	 
71022	33	0	 	 
71024	1	0	 	 
71024	2	0	 	 
71024	3	0	 	 
71024	4	0	 	 
71024	5	0	 	 
71024	6	1	1	0
71024	7	0	 	 
71024	8	0	 	 
71024	9	1	1	0
71024	10	0	 	 
71024	11	0	 	 
71024	12	0	 	 
71024	13	1	0	 
71024	14	0	 	 
71024	15	0	 	 
71024	16	0	 	 
71024	17	0	 	 
71024	31	1	2	0
71024	32	0	 	 
71024	33	0	 	 
71025	1	0	 	 
71025	2	0	 	 
71025	3	0	 	 
71025	4	0	 	 
71025	5	0	 	 
71025	6	0	 	 
71025	7	0	 	 
71025	8	0	 	 
71025	9	1	2	0
71025	10	0	 	 
71025	11	1	2	0
71025	12	0	 	 
71025	13	1	7	0
71025	14	0	 	 
71025	15	0	 	 
71025	16	1	4	0
71025	17	0	 	 
71025	31	0	 	 
71025	32	0	 	 
71025	33	0	 	 
71026	1	0	 	 
71026	2	1	1	0
71026	3	0	 	 
71026	4	0	 	 
71026	5	0	 	 
71026	6	0	 	 
71026	7	1	1	0
71026	8	0	 	 
71026	9	0	 	 
71026	10	0	 	 
71026	11	0	 	 
71026	12	0	 	 
71026	13	1	3	0
71026	14	0	 	 
71026	15	0	 	 
71026	16	0	 	 
71026	17	0	 	 
71026	31	0	 	 
71026	32	0	 	 
71026	33	1	1	0
71028	1	0	 	 
71028	2	0	 	 
71028	3	0	 	 
71028	4	0	 	 
71028	5	0	 	 
71028	6	1	1	0
71028	7	0	 	 
71028	8	0	 	 
71028	9	0	 	 
71028	10	0	 	 
71028	11	0	 	 
71028	12	0	 	 
71028	13	1	1	0
71028	14	0	 	 
71028	15	0	 	 
71028	16	0	 	 
71028	17	0	 	 
71028	31	0	 	 
71028	32	0	 	 
71028	33	1	1	1
71029	1	1	0	 
71029	2	1	1	0
71029	3	0	 	 
71029	4	0	 	 
71029	5	0	 	 
71029	6	0	 	 
71029	7	0	 	 
71029	8	0	 	 
71029	9	0	 	 
71029	10	0	 	 
71029	11	1	0	 
71029	12	0	 	 
71029	13	1	0	 
71029	14	0	 	 
71029	15	0	 	 
71029	16	1	2	1
71029	17	0	 	 
71029	31	0	 	 
71029	32	0	 	 
71029	33	1	1	1
71030	1	 	 	 
71030	2	 	 	 
71030	3	 	 	 
71030	4	 	 	 
71030	5	 	 	 
71030	6	 	 	 
71030	7	 	 	 
71030	8	 	 	 
71030	9	 	 	 
71030	10	 	 	 
71030	11	 	 	 
71030	12	 	 	 
71030	13	 	 	 
71030	14	 	 	 
71030	15	 	 	 
71030	16	 	 	 
71030	17	 	 	 
71030	31	 	 	 
71030	32	 	 	 
71030	33	 	 	 
71031	1	0	 	 
71031	2	0	 	 
71031	3	0	 	 
71031	4	0	 	 
71031	5	0	 	 
71031	6	0	 	 
71031	7	0	 	 
71031	8	0	 	 
71031	9	0	 	 
71031	10	0	 	 
71031	11	0	 	 
71031	12	0	 	 
71031	13	0	 	 
71031	14	0	 	 
71031	15	0	 	 
71031	16	1	1	2
71031	17	0	 	 
71031	31	0	 	 
71031	32	0	 	 
71031	33	0	 	 
71032	1	 	 	 
71032	2	 	 	 
71032	3	 	 	 
71032	4	 	 	 
71032	5	 	 	 
71032	6	 	 	 
71032	7	 	 	 
71032	8	 	 	 
71032	9	 	 	 
71032	10	 	 	 
71032	11	 	 	 
71032	12	 	 	 
71032	13	 	 	 
71032	14	 	 	 
71032	15	 	 	 
71032	16	 	 	 
71032	17	 	 	 
71032	31	 	 	 
71032	32	 	 	 
71032	33	 	 	 
71033	1	0	 	 
71033	2	1	0	 
71033	3	0	 	 
71033	4	0	 	 
71033	5	0	 	 
71033	6	0	 	 
71033	7	1	1	0
71033	8	0	 	 
71033	9	1	1	0
71033	10	0	 	 
71033	11	1	1	0
71033	12	0	 	 
71033	13	1	2	0
71033	14	0	 	 
71033	15	0	 	 
71033	16	1	1	0
71033	17	0	 	 
71033	31	0	 	 
71033	32	0	 	 
71033	33	1	0	 
71034	1	1	1	1
71034	2	0	 	 
71034	3	0	 	 
71034	4	0	 	 
71034	5	0	 	 
71034	6	0	 	 
71034	7	0	 	 
71034	8	0	 	 
71034	9	1	1	1
71034	10	0	 	 
71034	11	0	 	 
71034	12	0	 	 
71034	13	0	 	 
71034	14	0	 	 
71034	15	0	 	 
71034	16	0	 	 
71034	17	0	 	 
71034	31	0	 	 
71034	32	0	 	 
71034	33	0	 	 
71035	1	0	 	 
71035	2	1	1	0
71035	3	0	 	 
71035	4	0	 	 
71035	5	0	 	 
71035	6	1	1	0
71035	7	0	 	 
71035	8	0	 	 
71035	9	1	1	0
71035	10	0	 	 
71035	11	1	2	0
71035	12	0	 	 
71035	13	1	10	1
71035	14	0	 	 
71035	15	0	 	 
71035	16	1	3	0
71035	17	0	 	 
71035	31	0	 	 
71035	32	0	 	 
71035	33	1	1	0
71037	1	0	 	 
71037	2	1	1	0
71037	3	0	 	 
71037	4	0	 	 
71037	5	0	 	 
71037	6	0	 	 
71037	7	0	 	 
71037	8	0	 	 
71037	9	1	1	0
71037	10	0	 	 
71037	11	1	2	0
71037	12	0	 	 
71037	13	0	 	 
71037	14	0	 	 
71037	15	0	 	 
71037	16	1	1	0
71037	17	0	 	 
71037	31	0	 	 
71037	32	0	 	 
71037	33	1	1	0
71038	1	0	 	 
71038	2	0	 	 
71038	3	0	 	 
71038	4	0	 	 
71038	5	0	 	 
71038	6	0	 	 
71038	7	0	 	 
71038	8	0	 	 
71038	9	0	 	 
71038	10	0	 	 
71038	11	1	2	0
71038	12	0	 	 
71038	13	0	 	 
71038	14	1	3	0
71038	15	0	 	 
71038	16	1	2	0
71038	17	0	 	 
71038	31	0	 	 
71038	32	0	 	 
71038	33	0	 	 
71039	1	0	 	 
71039	2	1	1	0
71039	3	0	 	 
71039	4	0	 	 
71039	5	0	 	 
71039	6	1	1	0
71039	7	0	 	 
71039	8	0	 	 
71039	9	1	2	0
71039	10	0	 	 
71039	11	1	1	0
71039	12	0	 	 
71039	13	1	10	0
71039	14	0	 	 
71039	15	0	 	 
71039	16	1	1	0
71039	17	0	 	 
71039	31	0	 	 
71039	32	0	 	 
71039	33	0	 	 
71040	1	0	 	 
71040	2	0	 	 
71040	3	0	 	 
71040	4	0	 	 
71040	5	0	 	 
71040	6	0	 	 
71040	7	0	 	 
71040	8	0	 	 
71040	9	0	 	 
71040	10	0	 	 
71040	11	0	 	 
71040	12	0	 	 
71040	13	0	 	 
71040	14	0	 	 
71040	15	0	 	 
71040	16	0	 	 
71040	17	0	 	 
71040	31	0	 	 
71040	32	0	 	 
71040	33	0	 	 
71042	1	0	 	 
71042	2	0	 	 
71042	3	0	 	 
71042	4	0	 	 
71042	5	0	 	 
71042	6	1	1	0
71042	7	0	 	 
71042	8	0	 	 
71042	9	0	 	 
71042	10	0	 	 
71042	11	0	 	 
71042	12	0	 	 
71042	13	1	4	0
71042	14	0	 	 
71042	15	0	 	 
71042	16	0	 	 
71042	17	0	 	 
71042	31	0	 	 
71042	32	0	 	 
71042	33	0	 	 
71043	1	0	 	 
71043	2	0	 	 
71043	3	0	 	 
71043	4	0	 	 
71043	5	0	 	 
71043	6	0	 	 
71043	7	0	 	 
71043	8	0	 	 
71043	9	0	 	 
71043	10	0	 	 
71043	11	0	 	 
71043	12	0	 	 
71043	13	1	0	 
71043	14	0	 	 
71043	15	0	 	 
71043	16	0	 	 
71043	17	0	 	 
71043	31	0	 	 
71043	32	0	 	 
71043	33	0	 	 
71044	1	0	 	 
71044	2	0	 	 
71044	3	0	 	 
71044	4	0	 	 
71044	5	0	 	 
71044	6	0	 	 
71044	7	0	 	 
71044	8	0	 	 
71044	9	1	3	0
71044	10	0	 	 
71044	11	1	2	0
71044	12	0	 	 
71044	13	1	3	0
71044	14	0	 	 
71044	15	0	 	 
71044	16	1	0	 
71044	17	0	 	 
71044	31	0	 	 
71044	32	0	 	 
71044	33	0	 	 
71045	1	0	 	 
71045	2	1	1	1
71045	3	0	 	 
71045	4	0	 	 
71045	5	0	 	 
71045	6	0	 	 
71045	7	0	 	 
71045	8	0	 	 
71045	9	0	 	 
71045	10	0	 	 
71045	11	0	 	 
71045	12	0	 	 
71045	13	0	 	 
71045	14	0	 	 
71045	15	0	 	 
71045	16	0	 	 
71045	17	0	 	 
71045	31	1	1	1
71045	32	0	 	 
71045	33	0	 	 
71047	1	0	 	 
71047	2	0	 	 
71047	3	0	 	 
71047	4	0	 	 
71047	5	0	 	 
71047	6	0	 	 
71047	7	0	 	 
71047	8	0	 	 
71047	9	1	2	1
71047	10	0	 	 
71047	11	1	1	0
71047	12	0	 	 
71047	13	1	3	0
71047	14	0	 	 
71047	15	0	 	 
71047	16	0	 	 
71047	17	0	 	 
71047	31	0	 	 
71047	32	0	 	 
71047	33	0	 	 
71049	1	0	 	 
71049	2	1	1	0
71049	3	0	 	 
71049	4	0	 	 
71049	5	0	 	 
71049	6	0	 	 
71049	7	0	 	 
71049	8	0	 	 
71049	9	1	2	0
71049	10	0	 	 
71049	11	1	2	0
71049	12	0	 	 
71049	13	1	3	0
71049	14	0	 	 
71049	15	0	 	 
71049	16	1	1	0
71049	17	0	 	 
71049	31	0	 	 
71049	32	0	 	 
71049	33	0	 	 
81001	1	0	 	 
81001	2	0	 	 
81001	3	0	 	 
81001	4	0	 	 
81001	5	0	 	 
81001	6	1	7	1
81001	7	0	 	 
81001	8	0	 	 
81001	9	0	 	 
81001	10	1	1	1
81001	11	0	 	 
81001	12	0	 	 
81001	13	0	 	 
81001	14	0	 	 
81001	15	0	 	 
81001	16	0	 	 
81001	17	0	 	 
81001	31	0	 	 
81001	32	0	 	 
81001	33	0	 	 
81002	1	0	 	 
81002	2	0	 	 
81002	3	0	 	 
81002	4	0	 	 
81002	5	0	 	 
81002	6	0	 	 
81002	7	0	 	 
81002	8	0	 	 
81002	9	0	 	 
81002	10	0	 	 
81002	11	1	0	 
81002	12	0	 	 
81002	13	0	 	 
81002	14	1	4	1
81002	15	0	 	 
81002	16	0	 	 
81002	17	0	 	 
81002	31	0	 	 
81002	32	0	 	 
81002	33	0	 	 
81003	1	0	 	 
81003	2	1	2	1
81003	3	0	 	 
81003	4	0	 	 
81003	5	0	 	 
81003	6	1	2	1
81003	7	0	 	 
81003	8	0	 	 
81003	9	0	 	 
81003	10	0	 	 
81003	11	1	1	1
81003	12	0	 	 
81003	13	0	 	 
81003	14	0	 	 
81003	15	0	 	 
81003	16	1	1	1
81003	17	0	 	 
81003	31	0	 	 
81003	32	0	 	 
81003	33	1	2	1
81004	1	0	 	 
81004	2	1	3	1
81004	3	0	 	 
81004	4	0	 	 
81004	5	0	 	 
81004	6	0	 	 
81004	7	0	 	 
81004	8	0	 	 
81004	9	1	1	1
81004	10	0	 	 
81004	11	1	2	1
81004	12	0	 	 
81004	13	0	 	 
81004	14	1	3	1
81004	15	0	 	 
81004	16	0	 	 
81004	17	0	 	 
81004	31	0	 	 
81004	32	0	 	 
81004	33	1	3	1
81005	1	 	 	 
81005	2	 	 	 
81005	3	 	 	 
81005	4	 	 	 
81005	5	 	 	 
81005	6	 	 	 
81005	7	 	 	 
81005	8	 	 	 
81005	9	 	 	 
81005	10	 	 	 
81005	11	 	 	 
81005	12	 	 	 
81005	13	 	 	 
81005	14	 	 	 
81005	15	 	 	 
81005	16	 	 	 
81005	17	 	 	 
81005	31	 	 	 
81005	32	 	 	 
81005	33	 	 	 
81006	1	 	 	 
81006	2	 	 	 
81006	3	 	 	 
81006	4	 	 	 
81006	5	 	 	 
81006	6	 	 	 
81006	7	 	 	 
81006	8	 	 	 
81006	9	 	 	 
81006	10	 	 	 
81006	11	 	 	 
81006	12	 	 	 
81006	13	 	 	 
81006	14	 	 	 
81006	15	 	 	 
81006	16	 	 	 
81006	17	 	 	 
81006	31	 	 	 
81006	32	 	 	 
81006	33	 	 	 
81007	1	0	 	 
81007	2	1	2	1
81007	3	0	 	 
81007	4	0	 	 
81007	5	0	 	 
81007	6	1	2	1
81007	7	0	 	 
81007	8	0	 	 
81007	9	1	2	1
81007	10	0	 	 
81007	11	1	4	1
81007	12	0	 	 
81007	13	0	 	 
81007	14	1	5	1
81007	15	0	 	 
81007	16	0	 	 
81007	17	0	 	 
81007	31	0	 	 
81007	32	0	 	 
81007	33	1	1	1
81008	1	1	4	1
81008	2	0	 	 
81008	3	0	 	 
81008	4	0	 	 
81008	5	0	 	 
81008	6	0	 	 
81008	7	0	 	 
