CHILDCODE	EDCHSTR4	SCHAGER4	ATSCR4	GRDER4	SMESCHR4	TYSCR4	LOCSCRR4	LOCSCZR4	NMSCWDR4
50004	11	10	1	4	Y	 	 	 	153
50004	10	9	1	3	Y	 	 	 	153
50004	9	8	1	2	Y	 	 	 	153
50004	8	7	1	1	Y	 	 	 	153
50004	7	6	1	1	Y	 	 	 	153
50004	6	5	0	 	 	 	 	 	 
50004	5	4	0	 	 	 	 	 	 
50004	4	3	0	 	 	 	 	 	 
50004	3	2	0	 	 	 	 	 	 
50004	2	1	0	 	 	 	 	 	 
50004	1	0	0	 	 	 	 	 	 
50006	13	12	1	5	 	4	3	303	154
50006	12	11	1	4	Y	 	 	 	154
50006	11	10	1	3	Y	 	 	 	154
50006	10	9	1	2	Y	 	 	 	154
50006	9	8	1	1	Y	 	 	 	154
50006	8	7	1	1	Y	 	 	 	154
50006	7	6	0	 	 	 	 	 	 
50006	6	5	0	 	 	 	 	 	 
50006	5	4	0	 	 	 	 	 	 
50006	4	3	0	 	 	 	 	 	 
50006	3	2	0	 	 	 	 	 	 
50006	2	1	0	 	 	 	 	 	 
50006	1	0	0	 	 	 	 	 	 
50007	13	12	1	4	 	4	3	303	154
50007	12	11	1	3	Y	 	 	 	154
50007	11	10	1	2	Y	 	 	 	154
50007	10	9	1	1	Y	 	 	 	154
50007	9	8	0	 	 	 	 	 	 
50007	8	7	0	 	 	 	 	 	 
50007	7	6	0	 	 	 	 	 	 
50007	6	5	0	 	 	 	 	 	 
50007	5	4	0	 	 	 	 	 	 
50007	4	3	0	 	 	 	 	 	 
50007	3	2	0	 	 	 	 	 	 
50007	2	1	0	 	 	 	 	 	 
50007	1	0	0	 	 	 	 	 	 
50008	13	12	1	5	 	4	3	304	154
50008	12	11	1	4	Y	 	 	 	154
50008	11	10	1	3	Y	 	 	 	154
50008	10	9	1	2	Y	 	 	 	154
50008	9	8	1	1	Y	 	 	 	154
50008	8	7	0	 	 	 	 	 	 
50008	7	6	0	 	 	 	 	 	 
50008	6	5	0	 	 	 	 	 	 
50008	5	4	0	 	 	 	 	 	 
50008	4	3	0	 	 	 	 	 	 
50008	3	2	0	 	 	 	 	 	 
50008	2	1	0	 	 	 	 	 	 
50008	1	0	0	 	 	 	 	 	 
50009	13	12	1	0	 	3	3	303	836
50009	12	11	1	1	N	4	3	303	154
50009	11	10	0	 	 	 	 	 	 
50009	10	9	0	 	 	 	 	 	 
50009	9	8	0	 	 	 	 	 	 
50009	8	7	0	 	 	 	 	 	 
50009	7	6	0	 	 	 	 	 	 
50009	6	5	0	 	 	 	 	 	 
50009	5	4	0	 	 	 	 	 	 
50009	4	3	0	 	 	 	 	 	 
50009	3	2	0	 	 	 	 	 	 
50009	2	1	0	 	 	 	 	 	 
50009	1	0	0	 	 	 	 	 	 
50010	13	13	1	4	 	4	3	303	864
50010	12	12	1	3	Y	 	 	 	864
50010	11	11	1	3	Y	 	 	 	864
50010	10	10	1	2	Y	 	 	 	864
50010	9	9	1	1	Y	 	 	 	864
50010	8	8	0	 	 	 	 	 	 
50010	7	7	0	 	 	 	 	 	 
50010	6	6	0	 	 	 	 	 	 
50010	5	5	0	 	 	 	 	 	 
50010	4	4	0	 	 	 	 	 	 
50010	3	3	0	 	 	 	 	 	 
50010	2	2	0	 	 	 	 	 	 
50010	1	1	0	 	 	 	 	 	 
50011	13	12	0	 	 	 	 	 	 
50011	12	11	0	 	 	 	 	 	 
50011	11	10	0	 	 	 	 	 	 
50011	10	9	0	 	 	 	 	 	 
50011	9	8	0	 	 	 	 	 	 
50011	8	7	1	2	N	4	3	303	153
50011	7	6	1	1	Y	 	 	 	153
50011	6	5	0	 	 	 	 	 	 
50011	5	4	0	 	 	 	 	 	 
50011	4	3	0	 	 	 	 	 	 
50011	3	2	0	 	 	 	 	 	 
50011	2	1	0	 	 	 	 	 	 
50011	1	0	0	 	 	 	 	 	 
50012	13	11	1	4	 	4	3	303	154
50012	12	10	1	3	Y	 	 	 	154
50012	11	9	1	2	Y	 	 	 	154
50012	10	8	1	1	Y	 	 	 	154
50012	9	7	0	 	 	 	 	 	 
50012	8	6	0	 	 	 	 	 	 
50012	7	5	0	 	 	 	 	 	 
50012	6	4	0	 	 	 	 	 	 
50012	5	3	0	 	 	 	 	 	 
50012	4	2	0	 	 	 	 	 	 
50012	3	1	0	 	 	 	 	 	 
50012	2	0	0	 	 	 	 	 	 
50012	1	0	0	 	 	 	 	 	 
50014	13	12	1	5	 	4	3	303	153
50014	12	11	1	4	Y	 	 	 	153
50014	11	10	1	3	Y	 	 	 	153
50014	10	9	1	2	Y	 	 	 	153
50014	9	8	1	1	Y	 	 	 	153
50014	8	7	0	 	 	 	 	 	 
50014	7	6	0	 	 	 	 	 	 
50014	6	5	0	 	 	 	 	 	 
50014	5	4	0	 	 	 	 	 	 
50014	4	3	0	 	 	 	 	 	 
50014	3	2	0	 	 	 	 	 	 
50014	2	1	0	 	 	 	 	 	 
50014	1	0	0	 	 	 	 	 	 
50016	13	12	1	5	 	4	3	303	154
50016	12	11	1	5	Y	 	 	 	154
50016	11	10	1	4	Y	 	 	 	154
50016	10	9	1	3	Y	 	 	 	154
50016	9	8	1	2	Y	 	 	 	154
50016	8	7	1	1	Y	 	 	 	154
50016	7	6	0	 	 	 	 	 	 
50016	6	5	0	 	 	 	 	 	 
50016	5	4	0	 	 	 	 	 	 
50016	4	3	0	 	 	 	 	 	 
50016	3	2	0	 	 	 	 	 	 
50016	2	1	0	 	 	 	 	 	 
50016	1	0	0	 	 	 	 	 	 
50017	13	11	1	6	 	4	3	303	154
50017	12	10	1	5	Y	 	 	 	154
50017	11	9	1	4	Y	 	 	 	154
50017	10	8	1	3	Y	 	 	 	154
50017	9	7	1	2	Y	 	 	 	154
50017	8	6	1	1	Y	 	 	 	154
50017	7	5	0	 	 	 	 	 	 
50017	6	4	88	 	 	 	 	 	 
50017	5	3	88	 	 	 	 	 	 
50017	4	2	88	 	 	 	 	 	 
50017	3	1	88	 	 	 	 	 	 
50017	2	0	88	 	 	 	 	 	 
50017	1	0	88	 	 	 	 	 	 
50018	13	11	1	5	 	4	3	303	154
50018	12	10	1	5	Y	 	 	 	154
50018	11	9	1	4	Y	 	 	 	154
50018	10	8	1	3	Y	 	 	 	154
50018	9	7	1	2	N	4	3	301	835
50018	8	6	1	1	Y	 	 	 	835
50018	7	5	0	 	 	 	 	 	 
50018	6	4	0	 	 	 	 	 	 
50018	5	3	0	 	 	 	 	 	 
50018	4	2	0	 	 	 	 	 	 
50018	3	1	0	 	 	 	 	 	 
50018	2	0	0	 	 	 	 	 	 
50018	1	0	88	 	 	 	 	 	 
50019	13	12	1	0	 	2	3	303	836
50019	12	11	1	4	N	4	3	303	154
50019	11	10	1	3	Y	 	 	 	154
50019	10	9	1	2	Y	 	 	 	154
50019	9	8	1	1	Y	 	 	 	154
50019	8	7	0	 	 	 	 	 	 
50019	7	6	0	 	 	 	 	 	 
50019	6	5	0	 	 	 	 	 	 
50019	5	4	0	 	 	 	 	 	 
50019	4	3	0	 	 	 	 	 	 
50019	3	2	0	 	 	 	 	 	 
50019	2	1	0	 	 	 	 	 	 
50019	1	0	0	 	 	 	 	 	 
50020	13	12	1	4	 	4	3	303	154
50020	12	11	1	3	Y	 	 	 	154
50020	11	10	1	2	Y	 	 	 	154
50020	10	9	1	1	Y	 	 	 	154
50020	9	8	0	 	 	 	 	 	 
50020	8	7	0	 	 	 	 	 	 
50020	7	6	0	 	 	 	 	 	 
50020	6	5	0	 	 	 	 	 	 
50020	5	4	0	 	 	 	 	 	 
50020	4	3	0	 	 	 	 	 	 
50020	3	2	0	 	 	 	 	 	 
50020	2	1	0	 	 	 	 	 	 
50020	1	0	0	 	 	 	 	 	 
50021	13	12	0	 	 	 	 	 	 
50021	12	11	0	 	 	 	 	 	 
50021	11	10	0	 	 	 	 	 	 
50021	10	9	0	 	 	 	 	 	 
50021	9	8	0	 	 	 	 	 	 
50021	8	7	0	 	 	 	 	 	 
50021	7	6	0	 	 	 	 	 	 
50021	6	5	0	 	 	 	 	 	 
50021	5	4	0	 	 	 	 	 	 
50021	4	3	0	 	 	 	 	 	 
50021	3	2	0	 	 	 	 	 	 
50021	2	1	0	 	 	 	 	 	 
50021	1	0	0	 	 	 	 	 	 
50022	13	12	1	5	 	4	3	303	154
50022	12	11	1	5	Y	 	 	 	154
50022	11	10	1	5	Y	 	 	 	154
50022	10	9	1	4	Y	 	 	 	154
50022	9	8	1	3	Y	 	 	 	154
50022	8	7	1	2	Y	 	 	 	154
50022	7	6	1	1	Y	 	 	 	154
50022	6	5	0	 	 	 	 	 	 
50022	5	4	0	 	 	 	 	 	 
50022	4	3	0	 	 	 	 	 	 
50022	3	2	0	 	 	 	 	 	 
50022	2	1	0	 	 	 	 	 	 
50022	1	0	0	 	 	 	 	 	 
50023	13	12	1	8	 	4	3	303	154
50023	12	11	1	7	Y	 	 	 	154
50023	11	10	1	6	Y	 	 	 	154
50023	10	9	1	5	Y	 	 	 	154
50023	9	8	1	4	Y	 	 	 	154
50023	8	7	1	3	Y	 	 	 	154
50023	7	6	1	2	Y	 	 	 	154
50023	6	5	1	1	Y	 	 	 	154
50023	5	4	0	 	 	 	 	 	 
50023	4	3	0	 	 	 	 	 	 
50023	3	2	0	 	 	 	 	 	 
50023	2	1	0	 	 	 	 	 	 
50023	1	0	0	 	 	 	 	 	 
50024	13	12	0	 	 	 	 	 	 
50024	12	11	0	 	 	 	 	 	 
50024	11	10	0	 	 	 	 	 	 
50024	10	9	0	 	 	 	 	 	 
50024	9	8	0	 	 	 	 	 	 
50024	8	7	0	 	 	 	 	 	 
50024	7	6	0	 	 	 	 	 	 
50024	6	5	0	 	 	 	 	 	 
50024	5	4	0	 	 	 	 	 	 
50024	4	3	0	 	 	 	 	 	 
50024	3	2	0	 	 	 	 	 	 
50024	2	1	0	 	 	 	 	 	 
50024	1	0	0	 	 	 	 	 	 
50025	13	11	1	3	 	4	3	303	154
50025	12	10	1	2	Y	 	 	 	154
50025	11	9	1	2	Y	 	 	 	154
50025	10	8	1	2	Y	 	 	 	154
50025	9	7	1	1	Y	 	 	 	154
50025	8	6	0	 	 	 	 	 	 
50025	7	5	0	 	 	 	 	 	 
50025	6	4	0	 	 	 	 	 	 
50025	5	3	0	 	 	 	 	 	 
50025	4	2	0	 	 	 	 	 	 
50025	3	1	0	 	 	 	 	 	 
50025	2	0	0	 	 	 	 	 	 
50025	1	0	88	 	 	 	 	 	 
50026	13	12	1	3	 	4	3	303	154
50026	12	11	1	2	Y	 	 	 	154
50026	11	10	1	1	Y	 	 	 	154
50026	10	9	0	 	 	 	 	 	 
50026	9	8	0	 	 	 	 	 	 
50026	8	7	0	 	 	 	 	 	 
50026	7	6	0	 	 	 	 	 	 
50026	6	5	0	 	 	 	 	 	 
50026	5	4	0	 	 	 	 	 	 
50026	4	3	0	 	 	 	 	 	 
50026	3	2	0	 	 	 	 	 	 
50026	2	1	0	 	 	 	 	 	 
50026	1	0	0	 	 	 	 	 	 
50027	13	12	1	4	 	4	3	303	153
50027	12	11	1	4	Y	 	 	 	153
50027	11	10	1	3	Y	 	 	 	153
50027	10	9	1	3	Y	 	 	 	153
50027	9	8	1	2	Y	 	 	 	153
50027	8	7	1	1	Y	 	 	 	153
50027	7	6	0	 	 	 	 	 	 
50027	6	5	0	 	 	 	 	 	 
50027	5	4	0	 	 	 	 	 	 
50027	4	3	0	 	 	 	 	 	 
50027	3	2	0	 	 	 	 	 	 
50027	2	1	0	 	 	 	 	 	 
50027	1	0	0	 	 	 	 	 	 
50028	13	12	0	 	 	 	 	 	 
50028	12	11	0	 	 	 	 	 	 
50028	11	10	1	2	N	4	3	303	812
50028	10	9	1	1	Y	 	 	 	812
50028	9	8	0	 	 	 	 	 	 
50028	8	7	0	 	 	 	 	 	 
50028	7	6	0	 	 	 	 	 	 
50028	6	5	0	 	 	 	 	 	 
50028	5	4	0	 	 	 	 	 	 
50028	4	3	0	 	 	 	 	 	 
50028	3	2	0	 	 	 	 	 	 
50028	2	1	0	 	 	 	 	 	 
50028	1	0	0	 	 	 	 	 	 
50030	13	12	1	4	 	4	3	303	840
50030	12	11	1	3	Y	 	 	 	840
50030	11	10	1	2	Y	 	 	 	840
50030	10	9	1	1	Y	 	 	 	840
50030	9	8	0	 	 	 	 	 	 
50030	8	7	0	 	 	 	 	 	 
50030	7	6	0	 	 	 	 	 	 
50030	6	5	0	 	 	 	 	 	 
50030	5	4	0	 	 	 	 	 	 
50030	4	3	0	 	 	 	 	 	 
50030	3	2	0	 	 	 	 	 	 
50030	2	1	0	 	 	 	 	 	 
50030	1	0	0	 	 	 	 	 	 
50031	13	12	1	4	 	4	3	303	154
50031	12	11	1	4	Y	 	 	 	154
50031	11	10	1	4	Y	 	 	 	154
50031	10	9	1	3	Y	 	 	 	154
50031	9	8	1	2	Y	 	 	 	154
50031	8	7	1	1	Y	 	 	 	154
50031	7	6	0	 	 	 	 	 	 
50031	6	5	0	 	 	 	 	 	 
50031	5	4	0	 	 	 	 	 	 
50031	4	3	0	 	 	 	 	 	 
50031	3	2	0	 	 	 	 	 	 
50031	2	1	0	 	 	 	 	 	 
50031	1	0	0	 	 	 	 	 	 
50032	13	11	1	5	 	4	3	303	154
50032	12	10	1	4	Y	 	 	 	154
50032	11	9	1	3	Y	 	 	 	154
50032	10	8	1	2	Y	 	 	 	154
50032	9	7	1	2	Y	 	 	 	154
50032	8	6	1	1	Y	 	 	 	154
50032	7	5	0	 	 	 	 	 	 
50032	6	4	0	 	 	 	 	 	 
50032	5	3	0	 	 	 	 	 	 
50032	4	2	0	 	 	 	 	 	 
50032	3	1	0	 	 	 	 	 	 
50032	2	0	0	 	 	 	 	 	 
50032	1	0	0	 	 	 	 	 	 
50033	13	12	1	4	 	4	3	303	154
50033	12	11	1	3	Y	 	 	 	154
50033	11	10	1	3	Y	 	 	 	154
50033	10	9	1	2	Y	 	 	 	154
50033	9	8	1	1	Y	 	 	 	154
50033	8	7	0	 	 	 	 	 	 
50033	7	6	0	 	 	 	 	 	 
50033	6	5	0	 	 	 	 	 	 
50033	5	4	0	 	 	 	 	 	 
50033	4	3	0	 	 	 	 	 	 
50033	3	2	0	 	 	 	 	 	 
50033	2	1	0	 	 	 	 	 	 
50033	1	0	0	 	 	 	 	 	 
50034	13	12	1	8	 	4	3	303	154
50034	12	11	1	7	Y	 	 	 	154
50034	11	10	1	6	Y	 	 	 	154
50034	10	9	1	5	Y	 	 	 	154
50034	9	8	1	4	Y	 	 	 	154
50034	8	7	1	3	Y	 	 	 	154
50034	7	6	1	2	Y	 	 	 	154
50034	6	5	1	1	Y	 	 	 	154
50034	5	4	0	 	 	 	 	 	 
50034	4	3	0	 	 	 	 	 	 
50034	3	2	0	 	 	 	 	 	 
50034	2	1	0	 	 	 	 	 	 
50034	1	0	0	 	 	 	 	 	 
50035	13	11	0	 	 	 	 	 	 
50035	12	10	1	4	N	4	3	303	154
50035	11	9	1	3	Y	 	 	 	154
50035	10	8	1	3	Y	 	 	 	154
50035	9	7	1	2	Y	 	 	 	154
50035	8	6	1	1	Y	 	 	 	154
50035	7	5	0	 	 	 	 	 	 
50035	6	4	0	 	 	 	 	 	 
50035	5	3	0	 	 	 	 	 	 
50035	4	2	0	 	 	 	 	 	 
50035	3	1	0	 	 	 	 	 	 
50035	2	0	0	 	 	 	 	 	 
50035	1	0	88	 	 	 	 	 	 
50036	13	11	1	2	 	4	3	303	154
50036	12	10	1	2	Y	 	 	 	154
50036	11	9	1	2	Y	 	 	 	154
50036	10	8	1	1	Y	 	 	 	154
50036	9	7	1	1	Y	 	 	 	154
50036	8	6	0	 	 	 	 	 	 
50036	7	5	0	 	 	 	 	 	 
50036	6	4	0	 	 	 	 	 	 
50036	5	3	0	 	 	 	 	 	 
50036	4	2	0	 	 	 	 	 	 
50036	3	1	0	 	 	 	 	 	 
50036	2	0	0	 	 	 	 	 	 
50036	1	0	0	 	 	 	 	 	 
50037	13	12	0	 	 	 	 	 	 
50037	12	11	0	 	 	 	 	 	 
50037	11	10	0	 	 	 	 	 	 
50037	10	9	0	 	 	 	 	 	 
50037	9	8	0	 	 	 	 	 	 
50037	8	7	0	 	 	 	 	 	 
50037	7	6	0	 	 	 	 	 	 
50037	6	5	0	 	 	 	 	 	 
50037	5	4	0	 	 	 	 	 	 
50037	4	3	0	 	 	 	 	 	 
50037	3	2	0	 	 	 	 	 	 
50037	2	1	0	 	 	 	 	 	 
50037	1	0	0	 	 	 	 	 	 
50038	13	12	0	 	 	 	 	 	 
50038	12	11	0	 	 	 	 	 	 
50038	11	10	0	 	 	 	 	 	 
50038	10	9	0	 	 	 	 	 	 
50038	9	8	0	 	 	 	 	 	 
50038	8	7	0	 	 	 	 	 	 
50038	7	6	0	 	 	 	 	 	 
50038	6	5	0	 	 	 	 	 	 
50038	5	4	0	 	 	 	 	 	 
50038	4	3	0	 	 	 	 	 	 
50038	3	2	0	 	 	 	 	 	 
50038	2	1	0	 	 	 	 	 	 
50038	1	0	0	 	 	 	 	 	 
50039	13	12	1	5	 	4	3	303	154
50039	12	11	1	4	Y	 	 	 	154
50039	11	10	1	3	Y	 	 	 	154
50039	10	9	1	2	Y	 	 	 	154
50039	9	8	1	1	Y	 	 	 	154
50039	8	7	0	 	 	 	 	 	 
50039	7	6	0	 	 	 	 	 	 
50039	6	5	0	 	 	 	 	 	 
50039	5	4	0	 	 	 	 	 	 
50039	4	3	0	 	 	 	 	 	 
50039	3	2	0	 	 	 	 	 	 
50039	2	1	0	 	 	 	 	 	 
50039	1	0	0	 	 	 	 	 	 
50040	13	12	1	5	 	4	3	302	154
50040	12	11	1	4	Y	 	 	 	154
50040	11	10	1	3	Y	 	 	 	154
50040	10	9	1	3	Y	 	 	 	154
50040	9	8	1	2	Y	 	 	 	154
50040	8	7	1	1	Y	 	 	 	154
50040	7	6	0	 	 	 	 	 	 
50040	6	5	0	 	 	 	 	 	 
50040	5	4	0	 	 	 	 	 	 
50040	4	3	0	 	 	 	 	 	 
50040	3	2	0	 	 	 	 	 	 
50040	2	1	0	 	 	 	 	 	 
50040	1	0	0	 	 	 	 	 	 
50041	13	12	1	6	 	4	3	303	154
50041	12	11	1	5	Y	 	 	 	154
50041	11	10	1	4	Y	 	 	 	154
50041	10	9	1	4	Y	 	 	 	154
50041	9	8	1	3	Y	 	 	 	154
50041	8	7	1	2	Y	 	 	 	154
50041	7	6	1	1	Y	 	 	 	154
50041	6	5	0	 	 	 	 	 	 
50041	5	4	0	 	 	 	 	 	 
50041	4	3	0	 	 	 	 	 	 
50041	3	2	0	 	 	 	 	 	 
50041	2	1	0	 	 	 	 	 	 
50041	1	0	0	 	 	 	 	 	 
50042	13	12	1	6	 	4	3	303	153
50042	12	11	1	5	Y	 	 	 	153
50042	11	10	1	4	Y	 	 	 	153
50042	10	9	1	3	Y	 	 	 	153
50042	9	8	1	2	Y	 	 	 	153
50042	8	7	1	1	Y	 	 	 	153
50042	7	6	0	 	 	 	 	 	 
50042	6	5	0	 	 	 	 	 	 
50042	5	4	0	 	 	 	 	 	 
50042	4	3	0	 	 	 	 	 	 
50042	3	2	0	 	 	 	 	 	 
50042	2	1	0	 	 	 	 	 	 
50042	1	0	0	 	 	 	 	 	 
50043	13	12	1	1	 	4	3	301	823
50043	12	11	1	1	Y	 	 	 	823
50043	11	10	0	 	 	 	 	 	 
50043	10	9	0	 	 	 	 	 	 
50043	9	8	0	 	 	 	 	 	 
50043	8	7	0	 	 	 	 	 	 
50043	7	6	0	 	 	 	 	 	 
50043	6	5	0	 	 	 	 	 	 
50043	5	4	0	 	 	 	 	 	 
50043	4	3	0	 	 	 	 	 	 
50043	3	2	0	 	 	 	 	 	 
50043	2	1	0	 	 	 	 	 	 
50043	1	0	0	 	 	 	 	 	 
50045	13	12	1	6	 	4	3	303	154
50045	12	11	1	5	Y	 	 	 	154
50045	11	10	1	4	Y	 	 	 	154
50045	10	9	1	3	Y	 	 	 	154
50045	9	8	1	2	Y	 	 	 	154
50045	8	7	1	2	Y	 	 	 	154
50045	7	6	1	1	Y	 	 	 	154
50045	6	5	0	 	 	 	 	 	 
50045	5	4	0	 	 	 	 	 	 
50045	4	3	0	 	 	 	 	 	 
50045	3	2	0	 	 	 	 	 	 
50045	2	1	0	 	 	 	 	 	 
50045	1	0	0	 	 	 	 	 	 
50046	13	11	1	6	 	4	3	303	154
50046	12	10	1	5	Y	 	 	 	154
50046	11	9	1	5	Y	 	 	 	154
50046	10	8	1	4	Y	 	 	 	154
50046	9	7	1	3	Y	 	 	 	154
50046	8	6	1	2	Y	 	 	 	154
50046	7	5	1	1	Y	 	 	 	154
50046	6	4	0	 	 	 	 	 	 
50046	5	3	0	 	 	 	 	 	 
50046	4	2	0	 	 	 	 	 	 
50046	3	1	0	 	 	 	 	 	 
50046	2	0	0	 	 	 	 	 	 
50046	1	0	0	 	 	 	 	 	 
50047	13	11	1	5	 	4	3	303	154
50047	12	10	1	4	Y	 	 	 	154
50047	11	9	1	3	Y	 	 	 	154
50047	10	8	1	2	Y	 	 	 	154
50047	9	7	1	1	Y	 	 	 	154
50047	8	6	0	 	 	 	 	 	 
50047	7	5	0	 	 	 	 	 	 
50047	6	4	0	 	 	 	 	 	 
50047	5	3	0	 	 	 	 	 	 
50047	4	2	0	 	 	 	 	 	 
50047	3	1	0	 	 	 	 	 	 
50047	2	0	0	 	 	 	 	 	 
50047	1	0	88	 	 	 	 	 	 
50048	13	12	1	0	 	3	3	303	841
50048	12	11	1	4	N	4	3	303	154
50048	11	10	1	3	Y	 	 	 	154
50048	10	9	1	2	Y	 	 	 	154
50048	9	8	1	1	Y	 	 	 	154
50048	8	7	0	 	 	 	 	 	 
50048	7	6	0	 	 	 	 	 	 
50048	6	5	0	 	 	 	 	 	 
50048	5	4	0	 	 	 	 	 	 
50048	4	3	0	 	 	 	 	 	 
50048	3	2	0	 	 	 	 	 	 
50048	2	1	0	 	 	 	 	 	 
50048	1	0	0	 	 	 	 	 	 
50049	13	12	1	5	 	4	3	303	154
50049	12	11	1	4	Y	 	 	 	154
50049	11	10	1	3	Y	 	 	 	154
50049	10	9	1	3	Y	 	 	 	154
50049	9	8	1	2	Y	 	 	 	154
50049	8	7	1	1	Y	 	 	 	154
50049	7	6	1	1	Y	 	 	 	154
50049	6	5	0	 	 	 	 	 	 
50049	5	4	0	 	 	 	 	 	 
50049	4	3	0	 	 	 	 	 	 
50049	3	2	0	 	 	 	 	 	 
50049	2	1	0	 	 	 	 	 	 
50049	1	0	0	 	 	 	 	 	 
50050	13	12	0	 	 	 	 	 	 
50050	12	11	1	3	N	4	3	303	154
50050	11	10	1	2	Y	 	 	 	154
50050	10	9	1	1	Y	 	 	 	154
50050	9	8	1	1	Y	 	 	 	154
50050	8	7	0	 	 	 	 	 	 
50050	7	6	0	 	 	 	 	 	 
50050	6	5	0	 	 	 	 	 	 
50050	5	4	0	 	 	 	 	 	 
50050	4	3	0	 	 	 	 	 	 
50050	3	2	0	 	 	 	 	 	 
50050	2	1	0	 	 	 	 	 	 
50050	1	0	0	 	 	 	 	 	 
50051	13	12	1	4	 	4	3	303	154
50051	12	11	1	3	N	4	3	303	847
50051	11	10	1	2	Y	 	 	 	847
50051	10	9	1	1	Y	 	 	 	847
50051	9	8	0	 	 	 	 	 	 
50051	8	7	0	 	 	 	 	 	 
50051	7	6	0	 	 	 	 	 	 
50051	6	5	0	 	 	 	 	 	 
50051	5	4	0	 	 	 	 	 	 
50051	4	3	0	 	 	 	 	 	 
50051	3	2	0	 	 	 	 	 	 
50051	2	1	0	 	 	 	 	 	 
50051	1	0	0	 	 	 	 	 	 
50052	13	12	1	6	 	4	3	303	154
50052	12	11	1	5	Y	 	 	 	154
50052	11	10	1	4	Y	 	 	 	154
50052	10	9	1	3	Y	 	 	 	154
50052	9	8	1	3	Y	 	 	 	154
50052	8	7	1	2	Y	 	 	 	154
50052	7	6	1	1	Y	 	 	 	154
50052	6	5	0	 	 	 	 	 	 
50052	5	4	0	 	 	 	 	 	 
50052	4	3	0	 	 	 	 	 	 
50052	3	2	0	 	 	 	 	 	 
50052	2	1	0	 	 	 	 	 	 
50052	1	0	0	 	 	 	 	 	 
50053	13	11	0	 	 	 	 	 	 
50053	12	10	0	 	 	 	 	 	 
50053	11	9	0	 	 	 	 	 	 
50053	10	8	0	 	 	 	 	 	 
50053	9	7	0	 	 	 	 	 	 
50053	8	6	0	 	 	 	 	 	 
50053	7	5	0	 	 	 	 	 	 
50053	6	4	0	 	 	 	 	 	 
50053	5	3	0	 	 	 	 	 	 
50053	4	2	0	 	 	 	 	 	 
50053	3	1	0	 	 	 	 	 	 
50053	2	0	0	 	 	 	 	 	 
50053	1	0	0	 	 	 	 	 	 
50054	13	12	0	 	 	 	 	 	 
50054	12	11	1	4	N	4	3	303	154
50054	11	10	1	3	Y	 	 	 	154
50054	10	9	1	2	Y	 	 	 	154
50054	9	8	1	1	Y	 	 	 	154
50054	8	7	0	 	 	 	 	 	 
50054	7	6	0	 	 	 	 	 	 
50054	6	5	0	 	 	 	 	 	 
50054	5	4	0	 	 	 	 	 	 
50054	4	3	0	 	 	 	 	 	 
50054	3	2	0	 	 	 	 	 	 
50054	2	1	0	 	 	 	 	 	 
50054	1	0	0	 	 	 	 	 	 
50055	13	12	1	5	 	4	3	303	855
50055	12	11	1	5	Y	 	 	 	855
50055	11	10	1	4	Y	 	 	 	855
50055	10	9	1	3	Y	 	 	 	855
50055	9	8	1	2	Y	 	 	 	855
50055	8	7	1	1	Y	 	 	 	855
50055	7	6	0	 	 	 	 	 	 
50055	6	5	0	 	 	 	 	 	 
50055	5	4	0	 	 	 	 	 	 
50055	4	3	0	 	 	 	 	 	 
50055	3	2	0	 	 	 	 	 	 
50055	2	1	0	 	 	 	 	 	 
50055	1	0	0	 	 	 	 	 	 
50056	13	12	1	4	 	4	14	1403	497
50056	12	11	1	4	Y	 	 	 	497
50056	11	10	1	3	Y	 	 	 	497
50056	10	9	1	2	Y	 	 	 	497
50056	9	8	1	1	Y	 	 	 	497
50056	8	7	1	15	N	1	14	1403	704
50056	7	6	1	14	Y	 	 	 	704
50056	6	5	0	 	 	 	 	 	 
50056	5	4	0	 	 	 	 	 	 
50056	4	3	0	 	 	 	 	 	 
50056	3	2	0	 	 	 	 	 	 
50056	2	1	0	 	 	 	 	 	 
50056	1	0	0	 	 	 	 	 	 
50057	13	12	1	5	 	4	3	303	154
50057	12	11	1	5	Y	 	 	 	154
50057	11	10	1	4	Y	 	 	 	154
50057	10	9	1	3	Y	 	 	 	154
50057	9	8	1	3	Y	 	 	 	154
50057	8	7	1	2	Y	 	 	 	154
50057	7	6	1	1	Y	 	 	 	154
50057	6	5	0	 	 	 	 	 	 
50057	5	4	0	 	 	 	 	 	 
50057	4	3	0	 	 	 	 	 	 
50057	3	2	0	 	 	 	 	 	 
50057	2	1	0	 	 	 	 	 	 
50057	1	0	0	 	 	 	 	 	 
50058	13	12	1	5	 	4	3	303	154
50058	12	11	1	5	Y	 	 	 	154
50058	11	10	1	4	Y	 	 	 	154
50058	10	9	1	3	Y	 	 	 	154
50058	9	8	1	2	Y	 	 	 	154
50058	8	7	1	1	Y	 	 	 	154
50058	7	6	0	 	 	 	 	 	 
50058	6	5	0	 	 	 	 	 	 
50058	5	4	0	 	 	 	 	 	 
50058	4	3	0	 	 	 	 	 	 
50058	3	2	0	 	 	 	 	 	 
50058	2	1	0	 	 	 	 	 	 
50058	1	0	0	 	 	 	 	 	 
50059	13	11	1	3	 	4	3	303	154
50059	12	10	1	2	Y	 	 	 	154
50059	11	9	1	2	Y	 	 	 	154
50059	10	8	1	1	Y	 	 	 	154
50059	9	7	1	1	Y	 	 	 	154
