CHILDCODE	TDINTEN	MATHTEST	MPROVR4	MTHDIST	MTHCOMM	MTHITM01	MTHITM02	MTHITM03	MTHITM04	MTHITM05	MTHITM06	MTHITM07	MTHITM08	MTHITM09	MTHITM10	MTHITM11	MTHITM12	MTHITM13	MTHITM14	MTHITM15	MTHITM16	MTHITM17	MTHITM18	MTHITM19	MTHITM20	MTHITM21	MTHITM22	MTHITM23	MTHITM24	MTHITM25	MTHITM26	MTHITM27L	MTHITM27W	MATHEND	READTEST	RPROVR4	RDGDIST	RDGCOMM	RDGCMP01	RDGCMP02	RDGCMP03	RDGCMP04	RDGCMP05	RDGCMP06	RDGCMP07	RDGCMP08	RDGCMP09	RDGCMP10	RDGCMP11	RDGCMP12	RDGCMP13	RDGCMP14	RDGCMP15	RDGCMP16	RDGCMP17	RDGCMP18	RDGCMP19	RDGCMP20	RDGCMP21	RDGCMP22	RDGCMP23	RDGCMP24	READEND	lang_raw	lang_perco	maths_raw	maths_perco	correct01maths	correct02maths	correct03maths	correct04maths	correct05maths	correct06maths	correct07maths	correct08maths	correct09maths	correct10maths	correct11maths	correct12maths	correct13maths	correct14maths	correct15maths	correct16maths	correct17maths	correct18maths	correct19maths	correct20maths	correct21maths	correct22maths	correct23maths	correct24maths	correct25maths	correct26maths	correct27maths	correct28maths	correct01lang	correct02lang	correct03lang	correct04lang	correct05lang	correct06lang	correct07lang	correct08lang	correct09lang	correct10lang	correct11lang	correct12lang	correct13lang	correct14lang	correct15lang	correct16lang	correct17lang	correct18lang	correct19lang	correct20lang	correct21lang	correct22lang	correct23lang	correct24lang
101050	21/02/2014 13:30:26	1	3	8	16	1	4	3	60	17.4300003051758	3/4	2	4	4	3	3	2	3	2	4	1	4	2	99	1	2	3	2	228	.75	-99	-99	-99	 	1	3	8	16	1	1	2	4	2	3	2	2	2	1	3	2	2	1	4	3	1	4	4	4	3	3	2	1	 	12	50	11	39.2857131958008	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0
101051	27/04/2014 20:59:33	1	98	98	98	1	3	3	60	99	99	3	99	2	99	99	4	99	2	99	3	2	2	1	3	4	3	1	23	99	99	99	99	 	1	98	98	98	2	1	3	3	2	4	2	2	2	4	3	3	1	3	3	2	4	2	1	3	4	4	2	3	 	12	50	6	21.4285717010498	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0
101054	24/08/2014 22:52:09	1	98	98	98	1	4	3	60	17.4300003051758	33/24	3	4	1	3	1	3	3	1	1	2	4	4	1	2	3	4	3	99	99	99	99	99	 	1	98	98	98	1	1	2	4	2	3	1	2	2	4	3	1	1	4	3	2	4	4	1	3	1	1	2	2	 	17	70.8333358764648	7	25	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	1	1	0	1	1	1
101064	20/02/2014 21:35:34	1	3	8	16	1	4	3	60	17.4300003051758	3/4	2	4	2	3	3	99	1	3	4	3	3	2	99	1	4	1	1	-99	-99	-99	-99	-99	 	1	3	8	16	4	1	2	4	1	3	2	2	3	4	2	1	2	4	1	3	2	1	1	3	3	1	2	3	 	17	70.8333358764648	12	42.8571434020996	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0
101067	20/02/2014 21:20:40	1	3	8	16	1	2	3	-99	-99	-99	2	3	2	99	99	99	99	99	4	99	99	99	99	99	99	99	99	-99	-99	-99	-99	-99	 	1	3	8	16	2	1	3	1	3	2	1	1	3	4	2	1	1	2	2	1	3	1	1	2	2	3	2	3	 	6	25	4	14.2857141494751	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0
101075	24/08/2014 23:12:34	1	98	98	98	1	4	3	60	17.4300003051758	0.675	2	4	2	3	4	2	4	1	3	2	2	3	2	1	2	2	4	21	.300000011920929	5.5	3	5	 	1	98	98	98	1	1	2	1	1	3	2	2	2	4	2	1	2	4	1	3	4	4	1	1	4	1	2	3	 	19	79.1666641235352	13	46.4285697937012	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0
101083	28/04/2014 15:08:19	1	3	8	20	1	4	99	99	17.4300003051758	18/24	2	4	4	4	1	4	3	2	3	1	1	2	2	4	4	2	3	99	25	3	99	99	 	1	3	8	20	3	1	2	1	2	3	2	2	2	1	3	1	2	1	1	3	4	2	1	4	1	2	3	3	 	14	58.3333320617676	13	46.4285697937012	1	1	0	0	1	1	1	1	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0
111001	27/04/2014 16:39:50	1	3	98	98	1	4	3	60	17.4300003051758	18/24	2	4	3	3	99	2	4	3	3	3	1	2	2	4	1	2	2	23	99	2	99	99	 	1	3	98	98	1	2	2	1	2	2	3	2	2	4	2	1	1	3	2	3	2	2	1	3	4	4	2	2	 	15	62.5	13	46.4285697937012	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1
111002	16/02/2014 01:19:19	1	3	9	17	1	4	3	60	17.4300003051758	3/4	2	4	2	3	3	1	3	3	1	1	2	3	2	1	4	3	3	22	2	5.59999990463257	4.19999980926514	8.39999961853027	 	1	3	9	17	1	1	2	1	2	3	2	1	3	4	2	1	1	4	1	1	2	4	2	1	1	1	2	3	 	13	54.1666679382324	13	46.4285697937012	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0
111003	16/02/2014 20:02:50	1	3	98	98	1	4	3	60	18.2299995422363	3/4	2	4	2	2	1	4	3	3	1	4	3	3	2	1	3	2	3	32	3	.180000007152557	22	-99	 	1	3	98	98	3	1	3	1	2	3	2	3	2	3	4	2	2	1	2	1	3	1	3	4	3	3	1	1	 	6	25	13	46.4285697937012	1	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
111004	27/04/2014 16:04:35	1	98	98	98	1	3	3	60	17.4300003051758	18/24	2	2	2	3	4	4	3	3	3	2	3	2	4	1	2	2	2	24	99	99	99	99	 	1	98	98	98	1	4	2	3	2	3	3	2	2	1	2	2	2	1	3	2	2	3	1	3	1	1	2	1	 	12	50	12	42.8571434020996	1	0	1	1	1	1	1	0	1	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	1	1	0	1	1	0
111005	16/02/2014 01:22:52	1	3	9	17	1	2	3	-99	17.4300003051758	3/4	2	4	2	2	3	2	4	3	1	4	4	3	2	4	2	2	99	22	-99	-99	-99	-99	 	1	3	9	17	1	1	1	3	1	3	2	2	4	4	2	1	1	3	1	4	4	2	3	4	1	4	2	1	 	12	50	10	35.7142868041992	1	0	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	1	1	0	0	1	0	1	1	0	0	0	0	1	0
111006	16/02/2014 01:26:29	1	3	9	17	1	4	3	60	16.4300003051758	-99	2	4	1	1	3	2	1	1	1	2	4	3	1	4	3	2	2	-99	-99	-99	-99	-99	 	1	3	9	17	4	1	2	3	1	4	2	1	2	4	2	1	2	4	4	3	1	4	3	1	1	2	2	2	 	12	50	9	32.1428565979004	1	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1
111008	16/02/2014 01:30:00	1	3	9	17	1	2	3	-99	18.6200008392334	-99	3	4	2	3	99	99	3	1	3	3	99	2	99	4	99	2	99	-99	-99	-99	-99	-99	 	1	3	9	17	4	1	2	1	2	3	3	2	2	2	2	1	2	1	1	3	4	2	4	4	3	3	2	1	 	14	58.3333320617676	6	21.4285717010498	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	0	0	1	0
111009	16/02/2014 01:33:06	1	3	9	17	2	4	3	70	17.3999996185303	22.54	2	4	2	3	3	1	1	4	1	4	2	4	3	1	3	99	1	32	4	52	15	-99	 	1	3	9	17	1	1	4	3	2	99	1	4	1	4	2	3	2	4	99	4	1	1	2	1	3	2	4	1	 	7	29.1666660308838	8	28.5714282989502	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
111010	06/05/2014 13:48:04	1	98	98	98	1	4	3	60	17.4300003051758	18/24	2	4	2	4	3	2	2	1	2	3	2	4	1	1	2	1	4	23	1	24000	200	100	 	1	98	98	98	1	1	3	1	1	3	2	2	3	1	2	1	2	3	3	2	2	1	1	4	3	3	3	1	 	9	37.5	15	53.5714302062988	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0
111011	16/02/2014 01:38:49	1	3	9	17	1	99	3	-99	-99	-99	2	3	1	4	2	4	3	1	1	2	4	1	3	2	3	4	3	-99	-99	-99	-99	-99	 	1	3	9	17	2	1	3	3	2	2	3	2	2	2	1	1	2	3	1	3	4	1	1	4	4	1	2	3	 	13	54.1666679382324	6	21.4285717010498	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	1	0	1	1	1	0	1	0	1	1	1	0
111012	16/02/2014 01:41:56	1	3	9	17	1	4	3	60	17.4300003051758	43/24	2	4	1	3	99	4	2	3	3	1	1	3	99	99	4	2	3	32	.75	-99	20	15	 	1	3	9	17	1	2	2	4	2	3	2	2	2	4	2	1	2	1	1	3	4	2	1	3	4	1	2	3	 	21	87.5	16	57.1428565979004	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0
111013	16/02/2014 23:04:25	1	3	98	98	1	4	3	60	17.4300003051758	3/4	3	3	2	3	3	4	2	1	1	2	3	2	4	1	3	2	2	23	.5	5.5	71.4000015258789	4.19999980926514	 	1	3	98	98	1	1	1	1	2	3	2	2	2	4	1	1	2	3	2	2	2	3	2	3	2	3	2	3	 	12	50	12	42.8571434020996	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0
111014	05/05/2014 22:54:54	1	98	98	98	1	4	3	9	17.4300003051758	18/24	2	4	2	4	1	1	3	1	2	4	4	1	1	4	4	1	3	20	1	5	80	70	 	1	98	98	98	1	1	3	1	2	2	3	2	2	4	2	1	2	4	1	3	2	2	1	1	1	1	2	3	 	16	66.6666641235352	11	39.2857131958008	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0
111015	05/05/2014 23:19:11	1	98	98	98	1	4	3	60	17.4300003051758	3/4	2	4	1	2	3	4	3	3	3	1	1	1	2	1	4	2	3	23	.75	25	20	11	 	1	98	98	98	2	2	2	3	2	3	2	2	3	4	2	1	2	4	2	3	4	4	1	1	4	1	2	3	 	16	66.6666641235352	18	64.2857131958008	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	0
111016	16/02/2014 01:47:25	1	3	9	17	1	4	3	10.3999996185303	17.4300003051758	3/4	2	4	2	3	3	1	3	3	3	4	4	2	4	1	2	1	3	43	1.5	-99	30	-99	 	1	3	9	17	1	1	3	4	1	3	2	1	4	1	2	1	4	4	1	1	2	4	1	1	3	4	2	4	 	11	45.8333320617676	12	42.8571434020996	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0
111017	27/04/2014 20:51:45	1	98	98	98	1	4	3	99	99	99	2	3	99	2	99	99	99	99	99	3	2	1	1	1	99	99	99	99	99	99	99	99	 	1	98	98	98	1	2	2	3	2	3	4	2	2	4	3	1	4	3	4	2	4	2	1	3	2	3	2	2	 	14	58.3333320617676	7	25	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	1	1
111018	06/05/2014 22:52:46	1	98	98	98	1	4	3	60	17.4300003051758	43/24	2	4	2	2	3	4	3	3	3	1	1	3	1	4	4	2	3	23	1.5	99	99	99	 	1	98	98	98	1	1	2	1	2	3	2	2	2	4	2	1	2	4	1	2	1	2	1	3	4	1	2	2	 	21	87.5	16	57.1428565979004	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
111019	05/05/2014 22:29:11	1	98	98	98	1	4	3	60	17.4300003051758	3/4	2	4	4	4	3	4	2	3	3	1	1	1	1	1	4	2	3	32	.75	3	99	99	 	1	98	98	98	1	1	2	1	1	3	2	2	2	1	2	1	2	4	1	3	4	2	1	1	4	1	2	3	 	19	79.1666641235352	22	78.5714263916016	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0
111021	16/02/2014 01:54:01	1	3	9	17	2	2	1	3962	17.4300003051758	2/254	4	3	4	3	1	1	4	1	2	3	2	2	1	2	1	4	4	43	3	472	9000	60	 	1	3	9	17	4	4	3	2	4	4	4	3	1	2	3	2	3	4	2	2	1	3	1	3	4	4	4	3	 	4	16.6666660308838	4	14.2857141494751	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0
111022	16/02/2014 02:01:49	1	3	9	17	1	1	3	-99	1043	400	4	2	2	2	3	1	2	99	4	1	2	2	4	4	1	4	99	-99	-99	-99	-99	-99	 	1	3	9	17	1	1	3	1	1	3	3	2	3	4	2	4	1	3	1	4	4	2	1	1	4	3	4	1	 	11	45.8333320617676	7	25	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	1	0	0	0	1	0	1	1	1	0	1	0	0	0
111025	17/02/2014 17:57:15	1	3	9	21	1	4	4	60	17.4300003051758	3/4	2	4	2	3	4	4	3	3	1	2	1	1	3	2	1	4	2	23	3	-99	-99	-99	 	1	3	9	21	4	1	3	1	2	3	2	2	3	2	2	1	2	4	1	3	2	2	4	2	3	4	2	4	 	13	54.1666679382324	13	46.4285697937012	1	1	0	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	0	0	1	0
111027	05/05/2014 23:26:42	1	3	9	17	1	3	3	60	17.6299991607666	18/6	2	4	1	1	3	4	1	4	2	1	1	2	1	3	2	3	2	22	1.5	99	99	99	 	1	3	9	17	2	1	2	1	2	3	2	2	2	1	2	1	4	4	1	4	2	2	1	3	4	1	3	3	 	16	66.6666641235352	10	35.7142868041992	1	0	1	1	0	0	1	1	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	1	1	0	0
111028	16/02/2014 19:59:21	1	3	9	17	1	2	2	-99	18.0300006866455	-99	1	4	2	2	4	4	4	2	3	1	1	99	1	1	2	3	4	-99	3	-99	-99	-99	 	1	3	9	17	1	2	4	1	2	3	2	2	3	4	2	1	2	4	1	2	1	1	4	4	3	2	2	4	 	12	50	10	35.7142868041992	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0
111030	24/08/2014 23:19:45	1	3	9	17	1	4	3	60	17.4300003051758	33/27	2	4	1	4	3	1	3	1	1	2	3	4	1	1	3	4	3	43	1	99	57	5	 	1	3	9	17	2	1	4	1	1	4	2	1	4	4	1	1	2	1	2	2	1	2	1	1	4	4	4	1	 	8	33.3333320617676	12	42.8571434020996	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	1	0	1	0	0	0
111031	28/04/2014 11:02:30	1	98	98	98	1	4	99	17.3400001525879	99	99	2	3	99	2	99	3	99	2	99	2	99	99	1	99	4	99	2	99	99	99	99	99	 	1	98	98	98	4	1	2	1	1	2	3	1	4	4	2	1	2	4	3	4	4	2	1	3	1	2	2	4	 	12	50	4	14.2857141494751	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0
111032	16/02/2014 02:05:17	1	3	9	17	1	4	3	9.60000038146973	17.4300003051758	3/4	2	4	1	3	3	4	3	3	1	3	2	3	1	2	3	3	4	22	.5	300	100	-99	 	1	3	9	17	3	1	1	4	1	2	4	2	3	1	2	1	4	1	1	3	2	2	1	3	1	4	4	2	 	11	45.8333320617676	12	42.8571434020996	1	1	1	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1	1	0	0	0	1
111033	05/05/2014 23:33:50	1	98	98	98	1	4	3	20.5	17.7299995422363	18/24	2	4	1	2	3	1	4	1	3	3	4	3	2	1	3	2	2	22	.5	99	99	99	 	1	98	98	98	1	1	4	1	1	3	2	3	4	2	2	1	2	3	1	3	2	4	1	3	1	3	2	1	 	12	50	10	35.7142868041992	1	1	1	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	0	0	1	0
111034	06/05/2014 13:34:46	1	98	98	98	1	4	3	60	17.4300003051758	18/24	4	4	1	3	3	1	3	1	1	4	2	1	4	3	4	2	4	21	2	1440	32.5	2.5	 	1	98	98	98	1	1	4	1	1	4	2	2	3	1	1	1	4	1	3	4	2	2	1	2	4	1	2	1	 	10	41.6666679382324	11	39.2857131958008	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0
111035	27/04/2014 16:14:07	1	98	98	98	1	4	3	60	17.4300003051758	0.75	2	4	2	3	2	4	1	3	3	3	1	3	2	1	4	2	3	32	.75	3	20	15	 	1	98	98	98	1	1	3	1	2	3	2	2	2	4	2	1	2	4	4	3	4	2	1	3	4	1	2	4	 	20	83.3333358764648	18	64.2857131958008	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0
111036	16/02/2014 23:08:42	1	3	98	98	1	4	3	60	18.2299995422363	2/3	2	3	2	2	3	1	3	3	1	4	3	3	4	2	1	3	3	32	3	.180000007152557	40	-99	 	1	3	98	98	1	1	1	1	2	3	2	1	3	4	2	1	1	4	3	1	3	1	2	3	3	1	2	3	 	12	50	10	35.7142868041992	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	0	0	1	0	1	1	0
111038	27/04/2014 16:19:05	1	98	98	98	1	4	3	80	17.4300003051758	18/24	2	4	2	3	4	2	4	3	3	1	1	2	4	1	4	1	1	23	2	99	99	99	 	1	98	98	98	1	1	2	3	2	3	2	2	3	1	2	1	2	3	3	3	2	4	1	3	4	1	2	3	 	16	66.6666641235352	13	46.4285697937012	1	1	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1	0
111039	16/02/2014 02:09:11	1	3	9	17	1	4	3	100	17.4300003051758	3/4	3	4	2	3	2	2	1	3	3	3	1	3	4	4	4	2	99	-99	-99	-99	-99	-99	 	1	3	9	17	1	1	2	1	2	3	4	2	3	1	2	1	4	1	1	3	2	2	1	3	1	4	4	2	 	14	58.3333320617676	11	39.2857131958008	1	1	1	0	1	1	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0	1	1	0	1	1	1	0	0	0	1
111040	24/08/2014 23:22:45	1	4	98	98	1	4	3	60	17.4300003051758	3/4	2	4	2	3	4	1	3	3	3	3	1	3	2	1	3	4	3	43	1	99	57	5	 	1	4	98	98	2	1	3	1	2	3	2	2	2	2	2	1	2	4	1	3	1	4	1	1	4	1	2	3	 	16	66.6666641235352	14	50	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0
111042	16/02/2014 23:12:23	1	3	98	98	1	4	3	60	17.4300003051758	18/24	2	2	2	3	4	2	1	3	3	1	1	3	1	99	4	2	99	-99	-99	-99	-99	-99	 	1	3	98	98	3	1	1	4	1	3	4	2	3	1	2	1	2	1	1	3	2	2	1	3	1	4	4	2	 	13	54.1666679382324	14	50	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1	0	1	1	0	1	1	1	0	0	0	1
111043	27/04/2014 15:55:13	1	98	98	98	1	4	4	80	17.4300003051758	17/24	2	4	2	3	4	2	3	3	3	2	1	2	3	2	4	99	99	99	99	99	99	99	 	1	98	98	98	1	1	4	3	2	3	2	2	3	2	4	1	1	3	3	1	2	2	1	3	2	1	2	2	 	13	54.1666679382324	9	32.1428565979004	1	1	0	0	1	0	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1
111044	16/02/2014 02:13:10	1	3	9	17	1	4	3	-99	16.1399993896484	27/16	2	4	2	4	2	1	3	1	3	1	1	4	2	99	1	3	3	11	2.5	40	-99	-99	 	1	3	9	17	1	1	3	1	3	3	1	2	3	2	3	1	2	4	4	4	4	2	1	1	1	1	2	3	 	12	50	11	39.2857131958008	1	1	1	0	0	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	1	0
111045	16/02/2014 02:17:42	1	3	9	17	1	4	3	-99	17.4300003051758	-99	2	4	1	2	3	2	1	3	1	1	2	1	2	3	1	3	2	-99	-99	-99	-99	-99	 	1	3	9	17	1	1	2	4	1	3	4	2	3	1	2	1	4	1	1	3	2	2	1	3	1	4	4	2	 	14	58.3333320617676	11	39.2857131958008	1	1	1	0	1	0	1	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	1	1	0	0	1	1	0	1	1	1	0	0	0	1
111047	27/04/2014 11:11:13	1	3	9	17	2	4	2	60	77.4300003051758	22/54	2	3	1	1	3	4	3	2	2	2	4	4	4	2	4	4	3	20	99	99	20	15	 	1	3	9	17	1	1	3	1	1	2	2	3	2	1	3	2	2	4	1	1	4	2	3	4	2	2	2	1	 	10	41.6666679382324	6	21.4285717010498	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	1	0	0	0	0	1	0
111048	05/05/2014 22:43:26	1	98	98	98	1	4	3	96	17.4300003051758	0.75	2	4	2	3	3	4	1	1	1	3	1	2	3	99	1	1	1	20	1.5	2880	10	3	 	1	98	98	98	3	1	3	1	2	3	2	2	4	1	2	1	2	1	1	3	2	1	1	4	4	1	2	1	 	14	58.3333320617676	12	42.8571434020996	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	0
111050	06/05/2014 07:18:52	1	98	98	98	1	4	2	60	16.4300003051758	3/4	2	4	1	3	99	1	2	3	3	4	2	3	2	1	2	99	1	99	.75	99	99	99	 	1	98	98	98	4	1	3	3	1	3	1	3	2	4	2	4	2	1	3	2	2	1	3	1	3	4	2	3	 	7	29.1666660308838	10	35.7142868041992	1	1	0	1	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0
111057	28/04/2014 15:37:58	1	3	9	17	1	4	3	60	99	3/4	2	4	4	4	1	4	3	2	3	1	1	2	2	4	4	1	3	99	25	99	99	99	 	1	3	9	17	3	1	2	1	2	3	2	2	2	1	3	1	2	1	1	3	4	2	1	4	1	2	3	3	 	14	58.3333320617676	12	42.8571434020996	1	1	1	1	0	1	1	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0
