CHILDCODE	LANDIDR4	LNDLIVR4	TOTLIVR4	USELIVR4	LNDTYPR4	TOTINDR4	USEINDR4	TOTLNDR4	USERANR4	USEDRYR4	PRIRRR4
60033	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
60033	2	N	 	 	N	 	 	 	 	 	 
60033	3	N	 	 	N	 	 	 	 	 	 
60033	4	N	 	 	N	 	 	 	 	 	 
60033	5	N	 	 	N	 	 	 	 	 	 
60034	1	N	 	 	N	 	 	 	 	 	 
60034	2	Y	.00999999977648258	1	N	 	 	 	 	 	 
60034	3	N	 	 	N	 	 	 	 	 	 
60034	4	N	 	 	N	 	 	 	 	 	 
60034	5	N	 	 	N	 	 	 	 	 	 
60035	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
60035	2	N	 	 	N	 	 	 	 	 	 
60035	3	N	 	 	N	 	 	 	 	 	 
60035	4	N	 	 	N	 	 	 	 	 	 
60035	5	N	 	 	N	 	 	 	 	 	 
60036	1	Y	.0199999995529652	1	Y	0	 	1	5	5	1
60036	2	N	 	 	N	 	 	 	 	 	 
60036	3	N	 	 	N	 	 	 	 	 	 
60036	4	N	 	 	N	 	 	 	 	 	 
60036	5	N	 	 	N	 	 	 	 	 	 
60037	1	Y	.00999999977648258	1	Y	0	 	2	5	11	5
60037	2	N	 	 	N	 	 	 	 	 	 
60037	3	N	 	 	Y	0	 	2	5	11	5
60037	4	N	 	 	N	 	 	 	 	 	 
60037	5	N	 	 	N	 	 	 	 	 	 
60038	1	Y	.00999999977648258	1	Y	0	 	.5	5	11	5
60038	2	N	 	 	N	 	 	 	 	 	 
60038	3	N	 	 	N	 	 	 	 	 	 
60038	4	N	 	 	N	 	 	 	 	 	 
60038	5	N	 	 	N	 	 	 	 	 	 
60039	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
60039	2	N	 	 	N	 	 	 	 	 	 
60039	3	N	 	 	N	 	 	 	 	 	 
60039	4	N	 	 	N	 	 	 	 	 	 
60039	5	N	 	 	N	 	 	 	 	 	 
60040	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
60040	2	N	 	 	N	 	 	 	 	 	 
60040	3	N	 	 	N	 	 	 	 	 	 
60040	4	N	 	 	N	 	 	 	 	 	 
60040	5	N	 	 	N	 	 	 	 	 	 
60041	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
60041	2	N	 	 	N	 	 	 	 	 	 
60041	3	N	 	 	N	 	 	 	 	 	 
60041	4	N	 	 	N	 	 	 	 	 	 
60041	5	N	 	 	N	 	 	 	 	 	 
60042	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
60042	2	N	 	 	N	 	 	 	 	 	 
60042	3	N	 	 	N	 	 	 	 	 	 
60042	4	N	 	 	N	 	 	 	 	 	 
60042	5	N	 	 	N	 	 	 	 	 	 
60043	1	Y	.0299999993294477	1	Y	0	 	.699999988079071	5	5	1
60043	2	N	 	 	N	 	 	 	 	 	 
60043	3	N	 	 	Y	0	 	4	5	5	2
60043	4	N	 	 	N	 	 	 	 	 	 
60043	5	N	 	 	N	 	 	 	 	 	 
60044	1	N	 	 	N	 	 	 	 	 	 
60044	2	Y	.00999999977648258	1	N	 	 	 	 	 	 
60044	3	N	 	 	N	 	 	 	 	 	 
60044	4	N	 	 	N	 	 	 	 	 	 
60044	5	N	 	 	N	 	 	 	 	 	 
60045	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
60045	2	N	 	 	N	 	 	 	 	 	 
60045	3	N	 	 	Y	0	 	2	5	11	5
60045	4	N	 	 	N	 	 	 	 	 	 
60045	5	N	 	 	N	 	 	 	 	 	 
60046	1	Y	.0299999993294477	1	Y	0	 	.400000005960464	5	11	5
60046	2	N	 	 	N	 	 	 	 	 	 
60046	3	N	 	 	N	 	 	 	 	 	 
60046	4	N	 	 	N	 	 	 	 	 	 
60046	5	N	 	 	N	 	 	 	 	 	 
60047	1	Y	.200000002980232	1	N	 	 	 	 	 	 
60047	2	N	 	 	N	 	 	 	 	 	 
60047	3	N	 	 	N	 	 	 	 	 	 
60047	4	N	 	 	N	 	 	 	 	 	 
60047	5	N	 	 	N	 	 	 	 	 	 
60048	1	Y	.0199999995529652	1	Y	0	 	1	5	88	5
60048	2	N	 	 	N	 	 	 	 	 	 
60048	3	N	 	 	N	 	 	 	 	 	 
60048	4	N	 	 	N	 	 	 	 	 	 
60048	5	N	 	 	N	 	 	 	 	 	 
60049	1	Y	.0299999993294477	1	Y	0	 	1	5	11	5
60049	2	N	 	 	N	 	 	 	 	 	 
60049	3	N	 	 	N	 	 	 	 	 	 
60049	4	N	 	 	N	 	 	 	 	 	 
60049	5	N	 	 	N	 	 	 	 	 	 
60050	1	Y	.0799999982118607	1	N	 	 	 	 	 	 
60050	2	N	 	 	N	 	 	 	 	 	 
60050	3	N	 	 	N	 	 	 	 	 	 
60050	4	N	 	 	N	 	 	 	 	 	 
60050	5	N	 	 	N	 	 	 	 	 	 
60051	1	Y	.00999999977648258	1	Y	0	 	.300000011920929	5	11	5
60051	2	N	 	 	N	 	 	 	 	 	 
60051	3	N	 	 	N	 	 	 	 	 	 
60051	4	N	 	 	N	 	 	 	 	 	 
60051	5	N	 	 	N	 	 	 	 	 	 
60052	1	Y	.00999999977648258	1	Y	0	 	.400000005960464	5	11	5
60052	2	N	 	 	N	 	 	 	 	 	 
60052	3	N	 	 	N	 	 	 	 	 	 
60052	4	N	 	 	N	 	 	 	 	 	 
60052	5	N	 	 	N	 	 	 	 	 	 
60053	1	N	 	 	N	 	 	 	 	 	 
60053	2	Y	.00999999977648258	1	N	 	 	 	 	 	 
60053	3	N	 	 	N	 	 	 	 	 	 
60053	4	N	 	 	N	 	 	 	 	 	 
60053	5	N	 	 	N	 	 	 	 	 	 
60054	1	Y	.0299999993294477	1	Y	0	 	.600000023841858	5	5	4
60054	2	N	 	 	N	 	 	 	 	 	 
60054	3	N	 	 	Y	0	 	2	5	5	4
60054	4	N	 	 	N	 	 	 	 	 	 
60054	5	N	 	 	N	 	 	 	 	 	 
60055	1	Y	.0199999995529652	1	Y	0	 	.300000011920929	5	11	5
60055	2	N	 	 	N	 	 	 	 	 	 
60055	3	N	 	 	N	 	 	 	 	 	 
60055	4	N	 	 	N	 	 	 	 	 	 
60055	5	N	 	 	N	 	 	 	 	 	 
60056	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
60056	2	N	 	 	N	 	 	 	 	 	 
60056	3	N	 	 	N	 	 	 	 	 	 
60056	4	N	 	 	N	 	 	 	 	 	 
60056	5	N	 	 	N	 	 	 	 	 	 
60057	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
60057	2	N	 	 	N	 	 	 	 	 	 
60057	3	N	 	 	Y	0	 	.400000005960464	5	5	4
60057	4	N	 	 	N	 	 	 	 	 	 
60057	5	N	 	 	N	 	 	 	 	 	 
60058	1	Y	.0299999993294477	1	Y	0	 	.300000011920929	5	11	5
60058	2	N	 	 	N	 	 	 	 	 	 
60058	3	N	 	 	N	 	 	 	 	 	 
60058	4	N	 	 	N	 	 	 	 	 	 
60058	5	N	 	 	N	 	 	 	 	 	 
60059	1	Y	.0500000007450581	1	Y	0	 	.5	5	5	1
60059	2	N	 	 	N	 	 	 	 	 	 
60059	3	N	 	 	N	 	 	 	 	 	 
60059	4	N	 	 	N	 	 	 	 	 	 
60059	5	N	 	 	N	 	 	 	 	 	 
60060	1	Y	.00999999977648258	1	Y	0	 	.300000011920929	5	11	5
60060	2	N	 	 	N	 	 	 	 	 	 
60060	3	N	 	 	N	 	 	 	 	 	 
60060	4	N	 	 	N	 	 	 	 	 	 
60060	5	N	 	 	N	 	 	 	 	 	 
60061	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
60061	2	N	 	 	N	 	 	 	 	 	 
60061	3	N	 	 	Y	0	 	1.5	5	5	1
60061	4	N	 	 	N	 	 	 	 	 	 
60061	5	N	 	 	N	 	 	 	 	 	 
60062	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
60062	2	N	 	 	N	 	 	 	 	 	 
60062	3	N	 	 	N	 	 	 	 	 	 
60062	4	N	 	 	N	 	 	 	 	 	 
60062	5	N	 	 	N	 	 	 	 	 	 
60063	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
60063	2	N	 	 	N	 	 	 	 	 	 
60063	3	N	 	 	Y	0	 	1.5	5	11	5
60063	4	N	 	 	N	 	 	 	 	 	 
60063	5	N	 	 	N	 	 	 	 	 	 
60064	1	Y	.0599999986588955	1	N	 	 	 	 	 	 
60064	2	N	 	 	N	 	 	 	 	 	 
60064	3	N	 	 	N	 	 	 	 	 	 
60064	4	N	 	 	N	 	 	 	 	 	 
60064	5	N	 	 	N	 	 	 	 	 	 
60065	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
60065	2	N	 	 	N	 	 	 	 	 	 
60065	3	N	 	 	N	 	 	 	 	 	 
60065	4	N	 	 	N	 	 	 	 	 	 
60065	5	N	 	 	N	 	 	 	 	 	 
60066	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
60066	2	N	 	 	N	 	 	 	 	 	 
60066	3	N	 	 	N	 	 	 	 	 	 
60066	4	N	 	 	N	 	 	 	 	 	 
60066	5	N	 	 	N	 	 	 	 	 	 
60067	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
60067	2	N	 	 	N	 	 	 	 	 	 
60067	3	N	 	 	N	 	 	 	 	 	 
60067	4	N	 	 	Y	 	 	1	5	11	5
60067	5	N	 	 	N	 	 	 	 	 	 
60068	1	Y	.0299999993294477	1	Y	0	 	.5	5	11	5
60068	2	N	 	 	N	 	 	 	 	 	 
60068	3	N	 	 	N	 	 	 	 	 	 
60068	4	N	 	 	N	 	 	 	 	 	 
60068	5	N	 	 	N	 	 	 	 	 	 
60069	1	Y	.0199999995529652	1	Y	0	 	.159999996423721	5	11	5
60069	2	N	 	 	N	 	 	 	 	 	 
60069	3	N	 	 	N	 	 	 	 	 	 
60069	4	N	 	 	N	 	 	 	 	 	 
60069	5	N	 	 	N	 	 	 	 	 	 
60070	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
60070	2	N	 	 	N	 	 	 	 	 	 
60070	3	N	 	 	N	 	 	 	 	 	 
60070	4	N	 	 	N	 	 	 	 	 	 
60070	5	N	 	 	N	 	 	 	 	 	 
60071	1	Y	.00999999977648258	1	Y	0	 	2	5	11	5
60071	2	N	 	 	N	 	 	 	 	 	 
60071	3	N	 	 	N	 	 	 	 	 	 
60071	4	N	 	 	N	 	 	 	 	 	 
60071	5	N	 	 	N	 	 	 	 	 	 
60072	1	Y	.00999999977648258	1	Y	0	 	2	5	11	5
60072	2	N	 	 	N	 	 	 	 	 	 
60072	3	N	 	 	N	 	 	 	 	 	 
60072	4	N	 	 	N	 	 	 	 	 	 
60072	5	N	 	 	N	 	 	 	 	 	 
60073	1	Y	.0399999991059303	1	N	 	 	 	 	 	 
60073	2	N	 	 	N	 	 	 	 	 	 
60073	3	N	 	 	N	 	 	 	 	 	 
60073	4	N	 	 	N	 	 	 	 	 	 
60073	5	N	 	 	N	 	 	 	 	 	 
60074	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
60074	2	N	 	 	N	 	 	 	 	 	 
60074	3	N	 	 	Y	0	 	.5	5	5	4
60074	4	N	 	 	N	 	 	 	 	 	 
60074	5	N	 	 	N	 	 	 	 	 	 
60075	1	Y	.0399999991059303	1	Y	0	 	1	5	11	5
60075	2	N	 	 	N	 	 	 	 	 	 
60075	3	N	 	 	Y	0	 	1	5	11	5
60075	4	N	 	 	N	 	 	 	 	 	 
60075	5	N	 	 	N	 	 	 	 	 	 
60076	1	Y	.0399999991059303	1	Y	0	 	1	5	11	5
60076	2	N	 	 	N	 	 	 	 	 	 
60076	3	N	 	 	N	 	 	 	 	 	 
60076	4	N	 	 	N	 	 	 	 	 	 
60076	5	N	 	 	N	 	 	 	 	 	 
60077	1	Y	.0299999993294477	1	Y	0	 	19	5	5	5
60077	2	N	 	 	N	 	 	 	 	 	 
60077	3	N	 	 	N	 	 	 	 	 	 
60077	4	N	 	 	N	 	 	 	 	 	 
60077	5	N	 	 	N	 	 	 	 	 	 
60078	1	Y	.0299999993294477	1	Y	0	 	.800000011920929	5	11	5
60078	2	N	 	 	N	 	 	 	 	 	 
60078	3	N	 	 	N	 	 	 	 	 	 
60078	4	N	 	 	N	 	 	 	 	 	 
60078	5	N	 	 	N	 	 	 	 	 	 
60079	1	Y	.0199999995529652	1	Y	0	 	.25	5	5	1
60079	2	N	 	 	N	 	 	 	 	 	 
60079	3	N	 	 	N	 	 	 	 	 	 
60079	4	N	 	 	N	 	 	 	 	 	 
60079	5	N	 	 	N	 	 	 	 	 	 
60080	1	Y	.300000011920929	1	N	 	 	 	 	 	 
60080	2	N	 	 	N	 	 	 	 	 	 
60080	3	N	 	 	N	 	 	 	 	 	 
60080	4	N	 	 	N	 	 	 	 	 	 
60080	5	N	 	 	N	 	 	 	 	 	 
60081	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
60081	2	N	 	 	N	 	 	 	 	 	 
60081	3	N	 	 	N	 	 	 	 	 	 
60081	4	N	 	 	N	 	 	 	 	 	 
60081	5	N	 	 	N	 	 	 	 	 	 
60082	1	Y	.0500000007450581	1	Y	0	 	.5	5	5	5
60082	2	N	 	 	N	 	 	 	 	 	 
60082	3	N	 	 	N	 	 	 	 	 	 
60082	4	N	 	 	N	 	 	 	 	 	 
60082	5	N	 	 	N	 	 	 	 	 	 
60083	1	Y	.0199999995529652	1	Y	0	 	.200000002980232	5	5	5
60083	2	N	 	 	N	 	 	 	 	 	 
60083	3	N	 	 	N	 	 	 	 	 	 
60083	4	N	 	 	N	 	 	 	 	 	 
60083	5	N	 	 	N	 	 	 	 	 	 
60084	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
60084	2	N	 	 	N	 	 	 	 	 	 
60084	3	N	 	 	N	 	 	 	 	 	 
60084	4	N	 	 	N	 	 	 	 	 	 
60084	5	N	 	 	N	 	 	 	 	 	 
60085	1	N	 	 	N	 	 	 	 	 	 
60085	2	N	 	 	N	 	 	 	 	 	 
60085	3	N	 	 	N	 	 	 	 	 	 
60085	4	N	 	 	N	 	 	 	 	 	 
60085	5	Y	.00999999977648258	1	N	 	 	 	 	 	 
60086	1	Y	.0199999995529652	1	Y	0	 	.0700000002980232	5	5	5
60086	2	N	 	 	N	 	 	 	 	 	 
60086	3	N	 	 	N	 	 	 	 	 	 
60086	4	N	 	 	N	 	 	 	 	 	 
60086	5	N	 	 	N	 	 	 	 	 	 
60089	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
60089	2	N	 	 	N	 	 	 	 	 	 
60089	3	N	 	 	N	 	 	 	 	 	 
60089	4	N	 	 	N	 	 	 	 	 	 
60089	5	N	 	 	N	 	 	 	 	 	 
60090	1	Y	.00999999977648258	1	Y	0	 	1	5	11	5
60090	2	N	 	 	N	 	 	 	 	 	 
60090	3	N	 	 	N	 	 	 	 	 	 
60090	4	N	 	 	N	 	 	 	 	 	 
60090	5	N	 	 	N	 	 	 	 	 	 
60091	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
60091	2	N	 	 	N	 	 	 	 	 	 
60091	3	N	 	 	N	 	 	 	 	 	 
60091	4	N	 	 	N	 	 	 	 	 	 
60091	5	N	 	 	N	 	 	 	 	 	 
60092	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
60092	2	N	 	 	N	 	 	 	 	 	 
60092	3	N	 	 	Y	0	 	1	5	5	4
60092	4	N	 	 	N	 	 	 	 	 	 
60092	5	N	 	 	N	 	 	 	 	 	 
60093	1	Y	.0399999991059303	1	Y	0	 	.5	5	11	5
60093	2	N	 	 	N	 	 	 	 	 	 
60093	3	N	 	 	N	 	 	 	 	 	 
60093	4	N	 	 	N	 	 	 	 	 	 
60093	5	N	 	 	N	 	 	 	 	 	 
60094	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
60094	2	N	 	 	N	 	 	 	 	 	 
60094	3	N	 	 	N	 	 	 	 	 	 
60094	4	N	 	 	N	 	 	 	 	 	 
60094	5	N	 	 	N	 	 	 	 	 	 
60096	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
60096	2	N	 	 	N	 	 	 	 	 	 
60096	3	N	 	 	N	 	 	 	 	 	 
60096	4	N	 	 	N	 	 	 	 	 	 
60096	5	N	 	 	N	 	 	 	 	 	 
60097	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
60097	2	N	 	 	N	 	 	 	 	 	 
60097	3	N	 	 	N	 	 	 	 	 	 
60097	4	N	 	 	N	 	 	 	 	 	 
60097	5	N	 	 	N	 	 	 	 	 	 
60098	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
60098	2	N	 	 	N	 	 	 	 	 	 
60098	3	N	 	 	N	 	 	 	 	 	 
60098	4	N	 	 	N	 	 	 	 	 	 
60098	5	N	 	 	N	 	 	 	 	 	 
60099	1	Y	.0399999991059303	1	N	 	 	 	 	 	 
60099	2	N	 	 	N	 	 	 	 	 	 
60099	3	N	 	 	N	 	 	 	 	 	 
60099	4	N	 	 	N	 	 	 	 	 	 
60099	5	N	 	 	N	 	 	 	 	 	 
60100	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
60100	2	N	 	 	N	 	 	 	 	 	 
60100	3	N	 	 	N	 	 	 	 	 	 
60100	4	N	 	 	N	 	 	 	 	 	 
60100	5	N	 	 	N	 	 	 	 	 	 
70001	1	Y	.0599999986588955	1	Y	0	 	15	5	5	5
70001	2	N	 	 	N	 	 	 	 	 	 
70001	3	N	 	 	N	 	 	 	 	 	 
70001	4	N	 	 	N	 	 	 	 	 	 
70001	5	N	 	 	N	 	 	 	 	 	 
70002	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
70002	2	N	 	 	N	 	 	 	 	 	 
70002	3	N	 	 	N	 	 	 	 	 	 
70002	4	N	 	 	Y	 	 	1	5	11	5
70002	5	N	 	 	N	 	 	 	 	 	 
70003	1	Y	.0199999995529652	1	Y	0	 	2	5	11	5
70003	2	N	 	 	N	 	 	 	 	 	 
70003	3	N	 	 	N	 	 	 	 	 	 
70003	4	N	 	 	N	 	 	 	 	 	 
70003	5	N	 	 	N	 	 	 	 	 	 
70004	1	Y	.0199999995529652	1	Y	0	 	1.5	5	5	2
70004	2	N	 	 	N	 	 	 	 	 	 
70004	3	N	 	 	N	 	 	 	 	 	 
70004	4	N	 	 	N	 	 	 	 	 	 
70004	5	N	 	 	N	 	 	 	 	 	 
70005	1	Y	.00999999977648258	1	Y	0	 	.5	5	11	5
70005	2	N	 	 	N	 	 	 	 	 	 
70005	3	N	 	 	N	 	 	 	 	 	 
70005	4	N	 	 	N	 	 	 	 	 	 
70005	5	N	 	 	N	 	 	 	 	 	 
70006	1	Y	.0199999995529652	1	Y	0	 	.5	5	11	5
70006	2	N	 	 	N	 	 	 	 	 	 
70006	3	N	 	 	N	 	 	 	 	 	 
70006	4	N	 	 	N	 	 	 	 	 	 
70006	5	N	 	 	N	 	 	 	 	 	 
70007	1	Y	.0599999986588955	2	Y	0	 	1.5	5	5	5
70007	2	N	 	 	N	 	 	 	 	 	 
70007	3	N	 	 	N	 	 	 	 	 	 
70007	4	N	 	 	N	 	 	 	 	 	 
70007	5	N	 	 	N	 	 	 	 	 	 
70008	1	N	 	 	Y	0	 	1.5	10	11	5
70008	2	N	 	 	N	 	 	 	 	 	 
70008	3	N	 	 	N	 	 	 	 	 	 
70008	4	N	 	 	N	 	 	 	 	 	 
70008	5	N	 	 	N	 	 	 	 	 	 
70009	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
70009	2	N	 	 	N	 	 	 	 	 	 
70009	3	N	 	 	N	 	 	 	 	 	 
70009	4	N	 	 	N	 	 	 	 	 	 
70009	5	N	 	 	N	 	 	 	 	 	 
70010	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
70010	2	N	 	 	N	 	 	 	 	 	 
70010	3	N	 	 	N	 	 	 	 	 	 
70010	4	N	 	 	N	 	 	 	 	 	 
70010	5	N	 	 	N	 	 	 	 	 	 
70011	1	N	 	 	N	 	 	 	 	 	 
70011	2	N	 	 	N	 	 	 	 	 	 
70011	3	N	 	 	N	 	 	 	 	 	 
70011	4	N	 	 	N	 	 	 	 	 	 
70011	5	N	 	 	N	 	 	 	 	 	 
70012	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
70012	2	N	 	 	N	 	 	 	 	 	 
70012	3	N	 	 	N	 	 	 	 	 	 
70012	4	N	 	 	N	 	 	 	 	 	 
70012	5	N	 	 	N	 	 	 	 	 	 
70013	1	Y	.0299999993294477	1	Y	0	 	.699999988079071	5	5	2
70013	2	N	 	 	N	 	 	 	 	 	 
70013	3	N	 	 	N	 	 	 	 	 	 
70013	4	N	 	 	N	 	 	 	 	 	 
70013	5	N	 	 	N	 	 	 	 	 	 
70014	1	Y	.0299999993294477	1	Y	0	 	.300000011920929	5	11	5
70014	2	N	 	 	N	 	 	 	 	 	 
70014	3	N	 	 	N	 	 	 	 	 	 
70014	4	N	 	 	N	 	 	 	 	 	 
70014	5	N	 	 	N	 	 	 	 	 	 
70015	1	N	 	 	Y	0	 	1	10	11	5
70015	2	N	 	 	N	 	 	 	 	 	 
70015	3	N	 	 	N	 	 	 	 	 	 
70015	4	N	 	 	N	 	 	 	 	 	 
70015	5	N	 	 	N	 	 	 	 	 	 
70016	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
70016	2	N	 	 	N	 	 	 	 	 	 
70016	3	N	 	 	N	 	 	 	 	 	 
70016	4	N	 	 	N	 	 	 	 	 	 
70016	5	N	 	 	N	 	 	 	 	 	 
70017	1	Y	.0299999993294477	1	Y	0	 	2	5	11	1
70017	2	N	 	 	N	 	 	 	 	 	 
70017	3	N	 	 	N	 	 	 	 	 	 
70017	4	N	 	 	Y	 	 	1	5	11	1
70017	5	N	 	 	N	 	 	 	 	 	 
70018	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
70018	2	N	 	 	N	 	 	 	 	 	 
70018	3	N	 	 	N	 	 	 	 	 	 
70018	4	N	 	 	N	 	 	 	 	 	 
70018	5	N	 	 	N	 	 	 	 	 	 
70019	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
70019	2	N	 	 	N	 	 	 	 	 	 
70019	3	N	 	 	N	 	 	 	 	 	 
70019	4	N	 	 	N	 	 	 	 	 	 
70019	5	N	 	 	N	 	 	 	 	 	 
70020	1	Y	.0299999993294477	1	Y	0	 	.400000005960464	5	11	5
70020	2	N	 	 	N	 	 	 	 	 	 
70020	3	N	 	 	N	 	 	 	 	 	 
70020	4	N	 	 	N	 	 	 	 	 	 
70020	5	N	 	 	N	 	 	 	 	 	 
70021	1	Y	.00999999977648258	1	Y	0	 	.5	5	5	4
70021	2	N	 	 	N	 	 	 	 	 	 
70021	3	N	 	 	N	 	 	 	 	 	 
70021	4	N	 	 	N	 	 	 	 	 	 
70021	5	N	 	 	N	 	 	 	 	 	 
70022	1	Y	.00999999977648258	1	Y	0	 	2	5	5	2
70022	2	N	 	 	N	 	 	 	 	 	 
70022	3	N	 	 	N	 	 	 	 	 	 
70022	4	N	 	 	N	 	 	 	 	 	 
70022	5	N	 	 	N	 	 	 	 	 	 
70023	1	Y	.0299999993294477	1	Y	0	 	1.5	5	5	3
70023	2	N	 	 	N	 	 	 	 	 	 
70023	3	N	 	 	N	 	 	 	 	 	 
70023	4	N	 	 	N	 	 	 	 	 	 
70023	5	N	 	 	N	 	 	 	 	 	 
70024	1	Y	.0799999982118607	1	Y	0	 	1.5	5	11	5
70024	2	N	 	 	N	 	 	 	 	 	 
70024	3	N	 	 	N	 	 	 	 	 	 
70024	4	N	 	 	N	 	 	 	 	 	 
70024	5	N	 	 	N	 	 	 	 	 	 
70025	1	Y	.00999999977648258	1	Y	0	 	1	5	5	4
70025	2	N	 	 	N	 	 	 	 	 	 
70025	3	N	 	 	N	 	 	 	 	 	 
70025	4	N	 	 	N	 	 	 	 	 	 
70025	5	N	 	 	N	 	 	 	 	 	 
70026	1	Y	.0399999991059303	1	Y	0	 	.5	5	5	5
70026	2	N	 	 	N	 	 	 	 	 	 
70026	3	N	 	 	Y	0	 	1	5	5	5
70026	4	N	 	 	N	 	 	 	 	 	 
70026	5	N	 	 	N	 	 	 	 	 	 
70027	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
70027	2	N	 	 	N	 	 	 	 	 	 
70027	3	N	 	 	N	 	 	 	 	 	 
70027	4	N	 	 	N	 	 	 	 	 	 
70027	5	N	 	 	N	 	 	 	 	 	 
70028	1	Y	.0199999995529652	1	Y	0	 	.800000011920929	5	11	5
70028	2	N	 	 	N	 	 	 	 	 	 
70028	3	N	 	 	N	 	 	 	 	 	 
70028	4	N	 	 	N	 	 	 	 	 	 
70028	5	N	 	 	N	 	 	 	 	 	 
70029	1	Y	.0399999991059303	1	Y	0	 	.5	10	10	4
70029	2	N	 	 	N	 	 	 	 	 	 
70029	3	N	 	 	N	 	 	 	 	 	 
70029	4	N	 	 	N	 	 	 	 	 	 
70029	5	N	 	 	N	 	 	 	 	 	 
70030	1	Y	.00999999977648258	1	Y	0	 	1	5	11	5
70030	2	N	 	 	N	 	 	 	 	 	 
70030	3	N	 	 	Y	0	 	2	5	11	5
70030	4	N	 	 	N	 	 	 	 	 	 
70030	5	N	 	 	N	 	 	 	 	 	 
70031	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
70031	2	N	 	 	N	 	 	 	 	 	 
70031	3	N	 	 	Y	0	 	.5	5	5	2
70031	4	N	 	 	N	 	 	 	 	 	 
70031	5	N	 	 	N	 	 	 	 	 	 
70032	1	Y	.0199999995529652	20	N	 	 	 	 	 	 
70032	2	N	 	 	N	 	 	 	 	 	 
70032	3	N	 	 	N	 	 	 	 	 	 
70032	4	N	 	 	Y	 	 	1	5	11	5
70032	5	N	 	 	N	 	 	 	 	 	 
70033	1	Y	.0299999993294477	1	Y	0	 	1	5	11	5
70033	2	N	 	 	N	 	 	 	 	 	 
70033	3	N	 	 	N	 	 	 	 	 	 
70033	4	N	 	 	N	 	 	 	 	 	 
70033	5	N	 	 	N	 	 	 	 	 	 
70034	1	Y	.0599999986588955	1	Y	0	 	.100000001490116	5	11	5
70034	2	N	 	 	N	 	 	 	 	 	 
70034	3	N	 	 	Y	0	 	3	5	11	5
70034	4	N	 	 	N	 	 	 	 	 	 
70034	5	N	 	 	N	 	 	 	 	 	 
70035	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
70035	2	N	 	 	N	 	 	 	 	 	 
70035	3	N	 	 	N	 	 	 	 	 	 
70035	4	N	 	 	N	 	 	 	 	 	 
70035	5	N	 	 	N	 	 	 	 	 	 
70036	1	Y	.0299999993294477	1	Y	0	 	1	5	5	5
70036	2	N	 	 	N	 	 	 	 	 	 
70036	3	N	 	 	N	 	 	 	 	 	 
70036	4	N	 	 	N	 	 	 	 	 	 
70036	5	N	 	 	N	 	 	 	 	 	 
70038	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
70038	2	N	 	 	N	 	 	 	 	 	 
70038	3	N	 	 	N	 	 	 	 	 	 
70038	4	N	 	 	N	 	 	 	 	 	 
70038	5	N	 	 	N	 	 	 	 	 	 
70039	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
70039	2	N	 	 	N	 	 	 	 	 	 
70039	3	N	 	 	N	 	 	 	 	 	 
70039	4	N	 	 	N	 	 	 	 	 	 
70039	5	N	 	 	N	 	 	 	 	 	 
70040	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
70040	2	N	 	 	N	 	 	 	 	 	 
70040	3	N	 	 	N	 	 	 	 	 	 
70040	4	N	 	 	N	 	 	 	 	 	 
70040	5	N	 	 	N	 	 	 	 	 	 
