CHILDCODE	LANDIDR4	LNDTYPR4	ANYAGRR4	TOTLNDR4	UNTLNDR4	USERANR4	PRIRRR4	ANYLIVR4	TOTLIVR4	UNTLIVR4	USELIVR4	ANYINDR4	TOTINDR4	UNTINDR4	USEINDR4
61026	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61026	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61026	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61026	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61027	1	1	Y	4	4	5	5	Y	70	17	1	N	 	 	 
61027	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61027	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61027	4	1	Y	6	4	5	5	 	 	 	 	 	 	 	 
61027	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61029	1	1	Y	4	4	5	5	Y	35	17	1	Y	.25	4	7
61029	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61029	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61029	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61029	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61031	1	1	Y	.75	2	5	2	Y	120	17	2	N	 	 	 
61031	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61031	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61031	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61031	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61033	1	1	Y	1.75	2	5	5	Y	48	17	1	Y	.119999997317791	2	7
61033	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61033	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61033	4	1	Y	.25	2	5	5	 	 	 	 	 	 	 	 
61033	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61034	1	1	Y	4.5	4	5	5	Y	1000	17	2	N	 	 	 
61034	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61034	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61034	4	1	Y	6.5	4	5	5	 	 	 	 	 	 	 	 
61034	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61036	1	1	Y	10	4	5	5	Y	2	4	2	N	 	 	 
61036	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61036	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61036	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61036	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61037	1	1	Y	4	4	5	5	Y	13	17	1	Y	250	17	20
61037	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61037	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61037	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61037	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61038	1	1	Y	11.5	4	5	1	Y	.5	4	9	N	 	 	 
61038	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61038	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61038	4	1	Y	2	4	5	5	 	 	 	 	 	 	 	 
61038	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61039	1	1	Y	2.5	4	5	5	Y	42	17	1	Y	300	17	20
61039	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61039	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61039	4	1	Y	2	4	5	5	 	 	 	 	 	 	 	 
61039	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61041	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61041	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61041	3	1	N	 	 	 	 	Y	9	17	1	N	 	 	 
61041	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61041	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61044	1	1	Y	3.25	4	5	5	Y	56	17	1	Y	216	17	11
61044	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61044	3	1	Y	.5	4	5	4	N	 	 	 	Y	2	4	20
61044	4	1	Y	6	4	5	5	 	 	 	 	 	 	 	 
61044	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61046	1	1	Y	1	2	5	5	Y	500	17	2	N	 	 	 
61046	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61046	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61046	4	1	Y	.25	2	5	5	 	 	 	 	 	 	 	 
61046	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61047	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61047	2	1	N	 	 	 	 	Y	44	17	1	N	 	 	 
61047	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61047	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61047	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61049	1	1	Y	4	4	5	5	N	 	 	 	N	 	 	 
61049	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61049	3	1	N	 	 	 	 	Y	28	17	1	N	 	 	 
61049	4	1	Y	1	4	5	5	 	 	 	 	 	 	 	 
61049	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61050	1	1	Y	3.5	4	5	5	Y	.100000001490116	4	2	Y	.899999976158142	4	7
61050	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61050	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61050	4	1	Y	.759999990463257	2	5	1	 	 	 	 	 	 	 	 
61050	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61051	1	1	Y	13	4	5	1	Y	54	17	1	N	 	 	 
61051	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61051	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61051	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61051	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61052	1	1	Y	8	4	5	1	Y	250	17	1	Y	250	17	7
61052	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61052	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61052	4	1	Y	1.5	4	5	5	 	 	 	 	 	 	 	 
61052	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61054	1	1	Y	5.5	4	5	1	Y	500	17	2	Y	500	17	7
61054	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61054	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61054	4	1	Y	.25	4	5	5	 	 	 	 	 	 	 	 
61054	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61056	1	1	Y	4	4	5	5	Y	335	17	2	N	 	 	 
61056	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61056	3	1	N	 	 	 	 	Y	36	17	4	N	 	 	 
61056	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61056	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61057	1	1	Y	1.87999999523163	2	10	5	N	 	 	 	N	 	 	 
61057	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61057	3	1	N	 	 	 	 	Y	24	17	1	N	 	 	 
61057	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61057	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61058	1	1	Y	5	4	6	5	Y	.25	4	3	N	 	 	 
61058	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61058	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61058	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61058	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61059	1	1	Y	3.5	4	5	5	Y	.5	4	3	N	 	 	 
61059	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61059	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
61059	4	1	Y	1	4	5	4	 	 	 	 	 	 	 	 
61059	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71001	1	1	Y	3.5	4	5	5	Y	1000	17	9	N	 	 	 
71001	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71001	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71001	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71001	5	1	Y	500	17	6	5	N	 	 	 	N	 	 	 
71002	1	1	Y	2	4	5	5	Y	30	17	1	N	 	 	 
71002	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71002	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71002	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71002	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71003	1	1	Y	3.5	4	5	5	Y	1000	17	3	N	 	 	 
71003	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71003	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71003	4	1	Y	3	4	5	5	 	 	 	 	 	 	 	 
71003	5	1	Y	1000	17	6	5	N	 	 	 	N	 	 	 
71004	1	1	Y	4.5	4	5	5	Y	1000	17	2	Y	575	17	7
71004	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71004	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71004	4	1	Y	1	4	5	5	 	 	 	 	 	 	 	 
71004	5	1	Y	.25	4	6	5	N	 	 	 	N	 	 	 
71005	1	1	Y	2	2	5	5	Y	42	17	1	Y	.25	2	11
71005	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71005	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71005	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71005	5	1	Y	.119999997317791	2	6	5	N	 	 	 	N	 	 	 
71006	1	1	Y	.75	2	5	5	Y	48	17	1	N	 	 	 
71006	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71006	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71006	4	1	Y	.5	2	5	2	 	 	 	 	 	 	 	 
71006	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71007	1	1	Y	1	2	5	5	Y	500	17	1	N	 	 	 
71007	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71007	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71007	4	1	Y	.5	2	5	5	 	 	 	 	 	 	 	 
71007	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71008	1	1	Y	1.75	2	5	5	Y	1000	17	2	N	 	 	 
71008	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71008	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71008	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71008	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71009	1	1	Y	7.25	4	5	5	Y	1000	17	2	N	 	 	 
71009	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71009	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71009	4	1	Y	2.25	4	5	5	 	 	 	 	 	 	 	 
71009	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71010	1	1	Y	3	4	5	5	Y	1	4	4	Y	1	4	20
71010	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71010	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71010	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71010	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71011	1	1	Y	5.5	4	5	5	Y	153	17	2	Y	847	17	20
71011	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71011	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71011	4	1	Y	3	4	5	5	 	 	 	 	 	 	 	 
71011	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71012	1	1	Y	.75	2	5	5	Y	1000	2	3	N	 	 	 
71012	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71012	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71012	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71012	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71013	1	1	Y	2.5	4	5	5	Y	40	17	1	N	 	 	 
71013	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71013	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71013	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71013	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71014	1	1	Y	1	2	5	5	Y	500	17	2	N	 	 	 
71014	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71014	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71014	4	1	Y	.5	2	5	5	 	 	 	 	 	 	 	 
71014	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71015	1	1	Y	6	4	5	5	Y	536	17	2	N	 	 	 
71015	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71015	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71015	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71015	5	1	Y	.25	4	6	5	N	 	 	 	N	 	 	 
71016	1	1	Y	4.5	4	5	5	Y	1000	17	3	N	 	 	 
71016	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71016	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71016	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71016	5	1	Y	3600	17	6	5	N	 	 	 	N	 	 	 
71017	1	1	Y	3	4	5	5	Y	1056	17	9	N	 	 	 
71017	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71017	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71017	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71017	5	1	Y	2	4	13	5	N	 	 	 	N	 	 	 
71018	1	1	Y	6.25	4	5	5	Y	36	17	1	Y	964	17	7
71018	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71018	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71018	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71018	5	1	Y	.25	4	6	5	N	 	 	 	N	 	 	 
71019	1	1	Y	3	4	5	5	Y	78	17	1	N	 	 	 
71019	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71019	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71019	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71019	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71020	1	1	Y	9	4	5	5	Y	207	17	2	Y	793	17	8
71020	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71020	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71020	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71020	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71021	1	1	Y	1.25	2	5	5	Y	75	17	2	Y	1000	17	11
71021	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71021	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71021	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71021	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71022	1	1	Y	5.75	4	5	5	Y	72	17	3	Y	928	17	7
71022	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71022	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71022	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71022	5	1	Y	.5	4	6	5	N	 	 	 	N	 	 	 
71024	1	1	Y	5.5	4	5	5	Y	1000	17	3	N	 	 	 
71024	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71024	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71024	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71024	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71025	1	1	Y	1	2	5	5	Y	1000	17	3	N	 	 	 
71025	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71025	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71025	4	1	Y	1	2	5	5	 	 	 	 	 	 	 	 
71025	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71026	1	1	Y	1	4	5	5	Y	500	17	2	N	 	 	 
71026	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71026	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71026	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71026	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71027	1	1	Y	1	2	5	5	Y	1000	17	2	N	 	 	 
71027	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71027	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71027	4	1	Y	.5	2	5	5	 	 	 	 	 	 	 	 
71027	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71028	1	1	Y	6.5	4	5	5	Y	1000	17	3	N	 	 	 
71028	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71028	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71028	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71028	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71029	1	1	Y	1.25	2	5	5	Y	1000	17	3	N	 	 	 
71029	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71029	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71029	4	1	Y	.5	2	5	5	 	 	 	 	 	 	 	 
71029	5	1	Y	.129999995231628	2	6	5	N	 	 	 	N	 	 	 
71030	1	1	Y	6	4	5	5	Y	500	17	3	Y	1000	17	20
71030	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71030	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71030	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71030	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71031	1	1	Y	7	4	5	5	Y	85	17	1	Y	851	17	7
71031	2	1	N	 	 	 	 	Y	64	17	1	N	 	 	 
71031	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71031	4	1	Y	4	4	5	5	 	 	 	 	 	 	 	 
71031	5	1	Y	1	4	6	5	N	 	 	 	N	 	 	 
71032	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71032	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71032	3	1	N	 	 	 	 	Y	20	17	4	N	 	 	 
71032	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71032	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71033	1	1	Y	7	4	5	5	Y	1000	4	3	N	 	 	 
71033	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71033	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71033	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71033	5	1	Y	.5	4	6	5	N	 	 	 	N	 	 	 
71034	1	1	Y	5.5	4	5	5	Y	1000	4	3	N	 	 	 
71034	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71034	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71034	4	1	Y	1	4	5	5	 	 	 	 	 	 	 	 
71034	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71035	1	1	Y	1.5	2	5	5	Y	1000	17	3	Y	250	17	9
71035	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71035	3	1	Y	.5	2	5	88	N	 	 	 	N	 	 	 
71035	4	1	Y	.5	2	5	88	 	 	 	 	 	 	 	 
71035	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71036	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71036	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71036	3	1	N	 	 	 	 	Y	309	17	2	Y	300	17	8
71036	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71036	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71037	1	1	Y	3	4	5	77	Y	1000	17	3	N	 	 	 
71037	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71037	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71037	4	1	Y	2	4	5	5	 	 	 	 	 	 	 	 
71037	5	1	Y	1	4	6	5	N	 	 	 	N	 	 	 
71038	1	1	Y	2.5	2	5	5	Y	1000	17	2	N	 	 	 
71038	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71038	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71038	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71038	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71039	1	1	Y	5.75	4	5	5	Y	500	17	2	N	 	 	 
71039	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71039	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71039	4	1	Y	1	4	5	5	 	 	 	 	 	 	 	 
71039	5	1	Y	1250	17	6	5	N	 	 	 	N	 	 	 
71040	1	1	Y	.5	2	10	1	N	 	 	 	N	 	 	 
71040	2	1	N	 	 	 	 	Y	42	17	1	N	 	 	 
71040	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71040	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71040	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71041	1	1	Y	2	4	5	5	Y	500	17	2	N	 	 	 
71041	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71041	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71041	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71041	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71042	1	1	N	 	 	 	 	Y	30	17	3	Y	500	17	7
71042	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71042	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71042	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71042	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71043	1	1	N	 	 	 	 	Y	11.25	17	1	Y	488.75	17	20
71043	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71043	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71043	4	1	Y	1	4	5	5	 	 	 	 	 	 	 	 
71043	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71044	1	1	Y	7.5	4	5	5	Y	49	17	1	Y	951	17	7
71044	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71044	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71044	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71044	5	1	Y	.25	4	6	5	N	 	 	 	N	 	 	 
71045	1	1	Y	5.5	4	5	5	Y	48	17	1	Y	1952	17	7
71045	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71045	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71045	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71045	5	1	Y	1	4	6	5	N	 	 	 	N	 	 	 
71046	1	1	Y	2	4	5	5	Y	1000	17	2	N	 	 	 
71046	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71046	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71046	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71046	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71047	1	1	Y	2	4	5	5	Y	1000	17	9	N	 	 	 
71047	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71047	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71047	4	1	Y	1	4	5	5	 	 	 	 	 	 	 	 
71047	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71048	1	1	Y	.5	4	5	5	Y	250	17	2	N	 	 	 
71048	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71048	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71048	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71048	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71049	1	1	Y	6	4	5	5	Y	1044	17	9	N	 	 	 
71049	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71049	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
71049	4	1	Y	3	4	5	5	 	 	 	 	 	 	 	 
71049	5	1	Y	2	4	5	5	N	 	 	 	N	 	 	 
81001	1	1	Y	8	5	5	1	Y	224	17	1	Y	614	17	7
81001	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81001	3	1	Y	2	5	5	4	N	 	 	 	N	 	 	 
81001	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81001	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81002	1	1	Y	8	5	5	5	Y	50	17	1	Y	350	17	8
81002	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81002	3	1	Y	3	5	5	5	N	 	 	 	N	 	 	 
81002	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81002	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81003	1	1	Y	12	5	5	5	Y	40	17	1	N	 	 	 
81003	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81003	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81003	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81003	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81004	1	1	Y	6	5	5	3	Y	40	17	1	Y	100	17	7
81004	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81004	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81004	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81004	5	1	Y	2	5	20	1	Y	40	17	1	Y	250	17	7
81005	1	1	Y	2	5	5	5	Y	29	17	1	Y	40	17	7
81005	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81005	3	1	Y	1	5	5	4	N	 	 	 	N	 	 	 
81005	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81005	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81006	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81006	2	1	N	 	 	 	 	Y	40	17	1	N	 	 	 
81006	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81006	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81006	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81007	1	1	Y	4	2	5	1	Y	40	17	1	Y	100	17	7
81007	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81007	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81007	4	1	N	 	 	 	 	 	 	 	 	 	 	 	 
81007	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81009	1	1	Y	3	5	5	5	Y	25	17	1	Y	60	17	7
81009	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81009	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81009	4	1	Y	1	5	5	5	 	 	 	 	 	 	 	 
81009	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81010	1	1	Y	6	5	5	1	Y	30	17	1	Y	200	17	7
81010	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81010	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81010	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81010	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81011	1	1	Y	1	5	5	5	N	 	 	 	N	 	 	 
81011	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81011	3	1	N	 	 	 	 	Y	12	17	1	Y	10	17	7
81011	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81011	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81012	1	1	Y	2	5	5	5	N	 	 	 	N	 	 	 
81012	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81012	3	1	N	 	 	 	 	Y	13	17	1	N	 	 	 
81012	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
