CHILDCODE	ACTIDR4	ACTR4	ACTOWNR4	PYMRECR4	KEEPMYR4
120054	2	2	1	0	 
120058	1	2	1	0	 
120059	1	1	1	0	 
120059	2	2	1	0	 
120060	1	2	1	0	 
120060	2	1	1	0	 
120061	1	2	1	0	 
120062	1	1	1	0	 
120062	2	2	1	0	 
120063	1	2	1	0	 
120064	1	3	1	0	 
120064	2	2	1	0	 
120066	1	1	1	0	 
120066	2	2	1	0	 
120067	1	2	1	0	 
120067	2	3	1	0	 
120068	1	2	1	0	 
120069	1	2	1	0	 
120071	1	2	1	0	 
120072	1	1	1	0	 
120072	2	2	1	0	 
120076	1	2	1	0	 
120078	1	2	1	0	 
120079	1	1	1	0	 
120079	2	2	1	0	 
120080	1	2	1	0	 
120081	1	1	1	0	 
120081	2	2	1	0	 
120083	1	1	1	0	 
120083	2	2	1	0	 
120084	1	2	1	0	 
120086	1	2	1	0	 
120086	2	3	1	0	 
120087	1	1	1	0	 
120087	2	2	1	0	 
120088	1	2	1	0	 
120088	2	1	1	0	 
120089	1	1	1	0	 
120089	2	2	1	0	 
120090	1	2	1	0	 
120090	2	1	1	0	 
120092	1	1	1	0	 
120092	2	2	1	0	 
120093	1	2	1	0	 
120093	2	3	1	0	 
120094	1	1	1	0	 
120094	2	2	1	0	 
120095	1	1	1	0	 
120095	2	2	1	0	 
120098	1	1	1	0	 
120098	2	2	1	0	 
120099	1	3	1	0	 
120099	2	2	1	0	 
120114	1	3	1	0	 
120114	2	4	1	0	 
120121	1	2	1	0	 
120124	1	1	1	0	 
120124	2	2	1	0	 
120125	1	2	1	0	 
120125	2	1	1	0	 
120125	3	1	2	1	0
120126	1	1	1	0	 
120126	2	2	1	0	 
120134	1	2	1	0	 
120136	1	1	1	0	 
120136	2	2	1	0	 
120139	1	1	1	0	 
120139	2	2	1	0	 
120140	1	2	1	0	 
120141	1	2	1	0	 
120142	1	3	1	0	 
120142	2	2	1	0	 
120148	1	2	2	0	 
130001	1	5	1	0	 
130003	1	2	1	0	 
130003	2	3	1	0	 
130005	1	2	1	0	 
130008	1	2	1	0	 
130012	1	3	1	0	 
130012	2	2	1	0	 
130015	1	2	1	0	 
130017	1	 	 	 	 
130020	1	2	1	0	 
130021	1	2	1	0	 
130025	1	2	1	0	 
130025	2	5	1	0	 
130027	1	2	1	0	 
130028	1	5	1	0	 
130028	2	2	1	0	 
130029	1	2	1	0	 
130030	1	2	1	0	 
130030	2	3	1	0	 
130037	1	2	1	0	 
130039	1	2	1	0	 
130040	1	2	1	0	 
130041	1	2	1	0	 
130043	1	2	1	0	 
130045	1	2	1	0	 
130048	1	2	1	0	 
130048	2	3	1	0	 
130051	1	2	1	0	 
130052	1	2	1	0	 
130053	1	2	1	0	 
130056	1	2	1	0	 
130057	1	2	1	0	 
130060	1	2	1	0	 
130060	2	3	1	0	 
130061	1	2	1	0	 
130061	2	3	1	0	 
130064	1	2	1	0	 
130068	1	2	1	0	 
130070	1	2	1	0	 
130072	1	2	1	0	 
130073	1	2	1	0	 
130075	1	2	1	0	 
130078	1	2	1	0	 
130080	1	5	1	0	 
130080	2	2	1	0	 
130087	1	2	1	0	 
130089	1	2	1	0	 
130092	1	3	1	0	 
130092	2	2	1	0	 
130096	1	2	1	0	 
130098	1	2	1	0	 
130099	1	2	1	0	 
130101	1	2	1	0	 
130102	1	2	1	0	 
130103	1	2	1	0	 
140001	1	2	1	0	 
140002	1	2	1	0	 
140003	1	2	1	0	 
140005	1	2	1	0	 
140006	1	2	1	0	 
140007	1	2	1	0	 
140007	2	1	1	0	 
140008	1	2	1	0	 
140008	2	1	1	0	 
140021	1	4	1	0	 
140030	1	2	1	0	 
140030	2	1	1	0	 
140032	1	1	1	0	 
140032	2	2	1	0	 
140034	1	1	1	0	 
140034	2	2	1	0	 
140034	3	3	1	0	 
140038	1	2	1	0	 
140038	2	4	1	0	 
140041	1	1	1	0	 
140045	1	5	2	1	0
140045	2	1	1	0	 
140045	3	2	1	0	 
140046	1	2	1	0	 
140047	1	2	1	0	 
140048	1	2	1	0	 
140049	1	1	1	0	 
140049	2	2	1	0	 
140051	1	2	1	0	 
140051	2	7	1	0	 
140052	1	2	1	0	 
140053	1	2	1	0	 
140055	1	2	1	0	 
140056	1	2	1	0	 
140056	2	3	1	0	 
140057	1	2	1	0	 
140058	1	2	1	0	 
140059	1	2	1	0	 
140059	2	1	1	0	 
140062	1	2	1	0	 
140064	1	2	1	0	 
140065	1	3	1	0	 
140065	2	2	1	0	 
140066	1	2	1	0	 
140067	1	2	1	0	 
140068	1	2	1	0	 
140069	1	1	1	0	 
140069	2	2	1	0	 
140073	1	2	1	0	 
140077	1	2	1	0	 
140080	1	1	1	0	 
140080	2	2	1	0	 
140081	1	2	1	0	 
140083	1	1	1	0	 
140085	1	2	1	0	 
140088	1	2	1	0	 
140092	1	2	1	0	 
140092	2	3	1	0	 
140094	1	2	1	0	 
140100	1	2	1	0	 
150006	1	2	1	0	 
150013	1	2	1	0	 
150017	1	2	1	0	 
150027	1	2	1	0	 
150035	1	2	1	0	 
150038	1	2	1	0	 
150039	1	3	1	0	 
150039	2	2	1	0	 
150040	1	7	2	1	2
150042	1	2	1	0	 
150049	1	5	2	0	 
150055	1	2	1	0	 
150067	1	2	1	0	 
150078	1	2	1	0	 
150081	1	7	1	0	 
150093	1	2	1	0	 
150105	1	7	2	1	2
150105	2	2	1	0	 
150128	1	6	2	1	0
150145	1	2	1	0	 
160008	1	2	1	0	 
160011	1	2	1	0	 
160022	1	2	1	0	 
160024	1	7	1	0	 
160025	1	2	1	0	 
160026	1	6	2	1	0
160032	1	2	1	0	 
160036	1	2	1	0	 
160040	1	2	1	0	 
160045	1	7	2	1	0
160049	1	2	1	0	 
160073	1	3	1	0	 
160076	1	2	1	0	 
160078	1	6	2	1	0
160095	1	2	1	0	 
160104	1	3	1	0	 
170001	1	2	1	0	 
170004	1	2	1	0	 
170005	1	2	1	0	 
170006	1	2	1	0	 
170007	1	4	1	0	 
170008	1	2	1	0	 
170008	2	4	1	0	 
170009	1	2	1	0	 
170015	1	2	1	0	 
170016	1	2	2	0	 
170016	2	4	1	0	 
170017	1	2	1	0	 
170018	1	 	 	 	 
170019	1	2	1	0	 
170021	1	2	1	0	 
170027	1	2	1	0	 
170029	1	2	1	0	 
170032	1	2	1	0	 
170034	1	2	1	0	 
170035	1	2	1	0	 
170035	2	3	1	0	 
170037	1	2	1	0	 
170039	1	2	1	0	 
170043	1	2	1	0	 
170044	1	2	1	0	 
170045	1	2	1	0	 
170046	1	2	1	0	 
170047	1	2	1	0	 
170048	1	2	1	0	 
170048	2	3	1	0	 
170052	1	2	1	0	 
170053	1	2	1	0	 
170053	2	3	1	0	 
170055	1	2	1	0	 
170057	1	2	1	0	 
170058	1	7	1	0	 
170059	1	2	1	0	 
170063	1	3	1	0	 
170069	1	2	1	0	 
170070	1	2	1	0	 
170072	1	2	1	0	 
170073	1	2	1	0	 
170074	1	2	1	0	 
170076	1	2	1	0	 
170076	2	3	1	0	 
170077	1	3	1	0	 
170077	2	2	1	0	 
170082	1	2	1	0	 
170084	1	3	1	0	 
170089	1	2	1	0	 
170089	2	3	1	0	 
170093	1	3	1	0	 
170093	2	2	1	0	 
170097	1	2	1	0	 
170100	1	2	1	0	 
170103	1	2	1	0	 
170104	1	2	1	0	 
170109	1	2	1	0	 
170112	1	3	1	0	 
170114	1	2	1	0	 
170118	1	2	1	0	 
170119	1	2	1	0	 
170126	1	4	1	0	 
170126	2	2	1	0	 
170132	1	2	1	0	 
170141	1	2	1	0	 
180004	1	2	1	0	 
180005	1	2	1	0	 
180005	2	3	1	0	 
180007	1	5	1	0	 
180007	2	2	1	0	 
180024	1	2	1	0	 
180024	2	4	1	0	 
180025	1	2	1	0	 
180027	1	3	1	0	 
180033	1	2	1	0	 
180035	1	4	1	0	 
180035	2	2	1	0	 
180036	1	7	2	2	2
180036	2	2	1	0	 
180036	3	3	1	0	 
180045	1	3	1	0	 
180045	2	2	1	0	 
180047	1	2	1	0	 
180051	1	3	1	0	 
180056	1	2	1	0	 
180081	1	4	1	0	 
180081	2	2	1	0	 
180088	1	2	1	0	 
180100	1	3	1	0	 
180100	2	2	1	0	 
180121	1	3	1	0	 
180121	2	2	1	0	 
190001	1	4	1	0	 
190004	1	5	1	1	1
190016	1	4	1	0	 
190018	1	7	1	0	 
190020	1	7	2	1	2
190020	2	7	1	1	2
190023	1	2	1	1	1
190024	1	5	1	2	0
190028	1	2	1	0	 
190030	1	3	1	0	 
190031	1	2	1	0	 
190036	1	2	1	0	 
190038	1	6	2	3	1
190039	1	3	1	0	 
190039	2	2	1	0	 
190039	3	4	1	0	 
190043	1	6	1	0	 
190044	1	5	2	1	2
190054	1	4	1	0	 
190056	1	4	1	0	 
190064	1	3	1	0	 
190068	1	2	1	2	0
190071	1	6	1	0	 
190072	1	1	1	0	 
190077	1	3	1	0	 
190092	1	2	1	0	 
190094	1	6	1	0	 
190096	1	4	1	0	 
190100	1	4	2	1	1
190123	1	5	2	1	1
190130	1	5	1	1	2
200001	1	2	1	0	 
200002	1	2	1	0	 
200002	2	3	1	0	 
200004	1	2	1	0	 
200005	1	3	1	0	 
200007	1	2	1	0	 
200007	2	4	1	0	 
200009	1	2	1	0	 
200011	1	2	1	0	 
200012	1	3	1	0	 
200012	2	2	1	0	 
200013	1	2	1	0	 
200015	1	2	1	0	 
200016	1	2	1	0	 
200017	1	2	1	0	 
200019	1	2	1	0	 
200020	1	2	1	0	 
200021	1	2	1	0	 
200021	2	3	1	0	 
200022	1	2	1	0	 
200024	1	2	1	0	 
200025	1	4	1	0	 
200027	1	2	1	0	 
200034	1	2	1	0	 
200034	2	3	1	0	 
200035	1	2	1	0	 
200036	1	2	1	0	 
200036	2	3	1	0	 
200040	1	2	1	0	 
200042	1	2	1	0	 
200048	1	2	1	0	 
200048	2	3	1	0	 
200053	1	2	1	0	 
200053	2	3	1	0	 
200055	1	2	1	0	 
200057	1	2	1	0	 
200059	1	3	1	0	 
200059	2	2	1	0	 
200060	1	2	1	0	 
200063	1	 	 	 	 
200067	1	2	1	0	 
200068	1	2	1	0	 
200069	1	2	1	0	 
200072	1	4	1	1	2
200072	2	2	2	0	 
200074	1	4	2	1	0
200074	2	2	1	0	 
200077	1	3	1	0	 
200077	2	2	1	0	 
200083	1	4	1	0	 
200086	1	2	1	0	 
200088	1	2	1	0	 
200089	1	2	1	0	 
200092	1	4	1	3	0
200092	2	2	1	0	 
200092	3	3	1	0	 
200094	1	3	1	0	 
200094	2	4	1	0	 
200098	1	2	1	0	 
200109	1	2	1	0	 
200112	1	2	1	0	 
200113	1	2	1	0	 
200115	1	2	1	0	 
200119	1	4	1	0	 
200128	1	2	1	0	 
200128	2	3	1	0	 
200129	1	2	1	0	 
200135	1	2	1	0	 
200142	1	2	1	0	 
