CHILDCODE	LANDIDR5	TOTINDR5	USEINDR5	TOTLNDR5	USERANR5	USEDRYR5	PRIRRR5
100069	4	 	 	0	 	 	 
100069	5	0	 	0	 	 	 
100070	1	.0199999995529652	1	 	 	 	 
100070	2	0	 	 	 	 	 
100070	3	0	 	 	 	 	 
100070	4	 	 	 	 	 	 
100070	5	0	 	 	 	 	 
100071	1	0	 	 	 	 	 
100071	2	0	 	 	 	 	 
100071	3	0	 	 	 	 	 
100071	4	 	 	 	 	 	 
100071	5	0	 	 	 	 	 
100072	1	.0199999995529652	1	0	 	 	 
100072	2	0	 	0	 	 	 
100072	3	0	 	0	 	 	 
100072	4	 	 	0	 	 	 
100072	5	0	 	0	 	 	 
100073	1	.0199999995529652	1	0	 	 	 
100073	2	0	 	0	 	 	 
100073	3	0	 	0	 	 	 
100073	4	 	 	0	 	 	 
100073	5	0	 	0	 	 	 
100074	1	.00999999977648258	1	0	 	 	 
100074	2	0	 	0	 	 	 
100074	3	0	 	0	 	 	 
100074	4	 	 	0	 	 	 
100074	5	0	 	0	 	 	 
100075	1	0	 	 	 	 	 
100075	2	0	 	 	 	 	 
100075	3	0	 	 	 	 	 
100075	4	 	 	 	 	 	 
100075	5	0	 	 	 	 	 
100076	1	.0500000007450581	1	7	5	11	 
100076	2	0	 	0	 	 	 
100076	3	0	 	0	 	 	 
100076	4	 	 	0	 	 	 
100076	5	0	 	0	 	 	 
100077	1	.00999999977648258	1	0	 	 	 
100077	2	0	 	0	 	 	 
100077	3	0	 	0	 	 	 
100077	4	 	 	0	 	 	 
100077	5	0	 	0	 	 	 
100078	1	0	 	 	 	 	 
100078	2	0	 	 	 	 	 
100078	3	0	 	 	 	 	 
100078	4	 	 	 	 	 	 
100078	5	0	 	 	 	 	 
100079	1	.0299999993294477	1	0	 	 	 
100079	2	0	 	0	 	 	 
100079	3	0	 	0	 	 	 
100079	4	 	 	0	 	 	 
100079	5	0	 	0	 	 	 
100080	1	.0399999991059303	1	0	 	 	 
100080	2	0	 	0	 	 	 
100080	3	0	 	0	 	 	 
100080	4	 	 	0	 	 	 
100080	5	0	 	0	 	 	 
100081	1	.00999999977648258	1	0	 	 	 
100081	2	0	 	0	 	 	 
100081	3	0	 	0	 	 	 
100081	4	 	 	0	 	 	 
100081	5	0	 	0	 	 	 
100082	1	.0299999993294477	1	 	 	 	 
100082	2	0	 	 	 	 	 
100082	3	0	 	 	 	 	 
100082	4	 	 	 	 	 	 
100082	5	0	 	 	 	 	 
100083	1	.0399999991059303	1	 	 	 	 
100083	2	0	 	 	 	 	 
100083	3	0	 	 	 	 	 
100083	4	 	 	 	 	 	 
100083	5	0	 	 	 	 	 
100084	1	0	 	0	 	 	 
100084	2	0	 	0	 	 	 
100084	3	.0199999995529652	1	0	 	 	 
100084	4	 	 	0	 	 	 
100084	5	0	 	0	 	 	 
100085	1	.0199999995529652	1	 	 	 	 
100085	2	0	 	 	 	 	 
100085	3	0	 	 	 	 	 
100085	4	 	 	 	 	 	 
100085	5	0	 	 	 	 	 
100086	1	.00999999977648258	1	0	 	 	 
100086	2	0	 	0	 	 	 
100086	3	0	 	0	 	 	 
100086	4	 	 	0	 	 	 
100086	5	0	 	0	 	 	 
100087	1	.0199999995529652	1	0	 	 	 
100087	2	0	 	0	 	 	 
100087	3	0	 	0	 	 	 
100087	4	 	 	0	 	 	 
100087	5	0	 	0	 	 	 
100089	1	.200000002980232	1	0	 	 	 
100089	2	0	 	0	 	 	 
100089	3	0	 	0	 	 	 
100089	4	 	 	0	 	 	 
100089	5	0	 	0	 	 	 
100090	1	.00999999977648258	1	0	 	 	 
100090	2	0	 	0	 	 	 
100090	3	0	 	0	 	 	 
100090	4	 	 	0	 	 	 
100090	5	0	 	0	 	 	 
100091	1	.0299999993294477	1	0	 	 	 
100091	2	0	 	0	 	 	 
100091	3	0	 	0	 	 	 
100091	4	 	 	0	 	 	 
100091	5	0	 	0	 	 	 
100092	1	.0199999995529652	1	0	 	 	 
100092	2	0	 	0	 	 	 
100092	3	0	 	0	 	 	 
100092	4	 	 	0	 	 	 
100092	5	0	 	0	 	 	 
100094	1	.0199999995529652	1	2	5	11	 
100094	2	0	 	0	 	 	 
100094	3	0	 	0	 	 	 
100094	4	 	 	0	 	 	 
100094	5	0	 	0	 	 	 
100095	1	.0299999993294477	1	0	 	 	 
100095	2	0	 	0	 	 	 
100095	3	0	 	0	 	 	 
100095	4	 	 	0	 	 	 
100095	5	0	 	0	 	 	 
100096	1	.5	1	 	 	 	 
100096	2	0	 	 	 	 	 
100096	3	0	 	 	 	 	 
100096	4	 	 	 	 	 	 
100096	5	0	 	 	 	 	 
100097	1	.00999999977648258	1	 	 	 	 
100097	2	0	 	 	 	 	 
100097	3	0	 	 	 	 	 
100097	4	 	 	 	 	 	 
100097	5	0	 	 	 	 	 
100098	1	.0299999993294477	1	0	 	 	 
100098	2	0	 	0	 	 	 
100098	3	0	 	0	 	 	 
100098	4	 	 	0	 	 	 
100098	5	0	 	0	 	 	 
100099	1	.0199999995529652	1	 	 	 	 
100099	2	0	 	 	 	 	 
100099	3	0	 	 	 	 	 
100099	4	 	 	 	 	 	 
100099	5	0	 	 	 	 	 
100100	1	0	 	 	 	 	 
100100	2	0	 	 	 	 	 
100100	3	0	 	 	 	 	 
100100	4	 	 	 	 	 	 
100100	5	0	 	 	 	 	 
110001	1	.0199999995529652	1	3	5	11	 
110001	2	0	 	0	 	 	 
110001	3	0	 	5	5	11	 
110001	4	 	 	0	 	 	 
110001	5	0	 	0	 	 	 
110002	1	.0199999995529652	1	0	 	 	 
110002	2	0	 	0	 	 	 
110002	3	0	 	2	5	11	 
110002	4	 	 	0	 	 	 
110002	5	0	 	0	 	 	 
110003	1	.0399999991059303	1	3	11	5	5
110003	2	0	 	0	 	 	 
110003	3	0	 	0	 	 	 
110003	4	 	 	0	 	 	 
110003	5	0	 	0	 	 	 
110004	1	.0199999995529652	1	0	 	 	 
110004	2	0	 	0	 	 	 
110004	3	0	 	10	5	11	 
110004	4	 	 	0	 	 	 
110004	5	0	 	0	 	 	 
110005	1	0	 	 	 	 	 
110005	2	0	 	 	 	 	 
110005	3	.0199999995529652	1	 	 	 	 
110005	4	 	 	 	 	 	 
110005	5	0	 	 	 	 	 
110007	1	.0299999993294477	1	3	5	11	 
110007	2	0	 	0	 	 	 
110007	3	0	 	5	5	11	 
110007	4	 	 	0	 	 	 
110007	5	0	 	0	 	 	 
110008	1	.0299999993294477	1	0	 	 	 
110008	2	0	 	0	 	 	 
110008	3	0	 	2	5	11	 
110008	4	 	 	20	5	11	 
110008	5	0	 	0	 	 	 
110009	1	.5	1	18	5	10	3
110009	2	0	 	0	 	 	 
110009	3	0	 	0	 	 	 
110009	4	 	 	0	 	 	 
110009	5	0	 	0	 	 	 
110010	1	.0199999995529652	1	1	5	11	 
110010	2	0	 	0	 	 	 
110010	3	0	 	0	 	 	 
110010	4	 	 	0	 	 	 
110010	5	0	 	0	 	 	 
110011	1	.0299999993294477	1	0	 	 	 
110011	2	0	 	0	 	 	 
110011	3	0	 	2	5	11	 
110011	4	 	 	0	 	 	 
110011	5	0	 	0	 	 	 
110012	1	.0299999993294477	1	0	 	 	 
110012	2	0	 	0	 	 	 
110012	3	0	 	2	5	11	 
110012	4	 	 	0	 	 	 
110012	5	0	 	0	 	 	 
110013	1	.0299999993294477	1	5	5	5	2
110013	2	0	 	0	 	 	 
110013	3	0	 	0	 	 	 
110013	4	 	 	0	 	 	 
110013	5	0	 	0	 	 	 
110014	1	.100000001490116	1	35	5	5	1
110014	2	0	 	21	5	11	 
110014	3	0	 	0	 	 	 
110014	4	 	 	0	 	 	 
110014	5	0	 	0	 	 	 
110015	1	.0199999995529652	1	1.70000004768372	5	11	 
110015	2	0	 	0	 	 	 
110015	3	0	 	0	 	 	 
110015	4	 	 	1	5	11	 
110015	5	0	 	0	 	 	 
110016	1	.0500000007450581	2	5	5	11	 
110016	2	0	 	0	 	 	 
110016	3	0	 	0	 	 	 
110016	4	 	 	1	5	11	 
110016	5	0	 	0	 	 	 
110017	1	.0399999991059303	1	5	5	5	4
110017	2	0	 	0	 	 	 
110017	3	0	 	0	 	 	 
110017	4	 	 	0	 	 	 
110017	5	0	 	0	 	 	 
110018	1	.0399999991059303	1	3	5	5	4
110018	2	0	 	0	 	 	 
110018	3	0	 	7	5	11	 
110018	4	 	 	0	 	 	 
110018	5	0	 	0	 	 	 
110019	1	.0500000007450581	1	1	5	5	4
110019	2	0	 	0	 	 	 
110019	3	0	 	0	 	 	 
110019	4	 	 	0	 	 	 
110019	5	0	 	0	 	 	 
110020	1	.0199999995529652	1	6	5	11	 
110020	2	0	 	0	 	 	 
110020	3	0	 	20	5	11	 
110020	4	 	 	0	 	 	 
110020	5	0	 	0	 	 	 
110021	1	.0199999995529652	1	1.76999998092651	5	5	4
110021	2	0	 	0	 	 	 
110021	3	0	 	0	 	 	 
110021	4	 	 	0	 	 	 
110021	5	0	 	0	 	 	 
110022	1	.0199999995529652	1	1.5	5	11	 
110022	2	0	 	0	 	 	 
110022	3	0	 	1	5	11	 
110022	4	 	 	0	 	 	 
110022	5	0	 	0	 	 	 
110023	1	.0299999993294477	1	2	5	11	 
110023	2	0	 	0	 	 	 
110023	3	0	 	0	 	 	 
110023	4	 	 	0	 	 	 
110023	5	0	 	0	 	 	 
110024	1	.0199999995529652	1	1.5	5	11	 
110024	2	0	 	0	 	 	 
110024	3	0	 	0	 	 	 
110024	4	 	 	0	 	 	 
110024	5	0	 	0	 	 	 
110025	1	.0500000007450581	1	4	5	5	4
110025	2	0	 	0	 	 	 
110025	3	0	 	0	 	 	 
110025	4	 	 	0	 	 	 
110025	5	0	 	0	 	 	 
110027	1	.0199999995529652	1	2	5	11	 
110027	2	0	 	0	 	 	 
110027	3	0	 	0	 	 	 
110027	4	 	 	0	 	 	 
110027	5	0	 	0	 	 	 
110028	1	.0500000007450581	1	5	5	5	1
110028	2	0	 	0	 	 	 
110028	3	0	 	0	 	 	 
110028	4	 	 	0	 	 	 
110028	5	0	 	0	 	 	 
110029	1	.0500000007450581	1	2	5	11	 
110029	2	0	 	0	 	 	 
110029	3	0	 	0	 	 	 
110029	4	 	 	0	 	 	 
110029	5	0	 	0	 	 	 
110030	1	.0199999995529652	1	1.5	5	11	 
110030	2	0	 	0	 	 	 
110030	3	0	 	0	 	 	 
110030	4	 	 	0	 	 	 
110030	5	0	 	0	 	 	 
110031	1	.0500000007450581	1	3.5	5	11	 
110031	2	0	 	0	 	 	 
110031	3	0	 	8	5	11	 
110031	4	 	 	1	5	11	 
110031	5	0	 	0	 	 	 
110033	1	.0500000007450581	1	2.59999990463257	5	11	 
110033	2	0	 	0	 	 	 
110033	3	0	 	0	 	 	 
110033	4	 	 	1	5	11	 
110033	5	0	 	0	 	 	 
110034	1	.0199999995529652	1	2.5	5	11	 
110034	2	0	 	0	 	 	 
110034	3	0	 	3	5	11	 
110034	4	 	 	0	 	 	 
110034	5	0	 	0	 	 	 
110035	1	 	 	 	 	 	 
110035	2	 	 	 	 	 	 
110035	3	 	 	 	 	 	 
110035	4	 	 	 	 	 	 
110035	5	 	 	 	 	 	 
110036	1	.0199999995529652	1	0	 	 	 
110036	2	0	 	0	 	 	 
110036	3	0	 	0	 	 	 
110036	4	 	 	0	 	 	 
110036	5	0	 	0	 	 	 
110037	1	.0500000007450581	1	2	5	11	 
110037	2	0	 	0	 	 	 
110037	3	0	 	0	 	 	 
110037	4	 	 	0	 	 	 
110037	5	0	 	0	 	 	 
110038	1	.0199999995529652	1	0	 	 	 
110038	2	0	 	0	 	 	 
110038	3	0	 	0	 	 	 
110038	4	 	 	0	 	 	 
110038	5	0	 	0	 	 	 
110039	1	.0199999995529652	1	1.60000002384186	5	11	 
110039	2	0	 	0	 	 	 
110039	3	0	 	0	 	 	 
110039	4	 	 	0	 	 	 
110039	5	0	 	0	 	 	 
110040	1	 	 	 	 	 	 
110040	2	 	 	 	 	 	 
110040	3	 	 	 	 	 	 
110040	4	 	 	 	 	 	 
110040	5	 	 	 	 	 	 
110041	1	.0199999995529652	1	0	 	 	 
110041	2	0	 	0	 	 	 
110041	3	0	 	0	 	 	 
110041	4	 	 	0	 	 	 
110041	5	0	 	0	 	 	 
110042	1	.0199999995529652	1	20	5	11	 
110042	2	0	 	0	 	 	 
110042	3	0	 	0	 	 	 
110042	4	 	 	0	 	 	 
110042	5	0	 	0	 	 	 
110043	1	.0299999993294477	1	11	5	11	 
110043	2	0	 	0	 	 	 
110043	3	0	 	0	 	 	 
110043	4	 	 	0	 	 	 
110043	5	0	 	0	 	 	 
110044	1	.0299999993294477	1	1.5	5	11	 
110044	2	0	 	0	 	 	 
110044	3	0	 	0	 	 	 
110044	4	 	 	0	 	 	 
110044	5	0	 	0	 	 	 
110045	1	 	 	 	 	 	 
110045	2	 	 	 	 	 	 
110045	3	 	 	 	 	 	 
110045	4	 	 	 	 	 	 
110045	5	 	 	 	 	 	 
110046	1	.0299999993294477	1	5	5	11	 
110046	2	0	 	0	 	 	 
110046	3	0	 	0	 	 	 
110046	4	 	 	0	 	 	 
110046	5	0	 	0	 	 	 
110047	1	.00999999977648258	1	2	5	11	 
110047	2	0	 	0	 	 	 
110047	3	0	 	0	 	 	 
110047	4	 	 	0	 	 	 
110047	5	0	 	0	 	 	 
110048	1	.0299999993294477	1	6	5	11	 
110048	2	0	 	0	 	 	 
110048	3	0	 	0	 	 	 
110048	4	 	 	5	5	11	 
110048	5	0	 	0	 	 	 
110050	1	.0199999995529652	1	3.65000009536743	5	11	 
110050	2	0	 	0	 	 	 
110050	3	0	 	0	 	 	 
110050	4	 	 	0	 	 	 
110050	5	0	 	0	 	 	 
110051	1	.0500000007450581	1	15	5	5	3
110051	2	0	 	0	 	 	 
110051	3	0	 	0	 	 	 
110051	4	 	 	0	 	 	 
110051	5	0	 	0	 	 	 
110052	1	.0299999993294477	1	1	5	11	 
110052	2	0	 	0	 	 	 
110052	3	0	 	0	 	 	 
110052	4	 	 	0	 	 	 
110052	5	0	 	0	 	 	 
110053	1	.00999999977648258	1	2	5	11	 
110053	2	0	 	0	 	 	 
110053	3	0	 	0	 	 	 
110053	4	 	 	0	 	 	 
110053	5	0	 	0	 	 	 
110054	1	.0199999995529652	1	3.5	11	11	 
110054	2	0	 	0	 	 	 
110054	3	0	 	0	 	 	 
110054	4	 	 	0	 	 	 
110054	5	0	 	0	 	 	 
110055	1	.0500000007450581	1	10	5	5	1
110055	2	0	 	0	 	 	 
110055	3	0	 	0	 	 	 
110055	4	 	 	0	 	 	 
110055	5	0	 	0	 	 	 
110056	1	.0199999995529652	1	0	 	 	 
110056	2	0	 	0	 	 	 
110056	3	0	 	0	 	 	 
110056	4	 	 	0	 	 	 
110056	5	0	 	0	 	 	 
110057	1	.0199999995529652	1	1.5	5	11	 
110057	2	0	 	0	 	 	 
110057	3	0	 	1.5	5	11	 
110057	4	 	 	0	 	 	 
110057	5	0	 	0	 	 	 
110058	1	.0299999993294477	1	0	 	 	 
110058	2	0	 	0	 	 	 
110058	3	0	 	0	 	 	 
110058	4	 	 	0	 	 	 
110058	5	0	 	0	 	 	 
110059	1	0	 	0	 	 	 
110059	2	0	 	0	 	 	 
110059	3	0	 	0	 	 	 
110059	4	 	 	5	5	11	 
110059	5	0	 	0	 	 	 
110060	1	.0199999995529652	1	1	11	11	 
110060	2	0	 	0	 	 	 
110060	3	.0199999995529652	1	0	 	 	 
110060	4	 	 	0	 	 	 
110060	5	0	 	0	 	 	 
110061	1	.0299999993294477	1	4	5	11	 
110061	2	0	 	0	 	 	 
110061	3	0	 	0	 	 	 
110061	4	 	 	0	 	 	 
110061	5	0	 	0	 	 	 
110063	1	.0199999995529652	1	0	 	 	 
110063	2	0	 	0	 	 	 
110063	3	0	 	0	 	 	 
110063	4	 	 	0	 	 	 
110063	5	0	 	0	 	 	 
110064	1	.0299999993294477	1	5	5	11	 
110064	2	0	 	0	 	 	 
110064	3	0	 	0	 	 	 
110064	4	 	 	0	 	 	 
110064	5	0	 	0	 	 	 
110065	1	.0199999995529652	1	2	11	11	 
110065	2	0	 	0	 	 	 
110065	3	0	 	0	 	 	 
110065	4	 	 	0	 	 	 
110065	5	0	 	0	 	 	 
110066	1	.0299999993294477	1	1	5	5	4
110066	2	0	 	0	 	 	 
110066	3	0	 	0	 	 	 
110066	4	 	 	0	 	 	 
110066	5	0	 	0	 	 	 
110067	1	.0500000007450581	1	3	10	11	 
110067	2	0	 	0	 	 	 
110067	3	0	 	0	 	 	 
110067	4	 	 	0	 	 	 
110067	5	0	 	0	 	 	 
110068	1	.0399999991059303	1	0	 	 	 
110068	2	0	 	0	 	 	 
110068	3	0	 	0	 	 	 
110068	4	 	 	0	 	 	 
110068	5	0	 	0	 	 	 
110069	1	.0299999993294477	1	4	5	11	 
110069	2	0	 	0	 	 	 
110069	3	0	 	0	 	 	 
110069	4	 	 	0	 	 	 
110069	5	0	 	0	 	 	 
110070	1	.0599999986588955	1	5	5	11	 
110070	2	0	 	0	 	 	 
110070	3	0	 	8	5	11	 
110070	4	 	 	8	5	11	 
110070	5	0	 	0	 	 	 
110071	1	.0199999995529652	1	6.5	5	11	 
110071	2	0	 	0	 	 	 
110071	3	0	 	0	 	 	 
110071	4	 	 	0	 	 	 
110071	5	0	 	0	 	 	 
110072	1	.0299999993294477	1	0	 	 	 
110072	2	0	 	0	 	 	 
110072	3	0	 	0	 	 	 
110072	4	 	 	0	 	 	 
110072	5	0	 	0	 	 	 
110073	1	.5	1	5.84999990463257	5	11	 
110073	2	0	 	0	 	 	 
110073	3	0	 	2	5	11	 
110073	4	 	 	0	 	 	 
110073	5	0	 	0	 	 	 
110074	1	.0299999993294477	1	3.0699999332428	5	11	 
110074	2	0	 	0	 	 	 
110074	3	0	 	4	5	11	 
110074	4	 	 	0	 	 	 
110074	5	0	 	0	 	 	 
110075	1	.0299999993294477	1	6.80000019073486	5	5	1
110075	2	0	 	0	 	 	 
110075	3	0	 	0	 	 	 
110075	4	 	 	0	 	 	 
110075	5	0	 	0	 	 	 
110076	1	.0299999993294477	1	0	 	 	 
110076	2	0	 	0	 	 	 
110076	3	0	 	0	 	 	 
110076	4	 	 	0	 	 	 
110076	5	0	 	0	 	 	 
110077	1	.150000005960464	2	10	5	11	 
110077	2	0	 	0	 	 	 
110077	3	0	 	3	5	11	 
110077	4	 	 	0	 	 	 
110077	5	0	 	0	 	 	 
110078	1	.0199999995529652	1	3	5	11	 
110078	2	0	 	0	 	 	 
110078	3	0	 	0	 	 	 
110078	4	 	 	0	 	 	 
110078	5	0	 	0	 	 	 
110079	1	.0199999995529652	1	2.97000002861023	10	11	 
110079	2	0	 	0	 	 	 
110079	3	0	 	3.5	5	11	 
110079	4	 	 	0	 	 	 
110079	5	0	 	0	 	 	 
110080	1	.0500000007450581	1	2	5	11	 
110080	2	0	 	0	 	 	 
110080	3	0	 	0	 	 	 
110080	4	 	 	0	 	 	 
110080	5	0	 	0	 	 	 
110081	1	.0199999995529652	1	2	5	11	 
110081	2	0	 	2	5	11	 
110081	3	0	 	0	 	 	 
110081	4	 	 	0	 	 	 
110081	5	0	 	0	 	 	 
110082	1	 	 	 	 	 	 
110082	2	 	 	 	 	 	 
110082	3	 	 	 	 	 	 
110082	4	 	 	 	 	 	 
110082	5	 	 	 	 	 	 
110083	1	.100000001490116	1	5	5	11	 
110083	2	0	 	0	 	 	 
110083	3	0	 	22	5	11	 
110083	4	 	 	0	 	 	 
110083	5	0	 	0	 	 	 
110084	1	.00999999977648258	1	1	5	11	 
110084	2	0	 	0	 	 	 
110084	3	0	 	0	 	 	 
110084	4	 	 	0	 	 	 
110084	5	0	 	0	 	 	 
110085	1	.0199999995529652	1	4	5	11	 
110085	2	0	 	0	 	 	 
110085	3	0	 	0	 	 	 
110085	4	 	 	0	 	 	 
110085	5	0	 	0	 	 	 
110086	1	.0199999995529652	1	10	5	11	 
110086	2	0	 	0	 	 	 
110086	3	0	 	8	5	11	 
110086	4	 	 	0	 	 	 
110086	5	0	 	0	 	 	 
110087	1	.0199999995529652	1	0	 	 	 
110087	2	0	 	0	 	 	 
110087	3	0	 	0	 	 	 
110087	4	 	 	0	 	 	 
110087	5	0	 	0	 	 	 
110088	1	.0299999993294477	1	0	 	 	 
110088	2	0	 	0	 	 	 
110088	3	0	 	3.5	5	11	 
110088	4	 	 	0	 	 	 
110088	5	0	 	0	 	 	 
110089	1	.0500000007450581	1	4	5	11	 
110089	2	0	 	0	 	 	 
110089	3	0	 	0	 	 	 
110089	4	 	 	4	5	11	 
110089	5	0	 	0	 	 	 
110091	1	.0399999991059303	1	3.5	5	11	 
110091	2	0	 	0	 	 	 
110091	3	0	 	0	 	 	 
110091	4	 	 	0	 	 	 
110091	5	0	 	0	 	 	 
110092	1	.0299999993294477	1	0	 	 	 
110092	2	0	 	0	 	 	 
110092	3	0	 	0	 	 	 
110092	4	 	 	0	 	 	 
110092	5	0	 	0	 	 	 
110093	1	.00999999977648258	1	2	5	11	 
110093	2	0	 	0	 	 	 
110093	3	0	 	0	 	 	 
110093	4	 	 	0	 	 	 
110093	5	0	 	0	 	 	 
110094	1	.0299999993294477	1	3	5	11	 
110094	2	0	 	0	 	 	 
110094	3	0	 	0	 	 	 
110094	4	 	 	0	 	 	 
110094	5	0	 	0	 	 	 
110095	1	.200000002980232	2	22	5	11	 
110095	2	0	 	0	 	 	 
110095	3	0	 	0	 	 	 
110095	4	 	 	0	 	 	 
110095	5	0	 	0	 	 	 
110096	1	.0599999986588955	1	0	 	 	 
110096	2	0	 	0	 	 	 
110096	3	0	 	0	 	 	 
110096	4	 	 	0	 	 	 
110096	5	0	 	0	 	 	 
110097	1	0	 	1.5	5	11	 
110097	2	0	 	0	 	 	 
110097	3	0	 	7	5	11	 
110097	4	 	 	0	 	 	 
110097	5	0	 	0	 	 	 
110098	1	.0199999995529652	1	1.5	5	11	 
110098	2	0	 	0	 	 	 
110098	3	0	 	0	 	 	 
110098	4	 	 	0	 	 	 
110098	5	0	 	0	 	 	 
110099	1	0	 	 	 	 	 
110099	2	0	 	 	 	 	 
110099	3	.0299999993294477	1	 	 	 	 
110099	4	 	 	 	 	 	 
110099	5	0	 	 	 	 	 
110100	1	.0299999993294477	1	3.13000011444092	5	11	 
110100	2	0	 	0	 	 	 
110100	3	0	 	9	5	11	 
110100	4	 	 	0	 	 	 
110100	5	0	 	0	 	 	 
110102	1	.0500000007450581	1	0	 	 	 
110102	2	0	 	0	 	 	 
110102	3	0	 	0	 	 	 
110102	4	 	 	0	 	 	 
110102	5	0	 	0	 	 	 
110103	1	.0500000007450581	1	0	 	 	 
110103	2	0	 	0	 	 	 
110103	3	0	 	0	 	 	 
110103	4	 	 	0	 	 	 
110103	5	0	 	0	 	 	 
110104	1	.0299999993294477	1	3	5	5	4
110104	2	0	 	0	 	 	 
110104	3	0	 	0	 	 	 
110104	4	 	 	0	 	 	 
110104	5	0	 	0	 	 	 
120001	1	.0199999995529652	1	0	 	 	 
120001	2	0	 	0	 	 	 
120001	3	0	 	0	 	 	 
120001	4	 	 	0	 	 	 
120001	5	0	 	0	 	 	 
120002	1	.0199999995529652	1	0	 	 	 
120002	2	0	 	0	 	 	 
120002	3	0	 	1	11	5	5
120002	4	 	 	0	 	 	 
120002	5	0	 	0	 	 	 
120003	1	.0299999993294477	1	2.25	5	5	2
120003	2	0	 	0	 	 	 
120003	3	0	 	0	 	 	 
120003	4	 	 	0	 	 	 
120003	5	0	 	0	 	 	 
120004	1	.0199999995529652	1	4	5	11	 
120004	2	0	 	0	 	 	 
120004	3	0	 	0	 	 	 
120004	4	 	 	0	 	 	 
120004	5	0	 	0	 	 	 
120005	1	.0199999995529652	1	0	 	 	 
120005	2	0	 	0	 	 	 
120005	3	0	 	0	 	 	 
120005	4	 	 	0	 	 	 
120005	5	0	 	0	 	 	 
120006	1	.0299999993294477	1	2.5	5	11	 
120006	2	0	 	0	 	 	 
120006	3	0	 	0	 	 	 
120006	4	 	 	0	 	 	 
120006	5	0	 	0	 	 	 
120007	1	.0199999995529652	1	3	5	11	 
120007	2	0	 	0	 	 	 
120007	3	0	 	0	 	 	 
120007	4	 	 	0	 	 	 
120007	5	0	 	0	 	 	 
120008	1	.0199999995529652	1	1.5	5	11	 
120008	2	0	 	0	 	 	 
120008	3	0	 	4	5	11	 
120008	4	 	 	0	 	 	 
120008	5	0	 	0	 	 	 
120009	1	.0199999995529652	1	0	 	 	 
120009	2	0	 	0	 	 	 
120009	3	0	 	0	 	 	 
120009	4	 	 	0	 	 	 
120009	5	0	 	0	 	 	 
120010	1	.0199999995529652	1	4	5	11	 
120010	2	0	 	0	 	 	 
120010	3	0	 	0	 	 	 
120010	4	 	 	0	 	 	 
120010	5	0	 	0	 	 	 
120011	1	.0199999995529652	1	0	 	 	 
120011	2	0	 	0	 	 	 
120011	3	0	 	0	 	 	 
120011	4	 	 	0	 	 	 
120011	5	0	 	0	 	 	 
120012	1	.0199999995529652	1	1.5	5	5	2
120012	2	0	 	0	 	 	 
120012	3	0	 	0	 	 	 
120012	4	 	 	0	 	 	 
120012	5	0	 	0	 	 	 
120013	1	.119999997317791	1	2	5	11	 
120013	2	0	 	0	 	 	 
120013	3	0	 	0	 	 	 
120013	4	 	 	0	 	 	 
120013	5	0	 	0	 	 	 
120014	1	.159999996423721	1	14.75	5	5	1
120014	2	0	 	0	 	 	 
120014	3	0	 	0	 	 	 
120014	4	 	 	0	 	 	 
120014	5	0	 	0	 	 	 
120015	1	.0199999995529652	1	0	 	 	 
120015	2	0	 	0	 	 	 
120015	3	0	 	0	 	 	 
120015	4	 	 	0	 	 	 
120015	5	0	 	0	 	 	 
120016	1	.0199999995529652	1	0	 	 	 
120016	2	0	 	0	 	 	 
120016	3	0	 	0	 	 	 
120016	4	 	 	0	 	 	 
120016	5	0	 	0	 	 	 
120017	1	.0199999995529652	1	0	 	 	 
120017	2	0	 	0	 	 	 
120017	3	0	 	0	 	 	 
120017	4	 	 	0	 	 	 
120017	5	0	 	0	 	 	 
120018	1	.0199999995529652	1	3	11	11	 
120018	2	0	 	0	 	 	 
120018	3	0	 	0	 	 	 
120018	4	 	 	0	 	 	 
120018	5	0	 	0	 	 	 
120019	1	.0199999995529652	1	0	 	 	 
120019	2	0	 	0	 	 	 
120019	3	0	 	0	 	 	 
120019	4	 	 	0	 	 	 
120019	5	0	 	0	 	 	 
120020	1	.140000000596046	1	12.75	5	5	2
120020	2	0	 	0	 	 	 
120020	3	0	 	0	 	 	 
120020	4	 	 	0	 	 	 
120020	5	0	 	0	 	 	 
120021	1	.0299999993294477	1	0	 	 	 
120021	2	0	 	0	 	 	 
120021	3	0	 	0	 	 	 
120021	4	 	 	0	 	 	 
120021	5	0	 	0	 	 	 
120022	1	.0199999995529652	1	5	5	11	 
120022	2	0	 	0	 	 	 
120022	3	0	 	0	 	 	 
120022	4	 	 	0	 	 	 
120022	5	0	 	0	 	 	 
120023	1	.0500000007450581	1	2	5	11	 
120023	2	0	 	0	 	 	 
120023	3	0	 	0	 	 	 
120023	4	 	 	0	 	 	 
120023	5	0	 	0	 	 	 
120024	1	.0199999995529652	1	.5	11	11	 
120024	2	0	 	0	 	 	 
120024	3	0	 	0	 	 	 
120024	4	 	 	0	 	 	 
120024	5	0	 	0	 	 	 
120025	1	.0199999995529652	1	5	5	11	 
120025	2	0	 	0	 	 	 
120025	3	0	 	0	 	 	 
120025	4	 	 	0	 	 	 
120025	5	0	 	0	 	 	 
120026	1	.0199999995529652	1	5	10	11	 
120026	2	0	 	0	 	 	 
120026	3	0	 	0	 	 	 
120026	4	 	 	0	 	 	 
120026	5	0	 	0	 	 	 
120027	1	.00999999977648258	1	2	5	11	 
120027	2	0	 	0	 	 	 
