CHILDCODE	EDCHSTR4	EDGRADER4	TYSCR4	SMESCHR4	PROVR4	SITER4	SCHNMER4
51048	8	8	3	1	2	5	102
51048	9	9	3	1	2	5	102
51048	10	10	3	0	2	5	148
51048	11	11	3	1	2	5	148
51048	12	12	3	1	2	5	148
51049	0	50	3	1	 	 	 
51049	1	1	3	1	 	 	 
51049	2	2	3	1	 	 	 
51049	3	3	3	1	 	 	 
51049	4	4	3	1	 	 	 
51049	5	5	3	1	 	 	 
51049	6	6	3	0	2	5	102
51049	7	7	3	1	2	5	102
51049	8	8	3	1	2	5	102
51049	9	9	3	1	2	5	102
51049	10	10	3	0	2	7	149
51049	11	11	3	1	2	7	149
51049	12	12	3	1	2	7	149
51050	0	0	 	 	 	 	 
51050	1	1	3	0	2	5	5
51050	2	2	3	1	2	5	5
51050	3	3	3	1	2	5	5
51050	4	4	3	1	2	5	5
51050	5	5	3	1	2	5	5
51050	6	6	3	0	2	5	102
51050	7	7	3	1	2	5	102
51050	8	8	3	1	2	5	102
51050	9	9	3	1	2	5	102
51050	10	10	3	0	2	7	149
51050	11	11	3	1	2	7	149
51050	12	12	3	1	2	7	149
51057	0	1	3	0	2	5	1
51057	1	2	3	1	2	5	1
51057	2	3	3	1	2	5	1
51057	3	4	3	1	2	5	1
51057	4	5	3	1	2	5	1
51057	5	6	3	0	2	5	105
51057	6	7	3	1	2	5	105
51057	7	8	3	1	2	5	105
51057	8	9	3	1	2	5	105
51057	9	0	 	 	 	 	 
51057	10	0	 	 	 	 	 
51057	11	0	 	 	 	 	 
51057	12	0	 	 	 	 	 
51070	0	1	3	0	2	5	593
51070	1	2	3	1	2	5	593
51070	2	3	3	1	2	5	593
51070	3	4	3	1	2	5	593
51070	4	5	3	1	2	5	593
51070	5	6	3	0	2	5	431
51070	6	7	3	1	2	5	431
51070	7	8	3	1	2	5	431
51070	8	9	3	1	2	5	431
51070	9	10	3	0	2	5	143
51070	10	11	3	1	2	5	143
51070	11	12	3	1	2	5	143
51070	12	29	3	0	98	98	305
61001	0	50	3	0	2	6	791
61001	1	1	3	0	2	6	4
61001	2	2	3	1	2	6	4
61001	3	3	3	1	2	6	4
61001	4	4	3	1	2	6	4
61001	5	5	3	1	2	6	4
61001	6	6	3	0	2	6	104
61001	7	7	3	1	2	6	104
61001	8	8	3	1	2	6	104
61001	9	9	3	1	2	6	104
61001	10	10	3	0	2	6	142
61001	11	11	3	1	2	6	142
61001	12	0	 	 	 	 	 
61003	0	50	3	1	 	 	 
61003	1	1	3	0	2	6	791
61003	2	2	3	1	2	6	791
61003	3	3	3	1	2	6	791
61003	4	4	3	1	2	6	791
61003	5	5	3	1	2	6	791
61003	6	6	3	0	2	6	4
61003	7	7	3	1	2	6	4
61003	8	8	3	1	2	6	4
61003	9	9	3	1	2	6	4
61003	10	0	 	 	 	 	 
61003	11	0	 	 	 	 	 
61003	12	0	 	 	 	 	 
61004	0	50	3	0	2	6	791
61004	1	1	3	0	2	6	4
61004	2	2	3	1	2	6	4
61004	3	3	3	1	2	6	4
61004	4	4	3	1	2	6	4
61004	5	5	3	1	2	6	4
61004	6	6	3	0	2	6	104
61004	7	7	3	1	2	6	104
61004	8	8	3	1	2	6	104
61004	9	9	3	1	2	6	104
61004	10	0	 	 	 	 	 
61004	11	0	 	 	 	 	 
61004	12	0	 	 	 	 	 
61006	0	50	3	1	 	 	 
61006	1	50	3	1	 	 	 
61006	2	1	3	0	2	6	4
61006	3	2	3	1	2	6	4
61006	4	3	3	1	2	6	4
61006	5	4	3	1	2	6	4
61006	6	5	3	1	2	6	4
61006	7	6	3	0	2	6	104
61006	8	7	3	1	2	6	104
61006	9	8	3	1	2	6	104
61006	10	9	3	1	2	6	104
61006	11	10	3	0	2	6	142
61006	12	11	3	1	2	6	142
61009	0	50	3	0	2	98	791
61009	1	1	3	0	2	6	4
61009	2	2	3	1	2	6	4
61009	3	3	3	1	2	6	4
61009	4	4	3	1	2	6	4
61009	5	5	3	1	2	6	4
61009	6	6	3	0	2	6	431
61009	7	7	3	1	2	6	431
61009	8	8	3	1	2	6	431
61009	9	9	3	1	2	6	431
61009	10	10	3	0	2	6	142
61009	11	11	3	1	2	6	142
61009	12	12	3	1	2	6	142
61011	0	50	3	0	2	6	789
61011	1	1	3	0	2	6	4
61011	2	2	3	1	2	6	4
61011	3	3	3	1	2	6	4
61011	4	4	3	1	2	6	4
61011	5	5	3	1	2	6	4
61011	6	0	 	 	 	 	 
61011	7	0	 	 	 	 	 
61011	8	0	 	 	 	 	 
61011	9	0	 	 	 	 	 
61011	10	0	 	 	 	 	 
61011	11	0	 	 	 	 	 
61011	12	0	 	 	 	 	 
61012	0	50	3	0	2	6	791
61012	1	1	3	0	2	6	4
61012	2	2	3	1	2	6	4
61012	3	3	3	1	2	6	4
61012	4	4	3	1	2	6	4
61012	5	5	3	1	2	6	4
61012	6	6	3	0	2	6	104
61012	7	7	3	1	2	6	104
61012	8	8	3	1	2	6	104
61012	9	9	3	1	2	6	104
61012	10	10	3	0	2	6	142
61012	11	11	3	1	2	6	142
61012	12	12	3	1	2	6	142
61013	0	50	3	0	2	6	791
61013	1	1	3	0	2	6	4
61013	2	2	3	1	2	6	4
61013	3	3	3	1	2	6	4
61013	4	4	3	1	2	6	4
61013	5	5	3	1	2	6	4
61013	6	6	3	0	2	6	104
61013	7	7	3	1	2	6	104
61013	8	8	3	1	2	6	104
61013	9	0	 	 	 	 	 
61013	10	0	 	 	 	 	 
61013	11	0	 	 	 	 	 
61013	12	0	 	 	 	 	 
61014	0	50	3	1	 	 	 
61014	1	1	3	0	2	6	4
61014	2	2	3	1	2	6	4
61014	3	3	3	1	2	6	4
61014	4	4	3	1	2	6	4
61014	5	5	3	1	2	6	4
61014	6	6	3	0	2	6	104
61014	7	7	3	1	2	6	104
61014	8	8	3	1	2	6	104
61014	9	9	3	1	2	6	104
61014	10	0	 	 	 	 	 
61014	11	0	 	 	 	 	 
61014	12	0	 	 	 	 	 
61015	0	1	3	0	2	6	4
61015	1	2	3	1	2	6	4
61015	2	3	3	1	2	6	4
61015	3	4	3	1	2	6	4
61015	4	5	3	1	2	6	4
61015	5	6	3	0	2	6	104
61015	6	7	3	1	2	6	104
61015	7	8	3	1	2	6	104
61015	8	9	3	1	2	6	104
61015	9	0	 	 	 	 	 
61015	10	0	 	 	 	 	 
61015	11	0	 	 	 	 	 
61015	12	0	 	 	 	 	 
61017	0	50	3	0	2	6	791
61017	1	1	3	0	2	6	4
61017	2	2	3	1	2	6	4
61017	3	3	3	1	2	6	4
61017	4	4	3	1	2	6	4
61017	5	5	3	1	2	6	4
61017	6	6	3	0	2	6	104
61017	7	7	3	1	2	6	104
61017	8	8	3	1	2	6	104
61017	9	9	3	1	2	6	104
61017	10	10	3	0	2	6	142
61017	11	11	3	1	2	6	142
61017	12	12	3	1	2	6	142
61018	0	50	3	1	 	 	 
61018	1	1	3	0	2	6	4
61018	2	2	3	1	2	6	4
61018	3	0	 	 	 	 	 
61018	4	0	 	 	 	 	 
61018	5	0	 	 	 	 	 
61018	6	0	 	 	 	 	 
61018	7	0	 	 	 	 	 
61018	8	0	 	 	 	 	 
61018	9	0	 	 	 	 	 
61018	10	0	 	 	 	 	 
61018	11	0	 	 	 	 	 
61018	12	0	 	 	 	 	 
61019	0	2	3	1	 	 	 
61019	1	3	3	1	 	 	 
61019	2	4	3	1	 	 	 
61019	3	4	3	1	 	 	 
61019	4	6	3	0	2	6	104
61019	5	7	3	1	2	6	104
61019	6	8	3	1	2	6	104
61019	7	9	3	1	2	6	104
61019	8	10	3	0	2	98	142
61019	9	11	3	1	2	98	142
61019	10	12	3	1	2	98	142
61019	11	29	3	0	98	98	297
61019	12	30	3	1	98	98	297
61020	0	2	3	1	 	 	 
61020	1	3	3	1	 	 	 
61020	2	4	3	1	 	 	 
61020	3	5	3	1	 	 	 
61020	4	6	3	0	2	6	427
61020	5	0	 	 	 	 	 
61020	6	0	 	 	 	 	 
61020	7	0	 	 	 	 	 
61020	8	0	 	 	 	 	 
61020	9	0	 	 	 	 	 
61020	10	0	 	 	 	 	 
61020	11	0	 	 	 	 	 
61020	12	0	 	 	 	 	 
61021	0	2	3	1	 	 	 
61021	1	3	3	1	 	 	 
61021	2	4	3	1	 	 	 
61021	3	5	3	1	 	 	 
61021	4	6	3	0	2	6	104
61021	5	7	3	1	2	6	104
61021	6	8	3	1	2	6	104
61021	7	9	3	1	2	6	104
61021	8	10	3	0	2	98	142
61021	9	11	3	1	2	98	142
61021	10	12	3	1	2	98	142
61021	11	24	7	0	98	98	290
61021	12	25	7	1	98	98	290
61023	0	50	3	1	 	 	 
61023	1	1	3	0	2	6	4
61023	2	2	3	1	2	6	4
61023	3	3	3	1	2	6	4
61023	4	4	3	1	2	6	4
61023	5	5	3	1	2	6	4
61023	6	6	3	0	2	6	104
61023	7	7	3	1	2	6	104
61023	8	8	3	1	2	6	104
61023	9	0	 	 	 	 	 
61023	10	0	 	 	 	 	 
61023	11	0	 	 	 	 	 
61023	12	0	 	 	 	 	 
61024	0	50	3	0	2	6	791
61024	1	50	3	1	2	6	791
61024	2	1	3	0	2	6	4
61024	3	2	3	1	2	6	4
61024	4	3	3	1	2	6	4
61024	5	4	3	1	2	6	4
61024	6	5	3	1	2	6	4
61024	7	6	3	0	2	6	104
61024	8	0	 	 	 	 	 
61024	9	0	 	 	 	 	 
61024	10	0	 	 	 	 	 
61024	11	0	 	 	 	 	 
61024	12	0	 	 	 	 	 
61026	0	50	3	1	 	 	 
61026	1	50	3	1	 	 	 
61026	2	1	3	0	2	6	791
61026	3	2	3	1	2	6	791
61026	4	3	3	1	2	6	791
61026	5	4	3	1	2	6	791
61026	6	5	3	1	2	6	791
61026	7	6	3	0	2	6	4
61026	8	8	3	1	2	6	4
61026	9	9	3	1	2	6	4
61026	10	0	 	 	 	 	 
61026	11	0	 	 	 	 	 
61026	12	0	 	 	 	 	 
61028	0	0	 	 	 	 	 
61028	1	1	3	0	2	6	4
61028	2	2	3	1	2	6	4
61028	3	3	3	1	2	6	4
61028	4	4	3	1	2	6	4
61028	5	5	3	1	2	6	4
61028	6	6	3	0	2	6	96
61028	7	7	3	1	2	6	96
61028	8	8	3	1	2	6	96
61028	9	0	 	 	 	 	 
61028	10	0	 	 	 	 	 
61028	11	0	 	 	 	 	 
61028	12	0	 	 	 	 	 
61029	0	1	3	0	2	6	4
61029	1	2	3	1	2	6	4
61029	2	3	3	1	2	6	4
61029	3	4	3	1	2	6	4
61029	4	5	3	1	2	6	4
61029	5	6	3	0	2	6	427
61029	6	7	3	1	2	6	427
61029	7	8	3	1	2	6	427
61029	8	9	3	1	2	6	427
61029	9	10	3	0	2	6	142
61029	10	11	3	1	2	6	142
61029	11	12	3	1	2	6	142
61029	12	21	3	0	98	98	300
61030	0	1	3	0	2	6	4
61030	1	2	3	1	2	6	4
61030	2	3	3	1	2	6	4
61030	3	4	3	1	2	6	4
61030	4	5	3	1	2	6	4
61030	5	6	3	0	2	6	104
61030	6	7	3	1	2	6	104
61030	7	8	3	1	2	6	104
61030	8	9	3	1	2	6	104
61030	9	10	3	0	2	6	142
61030	10	11	3	1	2	6	142
61030	11	12	3	1	2	6	142
61030	12	29	3	0	98	98	312
61031	0	0	 	 	 	 	 
61031	1	1	3	0	2	6	4
61031	2	2	3	1	2	6	4
61031	3	3	3	1	2	6	4
61031	4	4	3	1	2	6	4
61031	5	5	3	1	2	6	4
61031	6	6	3	0	2	6	427
61031	7	7	3	1	2	6	427
61031	8	8	3	1	2	6	427
61031	9	9	3	1	2	6	427
61031	10	10	3	0	2	6	142
61031	11	11	3	1	2	6	142
61031	12	12	3	1	2	6	142
61032	0	1	3	0	2	6	4
61032	1	2	3	1	2	6	4
61032	2	3	3	1	2	6	4
61032	3	4	3	1	2	6	4
61032	4	5	3	1	2	6	4
61032	5	6	3	0	2	6	104
61032	6	7	3	1	2	6	104
61032	7	8	3	1	2	6	104
61032	8	9	3	1	2	6	104
61032	9	10	3	0	2	6	142
61032	10	11	3	1	2	6	142
61032	11	12	3	1	2	6	142
61032	12	24	3	0	2	98	204
61033	0	0	 	 	 	 	 
61033	1	1	3	0	2	6	4
61033	2	2	3	1	2	6	4
61033	3	3	3	1	2	6	4
61033	4	4	3	1	2	6	4
61033	5	5	3	1	2	6	4
61033	6	6	3	0	2	6	104
61033	7	7	3	1	2	6	104
61033	8	8	3	1	2	6	104
61033	9	0	 	 	 	 	 
61033	10	0	 	 	 	 	 
61033	11	0	 	 	 	 	 
61033	12	0	 	 	 	 	 
61034	0	1	3	0	2	6	4
61034	1	2	3	1	2	6	4
61034	2	3	3	1	2	6	4
61034	3	4	3	1	2	6	4
61034	4	5	3	1	2	6	4
61034	5	6	3	0	2	6	104
61034	6	7	3	1	2	6	104
61034	7	8	3	1	2	6	104
61034	8	9	3	1	2	6	104
61034	9	10	3	0	2	6	142
61034	10	0	 	 	 	 	 
61034	11	0	 	 	 	 	 
61034	12	11	3	1	 	 	 
61035	0	1	3	0	2	6	4
61035	1	2	3	1	2	6	4
61035	2	3	3	1	2	6	4
61035	3	4	3	1	2	6	4
61035	4	5	3	1	2	6	4
61035	5	6	3	0	2	6	431
61035	6	7	3	1	2	6	431
61035	7	8	3	1	2	6	431
61035	8	9	3	1	2	6	431
61035	9	10	3	0	2	6	142
61035	10	11	3	1	2	6	142
61035	11	12	3	1	2	6	142
61035	12	29	3	0	98	98	326
61036	0	50	3	0	2	6	791
61036	1	1	3	0	2	6	4
61036	2	2	3	1	2	6	4
61036	3	3	3	1	2	6	4
61036	4	4	3	1	2	6	4
61036	5	5	3	1	2	6	4
61036	6	6	3	0	2	6	104
61036	7	7	3	1	2	6	104
61036	8	8	3	1	2	6	104
61036	9	9	3	1	2	6	104
61036	10	10	3	0	2	6	142
61036	11	0	 	 	 	 	 
61036	12	13	1	0	98	98	352
61037	0	50	3	1	 	 	 
61037	1	1	3	0	2	6	791
61037	2	2	3	1	2	6	791
61037	3	3	3	1	2	6	791
61037	4	4	3	1	2	6	791
61037	5	5	3	0	2	5	601
61037	6	6	3	1	2	5	601
61037	7	7	3	1	2	5	601
61037	8	8	3	1	2	5	601
61037	9	9	3	1	2	5	601
61037	10	10	3	0	2	6	105
61037	11	11	3	1	2	6	105
61037	12	12	3	1	2	6	105
61038	0	0	 	 	 	 	 
61038	1	1	3	0	2	6	3
61038	2	2	3	1	2	6	3
61038	3	3	3	1	2	6	3
61038	4	4	3	1	2	6	3
61038	5	5	3	1	2	6	3
61038	6	6	3	0	2	6	96
61038	7	7	3	1	2	6	96
61038	8	8	3	1	2	6	96
61038	9	9	3	1	2	6	96
61038	10	10	3	0	2	6	147
61038	11	11	3	1	2	6	147
61038	12	12	3	1	2	6	147
61039	0	1	3	0	2	6	3
61039	1	2	3	1	2	6	3
61039	2	3	3	1	2	6	3
61039	3	4	3	1	2	6	3
61039	4	5	3	1	2	6	3
61039	5	6	3	0	2	6	96
61039	6	7	3	1	2	6	96
61039	7	8	3	1	2	6	96
61039	8	9	3	1	2	6	96
61039	9	10	3	0	2	6	147
61039	10	11	3	1	2	6	147
61039	11	12	3	1	2	6	147
61039	12	14	3	0	2	98	205
61040	0	1	3	0	2	6	3
61040	1	2	3	1	2	6	3
61040	2	3	3	1	2	6	3
61040	3	4	3	1	2	6	3
61040	4	5	3	1	2	6	3
61040	5	6	3	0	2	6	96
61040	6	7	3	1	2	6	96
61040	7	8	3	1	2	6	96
61040	8	9	3	1	2	6	96
61040	9	10	3	0	2	6	147
61040	10	11	3	1	2	6	147
61040	11	12	3	1	2	6	147
61040	12	24	3	0	98	98	329
61042	0	50	3	0	2	6	798
61042	1	1	3	0	2	6	3
61042	2	2	3	1	2	6	3
61042	3	3	3	1	2	6	3
61042	4	4	3	1	2	6	3
61042	5	5	3	1	2	6	3
61042	6	6	3	0	2	6	96
61042	7	7	3	1	2	6	96
61042	8	8	3	1	2	6	96
61042	9	9	3	1	2	6	96
61042	10	10	3	0	2	6	147
61042	11	11	3	1	2	6	147
61042	12	12	3	1	2	6	147
61043	0	1	3	0	2	6	3
61043	1	2	3	1	2	6	3
61043	2	3	3	1	2	6	3
61043	3	4	3	1	2	6	3
61043	4	5	3	1	2	6	3
61043	5	0	 	 	 	 	 
61043	6	0	 	 	 	 	 
61043	7	0	 	 	 	 	 
61043	8	0	 	 	 	 	 
61043	9	0	 	 	 	 	 
61043	10	0	 	 	 	 	 
61043	11	0	 	 	 	 	 
61043	12	0	 	 	 	 	 
61044	0	1	3	0	2	6	3
61044	1	2	3	1	2	6	3
61044	2	3	3	1	2	6	3
61044	3	4	3	1	2	6	3
61044	4	5	3	1	2	6	3
61044	5	6	3	0	2	6	96
61044	6	7	3	1	2	6	96
61044	7	8	3	1	2	6	96
61044	8	9	3	1	2	6	96
61044	9	10	3	0	2	98	369
61044	10	11	3	1	2	98	369
61044	11	12	3	1	2	98	369
61044	12	29	3	0	98	98	297
61046	0	0	 	 	 	 	 
61046	1	1	3	0	2	6	3
61046	2	2	3	1	2	6	3
61046	3	3	3	1	2	6	3
61046	4	4	3	1	2	6	3
61046	5	5	3	1	2	6	3
61046	6	6	3	0	2	6	96
61046	7	7	3	1	2	6	96
61046	8	8	3	1	2	6	96
61046	9	9	3	1	2	6	96
61046	10	0	 	 	 	 	 
61046	11	0	 	 	 	 	 
61046	12	0	 	 	 	 	 
61047	0	1	3	0	2	6	3
61047	1	2	3	1	2	6	3
61047	2	3	3	1	2	6	3
61047	3	4	3	1	2	6	3
61047	4	5	3	1	2	6	3
61047	5	6	3	0	2	6	96
61047	6	7	3	1	2	6	96
61047	7	8	3	1	2	6	96
61047	8	9	3	1	2	6	96
61047	9	10	3	0	2	6	147
61047	10	11	3	1	2	6	147
61047	11	12	3	1	2	6	147
61047	12	29	1	0	98	98	295
61048	0	50	3	0	2	6	798
61048	1	1	3	0	2	6	3
61048	2	2	3	1	2	6	3
61048	3	3	3	1	2	6	3
61048	4	4	3	1	2	6	3
61048	5	5	3	1	2	6	3
61048	6	6	3	0	2	6	96
61048	7	7	3	1	2	6	96
61048	8	8	3	1	2	6	96
61048	9	9	3	1	2	6	96
61048	10	10	3	0	2	6	147
61048	11	11	3	1	2	6	147
61048	12	11	3	1	2	6	147
61049	0	50	3	1	 	 	 
61049	1	1	3	77	2	6	3
61049	2	2	3	1	2	6	3
61049	3	3	3	1	2	6	3
61049	4	4	3	1	2	6	3
61049	5	5	3	1	2	6	3
61049	6	6	3	0	2	6	96
61049	7	7	3	1	2	6	96
61049	8	8	3	1	2	6	96
61049	9	9	3	1	2	6	96
61049	10	0	 	 	 	 	 
61049	11	0	 	 	 	 	 
61049	12	0	 	 	 	 	 
61050	0	50	3	0	2	6	799
61050	1	1	3	0	2	6	3
61050	2	2	3	1	2	6	3
61050	3	3	3	1	2	6	3
61050	4	4	3	1	2	6	3
61050	5	5	3	1	2	6	3
61050	6	6	3	0	2	6	96
61050	7	7	3	1	2	6	96
61050	8	8	3	1	2	6	96
61050	9	0	 	 	 	 	 
61050	10	0	 	 	 	 	 
61050	11	0	 	 	 	 	 
61050	12	0	 	 	 	 	 
61052	0	1	3	0	2	6	4
61052	1	2	3	1	2	6	4
61052	2	3	3	1	2	6	4
61052	3	4	3	1	2	6	4
61052	4	5	3	1	2	6	4
61052	5	6	3	0	2	6	104
61052	6	0	 	 	 	 	 
61052	7	0	 	 	 	 	 
61052	8	0	 	 	 	 	 
61052	9	0	 	 	 	 	 
61052	10	0	 	 	 	 	 
61052	11	0	 	 	 	 	 
61052	12	0	 	 	 	 	 
61055	0	1	3	0	2	6	4
61055	1	2	3	1	2	6	4
61055	2	3	3	1	2	6	4
61055	3	4	3	1	2	6	4
61055	4	5	3	1	2	6	4
61055	5	6	3	0	2	6	104
61055	6	7	3	1	2	6	104
61055	7	8	3	1	2	6	104
61055	8	9	3	1	2	6	104
61055	9	10	3	0	2	6	142
61055	10	11	3	1	2	6	142
61055	11	12	3	1	2	6	142
61055	12	17	3	0	2	98	206
61056	0	50	3	1	 	 	 
61056	1	1	3	0	2	6	791
61056	2	2	3	1	2	6	791
61056	3	3	3	1	2	6	791
61056	4	4	3	1	2	6	791
61056	5	5	3	1	2	6	791
61056	6	6	3	0	2	6	4
61056	7	7	3	1	2	6	4
61056	8	8	3	1	2	6	4
61056	9	9	3	1	2	6	4
61056	10	0	 	 	 	 	 
61056	11	0	 	 	 	 	 
61056	12	0	 	 	 	 	 
61057	0	50	3	0	2	6	791
61057	1	50	3	1	2	6	791
61057	2	1	3	0	2	6	4
61057	3	2	3	1	2	6	4
61057	4	3	3	1	2	6	4
61057	5	4	3	1	2	6	4
61057	6	5	3	1	2	6	4
61057	7	6	3	0	2	6	104
61057	8	7	3	1	2	6	104
61057	9	8	3	1	2	6	104
61057	10	9	3	1	2	6	104
61057	11	10	3	0	2	98	142
61057	12	11	3	1	2	98	142
61076	0	1	3	0	2	6	4
61076	1	2	3	1	2	6	4
61076	2	3	3	1	2	6	4
61076	3	4	3	1	2	6	4
61076	4	5	3	1	2	6	4
61076	5	6	3	0	2	6	427
61076	6	7	3	1	2	6	427
61076	7	8	3	1	2	6	427
61076	8	9	3	1	2	6	427
61076	9	0	 	 	 	 	 
61076	10	0	 	 	 	 	 
61076	11	0	 	 	 	 	 
61076	12	0	 	 	 	 	 
61079	0	50	3	0	2	6	791
61079	1	1	3	0	2	6	4
61079	2	2	3	1	2	6	4
61079	3	3	3	1	2	6	4
61079	4	4	3	1	2	6	4
61079	5	5	3	1	2	6	4
61079	6	6	3	0	2	6	104
61079	7	7	3	1	2	6	104
61079	8	8	3	1	2	6	104
61079	9	9	3	1	2	6	104
61079	10	0	 	 	 	 	 
61079	11	0	 	 	 	 	 
61079	12	0	 	 	 	 	 
61104	0	1	3	0	2	6	3
61104	1	2	3	1	2	6	3
61104	2	3	3	1	2	6	3
61104	3	4	3	1	2	6	3
61104	4	5	3	1	2	6	3
61104	5	6	3	0	2	6	96
61104	6	7	3	1	2	6	96
61104	7	8	3	1	2	6	96
61104	8	9	3	1	2	6	96
61104	9	10	3	0	2	6	147
61104	10	11	3	1	2	6	147
61104	11	0	 	 	 	 	 
61104	12	0	 	 	 	 	 
71001	0	1	3	0	2	7	6
71001	1	2	3	1	2	7	6
71001	2	3	3	1	2	7	6
71001	3	4	3	1	2	7	6
71001	4	5	3	1	2	7	6
71001	5	6	3	0	2	7	97
71001	6	7	3	1	2	7	97
71001	7	8	3	1	2	7	97
71001	8	9	3	1	2	7	97
71001	9	0	 	 	 	 	 
71001	10	0	 	 	 	 	 
71001	11	0	 	 	 	 	 
71001	12	0	 	 	 	 	 
71002	0	50	3	0	2	7	824
71002	1	1	3	1	2	7	824
71002	2	2	3	1	2	7	824
71002	3	3	3	1	2	7	824
71002	4	4	3	1	2	7	824
71002	5	5	3	1	2	7	824
71002	6	6	3	0	2	7	97
71002	7	7	3	1	2	7	97
71002	8	8	3	1	2	7	97
71002	9	9	3	1	2	7	97
71002	10	0	 	 	 	 	 
71002	11	0	 	 	 	 	 
71002	12	0	 	 	 	 	 
71003	0	1	3	0	2	7	6
71003	1	2	3	1	2	7	6
71003	2	3	3	1	2	7	6
71003	3	4	3	1	2	7	6
71003	4	5	3	1	2	7	6
71003	5	0	 	 	 	 	 
71003	6	6	3	0	2	7	97
71003	7	7	3	1	2	7	97
71003	8	8	3	1	2	7	97
71003	9	9	3	1	2	7	97
71003	10	0	 	 	 	 	 
71003	11	0	 	 	 	 	 
71003	12	0	 	 	 	 	 
71004	0	0	 	 	 	 	 
71004	1	1	3	0	2	7	6
71004	2	2	3	1	2	7	6
71004	3	3	3	1	2	7	6
71004	4	4	3	1	2	7	6
71004	5	5	3	1	2	7	6
71004	6	6	3	0	2	7	97
71004	7	7	3	1	2	7	97
71004	8	8	3	1	2	7	97
71004	9	9	3	0	2	98	441
71004	10	10	3	0	2	98	371
71004	11	11	3	1	2	98	371
71004	12	12	3	1	2	98	371
71005	0	50	3	0	2	7	824
71005	1	1	3	0	2	7	6
71005	2	2	3	1	2	7	6
71005	3	3	3	1	2	7	6
71005	4	4	3	1	2	7	6
71005	5	5	3	1	2	7	6
71005	6	6	3	0	2	7	97
71005	7	7	3	1	2	7	97
71005	8	8	3	1	2	7	97
71005	9	9	3	1	2	7	97
71005	10	10	3	0	2	7	149
71005	11	11	3	1	2	7	149
71005	12	12	3	1	2	7	149
71006	0	50	3	0	2	7	824
71006	1	1	3	0	2	7	6
71006	2	2	3	1	2	7	6
71006	3	3	3	1	2	7	6
71006	4	4	3	1	2	7	6
71006	5	5	3	1	2	7	6
71006	6	6	3	0	2	7	97
71006	7	7	3	1	2	7	97
71006	8	8	3	1	2	7	97
71006	9	9	3	1	2	7	97
71006	10	10	3	0	2	7	149
71006	11	11	3	1	2	7	149
71006	12	12	3	1	2	7	149
71007	0	1	3	0	2	7	6
71007	1	2	3	1	2	7	6
71007	2	3	3	1	2	7	6
71007	3	4	3	1	2	7	6
71007	4	5	3	1	2	7	6
71007	5	6	3	0	2	7	97
71007	6	7	3	1	2	7	97
71007	7	8	3	1	2	7	97
71007	8	9	3	1	2	7	97
71007	9	10	1	0	98	98	404
71007	10	11	1	1	98	98	404
71007	11	12	1	1	98	98	404
71007	12	29	3	0	98	98	294
71008	0	50	3	1	 	 	 
71008	1	1	3	0	2	7	824
71008	2	2	3	1	2	7	824
71008	3	3	3	1	2	7	824
71008	4	4	3	1	2	7	824
71008	5	5	3	1	2	7	824
71008	6	6	3	0	2	7	6
71008	7	7	3	1	2	7	6
71008	8	8	3	1	2	7	6
71008	9	9	3	1	2	7	6
71008	10	0	 	 	 	 	 
71008	11	0	 	 	 	 	 
71008	12	0	 	 	 	 	 
71009	0	1	3	0	2	7	824
71009	1	2	3	1	2	7	824
71009	2	3	3	1	2	7	824
71009	3	4	3	1	2	7	824
71009	4	4	3	1	2	7	824
71009	5	5	3	1	2	7	824
71009	6	6	3	0	2	7	6
71009	7	7	3	1	2	7	6
71009	8	8	3	1	2	7	6
71009	9	9	3	1	2	7	6
71009	10	10	3	0	2	7	97
71009	11	11	3	1	2	7	97
71009	12	12	3	1	2	7	97
71010	0	0	 	 	 	 	 
71010	1	1	3	0	2	7	6
71010	2	2	3	1	2	7	6
71010	3	3	3	1	2	7	6
71010	4	4	3	1	2	7	6
71010	5	5	3	0	2	7	97
71010	6	6	3	1	2	7	97
71010	7	7	3	1	2	7	97
71010	8	8	3	1	2	7	97
71010	9	9	3	1	2	7	97
71010	10	10	3	0	2	7	372
71010	11	11	3	1	2	7	372
71010	12	12	3	1	2	7	372
71011	0	50	3	0	2	7	824
71011	1	1	3	0	2	7	6
71011	2	2	3	1	2	7	6
71011	3	3	3	1	2	7	6
71011	4	4	3	1	2	7	6
71011	5	5	3	1	2	7	6
71011	6	6	3	0	2	7	97
71011	7	7	3	1	2	7	97
71011	8	8	3	1	2	7	97
71011	9	0	 	 	 	 	 
71011	10	0	 	 	 	 	 
71011	11	0	 	 	 	 	 
71011	12	0	 	 	 	 	 
71015	0	1	3	0	2	7	12
71015	1	2	3	1	2	7	12
71015	2	3	3	1	2	7	12
71015	3	4	3	1	2	7	12
71015	4	5	3	1	2	7	12
71015	5	6	3	0	2	7	100
71015	6	7	3	1	2	7	100
71015	7	8	3	1	2	7	100
71015	8	9	3	1	2	7	100
71015	9	10	3	0	2	98	373
71015	10	11	3	1	2	98	373
71015	11	12	3	1	2	98	373
71015	12	0	 	 	 	 	 
71019	0	1	3	0	2	7	811
71019	1	2	3	1	2	7	811
71019	2	3	3	1	2	7	811
71019	3	4	3	1	2	7	811
71019	4	5	3	1	2	7	811
71019	5	6	3	0	2	7	100
71019	6	7	3	1	2	7	100
71019	7	8	3	1	2	7	100
71019	8	9	3	1	2	7	100
