CHILDCODE	SCHCSTIDR4	FEESR4	PAYPRDR4	NUMPRDR4
91026	1	 	 	 
91026	2	 	 	 
91026	3	 	 	 
91026	4	 	 	 
91026	5	 	 	 
91026	6	 	 	 
91026	7	 	 	 
91026	8	 	 	 
91026	9	 	 	 
91026	10	 	 	 
91027	1	 	 	 
91027	2	 	 	 
91027	3	 	 	 
91027	4	 	 	 
91027	5	 	 	 
91027	6	 	 	 
91027	7	 	 	 
91027	8	 	 	 
91027	9	 	 	 
91027	10	 	 	 
91028	1	 	 	 
91028	2	 	 	 
91028	3	 	 	 
91028	4	 	 	 
91028	5	 	 	 
91028	6	 	 	 
91028	7	 	 	 
91028	8	 	 	 
91028	9	 	 	 
91028	10	 	 	 
91029	1	 	 	 
91029	2	 	 	 
91029	3	 	 	 
91029	4	 	 	 
91029	5	 	 	 
91029	6	 	 	 
91029	7	 	 	 
91029	8	 	 	 
91029	9	 	 	 
91029	10	 	 	 
91030	1	 	 	 
91030	2	 	 	 
91030	3	 	 	 
91030	4	 	 	 
91030	5	 	 	 
91030	6	 	 	 
91030	7	 	 	 
91030	8	 	 	 
91030	9	 	 	 
91030	10	 	 	 
91031	1	 	 	 
91031	2	 	 	 
91031	3	 	 	 
91031	4	 	 	 
91031	5	 	 	 
91031	6	 	 	 
91031	7	 	 	 
91031	8	 	 	 
91031	9	 	 	 
91031	10	 	 	 
91032	1	 	 	 
91032	2	 	 	 
91032	3	 	 	 
91032	4	 	 	 
91032	5	 	 	 
91032	6	 	 	 
91032	7	 	 	 
91032	8	 	 	 
91032	9	 	 	 
91032	10	 	 	 
91033	1	 	 	 
91033	2	 	 	 
91033	3	 	 	 
91033	4	 	 	 
91033	5	 	 	 
91033	6	 	 	 
91033	7	 	 	 
91033	8	 	 	 
91033	9	 	 	 
91033	10	 	 	 
91036	1	 	 	 
91036	2	 	 	 
91036	3	 	 	 
91036	4	 	 	 
91036	5	 	 	 
91036	6	 	 	 
91036	7	 	 	 
91036	8	 	 	 
91036	9	 	 	 
91036	10	 	 	 
91037	1	0	 	 
91037	2	0	 	 
91037	3	0	 	 
91037	4	 	 	 
91037	5	0	 	 
91037	6	0	 	 
91037	7	0	 	 
91037	8	0	 	 
91037	9	0	 	 
91037	10	 	 	 
91039	1	 	 	 
91039	2	 	 	 
91039	3	 	 	 
91039	4	 	 	 
91039	5	 	 	 
91039	6	 	 	 
91039	7	 	 	 
91039	8	 	 	 
91039	9	 	 	 
91039	10	 	 	 
91041	1	 	 	 
91041	2	 	 	 
91041	3	 	 	 
91041	4	 	 	 
91041	5	 	 	 
91041	6	 	 	 
91041	7	 	 	 
91041	8	 	 	 
91041	9	 	 	 
91041	10	 	 	 
91042	1	 	 	 
91042	2	 	 	 
91042	3	 	 	 
91042	4	 	 	 
91042	5	 	 	 
91042	6	 	 	 
91042	7	 	 	 
91042	8	 	 	 
91042	9	 	 	 
91042	10	 	 	 
91045	1	 	 	 
91045	2	 	 	 
91045	3	 	 	 
91045	4	 	 	 
91045	5	 	 	 
91045	6	 	 	 
91045	7	 	 	 
91045	8	 	 	 
91045	9	 	 	 
91045	10	 	 	 
91046	1	 	 	 
91046	2	 	 	 
91046	3	 	 	 
91046	4	 	 	 
91046	5	 	 	 
91046	6	 	 	 
91046	7	 	 	 
91046	8	 	 	 
91046	9	 	 	 
91046	10	 	 	 
91047	1	 	 	 
91047	2	 	 	 
91047	3	 	 	 
91047	4	 	 	 
91047	5	 	 	 
91047	6	 	 	 
91047	7	 	 	 
91047	8	 	 	 
91047	9	 	 	 
91047	10	 	 	 
91048	1	1000	5	1
91048	2	9000	3	2
91048	3	1000	3	1
91048	4	 	 	 
91048	5	0	 	 
91048	6	500	2	9
91048	7	400	2	9
91048	8	0	 	 
91048	9	800	3	1
91048	10	 	 	 
91049	1	 	 	 
91049	2	 	 	 
91049	3	 	 	 
91049	4	 	 	 
91049	5	 	 	 
91049	6	 	 	 
91049	7	 	 	 
91049	8	 	 	 
91049	9	 	 	 
91049	10	 	 	 
91050	1	 	 	 
91050	2	 	 	 
91050	3	 	 	 
91050	4	 	 	 
91050	5	 	 	 
91050	6	 	 	 
91050	7	 	 	 
91050	8	 	 	 
91050	9	 	 	 
91050	10	 	 	 
91052	1	 	 	 
91052	2	 	 	 
91052	3	 	 	 
91052	4	 	 	 
91052	5	 	 	 
91052	6	 	 	 
91052	7	 	 	 
91052	8	 	 	 
91052	9	 	 	 
91052	10	 	 	 
91056	1	 	 	 
91056	2	 	 	 
91056	3	 	 	 
91056	4	 	 	 
91056	5	 	 	 
91056	6	 	 	 
91056	7	 	 	 
91056	8	 	 	 
91056	9	 	 	 
91056	10	 	 	 
91061	1	 	 	 
91061	2	 	 	 
91061	3	 	 	 
91061	4	 	 	 
91061	5	 	 	 
91061	6	 	 	 
91061	7	 	 	 
91061	8	 	 	 
91061	9	 	 	 
91061	10	 	 	 
91062	1	 	 	 
91062	2	 	 	 
91062	3	 	 	 
91062	4	 	 	 
91062	5	 	 	 
91062	6	 	 	 
91062	7	 	 	 
91062	8	 	 	 
91062	9	 	 	 
91062	10	 	 	 
91064	1	 	 	 
91064	2	 	 	 
91064	3	 	 	 
91064	4	 	 	 
91064	5	 	 	 
91064	6	 	 	 
91064	7	 	 	 
91064	8	 	 	 
91064	9	 	 	 
91064	10	 	 	 
91070	1	 	 	 
91070	2	 	 	 
91070	3	 	 	 
91070	4	 	 	 
91070	5	 	 	 
91070	6	 	 	 
91070	7	 	 	 
91070	8	 	 	 
91070	9	 	 	 
91070	10	 	 	 
91071	1	 	 	 
91071	2	 	 	 
91071	3	 	 	 
91071	4	 	 	 
91071	5	 	 	 
91071	6	 	 	 
91071	7	 	 	 
91071	8	 	 	 
91071	9	 	 	 
91071	10	 	 	 
101001	1	 	 	 
101001	2	 	 	 
101001	3	 	 	 
101001	4	 	 	 
101001	5	 	 	 
101001	6	 	 	 
101001	7	 	 	 
101001	8	 	 	 
101001	9	 	 	 
101001	10	 	 	 
101004	1	 	 	 
101004	2	 	 	 
101004	3	 	 	 
101004	4	 	 	 
101004	5	 	 	 
101004	6	 	 	 
101004	7	 	 	 
101004	8	 	 	 
101004	9	 	 	 
101004	10	 	 	 
101005	1	0	 	 
101005	2	130	5	1
101005	3	0	 	 
101005	4	 	 	 
101005	5	0	 	 
101005	6	2200	2	1
101005	7	0	 	 
101005	8	7000	5	1
101005	9	400	3	1
101005	10	 	 	 
101010	1	 	 	 
101010	2	 	 	 
101010	3	 	 	 
101010	4	 	 	 
101010	5	 	 	 
101010	6	 	 	 
101010	7	 	 	 
101010	8	 	 	 
101010	9	 	 	 
101010	10	 	 	 
101011	1	200	3	1
101011	2	0	 	 
101011	3	300	3	1
101011	4	 	 	 
101011	5	0	 	 
101011	6	800	2	10
101011	7	80	2	10
101011	8	0	 	 
101011	9	100	2	10
101011	10	 	 	 
101013	1	460	5	1
101013	2	0	 	 
101013	3	2000	4	4
101013	4	 	 	 
101013	5	0	 	 
101013	6	0	 	 
101013	7	0	 	 
101013	8	0	 	 
101013	9	1000	3	5
101013	10	 	 	 
101014	1	 	 	 
101014	2	 	 	 
101014	3	 	 	 
101014	4	 	 	 
101014	5	 	 	 
101014	6	 	 	 
101014	7	 	 	 
101014	8	 	 	 
101014	9	 	 	 
101014	10	 	 	 
101015	1	0	 	 
101015	2	5000	4	2
101015	3	0	 	 
101015	4	 	 	 
101015	5	0	 	 
101015	6	1500	3	12
101015	7	1000	4	12
101015	8	0	 	 
101015	9	3000	3	10
101015	10	 	 	 
101016	1	200	5	1
101016	2	4800	3	1
101016	3	0	 	 
101016	4	 	 	 
101016	5	0	 	 
101016	6	700	2	9
101016	7	1800	3	1
101016	8	0	 	 
101016	9	1000	3	1
101016	10	 	 	 
101017	1	0	 	 
101017	2	0	 	 
101017	3	380	3	1
101017	4	 	 	 
101017	5	0	 	 
101017	6	1500	2	1
101017	7	1200	3	2
101017	8	0	 	 
101017	9	500	3	3
101017	10	 	 	 
101018	1	0	 	 
101018	2	0	 	 
101018	3	0	 	 
101018	4	 	 	 
101018	5	0	 	 
101018	6	500	2	9
101018	7	320	2	8
101018	8	0	 	 
101018	9	300	4	2
101018	10	 	 	 
101019	1	 	 	 
101019	2	 	 	 
101019	3	 	 	 
101019	4	 	 	 
101019	5	 	 	 
101019	6	 	 	 
101019	7	 	 	 
101019	8	 	 	 
101019	9	 	 	 
101019	10	 	 	 
101020	1	 	 	 
101020	2	 	 	 
101020	3	 	 	 
101020	4	 	 	 
101020	5	 	 	 
101020	6	 	 	 
101020	7	 	 	 
101020	8	 	 	 
101020	9	 	 	 
101020	10	 	 	 
101021	1	0	 	 
101021	2	1920	4	1
101021	3	0	 	 
101021	4	 	 	 
101021	5	0	 	 
101021	6	800	2	10
101021	7	200	2	10
101021	8	0	 	 
101021	9	800	4	2
101021	10	 	 	 
101022	1	 	 	 
101022	2	 	 	 
101022	3	 	 	 
101022	4	 	 	 
101022	5	 	 	 
101022	6	 	 	 
101022	7	 	 	 
101022	8	 	 	 
101022	9	 	 	 
101022	10	 	 	 
101023	1	 	 	 
101023	2	 	 	 
101023	3	 	 	 
101023	4	 	 	 
101023	5	 	 	 
101023	6	 	 	 
101023	7	 	 	 
101023	8	 	 	 
101023	9	 	 	 
101023	10	 	 	 
101024	1	 	 	 
101024	2	 	 	 
101024	3	 	 	 
101024	4	 	 	 
101024	5	 	 	 
101024	6	 	 	 
101024	7	 	 	 
101024	8	 	 	 
101024	9	 	 	 
101024	10	 	 	 
101025	1	0	 	 
101025	2	0	 	 
101025	3	1100	3	4
101025	4	 	 	 
101025	5	0	 	 
101025	6	600	2	1
101025	7	100	2	1
101025	8	400	3	2
101025	9	450	3	2
101025	10	 	 	 
101026	1	 	 	 
101026	2	 	 	 
101026	3	 	 	 
101026	4	 	 	 
101026	5	 	 	 
101026	6	 	 	 
101026	7	 	 	 
101026	8	 	 	 
101026	9	 	 	 
101026	10	 	 	 
101027	1	200	5	0
101027	2	0	 	 
101027	3	-77	 	 
101027	4	-77	 	 
101027	5	0	 	 
101027	6	500	2	9
101027	7	0	 	 
101027	8	700	4	1
101027	9	500	4	1
101027	10	 	 	 
101028	1	 	 	 
101028	2	 	 	 
101028	3	 	 	 
101028	4	 	 	 
101028	5	 	 	 
101028	6	 	 	 
101028	7	 	 	 
101028	8	 	 	 
101028	9	 	 	 
101028	10	 	 	 
101029	1	 	 	 
101029	2	 	 	 
101029	3	 	 	 
101029	4	 	 	 
101029	5	 	 	 
101029	6	 	 	 
101029	7	 	 	 
101029	8	 	 	 
101029	9	 	 	 
101029	10	 	 	 
101030	1	0	 	 
101030	2	148	5	1
101030	3	0	 	 
101030	4	 	 	 
101030	5	0	 	 
101030	6	1500	2	1
101030	7	0	 	 
101030	8	0	 	 
101030	9	300	3	1
101030	10	 	 	 
101031	1	 	 	 
101031	2	 	 	 
101031	3	 	 	 
101031	4	 	 	 
101031	5	 	 	 
101031	6	 	 	 
101031	7	 	 	 
101031	8	 	 	 
101031	9	 	 	 
101031	10	 	 	 
101034	1	 	 	 
101034	2	 	 	 
101034	3	 	 	 
101034	4	 	 	 
101034	5	 	 	 
101034	6	 	 	 
101034	7	 	 	 
101034	8	 	 	 
101034	9	 	 	 
101034	10	 	 	 
101035	1	 	 	 
101035	2	 	 	 
101035	3	 	 	 
101035	4	 	 	 
101035	5	 	 	 
101035	6	 	 	 
101035	7	 	 	 
101035	8	 	 	 
101035	9	 	 	 
101035	10	 	 	 
101036	1	 	 	 
101036	2	 	 	 
101036	3	 	 	 
101036	4	 	 	 
101036	5	 	 	 
101036	6	 	 	 
101036	7	 	 	 
101036	8	 	 	 
101036	9	 	 	 
101036	10	 	 	 
101037	1	 	 	 
101037	2	 	 	 
101037	3	 	 	 
101037	4	 	 	 
101037	5	 	 	 
101037	6	 	 	 
101037	7	 	 	 
101037	8	 	 	 
101037	9	 	 	 
101037	10	 	 	 
101038	1	 	 	 
101038	2	 	 	 
101038	3	 	 	 
101038	4	 	 	 
101038	5	 	 	 
101038	6	 	 	 
101038	7	 	 	 
101038	8	 	 	 
101038	9	 	 	 
101038	10	 	 	 
101039	1	 	 	 
101039	2	 	 	 
101039	3	 	 	 
101039	4	 	 	 
101039	5	 	 	 
101039	6	 	 	 
101039	7	 	 	 
101039	8	 	 	 
101039	9	 	 	 
101039	10	 	 	 
101040	1	 	 	 
101040	2	 	 	 
101040	3	 	 	 
101040	4	 	 	 
101040	5	 	 	 
101040	6	 	 	 
101040	7	 	 	 
101040	8	 	 	 
101040	9	 	 	 
101040	10	 	 	 
101041	1	 	 	 
101041	2	 	 	 
101041	3	 	 	 
101041	4	 	 	 
101041	5	 	 	 
101041	6	 	 	 
101041	7	 	 	 
101041	8	 	 	 
101041	9	 	 	 
101041	10	 	 	 
101042	1	 	 	 
101042	2	 	 	 
101042	3	 	 	 
101042	4	 	 	 
101042	5	 	 	 
101042	6	 	 	 
101042	7	 	 	 
101042	8	 	 	 
101042	9	 	 	 
101042	10	 	 	 
101043	1	4850	4	1
101043	2	3950	4	1
101043	3	0	 	 
101043	4	 	 	 
101043	5	0	 	 
101043	6	2000	2	1
101043	7	560	3	1
101043	8	250	5	1
101043	9	120	4	5
101043	10	 	 	 
101044	1	569	3	1
101044	2	0	 	 
101044	3	0	 	 
101044	4	 	 	 
101044	5	0	 	 
101044	6	1000	2	1
101044	7	120	2	1
101044	8	0	 	 
101044	9	465	4	1
101044	10	 	 	 
101045	1	 	 	 
101045	2	 	 	 
101045	3	 	 	 
101045	4	 	 	 
101045	5	 	 	 
101045	6	 	 	 
101045	7	 	 	 
101045	8	 	 	 
101045	9	 	 	 
101045	10	 	 	 
101047	1	 	 	 
101047	2	 	 	 
101047	3	 	 	 
101047	4	 	 	 
101047	5	 	 	 
101047	6	 	 	 
101047	7	 	 	 
101047	8	 	 	 
101047	9	 	 	 
101047	10	 	 	 
101048	1	0	 	 
101048	2	3425	4	1
101048	3	0	 	 
101048	4	 	 	 
101048	5	0	 	 
101048	6	0	 	 
101048	7	0	 	 
101048	8	0	 	 
101048	9	100	4	1
101048	10	 	 	 
101049	1	25	3	1
101049	2	0	 	 
101049	3	0	 	 
101049	4	 	 	 
101049	5	0	 	 
101049	6	250	2	10
101049	7	120	2	4
101049	8	0	 	 
101049	9	100	2	10
101049	10	 	 	 
101050	1	50	3	1
101050	2	1700	4	2
101050	3	0	 	 
101050	4	 	 	 
101050	5	0	 	 
101050	6	500	2	10
101050	7	800	2	4
101050	8	0	 	 
101050	9	300	2	10
101050	10	 	 	 
101051	1	 	 	 
101051	2	 	 	 
101051	3	 	 	 
101051	4	 	 	 
101051	5	 	 	 
101051	6	 	 	 
101051	7	 	 	 
101051	8	 	 	 
101051	9	 	 	 
101051	10	 	 	 
101054	1	 	 	 
101054	2	 	 	 
101054	3	 	 	 
101054	4	 	 	 
101054	5	 	 	 
101054	6	 	 	 
101054	7	 	 	 
101054	8	 	 	 
101054	9	 	 	 
101054	10	 	 	 
101064	1	 	 	 
101064	2	 	 	 
101064	3	 	 	 
101064	4	 	 	 
101064	5	 	 	 
101064	6	 	 	 
101064	7	 	 	 
101064	8	 	 	 
101064	9	 	 	 
101064	10	 	 	 
101067	1	0	 	 
101067	2	0	 	 
101067	3	0	 	 
101067	4	 	 	 
101067	5	0	 	 
101067	6	0	 	 
101067	7	0	 	 
101067	8	0	 	 
101067	9	0	 	 
101067	10	 	 	 
101075	1	3000	3	3
101075	2	4600	3	2
101075	3	300	3	2
101075	4	 	 	 
101075	5	0	 	 
101075	6	700	2	1
101075	7	2500	3	5
101075	8	75	2	1
101075	9	500	3	2
101075	10	 	 	 
101083	1	0	 	 
101083	2	0	 	 
101083	3	0	 	 
101083	4	 	 	 
101083	5	0	 	 
101083	6	1500	2	1
101083	7	0	 	 
101083	8	0	 	 
101083	9	200	4	1
101083	10	 	 	 
111001	1	350	3	5
111001	2	0	 	 
111001	3	300	3	4
111001	4	 	 	 
111001	5	0	 	 
111001	6	0	 	 
111001	7	0	 	 
111001	8	250	3	2
111001	9	470	4	3
111001	10	 	 	 
111002	1	 	 	 
111002	2	 	 	 
111002	3	 	 	 
111002	4	 	 	 
111002	5	 	 	 
111002	6	 	 	 
111002	7	 	 	 
111002	8	 	 	 
111002	9	 	 	 
111002	10	 	 	 
111003	1	100	5	1
111003	2	2000	4	2
111003	3	200	3	3
111003	4	 	 	 
111003	5	0	 	 
111003	6	0	 	 
111003	7	1000	4	20
111003	8	0	 	 
111003	9	450	4	1
111003	10	 	 	 
111004	1	 	 	 
111004	2	 	 	 
111004	3	 	 	 
111004	4	 	 	 
111004	5	 	 	 
111004	6	 	 	 
111004	7	 	 	 
111004	8	 	 	 
111004	9	 	 	 
111004	10	 	 	 
111005	1	 	 	 
111005	2	 	 	 
111005	3	 	 	 
111005	4	 	 	 
111005	5	 	 	 
111005	6	 	 	 
111005	7	 	 	 
111005	8	 	 	 
111005	9	 	 	 
111005	10	 	 	 
111006	1	0	 	 
111006	2	1300	3	1
111006	3	50	4	2
111006	4	 	 	 
111006	5	200	2	9
111006	6	1500	3	10
111006	7	100	1	10
111006	8	300	3	1
111006	9	300	3	2
111006	10	 	 	 
111008	1	 	 	 
111008	2	 	 	 
111008	3	 	 	 
111008	4	 	 	 
111008	5	 	 	 
111008	6	 	 	 
111008	7	 	 	 
111008	8	 	 	 
111008	9	 	 	 
111008	10	 	 	 
111009	1	 	 	 
111009	2	 	 	 
111009	3	 	 	 
111009	4	 	 	 
111009	5	 	 	 
111009	6	 	 	 
111009	7	 	 	 
111009	8	 	 	 
111009	9	 	 	 
111009	10	 	 	 
111010	1	100	5	1
111010	2	4000	4	2
111010	3	0	 	 
111010	4	 	 	 
111010	5	0	 	 
111010	6	0	 	 
111010	7	0	 	 
111010	8	6700	5	1
111010	9	0	 	 
111010	10	 	 	 
111011	1	 	 	 
111011	2	 	 	 
111011	3	 	 	 
111011	4	 	 	 
111011	5	 	 	 
111011	6	 	 	 
111011	7	 	 	 
111011	8	 	 	 
111011	9	 	 	 
111011	10	 	 	 
111012	1	 	 	 
111012	2	 	 	 
111012	3	 	 	 
111012	4	 	 	 
111012	5	 	 	 
111012	6	 	 	 
111012	7	 	 	 
111012	8	 	 	 
111012	9	 	 	 
111012	10	 	 	 
111013	1	 	 	 
111013	2	 	 	 
111013	3	 	 	 
111013	4	 	 	 
111013	5	 	 	 
111013	6	 	 	 
111013	7	 	 	 
111013	8	 	 	 
111013	9	 	 	 
111013	10	 	 	 
111014	1	188	5	1
111014	2	2250	4	1
111014	3	0	 	 
111014	4	 	 	 
111014	5	0	 	 
111014	6	0	 	 
111014	7	0	 	 
111014	8	350	5	1
111014	9	320	4	1
111014	10	 	 	 
111015	1	-77	 	 
111015	2	2700	4	2
111015	3	0	 	 
111015	4	5000	4	1
111015	5	2500	5	4
111015	6	0	 	 
111015	7	0	 	 
111015	8	7000	5	1
111015	9	1000	4	2
111015	10	 	 	 
111016	1	 	 	 
111016	2	 	 	 
111016	3	 	 	 
111016	4	 	 	 
111016	5	 	 	 
111016	6	 	 	 
111016	7	 	 	 
111016	8	 	 	 
111016	9	 	 	 
111016	10	 	 	 
111017	1	 	 	 
111017	2	 	 	 
111017	3	 	 	 
111017	4	 	 	 
111017	5	 	 	 
111017	6	 	 	 
111017	7	 	 	 
111017	8	 	 	 
111017	9	 	 	 
111017	10	 	 	 
111018	1	50	5	1
111018	2	2250	4	1
111018	3	300	4	1
111018	4	 	 	 
111018	5	0	 	 
111018	6	0	 	 
111018	7	0	 	 
111018	8	15000	5	1
111018	9	500	4	8
111018	10	 	 	 
111019	1	1200	5	1
111019	2	2700	4	2
111019	3	0	 	 
111019	4	 	 	 
111019	5	0	 	 
111019	6	900	4	-77
111019	7	90	2	12
111019	8	0	 	 
111019	9	500	4	2
111019	10	 	 	 
111021	1	 	 	 
111021	2	 	 	 
111021	3	 	 	 
111021	4	 	 	 
111021	5	 	 	 
111021	6	 	 	 
111021	7	 	 	 
111021	8	 	 	 
111021	9	 	 	 
111021	10	 	 	 
111022	1	 	 	 
111022	2	 	 	 
111022	3	 	 	 
111022	4	 	 	 
111022	5	 	 	 
111022	6	 	 	 
111022	7	 	 	 
111022	8	 	 	 
111022	9	 	 	 
111022	10	 	 	 
111025	1	 	 	 
111025	2	 	 	 
111025	3	 	 	 
111025	4	 	 	 
111025	5	 	 	 
111025	6	 	 	 
111025	7	 	 	 
111025	8	 	 	 
111025	9	 	 	 
111025	10	 	 	 
111027	1	2500	5	1
111027	2	2500	4	2
111027	3	0	 	 
111027	4	 	 	 
111027	5	0	 	 
111027	6	0	 	 
111027	7	0	 	 
111027	8	6500	5	1
111027	9	1000	4	1
111027	10	 	 	 
111028	1	 	 	 
111028	2	 	 	 
111028	3	 	 	 
111028	4	 	 	 
111028	5	 	 	 
111028	6	 	 	 
111028	7	 	 	 
111028	8	 	 	 
111028	9	 	 	 
111028	10	 	 	 
111030	1	 	 	 
111030	2	 	 	 
111030	3	 	 	 
111030	4	 	 	 
111030	5	 	 	 
111030	6	 	 	 
111030	7	 	 	 
111030	8	 	 	 
111030	9	 	 	 
111030	10	 	 	 
111031	1	 	 	 
111031	2	 	 	 
111031	3	 	 	 
111031	4	 	 	 
111031	5	 	 	 
111031	6	 	 	 
111031	7	 	 	 
111031	8	 	 	 
111031	9	 	 	 
111031	10	 	 	 
111032	1	 	 	 
111032	2	 	 	 
111032	3	 	 	 
111032	4	 	 	 
111032	5	 	 	 
111032	6	 	 	 
111032	7	 	 	 
111032	8	 	 	 
111032	9	 	 	 
111032	10	 	 	 
111033	1	1000	5	1
111033	2	3200	4	4
111033	3	0	 	 
111033	4	 	 	 
111033	5	0	 	 
111033	6	0	 	 
111033	7	0	 	 
111033	8	12000	5	1
111033	9	0	 	 
111033	10	 	 	 
111034	1	0	 	 
111034	2	2500	4	2
111034	3	0	 	 
111034	4	 	 	 
111034	5	0	 	 
111034	6	0	 	 
111034	7	90	2	10
111034	8	11000	5	1
111034	9	500	3	1
111034	10	 	 	 
111035	1	300	3	2
111035	2	0	 	 
111035	3	500	3	4
111035	4	 	 	 
111035	5	0	 	 
111035	6	0	 	 
111035	7	0	 	 
111035	8	200	3	2
111035	9	500	3	5
111035	10	 	 	 
111036	1	1000	3	1
111036	2	0	 	 
111036	3	0	 	 
111036	4	 	 	 
111036	5	0	 	 
111036	6	0	 	 
111036	7	0	 	 
111036	8	0	 	 
111036	9	500	3	2
111036	10	 	 	 
111038	1	450	3	1
111038	2	0	 	 
111038	3	200	3	3
111038	4	 	 	 
111038	5	0	 	 
111038	6	0	 	 
111038	7	0	 	 
111038	8	100	3	1
111038	9	460	3	3
111038	10	 	 	 
111039	1	 	 	 
111039	2	 	 	 
111039	3	 	 	 
111039	4	 	 	 
111039	5	 	 	 
111039	6	 	 	 
111039	7	 	 	 
111039	8	 	 	 
111039	9	 	 	 
111039	10	 	 	 
111040	1	80	5	1
111040	2	3000	4	2
111040	3	200	3	1
111040	4	 	 	 
111040	5	0	 	 
111040	6	600	2	9
111040	7	1000	3	1
111040	8	9000	5	1
111040	9	400	3	1
111040	10	 	 	 
111042	1	 	 	 
111042	2	 	 	 
111042	3	 	 	 
111042	4	 	 	 
111042	5	 	 	 
111042	6	 	 	 
111042	7	 	 	 
111042	8	 	 	 
111042	9	 	 	 
111042	10	 	 	 
111043	1	 	 	 
111043	2	 	 	 
111043	3	 	 	 
111043	4	 	 	 
111043	5	 	 	 
111043	6	 	 	 
111043	7	 	 	 
111043	8	 	 	 
111043	9	 	 	 
111043	10	 	 	 
111044	1	 	 	 
111044	2	 	 	 
111044	3	 	 	 
111044	4	 	 	 
111044	5	 	 	 
111044	6	 	 	 
111044	7	 	 	 
111044	8	 	 	 
111044	9	 	 	 
111044	10	 	 	 
111045	1	 	 	 
111045	2	 	 	 
111045	3	 	 	 
111045	4	 	 	 
111045	5	 	 	 
111045	6	 	 	 
111045	7	 	 	 
111045	8	 	 	 
111045	9	 	 	 
111045	10	 	 	 
111047	1	 	 	 
111047	2	 	 	 
111047	3	 	 	 
111047	4	 	 	 
111047	5	 	 	 
111047	6	 	 	 
111047	7	 	 	 
111047	8	 	 	 
111047	9	 	 	 
111047	10	 	 	 
111048	1	180	77	1
111048	2	2425	4	2
111048	3	0	 	 
111048	4	 	 	 
111048	5	0	 	 
111048	6	0	 	 
111048	7	0	 	 
111048	8	0	 	 
111048	9	500	3	1
111048	10	 	 	 
111050	1	 	 	 
111050	2	 	 	 
111050	3	 	 	 
111050	4	 	 	 
111050	5	 	 	 
111050	6	 	 	 
111050	7	 	 	 
111050	8	 	 	 
111050	9	 	 	 
111050	10	 	 	 
111057	1	0	 	 
111057	2	140	5	1
111057	3	0	 	 
111057	4	 	 	 
111057	5	0	 	 
111057	6	2500	2	1
111057	7	0	 	 
111057	8	0	 	 
111057	9	500	4	1
111057	10	 	 	 
111065	1	 	 	 
111065	2	 	 	 
111065	3	 	 	 
111065	4	 	 	 
111065	5	 	 	 
111065	6	 	 	 
111065	7	 	 	 
111065	8	 	 	 
111065	9	 	 	 
111065	10	 	 	 
111069	1	0	 	 
111069	2	0	 	 
111069	3	200	3	1
111069	4	 	 	 
111069	5	500	2	1
111069	6	1200	2	1
111069	7	1200	3	0
111069	8	0	 	 
111069	9	300	4	1
111069	10	 	 	 
111086	1	 	 	 
111086	2	 	 	 
111086	3	 	 	 
111086	4	 	 	 
111086	5	 	 	 
111086	6	 	 	 
111086	7	 	 	 
111086	8	 	 	 
111086	9	 	 	 
111086	10	 	 	 
111109	1	 	 	 
111109	2	 	 	 
111109	3	 	 	 
111109	4	 	 	 
111109	5	 	 	 
111109	6	 	 	 
111109	7	 	 	 
111109	8	 	 	 
111109	9	 	 	 
111109	10	 	 	 
111111	1	 	 	 
111111	2	 	 	 
111111	3	 	 	 
111111	4	 	 	 
111111	5	 	 	 
111111	6	 	 	 
111111	7	 	 	 
111111	8	 	 	 
111111	9	 	 	 
111111	10	 	 	 
111119	1	190	5	1
111119	2	2500	4	1
111119	3	100	4	1
111119	4	 	 	 
111119	5	0	 	 
111119	6	100	1	6
111119	7	50	1	2
111119	8	300	5	1
111119	9	150	4	1
111119	10	 	 	 
121001	1	0	 	 
121001	2	149	5	1
121001	3	150	3	1
121001	4	 	 	 
121001	5	0	 	 
121001	6	1500	2	1
121001	7	500	4	1
121001	8	10000	5	1
121001	9	200	4	1
121001	10	 	 	 
121002	1	3000	5	1
121002	2	3200	4	1
121002	3	1200	4	1
121002	4	 	 	 
121002	5	0	 	 
121002	6	0	 	 
121002	7	0	 	 
121002	8	7000	5	1
121002	9	800	4	4
121002	10	 	 	 
121003	1	1500	5	1
121003	2	2000	4	2
121003	3	0	 	 
121003	4	 	 	 
121003	5	0	 	 
121003	6	0	 	 
121003	7	0	 	 
121003	8	9000	5	1
121003	9	1000	4	2
121003	10	 	 	 
121004	1	 	 	 
121004	2	 	 	 
121004	3	 	 	 
121004	4	 	 	 
121004	5	 	 	 
121004	6	 	 	 
121004	7	 	 	 
121004	8	 	 	 
121004	9	 	 	 
121004	10	 	 	 
121005	1	300	3	2
121005	2	330	2	1
121005	3	200	4	1
121005	4	 	 	 
121005	5	0	 	 
121005	6	0	 	 
121005	7	0	 	 
121005	8	0	 	 
121005	9	300	2	2
121005	10	 	 	 
121006	1	 	 	 
121006	2	 	 	 
121006	3	 	 	 
121006	4	 	 	 
121006	5	 	 	 
121006	6	 	 	 
121006	7	 	 	 
121006	8	 	 	 
121006	9	 	 	 
121006	10	 	 	 
121007	1	 	 	 
121007	2	 	 	 
121007	3	 	 	 
121007	4	 	 	 
121007	5	 	 	 
121007	6	 	 	 
121007	7	 	 	 
121007	8	 	 	 
121007	9	 	 	 
121007	10	 	 	 
121009	1	800	5	1
