CHILDCODE	NONFODR4	SPYRR4	SPNMR4
30100	11	700	3
30100	12	0	 
30100	13	420	4
30100	14	0	 
30100	15	500	2
30100	16	0	 
30100	17	1500	0
30100	18	700	0
30100	19	0	 
30100	20	0	 
30100	21	0	 
30100	22	0	 
30100	23	0	 
30100	24	0	 
30100	25	0	 
30100	26	0	 
30100	27	0	 
30100	28	20	2
30100	29	0	 
30100	30	0	 
30100	31	0	 
30100	32	0	 
30100	33	0	 
30120	1	1000	 
30120	2	500	 
30120	3	0	 
30120	4	600	4
30120	5	200	 
30120	6	30	 
30120	7	50	4
30120	8	0	 
30120	9	300	4
30120	10	0	 
30120	11	700	4
30120	12	0	 
30120	13	880	4
30120	14	0	 
30120	15	400	4
30120	16	0	 
30120	17	50	0
30120	18	500	0
30120	19	0	 
30120	20	0	 
30120	21	0	 
30120	22	0	 
30120	23	0	 
30120	24	0	 
30120	25	0	 
30120	26	0	 
30120	27	0	 
30120	28	0	 
30120	29	0	 
30120	30	0	 
30120	31	0	 
30120	32	290	4
30120	33	0	 
30127	1	1000	 
30127	2	700	 
30127	3	0	 
30127	4	1000	2
30127	5	300	 
30127	6	300	 
30127	7	0	 
30127	8	600	2
30127	9	500	2
30127	10	0	 
30127	11	0	 
30127	12	0	 
30127	13	1600	2
30127	14	0	 
30127	15	800	2
30127	16	0	 
30127	17	0	 
30127	18	0	 
30127	19	0	 
30127	20	0	 
30127	21	0	 
30127	22	0	 
30127	23	0	 
30127	24	0	 
30127	25	0	 
30127	26	0	 
30127	27	0	 
30127	28	0	 
30127	29	0	 
30127	30	0	 
30127	31	0	 
30127	32	580	2
30127	33	0	 
30129	1	-77	 
30129	2	-77	 
30129	3	3000	0
30129	4	2000	4
30129	5	104	 
30129	6	-77	 
30129	7	300	0
30129	8	300	4
30129	9	350	4
30129	10	400	0
30129	11	200	4
30129	12	200	0
30129	13	800	4
30129	14	1800	0
30129	15	500	2
30129	16	0	 
30129	17	200	4
30129	18	4500	3
30129	19	0	 
30129	20	0	 
30129	21	0	 
30129	22	200	2
30129	23	0	 
30129	24	0	 
30129	25	0	 
30129	26	0	 
30129	27	0	 
30129	28	450	4
30129	29	500	0
30129	30	0	 
30129	31	0	 
30129	32	800	2
30129	33	0	 
30130	1	500	 
30130	2	500	 
30130	3	0	 
30130	4	500	2
30130	5	200	 
30130	6	200	 
30130	7	0	 
30130	8	200	2
30130	9	150	2
30130	10	0	 
30130	11	0	 
30130	12	0	 
30130	13	960	4
30130	14	0	 
30130	15	300	4
30130	16	0	 
30130	17	2000	0
30130	18	1000	0
30130	19	0	 
30130	20	0	 
30130	21	0	 
30130	22	0	 
30130	23	0	 
30130	24	0	 
30130	25	0	 
30130	26	0	 
30130	27	0	 
30130	28	0	 
30130	29	0	 
30130	30	0	 
30130	31	0	 
30130	32	0	 
30130	33	0	 
30131	1	300	 
30131	2	200	 
30131	3	500	0
30131	4	500	2
30131	5	100	 
30131	6	150	 
30131	7	200	0
30131	8	200	2
30131	9	300	2
30131	10	150	0
30131	11	0	 
30131	12	0	 
30131	13	0	 
30131	14	0	 
30131	15	500	1
30131	16	0	 
30131	17	2000	0
30131	18	500	0
30131	19	0	 
30131	20	0	 
30131	21	0	 
30131	22	0	 
30131	23	0	 
30131	24	0	 
30131	25	0	 
30131	26	0	 
30131	27	0	 
30131	28	0	 
30131	29	0	 
30131	30	0	 
30131	31	0	 
30131	32	0	 
30131	33	0	 
30132	1	500	 
30132	2	500	 
30132	3	600	4
30132	4	500	2
30132	5	300	 
30132	6	0	 
30132	7	100	4
30132	8	300	0
30132	9	600	0
30132	10	300	4
30132	11	-77	 
30132	12	-77	 
30132	13	500	0
30132	14	500	4
30132	15	1500	1
30132	16	0	 
30132	17	0	 
30132	18	100	1
30132	19	0	 
30132	20	0	 
30132	21	0	 
30132	22	0	 
30132	23	0	 
30132	24	0	 
30132	25	0	 
30132	26	0	 
30132	27	0	 
30132	28	0	 
30132	29	-77	 
30132	30	0	 
30132	31	0	 
30132	32	800	2
30132	33	0	 
30138	1	0	 
30138	2	0	 
30138	3	300	4
30138	4	0	 
30138	5	0	 
30138	6	0	 
30138	7	540	4
30138	8	0	 
30138	9	0	 
30138	10	180	4
30138	11	0	 
30138	12	0	 
30138	13	0	 
30138	14	0	 
30138	15	250	4
30138	16	0	 
30138	17	120	0
30138	18	300	0
30138	19	0	 
30138	20	0	 
30138	21	0	 
30138	22	0	 
30138	23	0	 
30138	24	0	 
30138	25	0	 
30138	26	0	 
30138	27	0	 
30138	28	0	 
30138	29	0	 
30138	30	0	 
30138	31	0	 
30138	32	0	 
30138	33	0	 
40001	1	200	 
40001	2	400	 
40001	3	0	 
40001	4	400	1
40001	5	50	 
40001	6	150	 
40001	7	0	 
40001	8	300	1
40001	9	600	1
40001	10	0	 
40001	11	550	1
40001	12	0	 
40001	13	1800	0
40001	14	0	 
40001	15	500	1
40001	16	300	0
40001	17	500	0
40001	18	500	1
40001	19	0	 
40001	20	50	0
40001	21	0	 
40001	22	150	1
40001	23	0	 
40001	24	0	 
40001	25	0	 
40001	26	0	 
40001	27	0	 
40001	28	200	1
40001	29	0	 
40001	30	0	 
40001	31	0	 
40001	32	680	1
40001	33	0	 
40002	1	1000	 
40002	2	3000	 
40002	3	3000	1
40002	4	0	 
40002	5	150	 
40002	6	300	 
40002	7	1500	1
40002	8	0	 
40002	9	0	 
40002	10	2350	1
40002	11	0	 
40002	12	1206	1
40002	13	0	 
40002	14	100	0
40002	15	1300	1
40002	16	0	 
40002	17	2600	0
40002	18	4000	1
40002	19	0	 
40002	20	1000	0
40002	21	0	 
40002	22	0	 
40002	23	0	 
40002	24	0	 
40002	25	0	 
40002	26	0	 
40002	27	0	 
40002	28	0	 
40002	29	11	2
40002	30	0	 
40002	31	0	 
40002	32	580	2
40002	33	2000	1
40003	1	500	 
40003	2	1060	 
40003	3	1600	2
40003	4	0	 
40003	5	240	 
40003	6	700	 
40003	7	300	2
40003	8	0	 
40003	9	0	 
40003	10	400	2
40003	11	0	 
40003	12	230	1
40003	13	0	 
40003	14	600	1
40003	15	570	1
40003	16	200	0
40003	17	0	 
40003	18	3500	1
40003	19	0	 
40003	20	0	 
40003	21	0	 
40003	22	0	 
40003	23	0	 
40003	24	0	 
40003	25	0	 
40003	26	0	 
40003	27	0	 
40003	28	0	 
40003	29	230	1
40003	30	0	 
40003	31	0	 
40003	32	250	2
40003	33	0	 
40004	1	0	 
40004	2	0	 
40004	3	0	 
40004	4	1000	2
40004	5	50	 
40004	6	50	 
40004	7	0	 
40004	8	250	2
40004	9	800	2
40004	10	0	 
40004	11	220	1
40004	12	0	 
40004	13	0	 
40004	14	0	 
40004	15	750	3
40004	16	0	 
40004	17	0	 
40004	18	100	1
40004	19	0	 
40004	20	0	 
40004	21	0	 
40004	22	120	2
40004	23	0	 
40004	24	0	 
40004	25	0	 
40004	26	0	 
40004	27	0	 
40004	28	45	2
40004	29	0	 
40004	30	0	 
40004	31	0	 
40004	32	580	2
40004	33	0	 
40005	1	700	 
40005	2	300	 
40005	3	100	0
40005	4	400	4
40005	5	100	 
40005	6	100	 
40005	7	0	 
40005	8	200	4
40005	9	300	4
40005	10	0	 
40005	11	230	4
40005	12	0	 
40005	13	0	 
40005	14	0	 
40005	15	300	4
40005	16	0	 
40005	17	0	 
40005	18	100	1
40005	19	0	 
40005	20	0	 
40005	21	0	 
40005	22	0	 
40005	23	0	 
40005	24	0	 
40005	25	0	 
40005	26	0	 
40005	27	0	 
40005	28	10	4
40005	29	0	 
40005	30	0	 
40005	31	0	 
40005	32	265	4
40005	33	0	 
40006	1	1500	 
40006	2	1000	 
40006	3	0	 
40006	4	1500	3
40006	5	200	 
40006	6	400	 
40006	7	0	 
40006	8	300	2
40006	9	200	2
40006	10	0	 
40006	11	690	3
40006	12	0	 
40006	13	300	2
40006	14	0	 
40006	15	280	1
40006	16	0	 
40006	17	60	0
40006	18	190	1
40006	19	0	 
40006	20	0	 
40006	21	0	 
40006	22	0	 
40006	23	0	 
40006	24	0	 
40006	25	0	 
40006	26	0	 
40006	27	0	 
40006	28	12	2
40006	29	0	 
40006	30	0	 
40006	31	0	 
40006	32	580	2
40006	33	0	 
40007	1	500	 
40007	2	500	 
40007	3	0	 
40007	4	1500	1
40007	5	200	 
40007	6	200	 
40007	7	0	 
40007	8	500	1
40007	9	400	4
40007	10	0	 
40007	11	350	4
40007	12	0	 
40007	13	0	 
40007	14	0	 
40007	15	450	4
40007	16	0	 
40007	17	500	0
40007	18	500	1
40007	19	0	 
40007	20	0	 
40007	21	0	 
40007	22	200	4
40007	23	0	 
40007	24	0	 
40007	25	0	 
40007	26	0	 
40007	27	0	 
40007	28	40	4
40007	29	0	 
40007	30	0	 
40007	31	0	 
40007	32	100	4
40007	33	0	 
40008	1	300	 
40008	2	500	 
40008	3	1200	1
40008	4	800	0
40008	5	150	 
40008	6	200	 
40008	7	300	1
40008	8	400	0
40008	9	0	 
40008	10	300	2
40008	11	0	 
40008	12	50	2
40008	13	0	 
40008	14	0	 
40008	15	800	3
40008	16	0	 
40008	17	0	 
40008	18	500	1
40008	19	0	 
40008	20	0	 
40008	21	0	 
40008	22	0	 
40008	23	0	 
40008	24	0	 
40008	25	0	 
40008	26	0	 
40008	27	0	 
40008	28	0	 
40008	29	500	2
40008	30	0	 
40008	31	0	 
40008	32	150	4
40008	33	0	 
40009	1	1000	 
40009	2	1000	 
40009	3	500	0
40009	4	500	4
40009	5	300	 
40009	6	300	 
40009	7	300	0
40009	8	300	4
40009	9	260	4
40009	10	440	0
40009	11	180	4
40009	12	400	0
40009	13	0	 
40009	14	0	 
40009	15	700	3
40009	16	0	 
40009	17	0	 
40009	18	600	1
40009	19	0	 
40009	20	0	 
40009	21	0	 
40009	22	0	 
40009	23	0	 
40009	24	0	 
40009	25	0	 
40009	26	0	 
40009	27	200	3
40009	28	6	4
40009	29	6	0
40009	30	0	 
40009	31	0	 
40009	32	580	2
40009	33	0	 
40010	1	100	 
40010	2	200	 
40010	3	250	0
40010	4	250	4
40010	5	45	 
40010	6	25	 
40010	7	60	0
40010	8	50	4
40010	9	55	4
40010	10	110	0
40010	11	25	4
40010	12	0	 
40010	13	0	 
40010	14	0	 
40010	15	200	1
40010	16	0	 
40010	17	0	 
40010	18	200	1
40010	19	0	 
40010	20	0	 
40010	21	0	 
40010	22	0	 
40010	23	0	 
40010	24	0	 
40010	25	0	 
40010	26	0	 
40010	27	0	 
40010	28	20	4
40010	29	0	 
40010	30	0	 
40010	31	0	 
40010	32	380	1
40010	33	0	 
40012	1	1200	 
40012	2	700	 
40012	3	500	4
40012	4	0	 
40012	5	500	 
40012	6	100	 
40012	7	200	4
40012	8	0	 
40012	9	0	 
40012	10	420	4
40012	11	0	 
40012	12	50	4
40012	13	0	 
40012	14	120	4
40012	15	260	4
40012	16	0	 
40012	17	120	1
40012	18	2000	1
40012	19	0	 
40012	20	0	 
40012	21	0	 
40012	22	500	4
40012	23	550	4
40012	24	350	 
40012	25	0	 
40012	26	0	 
40012	27	0	 
40012	28	0	 
40012	29	20	4
40012	30	0	 
40012	31	0	 
40012	32	490	4
40012	33	0	 
40013	1	0	 
40013	2	450	 
40013	3	700	4
40013	4	0	 
40013	5	0	 
40013	6	120	 
40013	7	150	4
40013	8	0	 
40013	9	0	 
40013	10	350	4
40013	11	0	 
40013	12	0	 
40013	13	0	 
40013	14	400	4
40013	15	300	4
40013	16	0	 
40013	17	0	 
40013	18	130	1
40013	19	0	 
40013	20	0	 
40013	21	0	 
40013	22	150	4
40013	23	0	 
40013	24	0	 
40013	25	25	 
40013	26	0	 
40013	27	0	 
40013	28	0	 
40013	29	0	 
40013	30	0	 
40013	31	30	 
40013	32	290	4
40013	33	0	 
40014	1	800	 
40014	2	700	 
40014	3	1000	4
40014	4	1000	0
40014	5	500	 
40014	6	400	 
40014	7	300	4
40014	8	300	0
40014	9	600	0
40014	10	600	4
40014	11	460	0
40014	12	400	4
40014	13	0	 
40014	14	0	 
40014	15	700	1
40014	16	0	 
40014	17	400	0
40014	18	5500	1
40014	19	0	 
40014	20	500	0
40014	21	0	 
40014	22	0	 
40014	23	0	 
40014	24	0	 
40014	25	0	 
40014	26	0	 
40014	27	0	 
40014	28	2	0
40014	29	2	4
40014	30	0	 
40014	31	0	 
40014	32	590	2
40014	33	0	 
40015	1	2000	 
40015	2	1000	 
40015	3	1000	4
40015	4	0	 
40015	5	500	 
40015	6	100	 
40015	7	300	4
40015	8	0	 
40015	9	0	 
40015	10	455	4
40015	11	0	 
40015	12	330	4
40015	13	0	 
40015	14	0	 
40015	15	500	4
40015	16	0	 
40015	17	600	0
40015	18	500	1
40015	19	0	 
40015	20	100	0
40015	21	0	 
40015	22	0	 
40015	23	0	 
40015	24	0	 
40015	25	0	 
40015	26	0	 
40015	27	0	 
40015	28	0	 
40015	29	20	4
40015	30	0	 
40015	31	0	 
40015	32	290	4
40015	33	0	 
40016	1	5000	 
40016	2	1500	 
40016	3	1000	4
40016	4	0	 
40016	5	500	 
40016	6	0	 
40016	7	0	 
40016	8	0	 
40016	9	0	 
40016	10	300	4
40016	11	0	 
40016	12	20	4
40016	13	0	 
40016	14	0	 
40016	15	250	4
40016	16	0	 
40016	17	0	 
40016	18	1000	1
40016	19	0	 
40016	20	0	 
40016	21	0	 
40016	22	20	4
40016	23	0	 
40016	24	0	 
40016	25	0	 
40016	26	0	 
40016	27	0	 
40016	28	0	 
40016	29	100	4
40016	30	0	 
40016	31	0	 
40016	32	0	 
40016	33	0	 
40017	1	0	 
40017	2	0	 
40017	3	500	2
40017	4	0	 
40017	5	100	 
40017	6	0	 
40017	7	80	2
40017	8	0	 
40017	9	0	 
40017	10	350	3
40017	11	0	 
40017	12	440	3
40017	13	0	 
40017	14	150	4
40017	15	500	3
40017	16	0	 
40017	17	0	 
40017	18	600	1
40017	19	0	 
40017	20	0	 
40017	21	0	 
40017	22	50	2
40017	23	0	 
40017	24	0	 
40017	25	0	 
40017	26	0	 
40017	27	0	 
40017	28	0	 
40017	29	40	2
40017	30	0	 
40017	31	0	 
40017	32	580	2
40017	33	0	 
40018	1	200	 
40018	2	0	 
40018	3	0	 
40018	4	150	4
40018	5	0	 
40018	6	0	 
40018	7	0	 
40018	8	0	 
40018	9	55	4
40018	10	0	 
40018	11	0	 
40018	12	0	 
40018	13	0	 
40018	14	0	 
40018	15	60	4
40018	16	0	 
40018	17	27000	0
40018	18	0	 
40018	19	20000	0
40018	20	0	 
40018	21	0	 
40018	22	30	4
40018	23	0	 
40018	24	0	 
40018	25	0	 
40018	26	0	 
40018	27	0	 
40018	28	80	4
40018	29	0	 
40018	30	0	 
40018	31	0	 
40018	32	0	 
40018	33	0	 
40020	1	470	 
40020	2	1600	 
40020	3	450	0
40020	4	520	4
40020	5	0	 
40020	6	350	 
40020	7	200	0
40020	8	270	4
40020	9	250	4
40020	10	210	0
40020	11	510	4
40020	12	510	4
40020	13	0	 
40020	14	0	 
40020	15	410	2
40020	16	0	 
40020	17	0	 
40020	18	120	1
40020	19	0	 
40020	20	0	 
40020	21	0	 
40020	22	0	 
40020	23	0	 
40020	24	0	 
40020	25	0	 
40020	26	0	 
40020	27	0	 
40020	28	70	4
40020	29	70	4
40020	30	0	 
40020	31	0	 
40020	32	530	2
40020	33	0	 
40021	1	1020	 
40021	2	2050	 
40021	3	0	 
40021	4	1500	4
40021	5	200	 
40021	6	290	 
40021	7	0	 
40021	8	380	4
40021	9	600	4
40021	10	0	 
40021	11	420	4
40021	12	0	 
40021	13	0	 
40021	14	0	 
40021	15	430	4
40021	16	0	 
40021	17	0	 
40021	18	160	1
40021	19	0	 
40021	20	0	 
40021	21	0	 
40021	22	0	 
40021	23	0	 
40021	24	0	 
40021	25	0	 
40021	26	0	 
40021	27	0	 
40021	28	70	4
40021	29	0	 
40021	30	0	 
40021	31	0	 
40021	32	290	4
40021	33	0	 
40022	1	480	 
40022	2	560	 
40022	3	0	 
40022	4	1030	2
40022	5	0	 
40022	6	50	 
40022	7	0	 
40022	8	200	2
40022	9	500	2
40022	10	0	 
40022	11	0	 
40022	12	0	 
40022	13	0	 
40022	14	0	 
40022	15	638	2
40022	16	0	 
40022	17	0	 
40022	18	190	1
40022	19	0	 
40022	20	0	 
40022	21	0	 
40022	22	0	 
40022	23	0	 
40022	24	0	 
40022	25	0	 
40022	26	0	 
40022	27	0	 
40022	28	0	 
40022	29	0	 
40022	30	0	 
40022	31	0	 
40022	32	0	 
40022	33	0	 
40023	1	0	 
40023	2	430	 
40023	3	450	0
40023	4	235	4
40023	5	89	 
40023	6	60	 
40023	7	100	0
40023	8	250	4
40023	9	250	4
40023	10	160	0
40023	11	135	4
40023	12	0	 
40023	13	230	4
40023	14	0	 
40023	15	350	3
40023	16	0	 
40023	17	0	 
40023	18	158	0
40023	19	0	 
40023	20	0	 
40023	21	0	 
40023	22	0	 
40023	23	0	 
40023	24	0	 
40023	25	0	 
40023	26	0	 
40023	27	0	 
40023	28	0	 
40023	29	0	 
40023	30	0	 
40023	31	0	 
40023	32	125	4
40023	33	0	 
40024	1	200	 
40024	2	700	 
40024	3	0	 
40024	4	600	3
40024	5	30	 
40024	6	0	 
40024	7	70	0
40024	8	150	2
40024	9	150	2
40024	10	150	0
40024	11	0	 
40024	12	0	 
40024	13	0	 
40024	14	0	 
40024	15	400	1
40024	16	0	 
40024	17	0	 
40024	18	500	1
40024	19	0	 
40024	20	0	 
40024	21	0	 
40024	22	100	1
40024	23	0	 
40024	24	0	 
40024	25	0	 
40024	26	0	 
40024	27	0	 
40024	28	220	2
40024	29	120	0
40024	30	0	 
40024	31	0	 
40024	32	870	1
40024	33	0	 
40025	1	500	 
40025	2	500	 
40025	3	500	2
40025	4	1400	3
40025	5	400	 
40025	6	300	 
40025	7	200	0
40025	8	500	3
40025	9	1000	2
40025	10	0	 
40025	11	630	2
40025	12	0	 
40025	13	0	 
40025	14	0	 
40025	15	1000	3
40025	16	0	 
40025	17	1000	0
40025	18	4200	1
40025	19	0	 
40025	20	500	0
40025	21	0	 
40025	22	0	 
40025	23	0	 
40025	24	0	 
40025	25	0	 
40025	26	0	 
40025	27	0	 
40025	28	70	3
40025	29	0	 
40025	30	0	 
40025	31	0	 
40025	32	580	2
40025	33	0	 
40026	1	1000	 
40026	2	1500	 
40026	3	1000	3
40026	4	0	 
40026	5	200	 
40026	6	300	 
40026	7	400	3
40026	8	0	 
40026	9	0	 
40026	10	110	3
40026	11	0	 
40026	12	430	3
40026	13	0	 
40026	14	600	0
40026	15	600	3
40026	16	0	 
40026	17	1200	1
40026	18	3800	1
40026	19	0	 
40026	20	0	 
40026	21	0	 
40026	22	200	1
40026	23	0	 
40026	24	0	 
40026	25	0	 
40026	26	0	 
40026	27	0	 
40026	28	0	 
40026	29	30	3
40026	30	0	 
40026	31	0	 
40026	32	1310	1
40026	33	0	 
40028	1	500	 
40028	2	1000	 
40028	3	900	1
40028	4	300	0
40028	5	110	 
40028	6	150	 
40028	7	300	3
40028	8	65	0
40028	9	0	 
40028	10	600	1
40028	11	0	 
40028	12	395	1
40028	13	0	 
40028	14	0	 
40028	15	800	1
40028	16	0	 
40028	17	0	 
40028	18	50	1
40028	19	0	 
40028	20	0	 
40028	21	0	 
40028	22	0	 
40028	23	0	 
40028	24	0	 
40028	25	0	 
40028	26	0	 
40028	27	0	 
40028	28	0	 
40028	29	215	2
40028	30	0	 
40028	31	0	 
40028	32	580	2
40028	33	0	 
40029	1	1000	 
40029	2	300	 
40029	3	1000	3
40029	4	0	 
40029	5	80	 
40029	6	60	 
40029	7	270	3
40029	8	0	 
40029	9	0	 
40029	10	320	3
40029	11	144	2
40029	12	144	2
40029	13	0	 
40029	14	0	 
40029	15	260	1
40029	16	0	 
40029	17	500	0
40029	18	3100	1
40029	19	200	0
40029	20	150	0
40029	21	0	 
40029	22	0	 
40029	23	0	 
40029	24	0	 
40029	25	0	 
40029	26	0	 
40029	27	0	 
40029	28	0	 
40029	29	10	2
40029	30	0	 
40029	31	0	 
40029	32	0	 
40029	33	0	 
40030	1	0	 
40030	2	550	 
40030	3	1050	3
40030	4	300	0
40030	5	80	 
40030	6	40	 
40030	7	380	3
40030	8	410	0
40030	9	75	0
40030	10	130	3
40030	11	0	 
40030	12	135	4
40030	13	0	 
40030	14	0	 
40030	15	820	3
40030	16	0	 
40030	17	0	 
40030	18	120	1
40030	19	0	 
40030	20	0	 
40030	21	0	 
40030	22	0	 
40030	23	0	 
40030	24	0	 
40030	25	0	 
40030	26	0	 
40030	27	0	 
40030	28	0	 
40030	29	0	 
40030	30	0	 
40030	31	0	 
40030	32	125	4
40030	33	0	 
40031	1	2000	 
40031	2	1000	 
40031	3	500	4
40031	4	0	 
40031	5	200	 
40031	6	100	 
40031	7	100	4
40031	8	0	 
40031	9	0	 
40031	10	400	4
40031	11	0	 
40031	12	40	4
40031	13	0	 
40031	14	0	 
40031	15	500	4
40031	16	0	 
40031	17	500	0
40031	18	1500	1
40031	19	0	 
40031	20	0	 
40031	21	0	 
40031	22	0	 
40031	23	0	 
40031	24	0	 
40031	25	0	 
40031	26	0	 
40031	27	0	 
40031	28	0	 
40031	29	30	4
40031	30	0	 
40031	31	0	 
40031	32	290	4
40031	33	0	 
40032	1	200	 
40032	2	800	 
40032	3	0	 
40032	4	300	4
40032	5	0	 
40032	6	300	 
40032	7	0	 
40032	8	100	4
40032	9	200	4
40032	10	0	 
40032	11	0	 
40032	12	0	 
40032	13	0	 
40032	14	0	 
40032	15	150	4
40032	16	0	 
40032	17	0	 
40032	18	100	2
40032	19	0	 
40032	20	0	 
40032	21	0	 
40032	22	0	 
40032	23	0	 
40032	24	0	 
40032	25	0	 
40032	26	0	 
40032	27	0	 
40032	28	25	4
40032	29	0	 
40032	30	0	 
40032	31	0	 
40032	32	225	4
40032	33	0	 
40033	1	1000	 
40033	2	3000	 
40033	3	2000	3
40033	4	0	 
40033	5	100	 
40033	6	200	 
40033	7	300	3
40033	8	0	 
40033	9	0	 
40033	10	650	3
40033	11	140	4
40033	12	142	4
40033	13	0	 
40033	14	0	 
40033	15	600	3
40033	16	0	 
40033	17	0	 
40033	18	400	1
40033	19	0	 
40033	20	0	 
40033	21	0	 
40033	22	200	2
40033	23	0	 
40033	24	0	 
40033	25	0	 
40033	26	0	 
40033	27	0	 
40033	28	0	 
40033	29	100	3
40033	30	0	 
40033	31	0	 
40033	32	580	2
40033	33	4000	1
40034	1	2000	 
40034	2	1000	 
40034	3	2000	1
40034	4	0	 
40034	5	800	 
40034	6	400	 
40034	7	500	2
40034	8	0	 
40034	9	0	 
40034	10	2500	2
40034	11	0	 
40034	12	470	2
40034	13	0	 
40034	14	0	 
40034	15	2500	1
40034	16	0	 
40034	17	1000	0
40034	18	2000	1
40034	19	0	 
40034	20	0	 
40034	21	0	 
40034	22	0	 
40034	23	0	 
40034	24	0	 
40034	25	0	 
40034	26	0	 
40034	27	0	 
40034	28	0	 
40034	29	200	2
40034	30	0	 
40034	31	0	 
40034	32	580	2
40034	33	0	 
40035	1	500	 
40035	2	1000	 
40035	3	400	0
40035	4	500	3
40035	5	200	 
40035	6	200	 
40035	7	100	0
40035	8	100	4
40035	9	500	4
40035	10	400	0
40035	11	225	4
40035	12	200	0
40035	13	0	 
40035	14	0	 
40035	15	400	3
40035	16	0	 
40035	17	100	1
40035	18	700	1
40035	19	0	 
40035	20	0	 
40035	21	0	 
40035	22	0	 
40035	23	0	 
40035	24	0	 
40035	25	0	 
40035	26	0	 
40035	27	0	 
40035	28	20	4
40035	29	20	0
40035	30	0	 
40035	31	0	 
40035	32	580	2
40035	33	0	 
40036	1	800	 
40036	2	2000	 
40036	3	0	 
40036	4	500	4
40036	5	500	 
40036	6	700	 
40036	7	0	 
40036	8	150	4
40036	9	250	4
40036	10	0	 
40036	11	180	4
40036	12	0	 
40036	13	0	 
40036	14	0	 
40036	15	900	1
40036	16	2000	0
40036	17	0	 
40036	18	200	1
40036	19	0	 
40036	20	0	 
40036	21	0	 
40036	22	500	1
40036	23	0	 
40036	24	0	 
40036	25	500	 
40036	26	0	 
40036	27	0	 
40036	28	100	4
40036	29	0	 
40036	30	0	 
40036	31	200	 
40036	32	580	2
40036	33	0	 
40037	1	900	 
40037	2	1400	 
40037	3	600	4
40037	4	0	 
40037	5	300	 
40037	6	350	 
40037	7	210	4
40037	8	0	 
40037	9	0	 
40037	10	120	4
40037	11	0	 
40037	12	270	4
40037	13	0	 
40037	14	2040	4
40037	15	430	4
40037	16	0	 
40037	17	0	 
40037	18	120	1
40037	19	0	 
40037	20	0	 
40037	21	0	 
40037	22	0	 
40037	23	0	 
40037	24	0	 
40037	25	0	 
40037	26	0	 
40037	27	0	 
40037	28	0	 
40037	29	75	4
40037	30	0	 
40037	31	0	 
40037	32	250	4
40037	33	0	 
40038	1	30	 
40038	2	100	 
40038	3	0	 
40038	4	500	4
40038	5	60	 
40038	6	20	 
40038	7	0	 
40038	8	60	4
40038	9	500	4
40038	10	0	 
40038	11	120	4
40038	12	0	 
40038	13	0	 
40038	14	0	 
40038	15	500	4
40038	16	0	 
40038	17	100	1
40038	18	200	1
40038	19	0	 
40038	20	0	 
40038	21	0	 
40038	22	50	4
40038	23	0	 
40038	24	0	 
40038	25	0	 
40038	26	0	 
40038	27	0	 
40038	28	40	4
40038	29	0	 
40038	30	0	 
40038	31	0	 
40038	32	390	4
40038	33	0	 
40039	1	0	 
40039	2	260	 
40039	3	60	0
40039	4	200	4
40039	5	45	 
40039	6	29	 
40039	7	70	0
40039	8	100	4
40039	9	110	4
40039	10	90	0
40039	11	150	4
40039	12	0	 
40039	13	0	 
40039	14	0	 
40039	15	226	3
40039	16	0	 
40039	17	0	 
40039	18	125	1
40039	19	0	 
40039	20	0	 
40039	21	0	 
40039	22	0	 
40039	23	0	 
40039	24	0	 
40039	25	0	 
40039	26	0	 
40039	27	0	 
40039	28	50	4
40039	29	125	0
40039	30	0	 
40039	31	0	 
40039	32	0	 
40039	33	0	 
40043	1	1500	 
40043	2	2000	 
40043	3	0	 
40043	4	1500	2
40043	5	500	 
40043	6	700	 
40043	7	0	 
40043	8	500	2
40043	9	1400	2
40043	10	0	 
40043	11	520	2
40043	12	0	 
40043	13	0	 
40043	14	0	 
40043	15	1000	3
40043	16	0	 
40043	17	0	 
40043	18	200	2
40043	19	0	 
40043	20	0	 
40043	21	0	 
40043	22	0	 
40043	23	0	 
40043	24	0	 
40043	25	0	 
40043	26	0	 
40043	27	0	 
40043	28	10	2
40043	29	0	 
40043	30	0	 
40043	31	0	 
40043	32	580	2
40043	33	3000	0
40044	1	0	 
40044	2	70	 
40044	3	60	0
40044	4	120	4
40044	5	30	 
40044	6	25	 
40044	7	20	0
40044	8	40	4
40044	9	25	4
40044	10	0	 
40044	11	0	 
40044	12	70	0
40044	13	0	 
40044	14	0	 
40044	15	0	 
40044	16	0	 
40044	17	0	 
40044	18	70	1
40044	19	0	 
40044	20	0	 
40044	21	0	 
40044	22	0	 
40044	23	0	 
40044	24	0	 
40044	25	0	 
40044	26	0	 
40044	27	0	 
40044	28	170	4
40044	29	0	 
40044	30	0	 
40044	31	0	 
40044	32	0	 
40044	33	0	 
40045	1	800	 
40045	2	1200	 
40045	3	700	0
40045	4	700	2
40045	5	200	 
40045	6	300	 
40045	7	200	0
40045	8	300	2
40045	9	250	2
40045	10	350	0
40045	11	200	2
40045	12	100	0
40045	13	1200	1
40045	14	1000	0
40045	15	800	1
40045	16	160	0
40045	17	350	0
40045	18	500	1
40045	19	0	 
40045	20	0	 
40045	21	0	 
40045	22	500	1
40045	23	0	 
40045	24	0	 
40045	25	0	 
40045	26	0	 
40045	27	0	 
40045	28	50	2
40045	29	70	0
40045	30	0	 
40045	31	0	 
40045	32	870	1
